onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
144.0	12.0	6.0	53	-1	F	0.0	2	4	2.0	1.0	1/8	True	-1	4.0	4.0	4.0	4a	3	6	False	True				False	4	I		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
144.0	6.0	6.0	70	-2	B	-1.0	2	4	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	6	False	True				False	4	I		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	-1	-1	-1	False	False	False
150.0	6.0	6.25	69	3	A	0.0	2	4	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	25/4	False	False				False	4	I		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
156.0	12.0	6.5	46	-2	B	-1.0	2	4	2.0	1.0	1/8	True	-1	4.0	4.0	4.0	4a	2	13/2	False	True				False	5	IV	ii6	F	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	-1	-1	-1	True	True	True
156.0	6.0	6.5	67	1	G	0.0	2	4	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	13/2	False	True				False	5	IV	ii6	F	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	2	2	2	False	False	False
162.0	6.0	6.75	65	-1	F	0.0	2	4	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	27/4	False	False				False	5	IV	ii6	F	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	0	0	0	True	False	False
168.0	12.0	7.0	48	0	C	0.0	2	4	2.0	1.0	1/8	True	-1	4.0	4.0	4.0	4a	3	7	False	True				False	6	V		F	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
168.0	6.0	7.0	65	-1	F	0.0	2	4	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	7	False	True				False	6	V		F	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	0	0	0	False	False	False
174.0	6.0	7.25	64	4	E	0.0	2	4	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	29/4	False	False				False	6	V		F	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	5	5	5	True	False	False
180.0	12.0	7.5	46	-2	B	-1.0	2	4	2.0	1.0	1/8	True	-1	4.0	4.0	4.0	4a	2	15/2	False	True				False	7	V2		F	I		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-1	-1	-1	-1	-1	-1	True	False	True
180.0	6.0	7.5	62	2	D	0.0	2	4	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	15/2	False	True				False	7	V2		F	I		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-1	-1	-1	3	3	3	False	False	False
186.0	6.0	7.75	60	0	C	0.0	2	4	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	31/4	False	False				False	7	V2		F	I		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-1	-1	-1	1	1	1	True	True	False
192.0	12.0	8.0	45	3	A	0.0	2	4	2.0	1.0	1/8	True	-1	5.0	5.0	5.0	5a	2	8	False	True	EC	EC	}{	True	8	I6|EC}{		F	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	4	4	4	True	False	True
192.0	18.0	8.0	72	0	C	0.0	2	4	1.0	1.0	3/16	True	-1	5.0	5.0	5.0	5a	5	8	False	True	EC	EC	}{	True	8	I6|EC}{		F	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	1	1	1	True	False	False
204.0	12.0	8.5	53	-1	F	0.0	2	4	2.0	1.0	1/8	True	-1	5.0	5.0	5.0	5a	3	17/2	False	False				False	8	I6|EC}{		F	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	0	0	0	True	True	False
210.0	3.0	8.75	74	2	D	0.0	2	4	1.0	1.0	1/32	True	-1	5.0	5.0	5.0	5a	5	35/4	False	False				False	8	I6|EC}{		F	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	3	3	3	False	False	False
213.0	3.0	8.875	76	4	E	0.0	2	4	1.0	1.0	1/32	True	-1	5.0	5.0	5.0	5a	5	71/8	False	False				False	8	I6|EC}{		F	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	5	5	5	False	False	False
216.0	12.0	9.0	77	-1	F	0.0	2	4	1.0	1.0	1/8	True	-1	5.0	5.0	5.0	5a	5	9	False	False				False	8	I6|EC}{		F	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	0	0	0	True	True	False
228.0	12.0	9.5	79	1	G	0.0	2	4	1.0	1.0	1/8	True	-1	5.0	5.0	5.0	5a	5	19/2	False	False				False	8	I6|EC}{		F	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	2	2	2	False	False	False
240.0	12.0	10.0	81	3	A	0.0	2	4	1.0	1.0	1/8	True	-1	6.0	6.0	6.0	6a	5	10	False	False				False	8	I6|EC}{		F	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	4	4	4	True	False	True
252.0	12.0	10.5	77	-1	F	0.0	2	4	1.0	1.0	1/8	True	-1	6.0	6.0	6.0	6a	5	21/2	False	False				False	8	I6|EC}{		F	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	0	0	0	True	True	False
264.0	24.0	11.0	50	2	D	0.0	2	4	2.0	1.0	1/4	True	-1	6.0	6.0	6.0	6a	3	11	False	True				False	9	vi		F	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-1	-1	-1	3	3	3	True	True	True
264.0	24.0	11.0	62	2	D	0.0	2	4	2.0	1.0	1/4	True	-1	6.0	6.0	6.0	6a	4	11	False	True				False	9	vi		F	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-1	-1	-1	3	3	3	True	True	True
264.0	24.0	11.0	77	-1	F	0.0	2	4	1.0	1.0	1/4	True	-1	6.0	6.0	6.0	6a	5	11	False	True				False	9	vi		F	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-1	-1	-1	0	0	0	True	False	False
264.0	24.0	11.0	89	-1	F	0.0	2	4	1.0	1.0	1/4	True	-1	6.0	6.0	6.0	6a	6	11	False	True				False	9	vi		F	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-1	-1	-1	0	0	0	True	False	False
288.0	24.0	12.0	46	-2	B	-1.0	2	4	2.0	1.0	1/4	True	-1	7.0	7.0	7.0	7a	2	12	False	True				False	10	IV		F	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	-1	-1	-1	True	True	True
288.0	24.0	12.0	58	-2	B	-1.0	2	4	2.0	1.0	1/4	True	-1	7.0	7.0	7.0	7a	3	12	False	True				False	10	IV		F	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	-1	-1	-1	True	True	True
288.0	12.0	12.0	74	2	D	0.0	2	4	1.0	1.0	1/8	True	-1	7.0	7.0	7.0	7a	5	12	False	True				False	10	IV		F	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	3	3	3	True	False	False
288.0	12.0	12.0	86	2	D	0.0	2	4	1.0	1.0	1/8	True	-1	7.0	7.0	7.0	7a	6	12	False	True				False	10	IV		F	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	3	3	3	True	False	False
306.0	6.0	12.75	82	-2	B	-1.0	2	4	1.0	1.0	1/16	True	-1	7.0	7.0	7.0	7a	5	51/4	False	False				False	10	IV		F	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	-1	-1	-1	True	True	True
312.0	12.0	13.0	60	0	C	0.0	2	4	2.0	1.0	1/8	True	-1	7.0	7.0	7.0	7a	4	13	False	True				False	11	V(64)		F	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	-1	-1	-1	1	1	1	True	True	True
312.0	6.0	13.0	81	3	A	0.0	2	4	1.0	1.0	1/16	True	-1	7.0	7.0	7.0	7a	5	13	False	True				False	11	V(64)		F	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	-1	-1	-1	4	4	4	True	False	False
318.0	6.0	13.25	79	1	G	0.0	2	4	1.0	1.0	1/16	True	-1	7.0	7.0	7.0	7a	5	53/4	False	False				False	11	V(64)		F	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	-1	-1	-1	2	2	2	False	False	False
324.0	12.0	13.5	48	0	C	0.0	2	4	2.0	1.0	1/8	True	-1	7.0	7.0	7.0	7a	3	27/2	False	True				False	12	V		F	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
324.0	6.0	13.5	77	-1	F	0.0	2	4	1.0	1.0	1/16	True	-1	7.0	7.0	7.0	7a	5	27/2	False	True				False	12	V		F	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	0	0	0	False	False	False
330.0	6.0	13.75	76	4	E	0.0	2	4	1.0	1.0	1/16	True	-1	7.0	7.0	7.0	7a	5	55/4	False	False				False	12	V		F	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	5	5	5	True	False	False
336.0	0.0	14.0	76	4	E	0.0	2	4	1.0	1.0	0	True	-1	8.0	8.0	8.0	8a	5	14	False	True	PAC	PAC	}	True	13	I|PAC}		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	5	5	5	False	False	False
336.0	12.0	14.0	53	-1	F	0.0	2	4	2.0	1.0	1/8	True	-1	8.0	8.0	8.0	8a	3	14	False	True	PAC	PAC	}	True	13	I|PAC}		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
336.0	12.0	14.0	77	-1	F	0.0	2	4	1.0	1.0	1/8	True	-1	8.0	8.0	8.0	8a	5	14	False	True	PAC	PAC	}	True	13	I|PAC}		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
348.0	6.0	14.5	48	0	C	0.0	2	4	2.0	1.0	1/16	True	-1	8.0	8.0	8.0	8a	3	29/2	False	False				False	13	I|PAC}		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	1	1	1	True	False	False
348.0	6.0	14.5	72	0	C	0.0	2	4	1.0	1.0	1/16	True	-1	8.0	8.0	8.0	8a	5	29/2	False	False				False	13	I|PAC}		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	1	1	1	True	False	False
354.0	6.0	14.75	45	3	A	0.0	2	4	2.0	1.0	1/16	True	-1	8.0	8.0	8.0	8a	2	59/4	False	False				False	13	I|PAC}		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
354.0	6.0	14.75	69	3	A	0.0	2	4	1.0	1.0	1/16	True	-1	8.0	8.0	8.0	8a	4	59/4	False	False				False	13	I|PAC}		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
360.0	24.0	15.0	41	-1	F	0.0	2	4	2.0	1.0	1/4	True	-1	8.0	8.0	8.0	8a	2	15	False	False				False	13	I|PAC}		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
360.0	24.0	15.0	65	-1	F	0.0	2	4	1.0	1.0	1/4	True	-1	8.0	8.0	8.0	8a	4	15	False	False				False	13	I|PAC}		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
384.0	12.0	16.0	53	-1	F	0.0	2	4	2.0	1.0	1/8	True	-1	9.0	9.0	9.0	9a	3	16	False	False			{	False	14	{		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
384.0	18.0	16.0	69	3	A	0.0	2	4	1.0	1.0	3/16	True	-1	9.0	9.0	9.0	9a	4	16	False	False			{	False	14	{		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
384.0	18.0	16.0	72	0	C	0.0	2	4	1.0	1.0	3/16	True	-1	9.0	9.0	9.0	9a	5	16	False	False			{	False	14	{		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	-1	-1	-1	1	1	1	True	False	False
396.0	12.0	16.5	41	-1	F	0.0	2	4	2.0	1.0	1/8	True	-1	9.0	9.0	9.0	9a	2	33/2	False	False				False	14	{		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
402.0	3.0	16.75	74	2	D	0.0	2	4	1.0	1.0	1/32	True	-1	9.0	9.0	9.0	9a	5	67/4	False	False				False	14	{		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	-1	-1	-1	3	3	3	False	False	False
405.0	3.0	16.875	76	4	E	0.0	2	4	1.0	1.0	1/32	True	-1	9.0	9.0	9.0	9a	5	135/8	False	False				False	14	{		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	-1	-1	-1	5	5	5	False	False	False
408.0	12.0	17.0	77	-1	F	0.0	2	4	1.0	1.0	1/8	True	-1	9.0	9.0	9.0	9a	5	17	False	False				False	14	{		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
420.0	12.0	17.5	79	1	G	0.0	2	4	1.0	1.0	1/8	True	-1	9.0	9.0	9.0	9a	5	35/2	False	False				False	14	{		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	-1	-1	-1	2	2	2	False	False	False
432.0	12.0	18.0	81	3	A	0.0	2	4	1.0	1.0	1/8	True	-1	10.0	10.0	10.0	10a	5	18	False	False				False	14	{		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
444.0	12.0	18.5	77	-1	F	0.0	2	4	1.0	1.0	1/8	True	-1	10.0	10.0	10.0	10a	5	37/2	False	False				False	14	{		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
456.0	24.0	19.0	58	-2	B	-1.0	2	4	2.0	1.0	1/4	True	-1	10.0	10.0	10.0	10a	3	19	False	True				False	15	IV		F	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	-1	-1	-1	True	True	True
468.0	6.0	19.5	73	7	C	1.0	2	4	1.0	1.0	1/16	True	-1	10.0	10.0	10.0	10a	5	39/2	False	False				False	15	IV		F	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	8	8	8	False	False	False
474.0	6.0	19.75	74	2	D	0.0	2	4	1.0	1.0	1/16	True	-1	10.0	10.0	10.0	10a	5	79/4	False	False				False	15	IV		F	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	3	3	3	True	False	False
480.0	24.0	20.0	55	1	G	0.0	2	4	2.0	1.0	1/4	True	-1	11.0	11.0	11.0	11a	3	20	False	True				False	16	ii		F	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-1	-1	-1	2	2	2	True	True	True
492.0	6.0	20.5	69	3	A	0.0	2	4	1.0	1.0	1/16	True	-1	11.0	11.0	11.0	11a	4	41/2	False	False				False	16	ii		F	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-1	-1	-1	4	4	4	False	False	False
498.0	6.0	20.75	70	-2	B	-1.0	2	4	1.0	1.0	1/16	True	-1	11.0	11.0	11.0	11a	4	83/4	False	False				False	16	ii		F	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-1	-1	-1	-1	-1	-1	True	False	False
504.0	24.0	21.0	52	4	E	0.0	2	4	2.0	1.0	1/4	True	-1	11.0	11.0	11.0	11a	3	21	False	True				False	17	viio		F	I		viio		vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	-1	-1	-1	5	5	5	True	True	True
516.0	6.0	21.5	67	1	G	0.0	2	4	1.0	1.0	1/16	True	-1	11.0	11.0	11.0	11a	4	43/2	False	False				False	17	viio		F	I		viio		vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	-1	-1	-1	2	2	2	True	False	False
522.0	6.0	21.75	70	-2	B	-1.0	2	4	1.0	1.0	1/16	True	-1	11.0	11.0	11.0	11a	4	87/4	False	False				False	17	viio		F	I		viio		vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	-1	-1	-1	-1	-1	-1	True	False	False
