onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
4664.0	8.0	97.167	70	10	A	1.0	2	4	1.0	1.0	1/24	True	3	3.0	49.0	3.0	3b	4	583/6	False	False				False	81		ii		A	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	3	3	3	7	7	7	False	False	False
4672.0	8.0	97.333	71	5	B	0.0	2	4	1.0	1.0	1/24	True	3	3.0	49.0	3.0	3b	4	292/3	False	False				False	81		ii		A	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	3	3	3	2	2	2	True	True	True
4680.0	8.0	97.5	78	6	F	1.0	2	4	1.0	1.0	1/24	True	3	3.0	49.0	3.0	3b	5	195/2	False	False				False	81		ii		A	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	3	3	3	3	3	3	True	False	False
4688.0	8.0	97.667	76	4	E	0.0	2	4	1.0	1.0	1/24	True	3	3.0	49.0	3.0	3b	5	293/3	False	False				False	81		ii		A	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	3	3	3	1	1	1	False	False	False
4696.0	8.0	97.833	74	2	D	0.0	2	4	1.0	1.0	1/24	True	3	3.0	49.0	3.0	3b	5	587/6	False	False				False	81		ii		A	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	3	3	3	-1	-1	-1	True	False	False
4704.0	8.0	98.0	73	7	C	1.0	2	4	1.0	1.0	1/24	True	3	4.0	50.0	4.0	4b	5	98	False	True				False	82		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
4712.0	8.0	98.167	69	3	A	0.0	2	4	1.0	1.0	1/24	True	3	4.0	50.0	4.0	4b	4	589/6	False	False				False	82		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
4720.0	8.0	98.333	76	4	E	0.0	2	4	1.0	1.0	1/24	True	3	4.0	50.0	4.0	4b	5	295/3	False	False				False	82		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
4728.0	8.0	98.5	49	7	C	1.0	2	4	2.0	1.0	1/24	True	3	4.0	50.0	4.0	4b	3	197/2	False	True				False	83		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
4728.0	24.0	98.5	64	4	E	0.0	2	4	1.0	1.0	1/8	True	3	4.0	50.0	4.0	4b	4	197/2	False	True				False	83		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
4736.0	8.0	98.667	52	4	E	0.0	2	4	2.0	1.0	1/24	True	3	4.0	50.0	4.0	4b	3	296/3	False	False				False	83		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
4744.0	8.0	98.833	57	3	A	0.0	2	4	2.0	1.0	1/24	True	3	4.0	50.0	4.0	4b	3	593/6	False	False				False	83		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
4752.0	8.0	99.0	56	8	G	1.0	2	4	2.0	1.0	1/24	True	3	4.0	50.0	4.0	4b	3	99	False	True				False	84		V6		A	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	5	5	5	True	False	True
4760.0	8.0	99.167	59	5	B	0.0	2	4	2.0	1.0	1/24	True	3	4.0	50.0	4.0	4b	3	595/6	False	False				False	84		V6		A	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	2	2	2	True	False	False
4768.0	8.0	99.333	64	4	E	0.0	2	4	2.0	1.0	1/24	True	3	4.0	50.0	4.0	4b	4	298/3	False	False				False	84		V6		A	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	1	1	1	True	True	False
4776.0	24.0	99.5	52	4	E	0.0	2	4	2.0	1.0	1/8	True	3	4.0	50.0	4.0	4b	3	199/2	False	True				False	85		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	1	1	1	True	True	True
4776.0	8.0	99.5	68	8	G	1.0	2	4	1.0	1.0	1/24	True	3	4.0	50.0	4.0	4b	4	199/2	False	True				False	85		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	5	5	5	True	False	False
4784.0	8.0	99.667	71	5	B	0.0	2	4	1.0	1.0	1/24	True	3	4.0	50.0	4.0	4b	4	299/3	False	False				False	85		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	2	2	2	True	False	False
4792.0	8.0	99.833	74	2	D	0.0	2	4	1.0	1.0	1/24	True	3	4.0	50.0	4.0	4b	5	599/6	False	False				False	85		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	-1	-1	-1	True	False	False
4800.0	8.0	100.0	73	7	C	1.0	2	4	1.0	1.0	1/24	True	3	5.0	51.0	5.0	5b	5	100	False	True				False	86		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
4808.0	8.0	100.167	69	3	A	0.0	2	4	1.0	1.0	1/24	True	3	5.0	51.0	5.0	5b	4	601/6	False	False				False	86		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
4816.0	8.0	100.333	76	4	E	0.0	2	4	1.0	1.0	1/24	True	3	5.0	51.0	5.0	5b	5	301/3	False	False				False	86		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
4824.0	8.0	100.5	49	7	C	1.0	2	4	2.0	1.0	1/24	True	3	5.0	51.0	5.0	5b	3	201/2	False	True				False	87		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
4824.0	24.0	100.5	64	4	E	0.0	2	4	1.0	1.0	1/8	True	3	5.0	51.0	5.0	5b	4	201/2	False	True				False	87		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
4832.0	8.0	100.667	52	4	E	0.0	2	4	2.0	1.0	1/24	True	3	5.0	51.0	5.0	5b	3	302/3	False	False				False	87		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
4840.0	8.0	100.833	57	3	A	0.0	2	4	2.0	1.0	1/24	True	3	5.0	51.0	5.0	5b	3	605/6	False	False				False	87		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
4848.0	8.0	101.0	56	8	G	1.0	2	4	2.0	1.0	1/24	True	3	5.0	51.0	5.0	5b	3	101	False	True				False	88		V6		A	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	5	5	5	True	False	True
4856.0	8.0	101.167	59	5	B	0.0	2	4	2.0	1.0	1/24	True	3	5.0	51.0	5.0	5b	3	607/6	False	False				False	88		V6		A	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	2	2	2	True	False	False
4864.0	8.0	101.333	64	4	E	0.0	2	4	2.0	1.0	1/24	True	3	5.0	51.0	5.0	5b	4	304/3	False	False				False	88		V6		A	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	1	1	1	True	True	False
4872.0	8.0	101.5	52	4	E	0.0	2	4	2.0	1.0	1/24	True	3	5.0	51.0	5.0	5b	3	203/2	False	True				False	89		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	1	1	1	True	True	True
4872.0	8.0	101.5	68	8	G	1.0	2	4	1.0	1.0	1/24	True	3	5.0	51.0	5.0	5b	4	203/2	False	True				False	89		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	5	5	5	True	False	False
4880.0	8.0	101.667	56	8	G	1.0	2	4	2.0	1.0	1/24	True	3	5.0	51.0	5.0	5b	3	305/3	False	False				False	89		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	5	5	5	True	False	False
4880.0	8.0	101.667	71	5	B	0.0	2	4	1.0	1.0	1/24	True	3	5.0	51.0	5.0	5b	4	305/3	False	False				False	89		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	2	2	2	True	False	False
4888.0	8.0	101.833	59	5	B	0.0	2	4	2.0	1.0	1/24	True	3	5.0	51.0	5.0	5b	3	611/6	False	False				False	89		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	2	2	2	True	False	False
4888.0	8.0	101.833	74	2	D	0.0	2	4	1.0	1.0	1/24	True	3	5.0	51.0	5.0	5b	5	611/6	False	False				False	89		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	-1	-1	-1	True	False	False
4896.0	8.0	102.0	57	3	A	0.0	2	4	2.0	1.0	1/24	True	3	6.0	52.0	6.0	6b	3	102	False	True				False	90		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
4896.0	8.0	102.0	73	7	C	1.0	2	4	1.0	1.0	1/24	True	3	6.0	52.0	6.0	6b	5	102	False	True				False	90		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
4904.0	8.0	102.167	59	5	B	0.0	2	4	2.0	1.0	1/24	True	3	6.0	52.0	6.0	6b	3	613/6	False	False				False	90		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	2	2	2	False	False	False
4904.0	8.0	102.167	71	5	B	0.0	2	4	1.0	1.0	1/24	True	3	6.0	52.0	6.0	6b	4	613/6	False	False				False	90		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	2	2	2	False	False	False
4912.0	8.0	102.333	61	7	C	1.0	2	4	2.0	1.0	1/24	True	3	6.0	52.0	6.0	6b	4	307/3	False	False				False	90		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
4912.0	8.0	102.333	69	3	A	0.0	2	4	1.0	1.0	1/24	True	3	6.0	52.0	6.0	6b	4	307/3	False	False				False	90		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
4920.0	24.0	102.5	62	2	D	0.0	2	4	2.0	1.0	1/8	True	3	6.0	52.0	6.0	6b	4	205/2	False	True				False	91		IV		A	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	3	3	3	-1	-1	-1	True	True	True
4920.0	24.0	102.5	78	6	F	1.0	2	4	1.0	1.0	1/8	True	3	6.0	52.0	6.0	6b	5	205/2	False	True				False	91		IV		A	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	3	3	3	3	3	3	True	False	False
4968.0	24.0	103.5	61	7	C	1.0	2	4	2.0	1.0	1/8	True	3	6.0	52.0	6.0	6b	4	207/2	False	True				False	92		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
4968.0	24.0	103.5	69	3	A	0.0	2	4	2.0	1.0	1/8	True	3	6.0	52.0	6.0	6b	4	207/2	False	True				False	92		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
4968.0	18.0	103.5	76	4	E	0.0	2	4	1.0	1.0	3/32	True	3	6.0	52.0	6.0	6b	5	207/2	False	True				False	92		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
4986.0	6.0	103.875	81	3	A	0.0	2	4	1.0	1.0	1/32	True	3	6.0	52.0	6.0	6b	5	831/8	False	False				False	92		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
4992.0	48.0	104.0	59	5	B	0.0	2	4	2.0	2.0	1/4	True	3	7.0	53.0	7.0	7b	3	104	False	True				False	93		ii7(4)	viio6(62)	A	I		ii7(4)		ii		7	4		mm7	False	False	(2, 1, 3, 0)	()	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major		ii7(4), major		ii	3	3	3	2	2	2	True	True	True
4992.0	24.0	104.0	69	3	A	0.0	2	4	2.0	1.0	1/8	False	3	7.0	53.0	7.0	7b	4	104	False	True				False	93		ii7(4)	viio6(62)	A	I		ii7(4)		ii		7	4		mm7	False	False	(2, 1, 3, 0)	()	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major		ii7(4), major		ii	3	3	3	0	0	0	True	False	False
4992.0	24.0	104.0	76	4	E	0.0	2	4	1.0	1.0	1/8	True	3	7.0	53.0	7.0	7b	5	104	False	True				False	93		ii7(4)	viio6(62)	A	I		ii7(4)		ii		7	4		mm7	False	False	(2, 1, 3, 0)	()	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major		ii7(4), major		ii	3	3	3	1	1	1	True	False	False
5016.0	24.0	104.5	68	8	G	1.0	2	4	2.0	1.0	1/8	True	3	7.0	53.0	7.0	7b	4	209/2	False	False				False	93		ii7(4)	viio6(62)	A	I		ii7(4)		ii		7	4		mm7	False	False	(2, 1, 3, 0)	()	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major		ii7(4), major		ii	3	3	3	5	5	5	False	False	False
5016.0	24.0	104.5	74	2	D	0.0	2	4	1.0	1.0	1/8	True	3	7.0	53.0	7.0	7b	5	209/2	False	False				False	93		ii7(4)	viio6(62)	A	I		ii7(4)		ii		7	4		mm7	False	False	(2, 1, 3, 0)	()	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major		ii7(4), major		ii	3	3	3	-1	-1	-1	False	False	False
5040.0	24.0	105.0	57	3	A	0.0	2	4	2.0	2.0	1/8	True	3	7.0	53.0	7.0	7b	3	105	False	True	IAC	IAC	}	True	94		I|IAC}		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
5040.0	24.0	105.0	69	3	A	0.0	2	4	2.0	1.0	1/8	True	3	7.0	53.0	7.0	7b	4	105	False	True	IAC	IAC	}	True	94		I|IAC}		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
5040.0	24.0	105.0	73	7	C	1.0	2	4	1.0	1.0	1/8	True	3	7.0	53.0	7.0	7b	5	105	False	True	IAC	IAC	}	True	94		I|IAC}		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
5088.0	96.0	106.0	45	3	A	0.0	2	4	2.0	1.0	1/2	True	3	8.0	54.0	8.0	8b	2	106	False	False			{	False	95		{		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	3	3	3	0	0	0	True	True	True
5136.0	8.0	107.0	85	7	C	1.0	2	4	1.0	1.0	1/24	True	3	8.0	54.0	8.0	8b	6	107	False	False				False	95		{		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	3	3	3	4	4	4	True	False	False
5144.0	8.0	107.167	83	5	B	0.0	2	4	1.0	1.0	1/24	True	3	8.0	54.0	8.0	8b	5	643/6	False	False				False	95		{		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	3	3	3	2	2	2	False	False	False
5152.0	8.0	107.333	81	3	A	0.0	2	4	1.0	1.0	1/24	True	3	8.0	54.0	8.0	8b	5	322/3	False	False				False	95		{		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	3	3	3	0	0	0	True	True	True
5160.0	8.0	107.5	80	8	G	1.0	2	4	1.0	1.0	1/24	True	3	8.0	54.0	8.0	8b	5	215/2	False	False				False	95		{		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	3	3	3	5	5	5	False	False	False
5168.0	8.0	107.667	78	6	F	1.0	2	4	1.0	1.0	1/24	True	3	8.0	54.0	8.0	8b	5	323/3	False	False				False	95		{		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	3	3	3	3	3	3	False	False	False
5176.0	8.0	107.833	76	4	E	0.0	2	4	1.0	1.0	1/24	True	3	8.0	54.0	8.0	8b	5	647/6	False	False				False	95		{		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	3	3	3	1	1	1	True	False	False
5184.0	96.0	108.0	45	3	A	0.0	2	4	2.0	1.0	1/2	False	3	9.0	55.0	9.0	9b	2	108	False	True				False	96		V2/V		A	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	3	3	4	0	0	-1	True	False	True
5184.0	8.0	108.0	75	9	D	1.0	2	4	1.0	1.0	1/24	True	3	9.0	55.0	9.0	9b	5	108	False	True				False	96		V2/V		A	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	3	3	4	6	6	5	True	False	False
5192.0	8.0	108.167	78	6	F	1.0	2	4	1.0	1.0	1/24	True	3	9.0	55.0	9.0	9b	5	649/6	False	False				False	96		V2/V		A	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	3	3	4	3	3	2	True	False	False
5200.0	8.0	108.333	76	4	E	0.0	2	4	1.0	1.0	1/24	True	3	9.0	55.0	9.0	9b	5	325/3	False	False				False	96		V2/V		A	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	3	3	4	1	1	0	False	False	False
5208.0	8.0	108.5	75	9	D	1.0	2	4	1.0	1.0	1/24	True	3	9.0	55.0	9.0	9b	5	217/2	False	False				False	96		V2/V		A	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	3	3	4	6	6	5	True	False	False
5216.0	8.0	108.667	73	7	C	1.0	2	4	1.0	1.0	1/24	True	3	9.0	55.0	9.0	9b	5	326/3	False	False				False	96		V2/V		A	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	3	3	4	4	4	3	False	False	False
5224.0	8.0	108.833	71	5	B	0.0	2	4	1.0	1.0	1/24	True	3	9.0	55.0	9.0	9b	4	653/6	False	False				False	96		V2/V		A	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	3	3	4	2	2	1	True	True	False
5232.0	8.0	109.0	69	3	A	0.0	2	4	1.0	1.0	1/24	True	3	9.0	55.0	9.0	9b	4	109	False	False				False	96		V2/V		A	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	3	3	4	0	0	-1	True	False	True
5240.0	8.0	109.167	68	8	G	1.0	2	4	1.0	1.0	1/24	True	3	9.0	55.0	9.0	9b	4	655/6	False	False				False	96		V2/V		A	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	3	3	4	5	5	4	False	False	False
5248.0	8.0	109.333	66	6	F	1.0	2	4	1.0	1.0	1/24	True	3	9.0	55.0	9.0	9b	4	328/3	False	False				False	96		V2/V		A	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	3	3	4	3	3	2	True	False	False
5256.0	8.0	109.5	64	4	E	0.0	2	4	1.0	1.0	1/24	True	3	9.0	55.0	9.0	9b	4	219/2	False	False				False	96		V2/V		A	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	3	3	4	1	1	0	False	False	False
5264.0	8.0	109.667	63	9	D	1.0	2	4	1.0	1.0	1/24	True	3	9.0	55.0	9.0	9b	4	329/3	False	False				False	96		V2/V		A	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	3	3	4	6	6	5	True	False	False
5272.0	8.0	109.833	64	4	E	0.0	2	4	1.0	1.0	1/24	True	3	9.0	55.0	9.0	9b	4	659/6	False	False				False	96		V2/V		A	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	3	3	4	1	1	0	False	False	False
5280.0	96.0	110.0	43	1	G	0.0	2	4	2.0	1.0	1/2	True	3	10.0	56.0	10.0	10b	2	110	False	True				False	97		v6		A	I		v6		v		6			m	False	False	(-2, 2, 1)	()	1	-2	major	major	I	I, major	v		I	I	False	v6	v6, major		v6, major		v	3	3	3	-2	-2	-2	True	False	True
5328.0	8.0	111.0	83	5	B	0.0	2	4	1.0	1.0	1/24	True	3	10.0	56.0	10.0	10b	5	111	False	False				False	97		v6		A	I		v6		v		6			m	False	False	(-2, 2, 1)	()	1	-2	major	major	I	I, major	v		I	I	False	v6	v6, major		v6, major		v	3	3	3	2	2	2	True	False	False
5336.0	8.0	111.167	81	3	A	0.0	2	4	1.0	1.0	1/24	True	3	10.0	56.0	10.0	10b	5	667/6	False	False				False	97		v6		A	I		v6		v		6			m	False	False	(-2, 2, 1)	()	1	-2	major	major	I	I, major	v		I	I	False	v6	v6, major		v6, major		v	3	3	3	0	0	0	False	False	False
5344.0	8.0	111.333	79	1	G	0.0	2	4	1.0	1.0	1/24	True	3	10.0	56.0	10.0	10b	5	334/3	False	False				False	97		v6		A	I		v6		v		6			m	False	False	(-2, 2, 1)	()	1	-2	major	major	I	I, major	v		I	I	False	v6	v6, major		v6, major		v	3	3	3	-2	-2	-2	True	False	True
5352.0	8.0	111.5	78	6	F	1.0	2	4	1.0	1.0	1/24	True	3	10.0	56.0	10.0	10b	5	223/2	False	False				False	97		v6		A	I		v6		v		6			m	False	False	(-2, 2, 1)	()	1	-2	major	major	I	I, major	v		I	I	False	v6	v6, major		v6, major		v	3	3	3	3	3	3	False	False	False
5360.0	8.0	111.667	76	4	E	0.0	2	4	1.0	1.0	1/24	True	3	10.0	56.0	10.0	10b	5	335/3	False	False				False	97		v6		A	I		v6		v		6			m	False	False	(-2, 2, 1)	()	1	-2	major	major	I	I, major	v		I	I	False	v6	v6, major		v6, major		v	3	3	3	1	1	1	True	True	False
5368.0	8.0	111.833	74	2	D	0.0	2	4	1.0	1.0	1/24	True	3	10.0	56.0	10.0	10b	5	671/6	False	False				False	97		v6		A	I		v6		v		6			m	False	False	(-2, 2, 1)	()	1	-2	major	major	I	I, major	v		I	I	False	v6	v6, major		v6, major		v	3	3	3	-1	-1	-1	False	False	False
