onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
3.0	3.0	0.125	81	3	A	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	1/8	False	False				False																																											
6.0	3.0	0.25	83	5	B	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	1/4	False	False				False																																											
9.0	3.0	0.375	85	7	C	1.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	6	3/8	False	False				False																																											
12.0	3.0	0.5	86	2	D	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	6	1/2	False	False				False																																											
15.0	3.0	0.625	85	7	C	1.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	6	5/8	False	False				False																																											
18.0	3.0	0.75	83	5	B	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	3/4	False	False				False																																											
21.0	3.0	0.875	81	3	A	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	7/8	False	False				False																																											
24.0	3.0	1.0	79	1	G	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	1	False	False				False																																											
27.0	3.0	1.125	78	6	F	1.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	9/8	False	False				False																																											
30.0	3.0	1.25	76	4	E	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	5/4	False	False				False																																											
33.0	3.0	1.375	78	6	F	1.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	11/8	False	False				False																																											
36.0	3.0	1.5	81	3	A	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	3/2	False	False				False																																											
39.0	3.0	1.625	79	1	G	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	13/8	False	False				False																																											
42.0	3.0	1.75	78	6	F	1.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	7/4	False	False				False																																											
45.0	3.0	1.875	76	4	E	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	15/8	False	False				False																																											
48.0	3.0	2.0	74	2	D	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	2	False	False				False																																											
51.0	3.0	2.125	73	7	C	1.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	17/8	False	False				False																																											
54.0	3.0	2.25	74	2	D	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	9/4	False	False				False																																											
57.0	3.0	2.375	76	4	E	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	19/8	False	False				False																																											
60.0	3.0	2.5	74	2	D	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	5/2	False	False				False																																											
63.0	3.0	2.625	73	7	C	1.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	21/8	False	False				False																																											
66.0	3.0	2.75	74	2	D	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	11/4	False	False				False																																											
69.0	3.0	2.875	78	6	F	1.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	23/8	False	False				False																																											
72.0	3.0	3.0	76	4	E	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	3	False	False				False																																											
75.0	3.0	3.125	74	2	D	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	25/8	False	False				False																																											
78.0	3.0	3.25	73	7	C	1.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	5	13/4	False	False				False																																											
81.0	3.0	3.375	71	5	B	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	4	27/8	False	False				False																																											
84.0	3.0	3.5	69	3	A	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	4	7/2	False	False				False																																											
87.0	3.0	3.625	67	1	G	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	4	29/8	False	False				False																																											
90.0	3.0	3.75	66	6	F	1.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	4	15/4	False	False				False																																											
93.0	3.0	3.875	64	4	E	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	4	31/8	False	False				False																																											
96.0	3.0	4.0	66	6	F	1.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	4	4	False	False				False																																											
99.0	3.0	4.125	69	3	A	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	4	33/8	False	False				False																																											
102.0	3.0	4.25	64	4	E	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	4	17/4	False	False				False																																											
105.0	3.0	4.375	66	6	F	1.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	4	35/8	False	False				False																																											
108.0	3.0	4.5	69	3	A	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	4	9/2	False	False				False																																											
111.0	3.0	4.625	61	7	C	1.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	4	37/8	False	False				False																																											
114.0	3.0	4.75	62	2	D	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	4	19/4	False	False				False																																											
117.0	3.0	4.875	57	3	A	0.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	3	39/8	False	False				False																																											
120.0	3.0	5.0	54	6	F	1.0	4	4	1.0	1.0	1/32	True		1.0	1.0	1.0	1a	3	5	False	False				False																																											
123.0	48.0	5.125	50	2	D	0.0	4	4	2.0	1.0	1/2	True	2	2.0	2.0	2.0	2a	3	41/8	False	False				False																																											
171.0	3.0	7.125	54	6	F	1.0	4	4	1.0	1.0	1/32	True	2	3.0	3.0	3.0	3a	3	57/8	False	False				False																																											
174.0	3.0	7.25	57	3	A	0.0	4	4	1.0	1.0	1/32	True	2	3.0	3.0	3.0	3a	3	29/4	False	False				False																																											
177.0	3.0	7.375	62	2	D	0.0	4	4	1.0	1.0	1/32	True	2	3.0	3.0	3.0	3a	4	59/8	False	False				False																																											
180.0	3.0	7.5	66	6	F	1.0	4	4	1.0	1.0	1/32	True	2	3.0	3.0	3.0	3a	4	15/2	False	False				False																																											
183.0	3.0	7.625	69	3	A	0.0	4	4	1.0	1.0	1/32	True	2	3.0	3.0	3.0	3a	4	61/8	False	False				False																																											
186.0	3.0	7.75	66	6	F	1.0	4	4	1.0	1.0	1/32	True	2	3.0	3.0	3.0	3a	4	31/4	False	False				False																																											
189.0	3.0	7.875	62	2	D	0.0	4	4	1.0	1.0	1/32	True	2	3.0	3.0	3.0	3a	4	63/8	False	False				False																																											
192.0	3.0	8.0	57	3	A	0.0	4	4	1.0	1.0	1/32	True	2	3.0	3.0	3.0	3a	3	8	False	False				False																																											
195.0	3.0	8.125	54	6	F	1.0	4	4	1.0	1.0	1/32	True	2	3.0	3.0	3.0	3a	3	65/8	False	False				False																																											
198.0	3.0	8.25	50	2	D	0.0	4	4	2.0	1.0	1/32	True	2	3.0	3.0	3.0	3a	3	33/4	False	False				False																																											
201.0	3.0	8.375	49	7	C	1.0	4	4	2.0	1.0	1/32	True	2	3.0	3.0	3.0	3a	3	67/8	False	False				False																																											
204.0	48.0	8.5	47	5	B	0.0	4	4	2.0	1.0	1/2	True	2	4.0	4.0	4.0	4a	2	17/2	False	True				False	1	vi		D	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	2	2	2	3	3	3	True	True	True
252.0	24.0	10.5	47	5	B	0.0	4	4	2.0	1.0	1/4	False	2	4.0	4.0	4.0	4a	2	21/2	False	False				False	1	vi		D	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	2	2	2	3	3	3	True	True	True
252.0	24.0	10.5	50	2	D	0.0	4	4	2.0	1.0	1/4	True	2	4.0	4.0	4.0	4a	3	21/2	False	False				False	1	vi		D	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	2	2	2	0	0	0	True	False	False
252.0	24.0	10.5	54	6	F	1.0	4	4	2.0	1.0	1/4	True	2	4.0	4.0	4.0	4a	3	21/2	False	False				False	1	vi		D	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	2	2	2	4	4	4	True	False	False
252.0	24.0	10.5	59	5	B	0.0	4	4	2.0	1.0	1/4	True	2	4.0	4.0	4.0	4a	3	21/2	False	False				False	1	vi		D	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	2	2	2	3	3	3	True	True	True
252.0	24.0	10.5	62	2	D	0.0	4	4	1.0	2.0	1/4	True	2	4.0	4.0	4.0	4a	4	21/2	False	False				False	1	vi		D	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	2	2	2	0	0	0	True	False	False
252.0	24.0	10.5	66	6	F	1.0	4	4	1.0	2.0	1/4	True	2	4.0	4.0	4.0	4a	4	21/2	False	False				False	1	vi		D	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	2	2	2	4	4	4	True	False	False
252.0	24.0	10.5	71	5	B	0.0	4	4	1.0	2.0	1/4	True	2	4.0	4.0	4.0	4a	4	21/2	False	False				False	1	vi		D	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	2	2	2	3	3	3	True	True	True
