onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	2.0	0.0	64	4	E	0.0	4	4	1.0	1.0	1/48	True	0	1.0	1.0	0.0	0a	4	0	True	True			{	False	0	a.V65{		a	i		V65	V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	3	3	3	1	1	1	True	True	False
2.0	2.0	0.08300000000000018	62	2	D	0.0	4	4	1.0	1.0	1/48	True	0	1.0	1.0	0.0	0a	4	1/12	False	False				False	0	a.V65{		a	i		V65	V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	3	3	3	-1	-1	-1	True	False	False
4.0	2.0	0.16699999999999982	60	0	C	0.0	4	4	1.0	1.0	1/48	True	0	1.0	1.0	0.0	0a	4	1/6	False	False				False	0	a.V65{		a	i		V65	V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	3	3	3	-3	-3	-3	False	False	False
6.0	2.0	0.25	59	5	B	0.0	4	4	1.0	1.0	1/48	True	0	1.0	1.0	0.0	0a	3	1/4	False	False				False	0	a.V65{		a	i		V65	V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	3	3	3	2	2	2	True	False	False
8.0	2.0	0.3330000000000002	60	0	C	0.0	4	4	1.0	1.0	1/48	True	0	1.0	1.0	0.0	0a	4	1/3	False	False				False	0	a.V65{		a	i		V65	V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	3	3	3	-3	-3	-3	False	False	False
10.0	2.0	0.4169999999999998	56	8	G	1.0	4	4	1.0	1.0	1/48	True	0	1.0	1.0	0.0	0a	3	5/12	False	False				False	0	a.V65{		a	i		V65	V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	3	3	3	5	5	5	True	False	True
12.0	12.0	0.5	57	3	A	0.0	4	4	2.0	1.0	1/8	True	0	2.0	2.0	1.0	1a	3	1/2	False	True				False	1	i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
48.0	2.0	2.0	60	0	C	0.0	4	4	2.0	1.0	1/48	True	0	2.0	2.0	1.0	1a	4	2	False	True				False	2	V		a	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	-3	-3	-3	False	False	False
50.0	2.0	2.083	59	5	B	0.0	4	4	2.0	1.0	1/48	True	0	2.0	2.0	1.0	1a	3	25/12	False	False				False	2	V		a	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	2	2	2	True	False	False
52.0	2.0	2.167	57	3	A	0.0	4	4	2.0	1.0	1/48	True	0	2.0	2.0	1.0	1a	3	13/6	False	False				False	2	V		a	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	0	0	0	False	False	False
54.0	2.0	2.25	56	8	G	1.0	4	4	2.0	1.0	1/48	True	0	2.0	2.0	1.0	1a	3	9/4	False	False				False	2	V		a	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	5	5	5	True	False	False
56.0	2.0	2.333	57	3	A	0.0	4	4	2.0	1.0	1/48	True	0	2.0	2.0	1.0	1a	3	7/3	False	False				False	2	V		a	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	0	0	0	False	False	False
58.0	2.0	2.417	52	4	E	0.0	4	4	2.0	1.0	1/48	True	0	2.0	2.0	1.0	1a	3	29/12	False	False				False	2	V		a	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	1	1	1	True	True	True
60.0	12.0	2.5	53	-1	F	0.0	4	4	2.0	1.0	1/8	True	0	2.0	2.0	1.0	1a	3	5/2	False	True				False	3	iv6	VI	a	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	3	3	3	-4	-4	-4	True	False	True
96.0	2.0	4.0	57	3	A	0.0	4	4	2.0	1.0	1/48	True	0	2.0	2.0	1.0	1a	3	4	False	True				False	4	V65/iv		a	i		V65/iv	V		65		iv	Mm7	True	True	(4, 1, -2, 0)	()	0	4	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V65/iv	V65/iv, minor		V65/iv, minor	iv	iv	3	3	2	0	0	1	True	True	False
