onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
30.0	3.0	0.625	67	1	G	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	4	5/8	False	False				False	0	g.i{		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
33.0	3.0	0.688	70	-2	B	-1.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	4	11/16	False	False				False	0	g.i{		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
36.0	3.0	0.75	74	2	D	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	5	3/4	False	False				False	0	g.i{		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
39.0	3.0	0.812	72	0	C	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	5	13/16	False	False				False	0	g.i{		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-1	-1	-1	False	False	False
42.0	3.0	0.875	70	-2	B	-1.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	4	7/8	False	False				False	0	g.i{		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
45.0	3.0	0.938	69	3	A	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	4	15/16	False	False				False	0	g.i{		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	2	2	2	False	False	False
48.0	3.0	1.0	67	1	G	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	4	1	False	False				False	0	g.i{		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
51.0	3.0	1.062	66	6	F	1.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	4	17/16	False	False				False	0	g.i{		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	5	5	5	False	False	False
54.0	3.0	1.125	67	1	G	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	4	9/8	False	False				False	0	g.i{		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
57.0	12.0	1.188	58	-2	B	-1.0	4	4	2.0	1.0	1/16	True	-2	1.0	1.0	1.0	1a	3	19/16	False	False				False	0	g.i{		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
69.0	3.0	1.438	45	3	A	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	2	23/16	False	True				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	2	2	2	True	False	True
72.0	3.0	1.5	48	0	C	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	3	3/2	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	-1	-1	-1	True	False	False
75.0	3.0	1.562	54	6	F	1.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	3	25/16	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	5	5	5	True	True	False
78.0	3.0	1.625	57	3	A	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	3	13/8	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	2	2	2	True	False	True
81.0	3.0	1.688	60	0	C	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	4	27/16	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	-1	-1	-1	True	False	False
84.0	3.0	1.75	66	6	F	1.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	4	7/4	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	5	5	5	True	True	False
87.0	3.0	1.812	69	3	A	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	4	29/16	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	2	2	2	True	False	True
90.0	3.0	1.875	57	3	A	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	3	15/8	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	2	2	2	True	False	True
93.0	3.0	1.938	60	0	C	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	4	31/16	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	-1	-1	-1	True	False	False
96.0	3.0	2.0	66	6	F	1.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	4	2	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	5	5	5	True	True	False
99.0	3.0	2.062	69	3	A	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	4	33/16	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	2	2	2	True	False	True
102.0	3.0	2.125	72	0	C	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	5	17/8	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	-1	-1	-1	True	False	False
105.0	3.0	2.188	75	-3	E	-1.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	5	35/16	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	-4	-4	-4	True	False	False
108.0	3.0	2.25	74	2	D	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	5	9/4	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	1	1	1	False	False	False
111.0	3.0	2.312	72	0	C	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	5	37/16	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	-1	-1	-1	True	False	False
114.0	3.0	2.375	71	5	B	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	4	19/8	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	4	4	4	False	False	False
117.0	3.0	2.438	72	0	C	0.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	5	39/16	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	-1	-1	-1	True	False	False
120.0	3.0	2.5	66	6	F	1.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	4	5/2	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	5	5	5	True	True	False
123.0	3.0	2.562	63	-3	E	-1.0	4	4	2.0	1.0	1/64	True	-2	1.0	1.0	1.0	1a	4	41/16	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	-4	-4	-4	True	False	False
126.0	12.0	2.625	57	3	A	0.0	4	4	2.0	1.0	1/16	True	-2	1.0	1.0	1.0	1a	3	21/8	False	False				False	1	#viio65		g	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	1	1	1	2	2	2	True	False	True
192.0	192.0	0.0	46	-2	B	-1.0	4	4	2.0	2.0	1	True	-2	2.0	2.0	1.0	1a	2	4	False	True				False	2	i6		g	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
216.0	24.0	0.5	86	2	D	0.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	6	9/2	False	False				False	2	i6		g	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	1	1	1	True	False	False
240.0	24.0	1.0	86	2	D	0.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	6	5	False	False				False	2	i6		g	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	1	1	1	True	False	False
264.0	24.0	1.5	82	-2	B	-1.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	11/2	False	False				False	2	i6		g	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
288.0	24.0	2.0	82	-2	B	-1.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	6	False	False				False	2	i6		g	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
312.0	24.0	2.5	79	1	G	0.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	13/2	False	False				False	2	i6		g	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
336.0	24.0	3.0	79	1	G	0.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	7	False	False				False	2	i6		g	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
360.0	24.0	3.5	74	2	D	0.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	15/2	False	False				False	2	i6		g	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	1	1	1	True	False	False
384.0	72.0	4.0	74	2	D	0.0	4	4	1.0	1.0	3/8	True	-2	2.0	2.0	1.0	1a	5	8	False	True				False	3	V2		g	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	1	1	1	1	1	1	True	True	False
408.0	24.0	4.5	60	0	C	0.0	4	4	1.0	2.0	1/8	True	-2	2.0	2.0	1.0	1a	4	17/2	False	False				False	3	V2		g	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	1	1	1	-1	-1	-1	True	False	True
408.0	24.0	4.5	66	6	F	1.0	4	4	1.0	2.0	1/8	True	-2	2.0	2.0	1.0	1a	4	17/2	False	False				False	3	V2		g	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	1	1	1	5	5	5	True	False	False
432.0	48.0	5.0	60	0	C	0.0	4	4	1.0	2.0	1/4	True	-2	2.0	2.0	1.0	1a	4	9	False	False				False	3	V2		g	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	1	1	1	-1	-1	-1	True	False	True
432.0	48.0	5.0	66	6	F	1.0	4	4	1.0	2.0	1/4	True	-2	2.0	2.0	1.0	1a	4	9	False	False				False	3	V2		g	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	1	1	1	5	5	5	True	False	False
456.0	24.0	5.5	74	2	D	0.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	19/2	False	False				False	3	V2		g	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	1	1	1	1	1	1	True	True	False
480.0	72.0	6.0	74	2	D	0.0	4	4	1.0	1.0	3/8	True	-2	2.0	2.0	1.0	1a	5	10	False	True				False	4	i6		g	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	1	1	1	True	False	False
504.0	24.0	6.5	58	-2	B	-1.0	4	4	1.0	2.0	1/8	True	-2	2.0	2.0	1.0	1a	3	21/2	False	False				False	4	i6		g	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
504.0	24.0	6.5	67	1	G	0.0	4	4	1.0	2.0	1/8	True	-2	2.0	2.0	1.0	1a	4	21/2	False	False				False	4	i6		g	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
528.0	48.0	7.0	58	-2	B	-1.0	4	4	1.0	2.0	1/4	True	-2	2.0	2.0	1.0	1a	3	11	False	False				False	4	i6		g	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
528.0	48.0	7.0	67	1	G	0.0	4	4	1.0	2.0	1/4	True	-2	2.0	2.0	1.0	1a	4	11	False	False				False	4	i6		g	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
552.0	24.0	7.5	74	2	D	0.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	23/2	False	False				False	4	i6		g	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	1	1	1	True	False	False
576.0	72.0	8.0	74	2	D	0.0	4	4	1.0	1.0	3/8	True	-2	2.0	2.0	1.0	1a	5	12	False	True				False	5	V65		g	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	1	1	1	1	1	1	True	True	False
600.0	24.0	8.5	66	6	F	1.0	4	4	1.0	2.0	1/8	True	-2	2.0	2.0	1.0	1a	4	25/2	False	False				False	5	V65		g	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	1	1	1	5	5	5	True	False	True
600.0	24.0	8.5	72	0	C	0.0	4	4	1.0	2.0	1/8	True	-2	2.0	2.0	1.0	1a	5	25/2	False	False				False	5	V65		g	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	1	1	1	-1	-1	-1	True	False	False
624.0	48.0	9.0	66	6	F	1.0	4	4	1.0	2.0	1/4	True	-2	2.0	2.0	1.0	1a	4	13	False	False				False	5	V65		g	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	1	1	1	5	5	5	True	False	True
624.0	48.0	9.0	72	0	C	0.0	4	4	1.0	2.0	1/4	True	-2	2.0	2.0	1.0	1a	5	13	False	False				False	5	V65		g	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	1	1	1	-1	-1	-1	True	False	False
648.0	24.0	9.5	74	2	D	0.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	27/2	False	False				False	5	V65		g	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	1	1	1	1	1	1	True	True	False
648.0	24.0	9.5	86	2	D	0.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	6	27/2	False	False				False	5	V65		g	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	1	1	1	1	1	1	True	True	False
672.0	48.0	10.0	67	1	G	0.0	4	4	1.0	2.0	1/4	True	-2	2.0	2.0	1.0	1a	4	14	False	True				False	6	i		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
672.0	48.0	10.0	70	-2	B	-1.0	4	4	1.0	2.0	1/4	True	-2	2.0	2.0	1.0	1a	4	14	False	True				False	6	i		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
672.0	24.0	10.0	74	2	D	0.0	4	4	1.0	1.0	1/8	False	-2	2.0	2.0	1.0	1a	5	14	False	True				False	6	i		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
672.0	24.0	10.0	86	2	D	0.0	4	4	1.0	1.0	1/8	False	-2	2.0	2.0	1.0	1a	6	14	False	True				False	6	i		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
696.0	24.0	10.5	74	2	D	0.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	29/2	False	False				False	6	i		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
720.0	48.0	11.0	55	1	G	0.0	4	4	2.0	2.0	1/4	True	-2	2.0	2.0	1.0	1a	3	15	False	False				False	6	i		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
720.0	48.0	11.0	74	2	D	0.0	4	4	1.0	2.0	1/4	True	-2	2.0	2.0	1.0	1a	5	15	False	False				False	6	i		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
744.0	24.0	11.5	82	-2	B	-1.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	31/2	False	False				False	6	i		g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
768.0	48.0	12.0	54	6	F	1.0	4	4	2.0	2.0	1/4	True	-2	2.0	2.0	1.0	1a	3	16	False	True				False	7	V6		g	i		V6		V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	1	1	1	5	5	5	True	False	True
