onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
1.0	1.0	0.25	46	-2	B	-1.0	1.25	0	2	4	2.0	1.0	1/16	True		1.0	1.0	1.0	1a	2	1/4	False	False				False																																											
2.0	2.0	0.5	58	-2	B	-1.0	1.5	0	2	4	2.0	1.0	1/8	True		1.0	1.0	1.0	1a	3	1/2	False	False				False																																											
2.0	2.0	0.5	61	-5	D	-1.0	1.5	0	2	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	1/2	False	False				False																																											
2.0	2.0	0.5	63	-3	E	-1.0	1.5	0	2	4	2.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	1/2	False	False				False																																											
2.0	2.0	0.5	67	1	G	0.0	1.5	0	2	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	1/2	False	False				False																																											
2.0	2.0	0.5	73	-5	D	-1.0	1.5	0	2	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	5	1/2	False	False				False																																											
5.0	1.0	1.25	45	-9	B	-2.0	2.25	0	2	4	2.0	1.0	1/16	True		1.0	1.0	1.0	1a	2	5/4	False	False				False																																											
6.0	2.0	1.5	57	-9	B	-2.0	2.5	0	2	4	2.0	1.0	1/8	True		1.0	1.0	1.0	1a	3	3/2	False	False				False																																											
6.0	2.0	1.5	61	-5	D	-1.0	2.5	0	2	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	3/2	False	False				False																																											
6.0	2.0	1.5	64	4	E	0.0	2.5	0	2	4	2.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	3/2	False	False				False																																											
6.0	2.0	1.5	67	1	G	0.0	2.5	0	2	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	3/2	False	False				False																																											
6.0	2.0	1.5	73	-5	D	-1.0	2.5	0	2	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	5	3/2	False	False				False																																											
9.0	1.0	2.25	43	1	G	0.0	1.25	0	2	4	2.0	1.0	1/16	True		2.0	2.0	2.0	2a	2	9/4	False	False				False																																											
10.0	2.0	2.5	55	1	G	0.0	1.5	0	2	4	2.0	1.0	1/8	True		2.0	2.0	2.0	2a	3	5/2	False	False				False																																											
10.0	2.0	2.5	61	-5	D	-1.0	1.5	0	2	4	1.0	1.0	1/8	True		2.0	2.0	2.0	2a	4	5/2	False	False				False																																											
10.0	2.0	2.5	63	-3	E	-1.0	1.5	0	2	4	2.0	1.0	1/8	True		2.0	2.0	2.0	2a	4	5/2	False	False				False																																											
10.0	2.0	2.5	70	-2	B	-1.0	1.5	0	2	4	1.0	1.0	1/8	True		2.0	2.0	2.0	2a	4	5/2	False	False				False																																											
10.0	2.0	2.5	73	-5	D	-1.0	1.5	0	2	4	1.0	1.0	1/8	True		2.0	2.0	2.0	2a	5	5/2	False	False				False																																											
13.0	1.0	3.25	44	-4	A	-1.0	2.25	0	2	4	2.0	1.0	1/16	True		2.0	2.0	2.0	2a	2	13/4	False	False				False																																											
14.0	2.0	3.5	56	-4	A	-1.0	2.5	0	2	4	2.0	1.0	1/8	True		2.0	2.0	2.0	2a	3	7/2	False	False				False																																											
14.0	2.0	3.5	62	2	D	0.0	2.5	0	2	4	1.0	1.0	1/8	True		2.0	2.0	2.0	2a	4	7/2	False	False				False																																											
14.0	2.0	3.5	65	-1	F	0.0	2.5	0	2	4	2.0	1.0	1/8	True		2.0	2.0	2.0	2a	4	7/2	False	False				False																																											
14.0	2.0	3.5	72	0	C	0.0	2.5	0	2	4	1.0	1.0	1/8	True		2.0	2.0	2.0	2a	5	7/2	False	False				False																																											
14.0	2.0	3.5	74	2	D	0.0	2.5	0	2	4	1.0	1.0	1/8	True		2.0	2.0	2.0	2a	5	7/2	False	False				False																																											
17.0	1.0	4.25	44	-4	A	-1.0	1.25	0	2	4	2.0	1.0	1/16	True		3.0	3.0	3.0	3a	2	17/4	False	False				False																																											
18.0	3.0	4.5	56	-4	A	-1.0	1.5	0	2	4	2.0	1.0	3/16	True		3.0	3.0	3.0	3a	3	9/2	False	False				False																																											
18.0	3.0	4.5	63	-3	E	-1.0	1.5	0	2	4	2.0	1.0	3/16	True		3.0	3.0	3.0	3a	4	9/2	False	False				False																																											
18.0	3.0	4.5	66	-6	G	-1.0	1.5	0	2	4	2.0	1.0	3/16	True		3.0	3.0	3.0	3a	4	9/2	False	False				False																																											
18.0	4.0	4.5	68	-4	A	-1.0	1.5	0	2	4	1.0	1.0	1/4	True		3.0	3.0	3.0	3a	4	9/2	False	False				False																																											
18.0	4.0	4.5	72	0	C	0.0	1.5	0	2	4	1.0	1.0	1/4	True		3.0	3.0	3.0	3a	5	9/2	False	False				False																																											
18.0	4.0	4.5	75	-3	E	-1.0	1.5	0	2	4	1.0	1.0	1/4	True		3.0	3.0	3.0	3a	5	9/2	False	False				False																																											
21.0	1.0	5.25	44	-4	A	-1.0	2.25	0	2	4	2.0	1.0	1/16	True		3.0	3.0	3.0	3a	2	21/4	False	False				False																																											
22.0	2.0	5.5	56	-4	A	-1.0	2.5	0	2	4	2.0	1.0	1/8	True		3.0	3.0	3.0	3a	3	11/2	False	True				False	5	#viio43/ii	Db	I	V	#viio43/ii		#vii	o	43		ii	o7	False	False	(1, -2, 7, 4)	()	7	1	major	major	I	I, major	#vii/ii	ii	ii/I	ii	True	#viio43/ii	#viio43/ii, major	V	#viio43/ii, major	ii	ii	-5	-5	-3	1	1	-1	True	False	True
22.0	2.0	5.5	62	2	D	0.0	2.5	0	2	4	2.0	1.0	1/8	True		3.0	3.0	3.0	3a	4	11/2	False	True				False	5	#viio43/ii	Db	I	V	#viio43/ii		#vii	o	43		ii	o7	False	False	(1, -2, 7, 4)	()	7	1	major	major	I	I, major	#vii/ii	ii	ii/I	ii	True	#viio43/ii	#viio43/ii, major	V	#viio43/ii, major	ii	ii	-5	-5	-3	7	7	5	True	True	False
22.0	2.0	5.5	65	-1	F	0.0	2.5	0	2	4	2.0	1.0	1/8	True		3.0	3.0	3.0	3a	4	11/2	False	True				False	5	#viio43/ii	Db	I	V	#viio43/ii		#vii	o	43		ii	o7	False	False	(1, -2, 7, 4)	()	7	1	major	major	I	I, major	#vii/ii	ii	ii/I	ii	True	#viio43/ii	#viio43/ii, major	V	#viio43/ii, major	ii	ii	-5	-5	-3	4	4	2	True	False	False
22.0	2.0	5.5	71	-7	C	-1.0	2.5	0	2	4	1.0	1.0	1/8	True		3.0	3.0	3.0	3a	5	11/2	False	True				False	5	#viio43/ii	Db	I	V	#viio43/ii		#vii	o	43		ii	o7	False	False	(1, -2, 7, 4)	()	7	1	major	major	I	I, major	#vii/ii	ii	ii/I	ii	True	#viio43/ii	#viio43/ii, major	V	#viio43/ii, major	ii	ii	-5	-5	-3	-2	-2	-4	True	False	False
22.0	2.0	5.5	74	2	D	0.0	2.5	0	2	4	1.0	1.0	1/8	True		3.0	3.0	3.0	3a	5	11/2	False	True				False	5	#viio43/ii	Db	I	V	#viio43/ii		#vii	o	43		ii	o7	False	False	(1, -2, 7, 4)	()	7	1	major	major	I	I, major	#vii/ii	ii	ii/I	ii	True	#viio43/ii	#viio43/ii, major	V	#viio43/ii, major	ii	ii	-5	-5	-3	7	7	5	True	True	False
22.0	2.0	5.5	77	-1	F	0.0	2.5	0	2	4	1.0	1.0	1/8	True		3.0	3.0	3.0	3a	5	11/2	False	True				False	5	#viio43/ii	Db	I	V	#viio43/ii		#vii	o	43		ii	o7	False	False	(1, -2, 7, 4)	()	7	1	major	major	I	I, major	#vii/ii	ii	ii/I	ii	True	#viio43/ii	#viio43/ii, major	V	#viio43/ii, major	ii	ii	-5	-5	-3	4	4	2	True	False	False
24.0	1.0	6.0	56	-4	A	-1.0	1.0	1	2	4	2.0	1.0	1/16	False	-5	4.0	4.0	4.0	4a	3	6	False	False				False	5	#viio43/ii	Db	I	V	#viio43/ii		#vii	o	43		ii	o7	False	False	(1, -2, 7, 4)	()	7	1	major	major	I	I, major	#vii/ii	ii	ii/I	ii	True	#viio43/ii	#viio43/ii, major	V	#viio43/ii, major	ii	ii	-5	-5	-3	1	1	-1	True	False	True
24.0	1.0	6.0	62	2	D	0.0	1.0	1	2	4	2.0	1.0	1/16	False	-5	4.0	4.0	4.0	4a	4	6	False	False				False	5	#viio43/ii	Db	I	V	#viio43/ii		#vii	o	43		ii	o7	False	False	(1, -2, 7, 4)	()	7	1	major	major	I	I, major	#vii/ii	ii	ii/I	ii	True	#viio43/ii	#viio43/ii, major	V	#viio43/ii, major	ii	ii	-5	-5	-3	7	7	5	True	True	False
