onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	8	55	1	G	0	3	4	2	2	True	1.0	-2	1	1	1	1a	0	1/4	True	3	True			{	False	0		g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
0	16	62	2	D	0	3	4	2	1	True	1.0	-2	1	1	1	1a	0	1/2	True	4	True			{	False	0		g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
0	6	79	1	G	0	3	4	1	2	True	1.0	-2	1	1	1	1a	0	3/16	True	5	True			{	False	0		g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
0	8	79	1	G	0	3	4	1	1	True	1.0	-2	1	1	1	1a	0	1/4	True	5	True			{	False	0		g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
6	2	70	-2	B	-1	3	4	1	2	True	1.75	-2	1	1	1	1a	3/4	1/16	False	4	False				False	0		g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
8	16	50	2	D	0	3	4	2	2	True	2.0	-2	1	1	1	1a	1	1/2	False	3	True				False	1		V(4)		g	i		V(4)	V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	1	1	1	1	1	1	True	True	True
8	8	69	3	A	0	3	4	1	2	True	2.0	-2	1	1	1	1a	1	1/4	False	4	True				False	1		V(4)		g	i		V(4)	V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	1	1	1	2	2	2	True	False	False
8	6	79	1	G	0	3	4	1	1	False	2.0	-2	1	1	1	1a	1	3/16	False	5	True				False	1		V(4)		g	i		V(4)	V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	1	1	1	0	0	0	True	False	False
14	2	81	3	A	0	3	4	1	1	True	2.75	-2	1	1	1	1a	7/4	1/16	False	5	False				False	1		V(4)		g	i		V(4)	V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	1	1	1	2	2	2	True	False	False
16	8	60	0	C	0	3	4	2	1	True	3.0	-2	1	1	1	1a	2	1/4	False	4	True				False	2		V7		g	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	1	1	1	-1	-1	-1	True	False	False
16	6	69	3	A	0	3	4	1	2	False	3.0	-2	1	1	1	1a	2	3/16	False	4	True				False	2		V7		g	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	1	1	1	2	2	2	True	False	False
16	8	78	6	F	1	3	4	1	1	True	3.0	-2	1	1	1	1a	2	1/4	False	5	True				False	2		V7		g	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	1	1	1	5	5	5	True	False	False
22	2	72	0	C	0	3	4	1	2	True	3.75	-2	1	1	1	1a	11/4	1/16	False	5	False				False	2		V7		g	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	1	1	1	-1	-1	-1	True	False	False
24	8	55	1	G	0	3	4	2	2	True	1.0	-2	2	2	2	2a	3	1/4	False	3	True				False	3		i(4)		g	i		i(4)	i			4		m	True	True	(0, -1, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(4), minor		i	1	1	1	0	0	0	True	True	True
24	24	62	2	D	0	3	4	2	1	True	1.0	-2	2	2	2	2a	3	3/4	False	4	True				False	3		i(4)		g	i		i(4)	i			4		m	True	True	(0, -1, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(4), minor		i	1	1	1	1	1	1	True	False	False
24	6	72	0	C	0	3	4	1	2	False	1.0	-2	2	2	2	2a	3	3/16	False	5	True				False	3		i(4)		g	i		i(4)	i			4		m	True	True	(0, -1, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(4), minor		i	1	1	1	-1	-1	-1	True	False	False
24	8	79	1	G	0	3	4	1	1	True	1.0	-2	2	2	2	2a	3	1/4	False	5	True				False	3		i(4)		g	i		i(4)	i			4		m	True	True	(0, -1, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(4), minor		i	1	1	1	0	0	0	True	True	True
30	2	74	2	D	0	3	4	1	2	True	1.75	-2	2	2	2	2a	15/4	1/16	False	5	False				False	3		i(4)		g	i		i(4)	i			4		m	True	True	(0, -1, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(4), minor		i	1	1	1	1	1	1	True	False	False
32	6	55	1	G	0	3	4	2	2	False	2.0	-2	2	2	2	2a	4	3/16	False	3	True				False	4		i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
32	6	70	-2	B	-1	3	4	1	1	True	2.0	-2	2	2	2	2a	4	3/16	False	4	True				False	4		i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
32	8	70	-2	B	-1	3	4	1	2	True	2.0	-2	2	2	2	2a	4	1/4	False	4	True				False	4		i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
38	2	57	3	A	0	3	4	2	2	True	2.75	-2	2	2	2	2a	19/4	1/16	False	3	False				False	4		i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	2	2	2	False	False	False
38	2	72	0	C	0	3	4	1	1	True	2.75	-2	2	2	2	2a	19/4	1/16	False	5	False				False	4		i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-1	-1	-1	False	False	False
40	6	58	-2	B	-1	3	4	2	2	True	3.0	-2	2	2	2	2a	5	3/16	False	3	True			}	True	5		i6}		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
40	8	70	-2	B	-1	3	4	1	2	False	3.0	-2	2	2	2	2a	5	1/4	False	4	True			}	True	5		i6}		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
40	6	74	2	D	0	3	4	1	1	True	3.0	-2	2	2	2	2a	5	3/16	False	5	True			}	True	5		i6}		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	1	1	1	True	False	False
46	2	55	1	G	0	3	4	2	2	True	3.75	-2	2	2	2	2a	23/4	1/16	False	3	False				False	5		i6}		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
