onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
46	2	76	4	E	0	3	4	1	1	True	3.75	-2	2	2	2	2a	23/4	1/16	False	5	False				False	5		i6}		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	3	3	3	False	False	False
48	8	57	3	A	0	3	4	2	2	True	1.0	-2	3	3	3	3a	6	1/4	False	3	True			{	False	6		VII6{		g	i		VII6	VII		6			M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	VII		i	i	True	VII6	VII6, minor		VII6, minor		VII	1	1	1	2	2	2	True	False	True
48	8	60	0	C	0	3	4	2	1	True	1.0	-2	3	3	3	3a	6	1/4	False	4	True			{	False	6		VII6{		g	i		VII6	VII		6			M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	VII		i	i	True	VII6	VII6, minor		VII6, minor		VII	1	1	1	-1	-1	-1	True	False	False
48	6	77	-1	F	0	3	4	1	2	True	1.0	-2	3	3	3	3a	6	3/16	False	5	True			{	False	6		VII6{		g	i		VII6	VII		6			M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	VII		i	i	True	VII6	VII6, minor		VII6, minor		VII	1	1	1	-2	-2	-2	True	True	False
48	8	77	-1	F	0	3	4	1	1	True	1.0	-2	3	3	3	3a	6	1/4	False	5	True			{	False	6		VII6{		g	i		VII6	VII		6			M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	VII		i	i	True	VII6	VII6, minor		VII6, minor		VII	1	1	1	-2	-2	-2	True	True	False
54	2	72	0	C	0	3	4	1	2	True	1.75	-2	3	3	3	3a	27/4	1/16	False	5	False				False	6		VII6{		g	i		VII6	VII		6			M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	VII		i	i	True	VII6	VII6, minor		VII6, minor		VII	1	1	1	-1	-1	-1	True	False	False
56	16	55	1	G	0	3	4	2	2	True	2.0	-2	3	3	3	3a	7	1/2	False	3	True				False	7		i7		g	i		i7	i		7			mm7	True	True	(0, -3, 1, -2)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i7	i7, minor		i7, minor		i	1	1	1	0	0	0	True	True	True
56	8	62	2	D	0	3	4	2	1	True	2.0	-2	3	3	3	3a	7	1/4	False	4	True				False	7		i7		g	i		i7	i		7			mm7	True	True	(0, -3, 1, -2)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i7	i7, minor		i7, minor		i	1	1	1	1	1	1	True	False	False
56	8	70	-2	B	-1	3	4	1	2	True	2.0	-2	3	3	3	3a	7	1/4	False	4	True				False	7		i7		g	i		i7	i		7			mm7	True	True	(0, -3, 1, -2)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i7	i7, minor		i7, minor		i	1	1	1	-3	-3	-3	True	False	False
56	6	77	-1	F	0	3	4	1	1	False	2.0	-2	3	3	3	3a	7	3/16	False	5	True				False	7		i7		g	i		i7	i		7			mm7	True	True	(0, -3, 1, -2)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i7	i7, minor		i7, minor		i	1	1	1	-2	-2	-2	True	False	False
62	2	79	1	G	0	3	4	1	1	True	2.75	-2	3	3	3	3a	31/4	1/16	False	5	False				False	7		i7		g	i		i7	i		7			mm7	True	True	(0, -3, 1, -2)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i7	i7, minor		i7, minor		i	1	1	1	0	0	0	True	True	True
64	8	64	4	E	0	3	4	2	1	True	3.0	-2	3	3	3	3a	8	1/4	False	4	True				False	8		viio6/VII		g	i		viio6/VII	vii	o	6		VII	o	True	True	(0, -3, 3)	()	3	0	minor	minor	i	i, minor	vii/VII	VII	VII/i	VII	False	viio6/VII	viio6/VII, minor		viio6/VII, minor	VII	VII	1	1	-1	3	3	5	True	True	False
64	6	70	-2	B	-1	3	4	1	2	False	3.0	-2	3	3	3	3a	8	3/16	False	4	True				False	8		viio6/VII		g	i		viio6/VII	vii	o	6		VII	o	True	True	(0, -3, 3)	()	3	0	minor	minor	i	i, minor	vii/VII	VII	VII/i	VII	False	viio6/VII	viio6/VII, minor		viio6/VII, minor	VII	VII	1	1	-1	-3	-3	-1	True	False	False
64	8	76	4	E	0	3	4	1	1	True	3.0	-2	3	3	3	3a	8	1/4	False	5	True				False	8		viio6/VII		g	i		viio6/VII	vii	o	6		VII	o	True	True	(0, -3, 3)	()	3	0	minor	minor	i	i, minor	vii/VII	VII	VII/i	VII	False	viio6/VII	viio6/VII, minor		viio6/VII, minor	VII	VII	1	1	-1	3	3	5	True	True	False
70	2	70	-2	B	-1	3	4	1	2	True	3.75	-2	3	3	3	3a	35/4	1/16	False	4	False				False	8		viio6/VII		g	i		viio6/VII	vii	o	6		VII	o	True	True	(0, -3, 3)	()	3	0	minor	minor	i	i, minor	vii/VII	VII	VII/i	VII	False	viio6/VII	viio6/VII, minor		viio6/VII, minor	VII	VII	1	1	-1	-3	-3	-1	True	False	False
72	8	53	-1	F	0	3	4	2	2	True	1.0	-2	4	4	4	4a	9	1/4	False	3	True				False	9		VII(4)		g	i		VII(4)	VII			4		M	True	True	(-2, -3, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII(4), minor		VII	1	1	1	-2	-2	-2	True	True	True
72	24	65	-1	F	0	3	4	2	1	True	1.0	-2	4	4	4	4a	9	3/4	False	4	True				False	9		VII(4)		g	i		VII(4)	VII			4		M	True	True	(-2, -3, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII(4), minor		VII	1	1	1	-2	-2	-2	True	True	True
72	6	70	-2	B	-1	3	4	1	2	False	1.0	-2	4	4	4	4a	9	3/16	False	4	True				False	9		VII(4)		g	i		VII(4)	VII			4		M	True	True	(-2, -3, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII(4), minor		VII	1	1	1	-3	-3	-3	True	False	False
72	8	77	-1	F	0	3	4	1	1	True	1.0	-2	4	4	4	4a	9	1/4	False	5	True				False	9		VII(4)		g	i		VII(4)	VII			4		M	True	True	(-2, -3, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII(4), minor		VII	1	1	1	-2	-2	-2	True	True	True
78	2	72	0	C	0	3	4	1	2	True	1.75	-2	4	4	4	4a	39/4	1/16	False	5	False				False	9		VII(4)		g	i		VII(4)	VII			4		M	True	True	(-2, -3, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII(4), minor		VII	1	1	1	-1	-1	-1	True	False	False
80	6	53	-1	F	0	3	4	2	2	False	2.0	-2	4	4	4	4a	10	3/16	False	3	True				False	10		VII		g	i		VII	VII					M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII, minor		VII	1	1	1	-2	-2	-2	True	True	True
80	6	69	3	A	0	3	4	1	1	True	2.0	-2	4	4	4	4a	10	3/16	False	4	True				False	10		VII		g	i		VII	VII					M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII, minor		VII	1	1	1	2	2	2	True	False	False
86	2	55	1	G	0	3	4	2	2	True	2.75	-2	4	4	4	4a	43/4	1/16	False	3	False				False	10		VII		g	i		VII	VII					M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII, minor		VII	1	1	1	0	0	0	False	False	False
86	2	70	-2	B	-1	3	4	1	1	True	2.75	-2	4	4	4	4a	43/4	1/16	False	4	False				False	10		VII		g	i		VII	VII					M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII, minor		VII	1	1	1	-3	-3	-3	False	False	False
88	6	57	3	A	0	3	4	2	2	True	3.0	-2	4	4	4	4a	11	3/16	False	3	True			}	True	11		VII6}		g	i		VII6	VII		6			M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	VII		i	i	True	VII6	VII6, minor		VII6, minor		VII	1	1	1	2	2	2	True	False	True
88	6	72	0	C	0	3	4	1	1	True	3.0	-2	4	4	4	4a	11	3/16	False	5	True			}	True	11		VII6}		g	i		VII6	VII		6			M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	VII		i	i	True	VII6	VII6, minor		VII6, minor		VII	1	1	1	-1	-1	-1	True	False	False
94	2	58	-2	B	-1	3	4	2	2	True	3.75	-2	4	4	4	4a	47/4	1/16	False	3	False				False	11		VII6}		g	i		VII6	VII		6			M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	VII		i	i	True	VII6	VII6, minor		VII6, minor		VII	1	1	1	-3	-3	-3	False	False	False
94	2	74	2	D	0	3	4	1	1	True	3.75	-2	4	4	4	4a	47/4	1/16	False	5	False				False	11		VII6}		g	i		VII6	VII		6			M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	VII		i	i	True	VII6	VII6, minor		VII6, minor		VII	1	1	1	1	1	1	False	False	False
96	8	60	0	C	0	3	4	2	1	True	1.0	-2	5	5	5	5a	12	1/4	False	4	True			{	False	12		iv{		g	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	1	1	1	-1	-1	-1	True	True	True
96	6	67	1	G	0	3	4	1	2	True	1.0	-2	5	5	5	5a	12	3/16	False	4	True			{	False	12		iv{		g	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	1	1	1	0	0	0	True	False	False
96	8	75	-3	E	-1	3	4	1	1	True	1.0	-2	5	5	5	5a	12	1/4	False	5	True			{	False	12		iv{		g	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	1	1	1	-4	-4	-4	True	False	False
102	2	69	3	A	0	3	4	1	2	True	1.75	-2	5	5	5	5a	51/4	1/16	False	4	False				False	12		iv{		g	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	1	1	1	2	2	2	False	False	False
104	8	62	2	D	0	3	4	2	1	True	2.0	-2	5	5	5	5a	13	1/4	False	4	True				False	13		III6(4)		g	i		III6(4)	III		6	4		M	True	True	(-4, -2, -3)	()	-3	-4	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6(4), minor		III	1	1	1	1	1	1	False	False	False
104	8	70	-2	B	-1	3	4	1	2	True	2.0	-2	5	5	5	5a	13	1/4	False	4	True				False	13		III6(4)		g	i		III6(4)	III		6	4		M	True	True	(-4, -2, -3)	()	-3	-4	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6(4), minor		III	1	1	1	-3	-3	-3	True	True	False
104	6	75	-3	E	-1	3	4	1	1	False	2.0	-2	5	5	5	5a	13	3/16	False	5	True				False	13		III6(4)		g	i		III6(4)	III		6	4		M	True	True	(-4, -2, -3)	()	-3	-4	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6(4), minor		III	1	1	1	-4	-4	-4	True	False	True
110	2	74	2	D	0	3	4	1	1	True	2.75	-2	5	5	5	5a	55/4	1/16	False	5	True				False	14		III6		g	i		III6	III		6			M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6, minor		III	1	1	1	1	1	1	True	False	True
112	8	63	-3	E	-1	3	4	2	1	True	3.0	-2	5	5	5	5a	14	1/4	False	4	True				False	15		iv6		g	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	1	1	1	-4	-4	-4	True	False	True
112	8	67	1	G	0	3	4	1	2	True	3.0	-2	5	5	5	5a	14	1/4	False	4	True				False	15		iv6		g	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	1	1	1	0	0	0	True	False	False
112	6	72	0	C	0	3	4	1	1	True	3.0	-2	5	5	5	5a	14	3/16	False	5	True				False	15		iv6		g	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	1	1	1	-1	-1	-1	True	True	False
118	2	70	-2	B	-1	3	4	1	1	True	3.75	-2	5	5	5	5a	59/4	1/16	False	4	False				False	15		iv6		g	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	1	1	1	-3	-3	-3	False	False	False
120	6	63	-3	E	-1	3	4	2	1	False	1.0	-2	6	6	6	6a	15	3/16	False	4	True				False	16		V2/III		g	i		V2/III	V		2		III	Mm7	True	True	(-4, -2, 2, -1)	()	-2	-4	minor	minor	i	i, minor	V/III	III	III/i	III	False	V2/III	V2/III, minor		V2/III, minor	III	III	1	1	-2	-4	-4	-1	True	False	True
120	8	65	-1	F	0	3	4	1	2	True	1.0	-2	6	6	6	6a	15	1/4	False	4	True				False	16		V2/III		g	i		V2/III	V		2		III	Mm7	True	True	(-4, -2, 2, -1)	()	-2	-4	minor	minor	i	i, minor	V/III	III	III/i	III	False	V2/III	V2/III, minor		V2/III, minor	III	III	1	1	-2	-2	-2	1	True	True	False
120	8	69	3	A	0	3	4	1	1	True	1.0	-2	6	6	6	6a	15	1/4	False	4	True				False	16		V2/III		g	i		V2/III	V		2		III	Mm7	True	True	(-4, -2, 2, -1)	()	-2	-4	minor	minor	i	i, minor	V/III	III	III/i	III	False	V2/III	V2/III, minor		V2/III, minor	III	III	1	1	-2	2	2	5	True	False	False
126	2	60	0	C	0	3	4	2	1	True	1.75	-2	6	6	6	6a	63/4	1/16	False	4	False				False	16		V2/III		g	i		V2/III	V		2		III	Mm7	True	True	(-4, -2, 2, -1)	()	-2	-4	minor	minor	i	i, minor	V/III	III	III/i	III	False	V2/III	V2/III, minor		V2/III, minor	III	III	1	1	-2	-1	-1	2	True	False	False
128	8	62	2	D	0	3	4	2	1	True	2.0	-2	6	6	6	6a	16	1/4	False	4	True				False	17		III6		g	i		III6	III		6			M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6, minor		III	1	1	1	1	1	1	True	False	True
128	6	65	-1	F	0	3	4	1	2	False	2.0	-2	6	6	6	6a	16	3/16	False	4	True				False	17		III6		g	i		III6	III		6			M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6, minor		III	1	1	1	-2	-2	-2	True	False	False
128	8	70	-2	B	-1	3	4	1	1	True	2.0	-2	6	6	6	6a	16	1/4	False	4	True				False	17		III6		g	i		III6	III		6			M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6, minor		III	1	1	1	-3	-3	-3	True	True	False
134	2	65	-1	F	0	3	4	1	2	True	2.75	-2	6	6	6	6a	67/4	1/16	False	4	False				False	17		III6		g	i		III6	III		6			M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6, minor		III	1	1	1	-2	-2	-2	True	False	False
136	8	60	0	C	0	3	4	2	1	True	3.0	-2	6	6	6	6a	17	1/4	False	4	True				False	18		iio6(2)		g	i		iio6(2)	ii	o	6	2		o	True	True	(-1, -4, -3)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6(2), minor		ii	1	1	1	-1	-1	-1	True	False	True
136	8	63	-3	E	-1	3	4	1	2	True	3.0	-2	6	6	6	6a	17	1/4	False	4	True				False	18		iio6(2)		g	i		iio6(2)	ii	o	6	2		o	True	True	(-1, -4, -3)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6(2), minor		ii	1	1	1	-4	-4	-4	True	False	False
136	6	70	-2	B	-1	3	4	1	1	False	3.0	-2	6	6	6	6a	17	3/16	False	4	True				False	18		iio6(2)		g	i		iio6(2)	ii	o	6	2		o	True	True	(-1, -4, -3)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6(2), minor		ii	1	1	1	-3	-3	-3	True	False	False
142	2	69	3	A	0	3	4	1	1	True	3.75	-2	6	6	6	6a	71/4	1/16	False	4	True				False	19		iio6		g	i		iio6	ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	1	1	1	2	2	2	True	True	False
144	8	58	-2	B	-1	3	4	2	1	True	1.0	-2	7	7	7	7a	18	1/4	False	3	True				False	20		i6(2)		g	i		i6(2)	i		6	2		m	True	True	(-3, 1, 2)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6(2), minor		i	1	1	1	-3	-3	-3	True	False	True
144	8	62	2	D	0	3	4	1	2	True	1.0	-2	7	7	7	7a	18	1/4	False	4	True				False	20		i6(2)		g	i		i6(2)	i		6	2		m	True	True	(-3, 1, 2)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6(2), minor		i	1	1	1	1	1	1	True	False	False
144	6	69	3	A	0	3	4	1	1	False	1.0	-2	7	7	7	7a	18	3/16	False	4	True				False	20		i6(2)		g	i		i6(2)	i		6	2		m	True	True	(-3, 1, 2)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6(2), minor		i	1	1	1	2	2	2	True	False	False
150	2	67	1	G	0	3	4	1	1	True	1.75	-2	7	7	7	7a	75/4	1/16	False	4	True				False	21		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
