onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	1	48	0	C	0	2	4	2	1	True	1.0	-3	1	1	1	1a	0	1/16	True	3	True			{	False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
1	1	84	0	C	0	2	4	1	1	True	1.25	-3	1	1	1	1a	1/4	1/16	False	6	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
2	1	79	1	G	0	2	4	1	1	True	1.5	-3	1	1	1	1a	1/2	1/16	False	5	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	1	1	1	True	False	False
3	1	75	-3	E	-1	2	4	1	1	True	1.75	-3	1	1	1	1a	3/4	1/16	False	5	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
4	1	72	0	C	0	2	4	1	1	True	2.0	-3	1	1	1	1a	1	1/16	False	5	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
5	1	67	1	G	0	2	4	1	1	True	2.25	-3	1	1	1	1a	5/4	1/16	False	4	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	1	1	1	True	False	False
6	1	63	-3	E	-1	2	4	1	1	True	2.5	-3	1	1	1	1a	3/2	1/16	False	4	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
7	1	60	0	C	0	2	4	1	1	True	2.75	-3	1	1	1	1a	7/4	1/16	False	4	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
8	1	36	0	C	0	2	4	2	1	True	1.0	-3	2	2	2	2a	2	1/16	False	2	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
9	1	84	0	C	0	2	4	1	1	True	1.25	-3	2	2	2	2a	9/4	1/16	False	6	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
10	1	79	1	G	0	2	4	1	1	True	1.5	-3	2	2	2	2a	5/2	1/16	False	5	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	1	1	1	True	False	False
11	1	75	-3	E	-1	2	4	1	1	True	1.75	-3	2	2	2	2a	11/4	1/16	False	5	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
12	1	72	0	C	0	2	4	1	1	True	2.0	-3	2	2	2	2a	3	1/16	False	5	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
13	1	67	1	G	0	2	4	1	1	True	2.25	-3	2	2	2	2a	13/4	1/16	False	4	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	1	1	1	True	False	False
14	1	63	-3	E	-1	2	4	1	1	True	2.5	-3	2	2	2	2a	7/2	1/16	False	4	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
15	1	60	0	C	0	2	4	1	1	True	2.75	-3	2	2	2	2a	15/4	1/16	False	4	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
16	1	36	0	C	0	2	4	2	1	True	1.0	-3	3	3	3	3a	4	1/16	False	2	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
17	1	84	0	C	0	2	4	1	1	True	1.25	-3	3	3	3	3a	17/4	1/16	False	6	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
18	1	79	1	G	0	2	4	1	1	True	1.5	-3	3	3	3	3a	9/2	1/16	False	5	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	1	1	1	True	False	False
19	1	75	-3	E	-1	2	4	1	1	True	1.75	-3	3	3	3	3a	19/4	1/16	False	5	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
20	1	72	0	C	0	2	4	1	1	True	2.0	-3	3	3	3	3a	5	1/16	False	5	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
21	1	67	1	G	0	2	4	1	1	True	2.25	-3	3	3	3	3a	21/4	1/16	False	4	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	1	1	1	True	False	False
22	1	63	-3	E	-1	2	4	1	1	True	2.5	-3	3	3	3	3a	11/2	1/16	False	4	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
23	1	60	0	C	0	2	4	1	1	True	2.75	-3	3	3	3	3a	23/4	1/16	False	4	False				False	0		c.i{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
24	2	36	0	C	0	2	4	2	1	True	1.0	-3	4	4	4	4a	6	1/8	False	2	False			}{	True	1		}{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	0	0	0	0	0	0	True	True	True
26	1	79	1	G	0	2	4	1	1	True	1.5	-3	4	4	4	4a	13/2	1/16	False	5	False				False	1		}{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	0	0	0	1	1	1	True	False	False
27	1	77	-1	F	0	2	4	1	1	True	1.75	-3	4	4	4	4a	27/4	1/16	False	5	False				False	1		}{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	0	0	0	-1	-1	-1	False	False	False
28	1	75	-3	E	-1	2	4	1	1	True	2.0	-3	4	4	4	4a	7	1/16	False	5	False				False	1		}{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
29	1	74	2	D	0	2	4	1	1	True	2.25	-3	4	4	4	4a	29/4	1/16	False	5	False				False	1		}{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	0	0	0	2	2	2	False	False	False
30	1	72	0	C	0	2	4	1	1	True	2.5	-3	4	4	4	4a	15/2	1/16	False	5	False				False	1		}{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	0	0	0	0	0	0	True	True	True
31	1	75	-3	E	-1	2	4	1	2	True	2.75	-3	4	4	4	4a	31/4	1/16	False	5	False				False	1		}{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
31	1	79	1	G	0	2	4	1	1	True	2.75	-3	4	4	4	4a	31/4	1/16	False	5	False				False	1		}{		c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	0	0	0	1	1	1	True	False	False
32	1	77	-1	F	0	2	4	1	2	True	1.0	-3	5	5	5	5a	8	1/16	False	5	True				False	2		iv		c	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	0	0	0	-1	-1	-1	True	True	True
32	1	80	-4	A	-1	2	4	1	1	True	1.0	-3	5	5	5	5a	8	1/16	False	5	True				False	2		iv		c	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	0	0	0	-4	-4	-4	True	False	False
33	1	79	1	G	0	2	4	1	1	True	1.25	-3	5	5	5	5a	33/4	1/16	False	5	False				False	2		iv		c	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	0	0	0	1	1	1	False	False	False
34	1	77	-1	F	0	2	4	1	1	True	1.5	-3	5	5	5	5a	17/2	1/16	False	5	False				False	2		iv		c	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	0	0	0	-1	-1	-1	True	True	True
35	1	75	-3	E	-1	2	4	1	1	True	1.75	-3	5	5	5	5a	35/4	1/16	False	5	False				False	2		iv		c	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	0	0	0	-3	-3	-3	False	False	False
36	1	74	2	D	0	2	4	1	1	True	2.0	-3	5	5	5	5a	9	1/16	False	5	True				False	3		#viio6		c	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	0	0	0	2	2	2	True	False	True
