onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
437	1	74	2	D	0	4	4	1	1	True	2.25	-2	4	4	28	4b	437/4	1/16	False	5	False				False	146		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	1	1	1	False	False	False
438	2	66	6	F	1	4	4	2	1	True	2.5	-2	4	4	28	4b	219/2	1/8	False	4	False				False	146		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	5	5	5	True	True	False
438	1	72	0	C	0	4	4	1	1	True	2.5	-2	4	4	28	4b	219/2	1/16	False	5	False				False	146		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	-1	-1	-1	True	False	True
439	1	81	3	A	0	4	4	1	1	True	2.75	-2	4	4	28	4b	439/4	1/16	False	5	False				False	146		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	2	2	2	True	False	False
440	0	72	0	C	0	4	4	1	1	True	3.0	-2	4	4	28	4b	110	0	False	5	True				False	147		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-1	-1	-1	False	False	False
440	2	67	1	G	0	4	4	2	1	True	3.0	-2	4	4	28	4b	110	1/8	False	4	True				False	147		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
440	1	70	-2	B	-1	4	4	1	1	True	3.0	-2	4	4	28	4b	110	1/16	False	4	True				False	147		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
441	1	69	3	A	0	4	4	1	1	True	3.25	-2	4	4	28	4b	441/4	1/16	False	4	False				False	147		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	2	2	2	False	False	False
442	2	58	-2	B	-1	4	4	2	1	True	3.5	-2	4	4	28	4b	221/2	1/8	False	3	False				False	147		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
442	1	67	1	G	0	4	4	1	1	True	3.5	-2	4	4	28	4b	221/2	1/16	False	4	False				False	147		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
443	1	79	1	G	0	4	4	1	1	True	3.75	-2	4	4	28	4b	443/4	1/16	False	5	False				False	147		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
444	0	77	-1	F	0	4	4	1	1	True	4.0	-2	4	4	28	4b	111	0	False	5	True				False	148		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	-2	-2	-2	False	False	False
444	2	60	0	C	0	4	4	2	1	True	4.0	-2	4	4	28	4b	111	1/8	False	4	True				False	148		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	-1	-1	-1	True	False	True
444	1	75	-3	E	-1	4	4	1	1	True	4.0	-2	4	4	28	4b	111	1/16	False	5	True				False	148		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	-4	-4	-4	True	False	False
445	1	74	2	D	0	4	4	1	1	True	4.25	-2	4	4	28	4b	445/4	1/16	False	5	False				False	148		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	1	1	1	False	False	False
446	2	66	6	F	1	4	4	2	1	True	4.5	-2	4	4	28	4b	223/2	1/8	False	4	False				False	148		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	5	5	5	True	True	False
446	1	72	0	C	0	4	4	1	1	True	4.5	-2	4	4	28	4b	223/2	1/16	False	5	False				False	148		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	-1	-1	-1	True	False	True
447	1	81	3	A	0	4	4	1	1	True	4.75	-2	4	4	28	4b	447/4	1/16	False	5	False				False	148		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	2	2	2	True	False	False
448	0	72	0	C	0	4	4	1	1	True	1.0	-2	5	5	29	5b	112	0	False	5	True				False	149		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-1	-1	-1	False	False	False
448	2	67	1	G	0	4	4	2	1	True	1.0	-2	5	5	29	5b	112	1/8	False	4	True				False	149		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
448	1	70	-2	B	-1	4	4	1	1	True	1.0	-2	5	5	29	5b	112	1/16	False	4	True				False	149		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
449	1	69	3	A	0	4	4	1	1	True	1.25	-2	5	5	29	5b	449/4	1/16	False	4	False				False	149		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	2	2	2	False	False	False
450	2	58	-2	B	-1	4	4	2	1	True	1.5	-2	5	5	29	5b	225/2	1/8	False	3	False				False	149		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
450	1	67	1	G	0	4	4	1	1	True	1.5	-2	5	5	29	5b	225/2	1/16	False	4	False				False	149		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
451	1	79	1	G	0	4	4	1	1	True	1.75	-2	5	5	29	5b	451/4	1/16	False	5	False				False	149		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
452	0	77	-1	F	0	4	4	1	1	True	2.0	-2	5	5	29	5b	113	0	False	5	True				False	150		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	-2	-2	-2	False	False	False
452	2	60	0	C	0	4	4	2	1	True	2.0	-2	5	5	29	5b	113	1/8	False	4	True				False	150		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	-1	-1	-1	True	False	True
452	1	75	-3	E	-1	4	4	1	1	True	2.0	-2	5	5	29	5b	113	1/16	False	5	True				False	150		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	-4	-4	-4	True	False	False
453	1	74	2	D	0	4	4	1	1	True	2.25	-2	5	5	29	5b	453/4	1/16	False	5	False				False	150		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	1	1	1	False	False	False
454	2	66	6	F	1	4	4	2	1	True	2.5	-2	5	5	29	5b	227/2	1/8	False	4	False				False	150		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	5	5	5	True	True	False
454	1	72	0	C	0	4	4	1	1	True	2.5	-2	5	5	29	5b	227/2	1/16	False	5	False				False	150		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	-1	-1	-1	True	False	True
455	1	81	3	A	0	4	4	1	1	True	2.75	-2	5	5	29	5b	455/4	1/16	False	5	False				False	150		#viio43		g	i		#viio43	#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor		#viio43, minor		#vii	1	1	1	2	2	2	True	False	False
456	0	72	0	C	0	4	4	1	1	True	3.0	-2	5	5	29	5b	114	0	False	5	True				False	151		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-1	-1	-1	False	False	False
456	2	67	1	G	0	4	4	2	1	True	3.0	-2	5	5	29	5b	114	1/8	False	4	True				False	151		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
456	1	70	-2	B	-1	4	4	1	1	True	3.0	-2	5	5	29	5b	114	1/16	False	4	True				False	151		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
457	1	69	3	A	0	4	4	1	1	True	3.25	-2	5	5	29	5b	457/4	1/16	False	4	False				False	151		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	2	2	2	False	False	False
458	2	58	-2	B	-1	4	4	2	1	True	3.5	-2	5	5	29	5b	229/2	1/8	False	3	False				False	151		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
458	1	67	1	G	0	4	4	1	1	True	3.5	-2	5	5	29	5b	229/2	1/16	False	4	False				False	151		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
459	1	79	1	G	0	4	4	1	1	True	3.75	-2	5	5	29	5b	459/4	1/16	False	5	False				False	151		i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
460	0	74	2	D	0	4	4	1	1	True	4.0	-2	5	5	29	5b	115	0	False	5	True				False	152		v.V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	1	0	0	False	False	False
460	2	57	3	A	0	4	4	2	1	True	4.0	-2	5	5	29	5b	115	1/8	False	3	True				False	152		v.V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	2	1	1	True	True	True
460	1	73	7	C	1	4	4	1	1	True	4.0	-2	5	5	29	5b	115	1/16	False	5	True				False	152		v.V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	6	5	5	True	False	False
461	1	70	-2	B	-1	4	4	1	1	True	4.25	-2	5	5	29	5b	461/4	1/16	False	4	False				False	152		v.V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	-3	-4	-4	False	False	False
462	2	61	7	C	1	4	4	2	1	True	4.5	-2	5	5	29	5b	231/2	1/8	False	4	False				False	152		v.V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	6	5	5	True	False	False
462	1	69	3	A	0	4	4	1	1	True	4.5	-2	5	5	29	5b	231/2	1/16	False	4	False				False	152		v.V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	2	1	1	True	True	True
463	1	79	1	G	0	4	4	1	1	True	4.75	-2	5	5	29	5b	463/4	1/16	False	5	False				False	152		v.V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	0	-1	-1	True	False	False
464	2	62	2	D	0	4	4	2	1	True	1.0	-2	6	6	30	6b	116	1/8	False	4	True				False	153		i		g	v		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	v	v, minor	i		v	v	True	i	i, minor		i, minor		i	1	2	2	1	0	0	True	True	True
464	1	77	-1	F	0	4	4	1	1	True	1.0	-2	6	6	30	6b	116	1/16	False	5	True				False	153		i		g	v		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	v	v, minor	i		v	v	True	i	i, minor		i, minor		i	1	2	2	-2	-3	-3	True	False	False
465	1	76	4	E	0	4	4	1	1	True	1.25	-2	6	6	30	6b	465/4	1/16	False	5	False				False	153		i		g	v		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	v	v, minor	i		v	v	True	i	i, minor		i, minor		i	1	2	2	3	2	2	False	False	False
466	2	55	1	G	0	4	4	2	1	True	1.5	-2	6	6	30	6b	233/2	1/8	False	3	True				False	154		iv		g	v		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	v	v, minor	iv		v	v	True	iv	iv, minor		iv, minor		iv	1	2	2	0	-1	-1	True	True	True
466	1	79	1	G	0	4	4	1	1	True	1.5	-2	6	6	30	6b	233/2	1/16	False	5	True				False	154		iv		g	v		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	v	v, minor	iv		v	v	True	iv	iv, minor		iv, minor		iv	1	2	2	0	-1	-1	True	True	True
467	1	74	2	D	0	4	4	1	1	True	1.75	-2	6	6	30	6b	467/4	1/16	False	5	False				False	154		iv		g	v		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	v	v, minor	iv		v	v	True	iv	iv, minor		iv, minor		iv	1	2	2	1	0	0	True	False	False
468	0	74	2	D	0	4	4	1	1	True	2.0	-2	6	6	30	6b	117	0	False	5	True				False	155		V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	1	0	0	False	False	False
468	2	57	3	A	0	4	4	2	1	True	2.0	-2	6	6	30	6b	117	1/8	False	3	True				False	155		V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	2	1	1	True	True	True
468	1	73	7	C	1	4	4	1	1	True	2.0	-2	6	6	30	6b	117	1/16	False	5	True				False	155		V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	6	5	5	True	False	False
469	1	70	-2	B	-1	4	4	1	1	True	2.25	-2	6	6	30	6b	469/4	1/16	False	4	False				False	155		V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	-3	-4	-4	False	False	False
470	2	61	7	C	1	4	4	2	1	True	2.5	-2	6	6	30	6b	235/2	1/8	False	4	False				False	155		V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	6	5	5	True	False	False
470	1	69	3	A	0	4	4	1	1	True	2.5	-2	6	6	30	6b	235/2	1/16	False	4	False				False	155		V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	2	1	1	True	True	True
471	1	79	1	G	0	4	4	1	1	True	2.75	-2	6	6	30	6b	471/4	1/16	False	5	False				False	155		V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	0	-1	-1	True	False	False
472	2	62	2	D	0	4	4	2	1	True	3.0	-2	6	6	30	6b	118	1/8	False	4	True				False	156		i		g	v		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	v	v, minor	i		v	v	True	i	i, minor		i, minor		i	1	2	2	1	0	0	True	True	True
472	1	77	-1	F	0	4	4	1	1	True	3.0	-2	6	6	30	6b	118	1/16	False	5	True				False	156		i		g	v		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	v	v, minor	i		v	v	True	i	i, minor		i, minor		i	1	2	2	-2	-3	-3	True	False	False
473	1	76	4	E	0	4	4	1	1	True	3.25	-2	6	6	30	6b	473/4	1/16	False	5	False				False	156		i		g	v		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	v	v, minor	i		v	v	True	i	i, minor		i, minor		i	1	2	2	3	2	2	False	False	False
474	2	55	1	G	0	4	4	2	1	True	3.5	-2	6	6	30	6b	237/2	1/8	False	3	True				False	157		iv		g	v		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	v	v, minor	iv		v	v	True	iv	iv, minor		iv, minor		iv	1	2	2	0	-1	-1	True	True	True
474	1	79	1	G	0	4	4	1	1	True	3.5	-2	6	6	30	6b	237/2	1/16	False	5	True				False	157		iv		g	v		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	v	v, minor	iv		v	v	True	iv	iv, minor		iv, minor		iv	1	2	2	0	-1	-1	True	True	True
475	1	74	2	D	0	4	4	1	1	True	3.75	-2	6	6	30	6b	475/4	1/16	False	5	False				False	157		iv		g	v		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	v	v, minor	iv		v	v	True	iv	iv, minor		iv, minor		iv	1	2	2	1	0	0	True	False	False
476	0	74	2	D	0	4	4	1	1	True	4.0	-2	6	6	30	6b	119	0	False	5	True				False	158		V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	1	0	0	False	False	False
476	2	57	3	A	0	4	4	2	1	True	4.0	-2	6	6	30	6b	119	1/8	False	3	True				False	158		V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	2	1	1	True	True	True
476	1	73	7	C	1	4	4	1	1	True	4.0	-2	6	6	30	6b	119	1/16	False	5	True				False	158		V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	6	5	5	True	False	False
477	1	70	-2	B	-1	4	4	1	1	True	4.25	-2	6	6	30	6b	477/4	1/16	False	4	False				False	158		V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	-3	-4	-4	False	False	False
478	2	61	7	C	1	4	4	2	1	True	4.5	-2	6	6	30	6b	239/2	1/8	False	4	False				False	158		V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	6	5	5	True	False	False
478	1	69	3	A	0	4	4	1	1	True	4.5	-2	6	6	30	6b	239/2	1/16	False	4	False				False	158		V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	2	1	1	True	True	True
479	1	79	1	G	0	4	4	1	1	True	4.75	-2	6	6	30	6b	479/4	1/16	False	5	False				False	158		V7		g	v		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V7	V7, minor		V7, minor		V	1	2	2	0	-1	-1	True	False	False
480	2	62	2	D	0	4	4	2	1	True	1.0	-2	7	7	31	7b	120	1/8	False	4	True				False	159		i		g	v		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	v	v, minor	i		v	v	True	i	i, minor		i, minor		i	1	2	2	1	0	0	True	True	True
480	1	77	-1	F	0	4	4	1	2	True	1.0	-2	7	7	31	7b	120	1/16	False	5	True				False	159		i		g	v		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	v	v, minor	i		v	v	True	i	i, minor		i, minor		i	1	2	2	-2	-3	-3	True	False	False
480	2	77	-1	F	0	4	4	1	1	True	1.0	-2	7	7	31	7b	120	1/8	False	5	True				False	159		i		g	v		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	v	v, minor	i		v	v	True	i	i, minor		i, minor		i	1	2	2	-2	-3	-3	True	False	False
481	1	69	3	A	0	4	4	1	2	True	1.25	-2	7	7	31	7b	481/4	1/16	False	4	False				False	159		i		g	v		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	v	v, minor	i		v	v	True	i	i, minor		i, minor		i	1	2	2	2	1	1	True	False	False
482	2	55	1	G	0	4	4	2	1	True	1.5	-2	7	7	31	7b	241/2	1/8	False	3	True				False	160		iv		g	v		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	v	v, minor	iv		v	v	True	iv	iv, minor		iv, minor		iv	1	2	2	0	-1	-1	True	True	True
482	3	70	-2	B	-1	4	4	1	2	True	1.5	-2	7	7	31	7b	241/2	3/16	False	4	True				False	160		iv		g	v		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	v	v, minor	iv		v	v	True	iv	iv, minor		iv, minor		iv	1	2	2	-3	-4	-4	True	False	False
482	1	76	4	E	0	4	4	1	1	True	1.5	-2	7	7	31	7b	241/2	1/16	False	5	True				False	160		iv		g	v		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	v	v, minor	iv		v	v	True	iv	iv, minor		iv, minor		iv	1	2	2	3	2	2	False	False	False
483	1	74	2	D	0	4	4	1	1	True	1.75	-2	7	7	31	7b	483/4	1/16	False	5	False				False	160		iv		g	v		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	v	v, minor	iv		v	v	True	iv	iv, minor		iv, minor		iv	1	2	2	1	0	0	True	False	False
484	2	57	3	A	0	4	4	2	1	True	2.0	-2	7	7	31	7b	121	1/8	False	3	True				False	161		V		g	v		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V	V, minor		V, minor		V	1	2	2	2	1	1	True	True	True
484	2	73	7	C	1	4	4	1	1	True	2.0	-2	7	7	31	7b	121	1/8	False	5	True				False	161		V		g	v		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V	V, minor		V, minor		V	1	2	2	6	5	5	True	False	False
485	2	69	3	A	0	4	4	1	2	True	2.25	-2	7	7	31	7b	485/4	1/8	False	4	False				False	161		V		g	v		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V	V, minor		V, minor		V	1	2	2	2	1	1	True	True	True
486	2	58	-2	B	-1	4	4	2	1	True	2.5	-2	7	7	31	7b	243/2	1/8	False	3	True				False	162		iv6		g	v		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	v	v, minor	iv		v	v	True	iv6	iv6, minor		iv6, minor		iv	1	2	2	-3	-4	-4	True	False	True
486	2	74	2	D	0	4	4	1	1	True	2.5	-2	7	7	31	7b	243/2	1/8	False	5	True				False	162		iv6		g	v		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	v	v, minor	iv		v	v	True	iv6	iv6, minor		iv6, minor		iv	1	2	2	1	0	0	True	False	False
487	1	67	1	G	0	4	4	1	2	True	2.75	-2	7	7	31	7b	487/4	1/16	False	4	False				False	162		iv6		g	v		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	v	v, minor	iv		v	v	True	iv6	iv6, minor		iv6, minor		iv	1	2	2	0	-1	-1	True	True	False
488	2	45	3	A	0	4	4	2	1	True	3.0	-2	7	7	31	7b	122	1/8	False	2	True	HC	HC	}	True	163		V|HC}		g	v		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	v	v, minor	V		v	v	True	V	V, minor		V, minor		V	1	2	2	2	1	1	True	True	True
