onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
28	3	74	2	D	0	4	4	1	1	True	4.0	-1	2	2	2	2a	7	3/16	False	5	True				False	7		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	0	0	0	True	True	False
29	1	69	3	A	0	4	4	1	2	True	4.25	-1	2	2	2	2a	29/4	1/16	False	4	False				False	7		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	1	1	1	True	False	False
30	2	64	4	E	0	4	4	2	1	True	4.5	-1	2	2	2	2a	15/2	1/8	False	4	True				False	8		#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	2	2	2	True	False	True
30	2	67	1	G	0	4	4	1	2	True	4.5	-1	2	2	2	2a	15/2	1/8	False	4	True				False	8		#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	-1	-1	-1	True	False	False
31	1	73	7	C	1	4	4	1	1	True	4.75	-1	2	2	2	2a	31/4	1/16	False	5	False				False	8		#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	5	5	5	True	True	False
32	2	50	2	D	0	4	4	2	1	True	1.0	-1	3	3	3	3a	8	1/8	False	3	True				False	9		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
32	1	77	-1	F	0	4	4	1	2	True	1.0	-1	3	3	3	3a	8	1/16	False	5	True				False	9		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
32	3	77	-1	F	0	4	4	1	1	True	1.0	-1	3	3	3	3a	8	3/16	False	5	True				False	9		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
33	1	69	3	A	0	4	4	1	2	True	1.25	-1	3	3	3	3a	33/4	1/16	False	4	False				False	9		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
34	2	55	1	G	0	4	4	2	1	True	1.5	-1	3	3	3	3a	17/2	1/8	False	3	True				False	10		iio6		d	i		iio6	ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	2	2	2	-1	-1	-1	True	False	True
34	2	70	-2	B	-1	4	4	1	2	True	1.5	-1	3	3	3	3a	17/2	1/8	False	4	True				False	10		iio6		d	i		iio6	ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	2	2	2	-4	-4	-4	True	False	False
35	1	76	4	E	0	4	4	1	1	True	1.75	-1	3	3	3	3a	35/4	1/16	False	5	False				False	10		iio6		d	i		iio6	ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	2	2	2	2	2	2	True	True	False
36	2	53	-1	F	0	4	4	2	1	True	2.0	-1	3	3	3	3a	9	1/8	False	3	True				False	11		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	-3	-3	-3	True	False	True
36	1	74	2	D	0	4	4	1	2	True	2.0	-1	3	3	3	3a	9	1/16	False	5	True				False	11		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	0	0	0	True	True	False
36	3	74	2	D	0	4	4	1	1	True	2.0	-1	3	3	3	3a	9	3/16	False	5	True				False	11		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	0	0	0	True	True	False
37	1	69	3	A	0	4	4	1	2	True	2.25	-1	3	3	3	3a	37/4	1/16	False	4	False				False	11		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	1	1	1	True	False	False
38	2	52	4	E	0	4	4	2	1	True	2.5	-1	3	3	3	3a	19/2	1/8	False	3	True				False	12		#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	2	2	2	True	False	True
38	2	67	1	G	0	4	4	1	2	True	2.5	-1	3	3	3	3a	19/2	1/8	False	4	True				False	12		#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	-1	-1	-1	True	False	False
39	1	73	7	C	1	4	4	1	1	True	2.75	-1	3	3	3	3a	39/4	1/16	False	5	False				False	12		#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	5	5	5	True	True	False
40	2	50	2	D	0	4	4	2	1	True	3.0	-1	3	3	3	3a	10	1/8	False	3	True				False	13		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
40	1	77	-1	F	0	4	4	1	2	True	3.0	-1	3	3	3	3a	10	1/16	False	5	True				False	13		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
40	3	77	-1	F	0	4	4	1	1	True	3.0	-1	3	3	3	3a	10	3/16	False	5	True				False	13		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
41	1	69	3	A	0	4	4	1	2	True	3.25	-1	3	3	3	3a	41/4	1/16	False	4	False				False	13		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
42	2	67	1	G	0	4	4	2	1	True	3.5	-1	3	3	3	3a	21/2	1/8	False	4	True				False	14		iio6		d	i		iio6	ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	2	2	2	-1	-1	-1	True	False	True
42	2	70	-2	B	-1	4	4	1	2	True	3.5	-1	3	3	3	3a	21/2	1/8	False	4	True				False	14		iio6		d	i		iio6	ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	2	2	2	-4	-4	-4	True	False	False
43	1	76	4	E	0	4	4	1	1	True	3.75	-1	3	3	3	3a	43/4	1/16	False	5	False				False	14		iio6		d	i		iio6	ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	2	2	2	2	2	2	True	True	False
44	2	65	-1	F	0	4	4	2	1	True	4.0	-1	3	3	3	3a	11	1/8	False	4	True				False	15		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	-3	-3	-3	True	False	True
44	1	74	2	D	0	4	4	1	2	True	4.0	-1	3	3	3	3a	11	1/16	False	5	True				False	15		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	0	0	0	True	True	False
44	3	74	2	D	0	4	4	1	1	True	4.0	-1	3	3	3	3a	11	3/16	False	5	True				False	15		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	0	0	0	True	True	False
45	1	69	3	A	0	4	4	1	2	True	4.25	-1	3	3	3	3a	45/4	1/16	False	4	False				False	15		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	1	1	1	True	False	False
46	2	64	4	E	0	4	4	2	1	True	4.5	-1	3	3	3	3a	23/2	1/8	False	4	True				False	16		#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	2	2	2	True	False	True
46	2	67	1	G	0	4	4	1	2	True	4.5	-1	3	3	3	3a	23/2	1/8	False	4	True				False	16		#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	-1	-1	-1	True	False	False
47	1	73	7	C	1	4	4	1	1	True	4.75	-1	3	3	3	3a	47/4	1/16	False	5	False				False	16		#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	5	5	5	True	True	False
48	2	50	2	D	0	4	4	2	1	True	1.0	-1	4	4	4	4a	12	1/8	False	3	True				False	17		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
48	1	77	-1	F	0	4	4	1	2	True	1.0	-1	4	4	4	4a	12	1/16	False	5	True				False	17		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
48	3	77	-1	F	0	4	4	1	1	True	1.0	-1	4	4	4	4a	12	3/16	False	5	True				False	17		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
49	1	69	3	A	0	4	4	1	2	True	1.25	-1	4	4	4	4a	49/4	1/16	False	4	False				False	17		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
50	2	55	1	G	0	4	4	2	1	True	1.5	-1	4	4	4	4a	25/2	1/8	False	3	True				False	18		iio6		d	i		iio6	ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	2	2	2	-1	-1	-1	True	False	True
50	2	70	-2	B	-1	4	4	1	2	True	1.5	-1	4	4	4	4a	25/2	1/8	False	4	True				False	18		iio6		d	i		iio6	ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	2	2	2	-4	-4	-4	True	False	False
51	1	76	4	E	0	4	4	1	1	True	1.75	-1	4	4	4	4a	51/4	1/16	False	5	False				False	18		iio6		d	i		iio6	ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	2	2	2	2	2	2	True	True	False
52	2	53	-1	F	0	4	4	2	1	True	2.0	-1	4	4	4	4a	13	1/8	False	3	True				False	19		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	-3	-3	-3	True	False	True
52	1	74	2	D	0	4	4	1	2	True	2.0	-1	4	4	4	4a	13	1/16	False	5	True				False	19		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	0	0	0	True	True	False
52	3	74	2	D	0	4	4	1	1	True	2.0	-1	4	4	4	4a	13	3/16	False	5	True				False	19		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	0	0	0	True	True	False
53	1	69	3	A	0	4	4	1	2	True	2.25	-1	4	4	4	4a	53/4	1/16	False	4	False				False	19		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	1	1	1	True	False	False
54	2	52	4	E	0	4	4	2	1	True	2.5	-1	4	4	4	4a	27/2	1/8	False	3	True				False	20		#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	2	2	2	True	False	True
