onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
16	3	69	3	A	0	3	4	1	2	True	2.0	-1	2	2	2	2a	4	3/16	False	4	True				False	3		V(6)		d	i		V(6)	V			6		M	True	True	(1, 5, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(6), minor		V	2	2	2	1	1	1	True	True	True
16	3	73	7	C	1	3	4	1	1	False	2.0	-1	2	2	2	2a	4	3/16	False	5	True				False	3		V(6)		d	i		V(6)	V			6		M	True	True	(1, 5, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(6), minor		V	2	2	2	5	5	5	True	False	False
19	1	52	4	E	0	3	4	2	1	True	2.75	-1	2	2	2	2a	19/4	1/16	False	3	True				False	4		V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	2	2	2	True	False	False
19	1	67	1	G	0	3	4	1	2	True	2.75	-1	2	2	2	2a	19/4	1/16	False	4	True				False	4		V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	-1	-1	-1	True	False	False
19	1	73	7	C	1	3	4	1	1	True	2.75	-1	2	2	2	2a	19/4	1/16	False	5	True				False	4		V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	5	5	5	True	False	False
20	4	45	3	A	0	3	4	2	2	True	3.0	-1	2	2	2	2a	5	1/4	False	2	True				False	5		i64	V(64)	d	i		i64	i		64			m	True	True	(1, 0, -3)	()	0	1	minor	minor	i	i, minor	i		i	i	True	i64	i64, minor		i64, minor		i	2	2	2	1	1	1	True	False	True
20	4	53	-1	F	0	3	4	2	1	True	3.0	-1	2	2	2	2a	5	1/4	False	3	True				False	5		i64	V(64)	d	i		i64	i		64			m	True	True	(1, 0, -3)	()	0	1	minor	minor	i	i, minor	i		i	i	True	i64	i64, minor		i64, minor		i	2	2	2	-3	-3	-3	True	False	False
20	4	74	2	D	0	3	4	1	1	True	3.0	-1	2	2	2	2a	5	1/4	False	5	True				False	5		i64	V(64)	d	i		i64	i		64			m	True	True	(1, 0, -3)	()	0	1	minor	minor	i	i, minor	i		i	i	True	i64	i64, minor		i64, minor		i	2	2	2	0	0	0	True	True	False
23	1	69	3	A	0	3	4	1	2	True	3.75	-1	2	2	2	2a	23/4	1/16	False	4	False				False	5		i64	V(64)	d	i		i64	i		64			m	True	True	(1, 0, -3)	()	0	1	minor	minor	i	i, minor	i		i	i	True	i64	i64, minor		i64, minor		i	2	2	2	1	1	1	True	False	True
24	4	45	3	A	0	3	4	2	2	False	1.0	-1	3	3	3	3a	6	1/4	False	2	True				False	6		V7(4)		d	i		V7(4)	V		7	4		Mm7	True	True	(1, 0, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7(4), minor		V	2	2	2	1	1	1	True	True	True
24	4	52	4	E	0	3	4	2	1	True	1.0	-1	3	3	3	3a	6	1/4	False	3	True				False	6		V7(4)		d	i		V7(4)	V		7	4		Mm7	True	True	(1, 0, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7(4), minor		V	2	2	2	2	2	2	True	False	False
24	4	67	1	G	0	3	4	1	2	True	1.0	-1	3	3	3	3a	6	1/4	False	4	True				False	6		V7(4)		d	i		V7(4)	V		7	4		Mm7	True	True	(1, 0, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7(4), minor		V	2	2	2	-1	-1	-1	True	False	False
24	3	74	2	D	0	3	4	1	1	False	1.0	-1	3	3	3	3a	6	3/16	False	5	True				False	6		V7(4)		d	i		V7(4)	V		7	4		Mm7	True	True	(1, 0, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7(4), minor		V	2	2	2	0	0	0	True	False	False
27	1	76	4	E	0	3	4	1	1	True	1.75	-1	3	3	3	3a	27/4	1/16	False	5	False				False	6		V7(4)		d	i		V7(4)	V		7	4		Mm7	True	True	(1, 0, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7(4), minor		V	2	2	2	2	2	2	True	False	False
28	3	52	4	E	0	3	4	2	1	False	2.0	-1	3	3	3	3a	7	3/16	False	3	True				False	7		V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	2	2	2	True	False	False
28	3	67	1	G	0	3	4	1	2	False	2.0	-1	3	3	3	3a	7	3/16	False	4	True				False	7		V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	-1	-1	-1	True	False	False
28	3	73	7	C	1	3	4	1	1	True	2.0	-1	3	3	3	3a	7	3/16	False	5	True				False	7		V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	5	5	5	True	False	False
31	1	50	2	D	0	3	4	2	1	True	2.75	-1	3	3	3	3a	31/4	1/16	False	3	False				False	7		V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	0	0	0	False	False	False
31	1	70	-2	B	-1	3	4	1	2	True	2.75	-1	3	3	3	3a	31/4	1/16	False	4	False				False	7		V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	-4	-4	-4	False	False	False
31	1	74	2	D	0	3	4	1	1	True	2.75	-1	3	3	3	3a	31/4	1/16	False	5	False				False	7		V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	0	0	0	False	False	False
32	3	49	7	C	1	3	4	2	1	True	3.0	-1	3	3	3	3a	8	3/16	False	3	True				False	8		V6		d	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	2	2	2	5	5	5	True	False	True
32	3	69	3	A	0	3	4	1	2	True	3.0	-1	3	3	3	3a	8	3/16	False	4	True				False	8		V6		d	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	2	2	2	1	1	1	True	True	False
32	4	76	4	E	0	3	4	1	1	True	3.0	-1	3	3	3	3a	8	1/4	False	5	True				False	8		V6		d	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	2	2	2	2	2	2	True	False	False
35	1	45	3	A	0	3	4	2	1	True	3.75	-1	3	3	3	3a	35/4	1/16	False	2	True				False	9		V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	1	1	1	True	True	True
35	1	67	1	G	0	3	4	1	2	True	3.75	-1	3	3	3	3a	35/4	1/16	False	4	True				False	9		V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	-1	-1	-1	True	False	False
36	8	50	2	D	0	3	4	2	2	True	1.0	-1	4	4	4	4a	9	1/2	False	3	True			}{	True	10		i(9)}{		d	i		i(9)	i			9		m	True	True	(0, -3, 1)	(2,)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9), minor		i	2	2	2	0	0	0	True	True	True
36	4	62	2	D	0	3	4	2	1	True	1.0	-1	4	4	4	4a	9	1/4	False	4	True			}{	True	10		i(9)}{		d	i		i(9)	i			9		m	True	True	(0, -3, 1)	(2,)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9), minor		i	2	2	2	0	0	0	True	True	True
36	4	65	-1	F	0	3	4	1	2	True	1.0	-1	4	4	4	4a	9	1/4	False	4	True			}{	True	10		i(9)}{		d	i		i(9)	i			9		m	True	True	(0, -3, 1)	(2,)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9), minor		i	2	2	2	-3	-3	-3	True	False	False
36	3	76	4	E	0	3	4	1	1	False	1.0	-1	4	4	4	4a	9	3/16	False	5	True			}{	True	10		i(9)}{		d	i		i(9)	i			9		m	True	True	(0, -3, 1)	(2,)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9), minor		i	2	2	2	2	2	2	False	False	False
39	1	69	3	A	0	3	4	1	1	True	1.75	-1	4	4	4	4a	39/4	1/16	False	4	False				False	10		i(9)}{		d	i		i(9)	i			9		m	True	True	(0, -3, 1)	(2,)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9), minor		i	2	2	2	1	1	1	True	False	False
40	3	62	2	D	0	3	4	2	1	False	2.0	-1	4	4	4	4a	10	3/16	False	4	True	PAC	PAC		False	11		i|PAC		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
40	3	65	-1	F	0	3	4	1	2	False	2.0	-1	4	4	4	4a	10	3/16	False	4	True	PAC	PAC		False	11		i|PAC		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
40	8	74	2	D	0	3	4	1	1	True	2.0	-1	4	4	4	4a	10	1/2	False	5	True	PAC	PAC		False	11		i|PAC		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
43	1	60	0	C	0	3	4	2	1	True	2.75	-1	4	4	4	4a	43/4	1/16	False	4	False				False	11		i|PAC		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-2	-2	-2	False	False	False
43	1	65	-1	F	0	3	4	1	2	True	2.75	-1	4	4	4	4a	43/4	1/16	False	4	False				False	11		i|PAC		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
44	3	58	-2	B	-1	3	4	2	1	True	3.0	-1	4	4	4	4a	11	3/16	False	3	False				False	11		i|PAC		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-4	-4	-4	False	False	False
44	3	67	1	G	0	3	4	1	2	True	3.0	-1	4	4	4	4a	11	3/16	False	4	False				False	11		i|PAC		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-1	-1	-1	False	False	False
47	1	57	3	A	0	3	4	2	1	True	3.75	-1	4	4	4	4a	47/4	1/16	False	3	False				False	11		i|PAC		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
47	1	69	3	A	0	3	4	1	2	True	3.75	-1	4	4	4	4a	47/4	1/16	False	4	False				False	11		i|PAC		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
48	4	55	1	G	0	3	4	2	2	True	1.0	-1	5	5	5	5a	12	1/4	False	3	True				False	12		iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-1	-1	-1	True	True	True
48	4	70	-2	B	-1	3	4	1	2	True	1.0	-1	5	5	5	5a	12	1/4	False	4	True				False	12		iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-4	-4	-4	True	False	False
48	3	74	2	D	0	3	4	1	1	False	1.0	-1	5	5	5	5a	12	3/16	False	5	True				False	12		iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	0	0	0	True	False	False
51	1	64	4	E	0	3	4	2	1	True	1.75	-1	5	5	5	5a	51/4	1/16	False	4	True				False	13		#viio64		d	i		#viio64	#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	2	2	2	2	2	2	True	False	False
51	1	73	7	C	1	3	4	1	1	True	1.75	-1	5	5	5	5a	51/4	1/16	False	5	True				False	13		#viio64		d	i		#viio64	#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	2	2	2	5	5	5	True	True	False
52	4	53	-1	F	0	3	4	2	2	True	2.0	-1	5	5	5	5a	13	1/4	False	3	True				False	14		i6(62)		d	i		i6(62)	i		6	62		m	True	True	(-3, -4, 2)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6(62), minor		i	2	2	2	-3	-3	-3	True	False	True
52	3	64	4	E	0	3	4	2	1	False	2.0	-1	5	5	5	5a	13	3/16	False	4	True				False	14		i6(62)		d	i		i6(62)	i		6	62		m	True	True	(-3, -4, 2)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6(62), minor		i	2	2	2	2	2	2	True	False	False
52	3	70	-2	B	-1	3	4	1	2	False	2.0	-1	5	5	5	5a	13	3/16	False	4	True				False	14		i6(62)		d	i		i6(62)	i		6	62		m	True	True	(-3, -4, 2)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6(62), minor		i	2	2	2	-4	-4	-4	True	False	False
52	4	74	2	D	0	3	4	1	1	True	2.0	-1	5	5	5	5a	13	1/4	False	5	True				False	14		i6(62)		d	i		i6(62)	i		6	62		m	True	True	(-3, -4, 2)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6(62), minor		i	2	2	2	0	0	0	False	True	False
55	1	62	2	D	0	3	4	2	1	True	2.75	-1	5	5	5	5a	55/4	1/16	False	4	True				False	15		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	0	0	0	True	True	False
55	1	69	3	A	0	3	4	1	2	True	2.75	-1	5	5	5	5a	55/4	1/16	False	4	True				False	15		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	1	1	1	True	False	False
56	4	52	4	E	0	3	4	2	2	True	3.0	-1	5	5	5	5a	14	1/4	False	3	True				False	16		#viio6(62)		d	i		#viio6(62)	#vii	o	6	62		o	True	True	(2, 1, 0)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6(62), minor		#vii	2	2	2	2	2	2	True	False	True
56	3	62	2	D	0	3	4	2	1	False	3.0	-1	5	5	5	5a	14	3/16	False	4	True				False	16		#viio6(62)		d	i		#viio6(62)	#vii	o	6	62		o	True	True	(2, 1, 0)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6(62), minor		#vii	2	2	2	0	0	0	True	False	False
56	3	69	3	A	0	3	4	1	2	False	3.0	-1	5	5	5	5a	14	3/16	False	4	True				False	16		#viio6(62)		d	i		#viio6(62)	#vii	o	6	62		o	True	True	(2, 1, 0)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6(62), minor		#vii	2	2	2	1	1	1	True	False	False
56	4	76	4	E	0	3	4	1	1	True	3.0	-1	5	5	5	5a	14	1/4	False	5	True				False	16		#viio6(62)		d	i		#viio6(62)	#vii	o	6	62		o	True	True	(2, 1, 0)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6(62), minor		#vii	2	2	2	2	2	2	True	False	True
59	1	61	7	C	1	3	4	2	1	True	3.75	-1	5	5	5	5a	59/4	1/16	False	4	True				False	17		#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	5	5	5	True	True	False
59	1	67	1	G	0	3	4	1	2	True	3.75	-1	5	5	5	5a	59/4	1/16	False	4	True				False	17		#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	-1	-1	-1	True	False	False
60	4	50	2	D	0	3	4	2	2	True	1.0	-1	6	6	6	6a	15	1/4	False	3	True				False	18		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
60	3	62	2	D	0	3	4	2	1	True	1.0	-1	6	6	6	6a	15	3/16	False	4	True				False	18		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
60	8	77	-1	F	0	3	4	1	1	True	1.0	-1	6	6	6	6a	15	1/2	False	5	True				False	18		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
63	1	60	0	C	0	3	4	2	1	True	1.75	-1	6	6	6	6a	63/4	1/16	False	4	False				False	18		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-2	-2	-2	False	False	False
63	1	69	3	A	0	3	4	1	2	True	1.75	-1	6	6	6	6a	63/4	1/16	False	4	False				False	18		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
64	3	50	2	D	0	3	4	2	2	False	2.0	-1	6	6	6	6a	16	3/16	False	3	False				False	18		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
64	3	58	-2	B	-1	3	4	2	1	True	2.0	-1	6	6	6	6a	16	3/16	False	3	False				False	18		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-4	-4	-4	False	False	False
64	3	74	2	D	0	3	4	1	2	True	2.0	-1	6	6	6	6a	16	3/16	False	5	False				False	18		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
67	1	50	2	D	0	3	4	2	2	True	2.75	-1	6	6	6	6a	67/4	1/16	False	3	False				False	18		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
