onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
72	4	36	0	C	0	12	8	2	1	True	3.0	-3	2	2	2	2a	9	1/8	False	2	True			}{	True	2		i}{	c	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
76	2	72	0	C	0	12	8	1	1	True	3.333	-3	2	2	2	2a	19/2	1/16	False	5	False				False	2		i}{	c	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
78	2	74	2	D	0	12	8	1	1	True	3.5	-3	2	2	2	2a	39/4	1/16	False	5	False				False	2		i}{	c	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	2	2	2	False	False	False
80	2	75	-3	E	-1	12	8	1	1	True	3.667	-3	2	2	2	2a	10	1/16	False	5	False				False	2		i}{	c	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
82	2	77	-1	F	0	12	8	1	1	True	3.833	-3	2	2	2	2a	41/4	1/16	False	5	False				False	2		i}{	c	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-1	-1	-1	False	False	False
84	4	65	-1	F	0	12	8	2	1	True	4.0	-3	2	2	2	2a	21/2	1/8	False	4	True				False	3		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	-1	-1	-1	True	False	True
84	4	74	2	D	0	12	8	1	1	True	4.0	-3	2	2	2	2a	21/2	1/8	False	5	True				False	3		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	2	2	2	True	False	False
88	4	63	-3	E	-1	12	8	2	1	True	4.333	-3	2	2	2	2a	11	1/8	False	4	False				False	3		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	-3	-3	-3	False	False	False
88	4	72	0	C	0	12	8	1	1	True	4.333	-3	2	2	2	2a	11	1/8	False	5	False				False	3		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	0	0	0	False	False	False
92	4	62	2	D	0	12	8	2	1	True	4.667	-3	2	2	2	2a	23/2	1/8	False	4	False				False	3		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	2	2	2	True	False	False
92	4	71	5	B	0	12	8	1	1	True	4.667	-3	2	2	2	2a	23/2	1/8	False	4	False				False	3		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	5	5	5	True	True	False
96	4	63	-3	E	-1	12	8	2	1	True	1.0	-3	3	3	3	3a	12	1/8	False	4	True				False	4		i6	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	-3	-3	-3	True	False	True
96	4	79	1	G	0	12	8	1	1	True	1.0	-3	3	3	3	3a	12	1/8	False	5	True				False	4		i6	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	1	1	1	True	False	False
100	4	62	2	D	0	12	8	2	1	True	1.333	-3	3	3	3	3a	25/2	1/8	False	4	False				False	4		i6	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	2	2	2	False	False	False
100	2	72	0	C	0	12	8	1	1	True	1.333	-3	3	3	3	3a	25/2	1/16	False	5	False				False	4		i6	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	0	0	0	True	True	False
102	2	74	2	D	0	12	8	1	1	True	1.5	-3	3	3	3	3a	51/4	1/16	False	5	False				False	4		i6	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	2	2	2	False	False	False
104	4	60	0	C	0	12	8	2	1	True	1.667	-3	3	3	3	3a	13	1/8	False	4	False				False	4		i6	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	0	0	0	True	True	False
104	2	75	-3	E	-1	12	8	1	1	True	1.667	-3	3	3	3	3a	13	1/16	False	5	False				False	4		i6	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	-3	-3	-3	True	False	True
106	2	77	-1	F	0	12	8	1	1	True	1.833	-3	3	3	3	3a	53/4	1/16	False	5	False				False	4		i6	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	-1	-1	-1	False	False	False
108	4	65	-1	F	0	12	8	2	1	True	2.0	-3	3	3	3	3a	27/2	1/8	False	4	True				False	5		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	-1	-1	-1	True	False	True
108	4	74	2	D	0	12	8	1	1	True	2.0	-3	3	3	3	3a	27/2	1/8	False	5	True				False	5		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	2	2	2	True	False	False
112	4	63	-3	E	-1	12	8	2	1	True	2.333	-3	3	3	3	3a	14	1/8	False	4	False				False	5		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	-3	-3	-3	False	False	False
112	4	72	0	C	0	12	8	1	1	True	2.333	-3	3	3	3	3a	14	1/8	False	5	False				False	5		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	0	0	0	False	False	False
116	4	62	2	D	0	12	8	2	1	True	2.667	-3	3	3	3	3a	29/2	1/8	False	4	False				False	5		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	2	2	2	True	False	False
116	4	71	5	B	0	12	8	1	1	True	2.667	-3	3	3	3	3a	29/2	1/8	False	4	False				False	5		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	5	5	5	True	True	False
120	4	63	-3	E	-1	12	8	2	1	True	3.0	-3	3	3	3	3a	15	1/8	False	4	True				False	6		i6	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	-3	-3	-3	True	False	True
120	4	79	1	G	0	12	8	1	1	True	3.0	-3	3	3	3	3a	15	1/8	False	5	True				False	6		i6	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	1	1	1	True	False	False
124	4	62	2	D	0	12	8	2	1	True	3.333	-3	3	3	3	3a	31/2	1/8	False	4	False				False	6		i6	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	2	2	2	False	False	False
124	2	72	0	C	0	12	8	1	1	True	3.333	-3	3	3	3	3a	31/2	1/16	False	5	False				False	6		i6	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	0	0	0	True	True	False
126	2	74	2	D	0	12	8	1	1	True	3.5	-3	3	3	3	3a	63/4	1/16	False	5	False				False	6		i6	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	2	2	2	False	False	False
128	4	60	0	C	0	12	8	2	1	True	3.667	-3	3	3	3	3a	16	1/8	False	4	False				False	6		i6	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	0	0	0	True	True	False
128	2	75	-3	E	-1	12	8	1	1	True	3.667	-3	3	3	3	3a	16	1/16	False	5	False				False	6		i6	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	-3	-3	-3	True	False	True
130	2	77	-1	F	0	12	8	1	1	True	3.833	-3	3	3	3	3a	65/4	1/16	False	5	False				False	6		i6	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	-1	-1	-1	False	False	False
132	4	65	-1	F	0	12	8	2	1	True	4.0	-3	3	3	3	3a	33/2	1/8	False	4	True				False	7		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	-1	-1	-1	True	False	True
132	4	74	2	D	0	12	8	1	1	True	4.0	-3	3	3	3	3a	33/2	1/8	False	5	True				False	7		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	2	2	2	True	False	False
136	4	63	-3	E	-1	12	8	2	1	True	4.333	-3	3	3	3	3a	17	1/8	False	4	False				False	7		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	-3	-3	-3	False	False	False
136	4	72	0	C	0	12	8	1	1	True	4.333	-3	3	3	3	3a	17	1/8	False	5	False				False	7		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	0	0	0	False	False	False
140	4	62	2	D	0	12	8	2	1	True	4.667	-3	3	3	3	3a	35/2	1/8	False	4	False				False	7		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	2	2	2	True	False	False
140	4	71	5	B	0	12	8	1	1	True	4.667	-3	3	3	3	3a	35/2	1/8	False	4	False				False	7		#viio64	c	i		#viio64		#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	0	0	0	5	5	5	True	True	False
144	4	63	-3	E	-1	12	8	2	1	True	1.0	-3	4	4	4	4a	18	1/8	False	4	True			}{	True	8		i6}{	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	-3	-3	-3	True	False	True
144	12	72	0	C	0	12	8	1	1	True	1.0	-3	4	4	4	4a	18	3/8	False	5	True			}{	True	8		i6}{	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	0	0	0	True	True	False
148	4	60	0	C	0	12	8	2	1	True	1.333	-3	4	4	4	4a	37/2	1/8	False	4	False				False	8		i6}{	c	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	0	0	0	True	True	False
152	4	56	-4	A	-1	12	8	2	1	True	1.667	-3	4	4	4	4a	19	1/8	False	3	True				False	9		VI	c	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	0	0	0	-4	-4	-4	True	True	True
156	4	53	-1	F	0	12	8	2	1	True	2.0	-3	4	4	4	4a	39/2	1/8	False	3	True				False	10		iv	c	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	0	0	0	-1	-1	-1	True	True	True
156	8	72	0	C	0	12	8	1	1	False	2.0	-3	4	4	4	4a	39/2	1/4	False	5	True				False	10		iv	c	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	0	0	0	0	0	0	True	False	False
160	4	50	2	D	0	12	8	2	1	True	2.333	-3	4	4	4	4a	20	1/8	False	3	False				False	10		iv	c	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	0	0	0	2	2	2	False	False	False
164	4	43	1	G	0	12	8	2	1	True	2.667	-3	4	4	4	4a	41/2	1/8	False	2	True				False	11		V7	c	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	0	0	0	1	1	1	True	True	True
164	4	67	1	G	0	12	8	1	1	True	2.667	-3	4	4	4	4a	41/2	1/8	False	4	True				False	11		V7	c	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	0	0	0	1	1	1	True	True	True
164	4	71	5	B	0	12	8	1	1	True	2.667	-3	4	4	4	4a	41/2	1/8	False	4	True				False	11		V7	c	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	0	0	0	5	5	5	True	False	False
164	4	74	2	D	0	12	8	1	1	True	2.667	-3	4	4	4	4a	41/2	1/8	False	5	True				False	11		V7	c	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	0	0	0	2	2	2	True	False	False
164	4	77	-1	F	0	12	8	1	1	True	2.667	-3	4	4	4	4a	41/2	1/8	False	5	True				False	11		V7	c	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	0	0	0	-1	-1	-1	True	False	False
168	4	67	1	G	0	12	8	1	1	False	3.0	-3	4	4	4	4a	21	1/8	False	4	True				False	12		i	c	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	1	1	1	True	False	False
168	4	72	0	C	0	12	8	1	1	True	3.0	-3	4	4	4	4a	21	1/8	False	5	True				False	12		i	c	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
168	4	75	-3	E	-1	12	8	1	1	True	3.0	-3	4	4	4	4a	21	1/8	False	5	True				False	12		i	c	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
172	4	60	0	C	0	12	8	2	1	True	3.333	-3	4	4	4	4a	43/2	1/8	False	4	False				False	12		i	c	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
172	4	71	5	B	0	12	8	1	1	True	3.333	-3	4	4	4	4a	43/2	1/8	False	4	False				False	12		i	c	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	5	5	5	False	False	False
172	4	74	2	D	0	12	8	1	1	True	3.333	-3	4	4	4	4a	43/2	1/8	False	5	False				False	12		i	c	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	2	2	2	False	False	False
176	4	56	-4	A	-1	12	8	2	1	True	3.667	-3	4	4	4	4a	22	1/8	False	3	True				False	13		VI	c	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	0	0	0	-4	-4	-4	True	True	True
176	4	72	0	C	0	12	8	1	1	True	3.667	-3	4	4	4	4a	22	1/8	False	5	True				False	13		VI	c	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	0	0	0	0	0	0	True	False	False
180	4	53	-1	F	0	12	8	2	1	True	4.0	-3	4	4	4	4a	45/2	1/8	False	3	True				False	14		iv	c	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	0	0	0	-1	-1	-1	True	True	True
180	8	72	0	C	0	12	8	1	1	False	4.0	-3	4	4	4	4a	45/2	1/4	False	5	True				False	14		iv	c	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	0	0	0	0	0	0	True	False	False
184	4	50	2	D	0	12	8	2	1	True	4.333	-3	4	4	4	4a	23	1/8	False	3	False				False	14		iv	c	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	0	0	0	2	2	2	False	False	False
188	4	43	1	G	0	12	8	2	1	True	4.667	-3	4	4	4	4a	47/2	1/8	False	2	True				False	15		V7	c	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	0	0	0	1	1	1	True	True	True
188	4	67	1	G	0	12	8	1	1	True	4.667	-3	4	4	4	4a	47/2	1/8	False	4	True				False	15		V7	c	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	0	0	0	1	1	1	True	True	True
188	4	71	5	B	0	12	8	1	1	True	4.667	-3	4	4	4	4a	47/2	1/8	False	4	True				False	15		V7	c	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	0	0	0	5	5	5	True	False	False
