onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
8	2	53	-1	F	0	4	4	2	2	True	3.0	-1	1	1	1	1a	2	1/8	False	3	True				False	2		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	-3	-3	-3	True	False	True
8	4	62	2	D	0	4	4	2	1	True	3.0	-1	1	1	1	1a	2	1/4	False	4	True				False	2		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	0	0	0	True	True	False
8	6	69	3	A	0	4	4	1	1	True	3.0	-1	1	1	1	1a	2	3/8	False	4	True				False	2		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	1	1	1	True	False	False
8	6	74	2	D	0	4	4	1	1	True	3.0	-1	1	1	1	1a	2	3/8	False	5	True				False	2		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	0	0	0	True	True	False
8	6	77	-1	F	0	4	4	1	1	True	3.0	-1	1	1	1	1a	2	3/8	False	5	True				False	2		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	-3	-3	-3	True	False	True
10	2	52	4	E	0	4	4	2	2	True	3.5	-1	1	1	1	1a	5/2	1/8	False	3	False				False	2		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	2	2	2	False	False	False
12	2	50	2	D	0	4	4	2	2	True	4.0	-1	1	1	1	1a	3	1/8	False	3	True				False	3		i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
14	2	49	7	C	1	4	4	2	2	True	4.5	-1	1	1	1	1a	7/2	1/8	False	3	True				False	4		#viio7		d	i		#viio7	#vii	o	7			o7	True	True	(5, 2, -1, -4)	()	5	5	minor	minor	i	i, minor	#vii		i	i	True	#viio7	#viio7, minor		#viio7, minor		#vii	2	2	2	5	5	5	True	True	True
14	2	70	-2	B	-1	4	4	1	1	True	4.5	-1	1	1	1	1a	7/2	1/8	False	4	True				False	4		#viio7		d	i		#viio7	#vii	o	7			o7	True	True	(5, 2, -1, -4)	()	5	5	minor	minor	i	i, minor	#vii		i	i	True	#viio7	#viio7, minor		#viio7, minor		#vii	2	2	2	-4	-4	-4	True	False	False
14	2	79	1	G	0	4	4	1	1	True	4.5	-1	1	1	1	1a	7/2	1/8	False	5	True				False	4		#viio7		d	i		#viio7	#vii	o	7			o7	True	True	(5, 2, -1, -4)	()	5	5	minor	minor	i	i, minor	#vii		i	i	True	#viio7	#viio7, minor		#viio7, minor		#vii	2	2	2	-1	-1	-1	True	False	False
16	2	50	2	D	0	4	4	2	2	True	1.0	-1	2	2	2	2a	4	1/8	False	3	True				False	5		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	0	0	0	True	True	False
16	4	62	2	D	0	4	4	2	1	True	1.0	-1	2	2	2	2a	4	1/4	False	4	True				False	5		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	0	0	0	True	True	False
16	2	69	3	A	0	4	4	1	1	True	1.0	-1	2	2	2	2a	4	1/8	False	4	True				False	5		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	1	1	1	True	False	False
16	2	74	2	D	0	4	4	1	1	True	1.0	-1	2	2	2	2a	4	1/8	False	5	True				False	5		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	0	0	0	True	True	False
16	2	77	-1	F	0	4	4	1	1	True	1.0	-1	2	2	2	2a	4	1/8	False	5	True				False	5		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	-3	-3	-3	True	False	True
18	2	52	4	E	0	4	4	2	2	True	1.5	-1	2	2	2	2a	9/2	1/8	False	3	True				False	6		#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	2	2	2	True	False	True
18	4	67	1	G	0	4	4	1	1	True	1.5	-1	2	2	2	2a	9/2	1/4	False	4	True				False	6		#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	-1	-1	-1	True	False	False
18	4	76	4	E	0	4	4	1	1	True	1.5	-1	2	2	2	2a	9/2	1/4	False	5	True				False	6		#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	2	2	2	True	False	True
20	2	53	-1	F	0	4	4	2	2	True	2.0	-1	2	2	2	2a	5	1/8	False	3	True				False	7		i6(119)		d	i		i6(119)	i		6	119		m	True	True	(-3, 1, 0)	(-1, 2)	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6(119), minor		i	2	2	2	-3	-3	-3	True	False	True
22	2	55	1	G	0	4	4	2	2	True	2.5	-1	2	2	2	2a	11/2	1/8	False	3	True				False	8		iv7		d	i		iv7	iv		7			mm7	True	True	(-1, -4, 0, -3)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv7	iv7, minor		iv7, minor		iv	2	2	2	-1	-1	-1	True	True	True
22	2	65	-1	F	0	4	4	1	1	True	2.5	-1	2	2	2	2a	11/2	1/8	False	4	True				False	8		iv7		d	i		iv7	iv		7			mm7	True	True	(-1, -4, 0, -3)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv7	iv7, minor		iv7, minor		iv	2	2	2	-3	-3	-3	True	False	False
22	2	74	2	D	0	4	4	1	1	True	2.5	-1	2	2	2	2a	11/2	1/8	False	5	True				False	8		iv7		d	i		iv7	iv		7			mm7	True	True	(-1, -4, 0, -3)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv7	iv7, minor		iv7, minor		iv	2	2	2	0	0	0	True	False	False
24	2	57	3	A	0	4	4	2	2	True	3.0	-1	2	2	2	2a	6	1/8	False	3	True				False	9		V		d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
24	4	64	4	E	0	4	4	2	1	True	3.0	-1	2	2	2	2a	6	1/4	False	4	True				False	9		V		d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	2	2	2	True	False	False
24	6	69	3	A	0	4	4	1	2	True	3.0	-1	2	2	2	2a	6	3/8	False	4	True				False	9		V		d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
24	2	73	7	C	1	4	4	1	1	True	3.0	-1	2	2	2	2a	6	1/8	False	5	True				False	9		V		d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	5	5	5	True	False	False
26	2	59	5	B	0	4	4	2	2	True	3.5	-1	2	2	2	2a	13/2	1/8	False	3	False				False	9		V		d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	3	3	3	False	False	False
26	2	74	2	D	0	4	4	1	1	True	3.5	-1	2	2	2	2a	13/2	1/8	False	5	False				False	9		V		d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	0	0	0	False	False	False
28	2	61	7	C	1	4	4	2	2	True	4.0	-1	2	2	2	2a	7	1/8	False	4	True				False	10		V6		d	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	2	2	2	5	5	5	True	False	True
28	4	76	4	E	0	4	4	1	1	True	4.0	-1	2	2	2	2a	7	1/4	False	5	True				False	10		V6		d	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	2	2	2	2	2	2	True	False	False
30	2	57	3	A	0	4	4	2	2	True	4.5	-1	2	2	2	2a	15/2	1/8	False	3	True				False	11		V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	1	1	1	True	True	True
30	2	67	1	G	0	4	4	1	2	True	4.5	-1	2	2	2	2a	15/2	1/8	False	4	True				False	11		V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	-1	-1	-1	True	False	False
32	2	62	2	D	0	4	4	2	1	True	1.0	-1	3	3	3	3a	8	1/8	False	4	True				False	12		i(9)		d	i		i(9)	i			9		m	True	True	(0, -3, 1)	(2,)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9), minor		i	2	2	2	0	0	0	True	True	True
32	4	65	-1	F	0	4	4	1	2	True	1.0	-1	3	3	3	3a	8	1/4	False	4	True				False	12		i(9)		d	i		i(9)	i			9		m	True	True	(0, -3, 1)	(2,)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9), minor		i	2	2	2	-3	-3	-3	True	False	False
32	2	76	4	E	0	4	4	1	1	False	1.0	-1	3	3	3	3a	8	1/8	False	5	True				False	12		i(9)		d	i		i(9)	i			9		m	True	True	(0, -3, 1)	(2,)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9), minor		i	2	2	2	2	2	2	False	False	False
34	2	53	-1	F	0	4	4	2	1	True	1.5	-1	3	3	3	3a	17/2	1/8	False	3	True				False	13		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	-3	-3	-3	True	False	True
34	4	74	2	D	0	4	4	1	1	True	1.5	-1	3	3	3	3a	17/2	1/4	False	5	True				False	13		i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	0	0	0	True	True	False
36	2	55	1	G	0	4	4	2	1	True	2.0	-1	3	3	3	3a	9	1/8	False	3	True				False	14		ii%65		d	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	2	2	2	-1	-1	-1	True	False	True
36	2	64	4	E	0	4	4	1	2	True	2.0	-1	3	3	3	3a	9	1/8	False	4	True				False	14		ii%65		d	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	2	2	2	2	2	2	True	True	False
38	2	57	3	A	0	4	4	2	1	True	2.5	-1	3	3	3	3a	19/2	1/8	False	3	True				False	15		V		d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
38	2	61	7	C	1	4	4	1	2	True	2.5	-1	3	3	3	3a	19/2	1/8	False	4	True				False	15		V		d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	5	5	5	True	False	False
38	2	76	4	E	0	4	4	1	1	True	2.5	-1	3	3	3	3a	19/2	1/8	False	5	True				False	15		V		d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	2	2	2	True	False	False
40	2	50	2	D	0	4	4	2	1	True	3.0	-1	3	3	3	3a	10	1/8	False	3	True	IAC	IAC	}{	True	16		i|IAC}{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
40	6	69	3	A	0	4	4	1	1	True	3.0	-1	3	3	3	3a	10	3/8	False	4	True	IAC	IAC	}{	True	16		i|IAC}{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
40	6	74	2	D	0	4	4	1	1	True	3.0	-1	3	3	3	3a	10	3/8	False	5	True	IAC	IAC	}{	True	16		i|IAC}{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
40	6	77	-1	F	0	4	4	1	1	True	3.0	-1	3	3	3	3a	10	3/8	False	5	True	IAC	IAC	}{	True	16		i|IAC}{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
42	2	62	2	D	0	4	4	2	1	True	3.5	-1	3	3	3	3a	21/2	1/8	False	4	False				False	16		i|IAC}{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
44	2	60	0	C	0	4	4	2	1	True	4.0	-1	3	3	3	3a	11	1/8	False	4	False				False	16		i|IAC}{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-2	-2	-2	False	False	False
46	2	58	-2	B	-1	4	4	2	1	True	4.5	-1	3	3	3	3a	23/2	1/8	False	3	True				False	17		viio64/III		d	i		viio64/III	vii	o	64		III	o	True	True	(-4, 2, -1)	()	2	-4	minor	minor	i	i, minor	vii/III	III	III/i	III	False	viio64/III	viio64/III, minor		viio64/III, minor	III	III	2	2	-1	-4	-4	-1	True	False	True
46	2	70	-2	B	-1	4	4	1	1	True	4.5	-1	3	3	3	3a	23/2	1/8	False	4	True				False	17		viio64/III		d	i		viio64/III	vii	o	64		III	o	True	True	(-4, 2, -1)	()	2	-4	minor	minor	i	i, minor	vii/III	III	III/i	III	False	viio64/III	viio64/III, minor		viio64/III, minor	III	III	2	2	-1	-4	-4	-1	True	False	True
46	2	76	4	E	0	4	4	1	1	True	4.5	-1	3	3	3	3a	23/2	1/8	False	5	True				False	17		viio64/III		d	i		viio64/III	vii	o	64		III	o	True	True	(-4, 2, -1)	()	2	-4	minor	minor	i	i, minor	vii/III	III	III/i	III	False	viio64/III	viio64/III, minor		viio64/III, minor	III	III	2	2	-1	2	2	5	True	True	False
46	2	79	1	G	0	4	4	1	1	True	4.5	-1	3	3	3	3a	23/2	1/8	False	5	True				False	17		viio64/III		d	i		viio64/III	vii	o	64		III	o	True	True	(-4, 2, -1)	()	2	-4	minor	minor	i	i, minor	vii/III	III	III/i	III	False	viio64/III	viio64/III, minor		viio64/III, minor	III	III	2	2	-1	-1	-1	2	True	False	False
48	2	57	3	A	0	4	4	2	1	True	1.0	-1	4	4	4	4a	12	1/8	False	3	True				False	18		III.I6		d	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	2	-1	-1	1	4	4	True	False	True
48	2	60	0	C	0	4	4	2	1	True	1.0	-1	4	4	4	4a	12	1/8	False	4	True				False	18		III.I6		d	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	2	-1	-1	-2	1	1	True	False	False
48	6	72	0	C	0	4	4	1	1	True	1.0	-1	4	4	4	4a	12	3/8	False	5	True				False	18		III.I6		d	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	2	-1	-1	-2	1	1	True	False	False
48	6	77	-1	F	0	4	4	1	1	True	1.0	-1	4	4	4	4a	12	3/8	False	5	True				False	18		III.I6		d	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	2	-1	-1	-3	0	0	True	True	False
48	6	81	3	A	0	4	4	1	1	True	1.0	-1	4	4	4	4a	12	3/8	False	5	True				False	18		III.I6		d	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	2	-1	-1	1	4	4	True	False	True
50	2	55	1	G	0	4	4	2	1	True	1.5	-1	4	4	4	4a	25/2	1/8	False	3	False				False	18		III.I6		d	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	2	-1	-1	-1	2	2	False	False	False
50	2	58	-2	B	-1	4	4	2	1	True	1.5	-1	4	4	4	4a	25/2	1/8	False	3	False				False	18		III.I6		d	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	2	-1	-1	-4	-1	-1	False	False	False
52	2	53	-1	F	0	4	4	2	1	True	2.0	-1	4	4	4	4a	13	1/8	False	3	True				False	19		I		d	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	2	-1	-1	-3	0	0	True	True	True
52	2	57	3	A	0	4	4	2	1	True	2.0	-1	4	4	4	4a	13	1/8	False	3	True				False	19		I		d	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	2	-1	-1	1	4	4	True	False	False
54	2	55	1	G	0	4	4	2	1	True	2.5	-1	4	4	4	4a	27/2	1/8	False	3	True				False	20		viio6		d	III		viio6	vii	o	6			o	True	False	(2, -1, 5)	()	5	2	minor	major	III	III, minor	vii		III	III	False	viio6	viio6, major		viio6, major		vii	2	-1	-1	-1	2	2	True	False	True
54	2	58	-2	B	-1	4	4	2	1	True	2.5	-1	4	4	4	4a	27/2	1/8	False	3	True				False	20		viio6		d	III		viio6	vii	o	6			o	True	False	(2, -1, 5)	()	5	2	minor	major	III	III, minor	vii		III	III	False	viio6	viio6, major		viio6, major		vii	2	-1	-1	-4	-1	-1	True	False	False
54	2	70	-2	B	-1	4	4	1	2	True	2.5	-1	4	4	4	4a	27/2	1/8	False	4	True				False	20		viio6		d	III		viio6	vii	o	6			o	True	False	(2, -1, 5)	()	5	2	minor	major	III	III, minor	vii		III	III	False	viio6	viio6, major		viio6, major		vii	2	-1	-1	-4	-1	-1	True	False	False
54	1	76	4	E	0	4	4	1	1	True	2.5	-1	4	4	4	4a	27/2	1/16	False	5	True				False	20		viio6		d	III		viio6	vii	o	6			o	True	False	(2, -1, 5)	()	5	2	minor	major	III	III, minor	vii		III	III	False	viio6	viio6, major		viio6, major		vii	2	-1	-1	2	5	5	True	True	False
54	2	79	1	G	0	4	4	1	2	True	2.5	-1	4	4	4	4a	27/2	1/8	False	5	True				False	20		viio6		d	III		viio6	vii	o	6			o	True	False	(2, -1, 5)	()	5	2	minor	major	III	III, minor	vii		III	III	False	viio6	viio6, major		viio6, major		vii	2	-1	-1	-1	2	2	True	False	True
55	1	74	2	D	0	4	4	1	1	True	2.75	-1	4	4	4	4a	55/4	1/16	False	5	False				False	20		viio6		d	III		viio6	vii	o	6			o	True	False	(2, -1, 5)	()	5	2	minor	major	III	III, minor	vii		III	III	False	viio6	viio6, major		viio6, major		vii	2	-1	-1	0	3	3	False	False	False
56	4	57	3	A	0	4	4	2	1	True	3.0	-1	4	4	4	4a	14	1/4	False	3	True				False	21		I6		d	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	2	-1	-1	1	4	4	True	False	True
56	4	60	0	C	0	4	4	2	1	True	3.0	-1	4	4	4	4a	14	1/4	False	4	True				False	21		I6		d	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	2	-1	-1	-2	1	1	True	False	False
56	2	69	3	A	0	4	4	1	1	True	3.0	-1	4	4	4	4a	14	1/8	False	4	True				False	21		I6		d	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	2	-1	-1	1	4	4	True	False	True
56	2	72	0	C	0	4	4	1	1	True	3.0	-1	4	4	4	4a	14	1/8	False	5	True				False	21		I6		d	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	2	-1	-1	-2	1	1	True	False	False
56	2	77	-1	F	0	4	4	1	1	True	3.0	-1	4	4	4	4a	14	1/8	False	5	True				False	21		I6		d	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	2	-1	-1	-3	0	0	True	True	False
58	4	67	1	G	0	4	4	1	1	True	3.5	-1	4	4	4	4a	29/2	1/4	False	4	False				False	21		I6		d	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	2	-1	-1	-1	2	2	False	False	False
58	4	76	4	E	0	4	4	1	1	True	3.5	-1	4	4	4	4a	29/2	1/4	False	5	False				False	21		I6		d	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	2	-1	-1	2	5	5	False	False	False
60	4	58	-2	B	-1	4	4	2	1	True	4.0	-1	4	4	4	4a	15	1/4	False	3	True				False	22		IV(116)		d	III		IV(116)	IV			116		M	True	False	(-1, 3, 2)	(5,)	-1	-1	minor	major	III	III, minor	IV		III	III	False	IV	IV, major		IV(116), major		IV	2	-1	-1	-4	-1	-1	True	True	True
