onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	1	78	6	F	1	3	4	1	1	True	1.5	2	1	0	1	0a	0	1/16	True	5	True			{	False	0	b.V{	b	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	5	5	5	1	1	1	True	True	True
1	1	76	4	E	0	3	4	1	1	True	1.75	2	1	0	1	0a	1/4	1/16	False	5	False				False	0	b.V{	b	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	5	5	5	-1	-1	-1	False	False	False
2	2	74	2	D	0	3	4	1	1	True	2.0	2	1	0	1	0a	1/2	1/8	False	5	True				False	1	i6	b	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	5	5	5	-3	-3	-3	True	False	True
2	4	74	2	D	0	3	4	1	2	True	2.0	2	1	0	1	0a	1/2	1/4	False	5	True				False	1	i6	b	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	5	5	5	-3	-3	-3	True	False	True
4	4	83	5	B	0	3	4	1	1	True	2.5	2	1	0	1	0a	1	1/4	False	5	False				False	1	i6	b	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	5	5	5	0	0	0	True	True	False
6	4	73	7	C	1	3	4	1	2	True	3.0	2	1	0	1	0a	3/2	1/4	False	5	True				False	2	#viio6(2)	b	i		#viio6(2)	#vii	o	6	2		o	True	True	(2, -1, 0)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6(2), minor		#vii	5	5	5	2	2	2	True	False	True
8	2	82	10	A	1	3	4	1	1	True	3.5	2	1	0	1	0a	2	1/8	False	5	True				False	3	#viio6	b	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	5	5	5	5	5	5	True	True	False
10	2	83	5	B	0	3	4	1	1	True	1.0	2	2	1	2	1a	5/2	1/8	False	5	True				False	4	i	b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	5	5	5	0	0	0	True	True	True
10	2	83	5	B	0	3	4	1	2	True	1.0	2	2	1	2	1a	5/2	1/8	False	5	True				False	4	i	b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	5	5	5	0	0	0	True	True	True
12	1	67	1	G	0	3	4	1	2	True	1.5	2	2	1	2	1a	3	1/16	False	4	False				False	4	i	b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	5	5	5	-4	-4	-4	False	False	False
13	1	66	6	F	1	3	4	1	2	True	1.75	2	2	1	2	1a	13/4	1/16	False	4	False				False	4	i	b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	5	5	5	1	1	1	True	False	False
14	2	64	4	E	0	3	4	1	2	True	2.0	2	2	1	2	1a	7/2	1/8	False	4	True				False	5	iv	b	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	5	5	5	-1	-1	-1	True	True	True
14	4	71	5	B	0	3	4	1	1	True	2.0	2	2	1	2	1a	7/2	1/4	False	4	True				False	5	iv	b	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	5	5	5	0	0	0	True	False	False
16	2	67	1	G	0	3	4	1	2	True	2.5	2	2	1	2	1a	4	1/8	False	4	False				False	5	iv	b	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	5	5	5	-4	-4	-4	True	False	False
18	2	61	7	C	1	3	4	1	2	True	3.0	2	2	1	2	1a	9/2	1/8	False	4	True				False	6	#viio6	b	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	5	5	5	2	2	2	True	False	True
18	4	76	4	E	0	3	4	1	1	True	3.0	2	2	1	2	1a	9/2	1/4	False	5	True				False	6	#viio6	b	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	5	5	5	-1	-1	-1	True	False	False
20	2	70	10	A	1	3	4	1	2	True	3.5	2	2	1	2	1a	5	1/8	False	4	False				False	6	#viio6	b	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	5	5	5	5	5	5	True	True	False
22	4	59	5	B	0	3	4	2	1	True	1.0	2	3	2	3	2a	11/2	1/4	False	3	True				False	7	i	b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	5	5	5	0	0	0	True	True	True
22	2	74	2	D	0	3	4	1	1	True	1.0	2	3	2	3	2a	11/2	1/8	False	5	True				False	7	i	b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	5	5	5	-3	-3	-3	True	False	False
24	1	71	5	B	0	3	4	1	1	True	1.5	2	3	2	3	2a	6	1/16	False	4	False				False	7	i	b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	5	5	5	0	0	0	True	True	True
25	1	69	3	A	0	3	4	1	1	True	1.75	2	3	2	3	2a	25/4	1/16	False	4	False				False	7	i	b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	5	5	5	-2	-2	-2	False	False	False
26	2	52	4	E	0	3	4	2	1	True	2.0	2	3	2	3	2a	13/2	1/8	False	3	True				False	8	iio6	b	i		iio6	ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	5	5	5	-1	-1	-1	True	False	True
26	4	52	4	E	0	3	4	2	2	True	2.0	2	3	2	3	2a	13/2	1/4	False	3	True				False	8	iio6	b	i		iio6	ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	5	5	5	-1	-1	-1	True	False	True
26	4	67	1	G	0	3	4	1	2	True	2.0	2	3	2	3	2a	13/2	1/4	False	4	True				False	8	iio6	b	i		iio6	ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	5	5	5	-4	-4	-4	True	False	False
