onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
46.0	2.0	11.5	71	5	B	0.0	4.5	0	4	4	2.0	1.0	1/8	True	1	3.0	3.0	3.0	3a	4	23/2	False	False				False	9	viio64/VI	e	i		viio64/VI		vii	o	64		VI	o	True	True	(-5, 1, -2)	()	1	-5	minor	minor	i	i, minor	vii/VI	VI	VI/i	VI	False	viio64/VI	viio64/VI, minor		viio64/VI, minor	VI	VI	4	4	0	1	1	5	True	True	False
48.0	2.0	12.0	65	-1	F	0.0	1.0	1	4	4	2.0	2.0	1/8	False	1	4.0	4.0	4.0	4a	4	12	False	True				False	10	VI6	e	i		VI6		VI		6			M	True	True	(0, -3, -4)	()	-4	0	minor	minor	i	i, minor	VI		i	i	True	VI6	VI6, minor		VI6, minor		VI	4	4	4	-5	-5	-5	False	False	False
48.0	6.0	12.0	72	0	C	0.0	1.0	1	4	4	2.0	1.0	3/8	True	1	4.0	4.0	4.0	4a	5	12	False	True				False	10	VI6	e	i		VI6		VI		6			M	True	True	(0, -3, -4)	()	-4	0	minor	minor	i	i, minor	VI		i	i	True	VI6	VI6, minor		VI6, minor		VI	4	4	4	-4	-4	-4	True	True	False
50.0	2.0	12.5	64	4	E	0.0	1.5	0	4	4	2.0	2.0	1/8	True	1	4.0	4.0	4.0	4a	4	25/2	False	False				False	10	VI6	e	i		VI6		VI		6			M	True	True	(0, -3, -4)	()	-4	0	minor	minor	i	i, minor	VI		i	i	True	VI6	VI6, minor		VI6, minor		VI	4	4	4	0	0	0	True	False	True
52.0	4.0	13.0	62	2	D	0.0	2.0	2	4	4	2.0	2.0	1/4	True	1	4.0	4.0	4.0	4a	4	13	False	True				False	11	viio6/VI	e	i		viio6/VI		vii	o	6		VI	o	True	True	(-2, -5, 1)	()	1	-2	minor	minor	i	i, minor	vii/VI	VI	VI/i	VI	False	viio6/VI	viio6/VI, minor		viio6/VI, minor	VI	VI	4	4	0	-2	-2	2	True	False	True
54.0	2.0	13.5	71	5	B	0.0	2.5	0	4	4	2.0	1.0	1/8	True	1	4.0	4.0	4.0	4a	4	27/2	False	False				False	11	viio6/VI	e	i		viio6/VI		vii	o	6		VI	o	True	True	(-2, -5, 1)	()	1	-2	minor	minor	i	i, minor	vii/VI	VI	VI/i	VI	False	viio6/VI	viio6/VI, minor		viio6/VI, minor	VI	VI	4	4	0	1	1	5	True	True	False
56.0	2.0	14.0	62	2	D	0.0	3.0	3	4	4	2.0	2.0	1/8	False	1	4.0	4.0	4.0	4a	4	14	False	True				False	12	iv6	e	i		iv6		iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	4	4	4	-2	-2	-2	False	False	False
56.0	6.0	14.0	69	3	A	0.0	3.0	3	4	4	2.0	1.0	3/8	True	1	4.0	4.0	4.0	4a	4	14	False	True				False	12	iv6	e	i		iv6		iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	4	4	4	-1	-1	-1	True	True	False
58.0	2.0	14.5	60	0	C	0.0	3.5	0	4	4	2.0	2.0	1/8	True	1	4.0	4.0	4.0	4a	4	29/2	False	False				False	12	iv6	e	i		iv6		iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	4	4	4	-4	-4	-4	True	False	True
60.0	4.0	15.0	59	5	B	0.0	4.0	4	4	4	2.0	2.0	1/4	True	1	4.0	4.0	4.0	4a	3	15	False	True				False	13	III6	e	i		III6		III		6			M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6, minor		III	4	4	4	1	1	1	True	False	True
62.0	2.0	15.5	67	1	G	0.0	4.5	0	4	4	2.0	1.0	1/8	True	1	4.0	4.0	4.0	4a	4	31/2	False	False				False	13	III6	e	i		III6		III		6			M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6, minor		III	4	4	4	-3	-3	-3	True	True	False
64.0	12.0	16.0	57	3	A	0.0	1.0	1	4	4	2.0	1.0	3/4	True	1	5.0	5.0	5.0	5a	3	16	False	True				False	14	viio/III	e	i		viio/III		vii	o			III	o	True	True	(2, -1, -4)	()	2	2	minor	minor	i	i, minor	vii/III	III	III/i	III	False	viio/III	viio/III, minor		viio/III, minor	III	III	4	4	1	-1	-1	2	True	False	False
64.0	12.0	16.0	66	6	F	1.0	1.0	1	4	4	2.0	1.0	3/4	True	1	5.0	5.0	5.0	5a	4	16	False	True				False	14	viio/III	e	i		viio/III		vii	o			III	o	True	True	(2, -1, -4)	()	2	2	minor	minor	i	i, minor	vii/III	III	III/i	III	False	viio/III	viio/III, minor		viio/III, minor	III	III	4	4	1	2	2	5	True	True	True
66.0	2.0	16.5	48	0	C	0.0	1.5	0	4	4	3.0	1.0	1/8	True	1	5.0	5.0	5.0	5a	3	33/2	False	False				False	14	viio/III	e	i		viio/III		vii	o			III	o	True	True	(2, -1, -4)	()	2	2	minor	minor	i	i, minor	vii/III	III	III/i	III	False	viio/III	viio/III, minor		viio/III, minor	III	III	4	4	1	-4	-4	-1	True	False	False
68.0	2.0	17.0	45	3	A	0.0	2.0	2	4	4	3.0	1.0	1/8	True	1	5.0	5.0	5.0	5a	2	17	False	False				False	14	viio/III	e	i		viio/III		vii	o			III	o	True	True	(2, -1, -4)	()	2	2	minor	minor	i	i, minor	vii/III	III	III/i	III	False	viio/III	viio/III, minor		viio/III, minor	III	III	4	4	1	-1	-1	2	True	False	False
70.0	2.0	17.5	43	1	G	0.0	2.5	0	4	4	3.0	1.0	1/8	True	1	5.0	5.0	5.0	5a	2	35/2	False	False				False	14	viio/III	e	i		viio/III		vii	o			III	o	True	True	(2, -1, -4)	()	2	2	minor	minor	i	i, minor	vii/III	III	III/i	III	False	viio/III	viio/III, minor		viio/III, minor	III	III	4	4	1	-3	-3	0	False	False	False
72.0	2.0	18.0	42	6	F	1.0	3.0	3	4	4	3.0	1.0	1/8	True	1	5.0	5.0	5.0	5a	2	18	False	False				False	14	viio/III	e	i		viio/III		vii	o			III	o	True	True	(2, -1, -4)	()	2	2	minor	minor	i	i, minor	vii/III	III	III/i	III	False	viio/III	viio/III, minor		viio/III, minor	III	III	4	4	1	2	2	5	True	True	True
74.0	2.0	18.5	45	3	A	0.0	3.5	0	4	4	3.0	1.0	1/8	True	1	5.0	5.0	5.0	5a	2	37/2	False	False				False	14	viio/III	e	i		viio/III		vii	o			III	o	True	True	(2, -1, -4)	()	2	2	minor	minor	i	i, minor	vii/III	III	III/i	III	False	viio/III	viio/III, minor		viio/III, minor	III	III	4	4	1	-1	-1	2	True	False	False
76.0	2.0	19.0	48	0	C	0.0	4.0	4	4	4	3.0	1.0	1/8	True	1	5.0	5.0	5.0	5a	3	19	False	True				False	15	#viio2	e	i		#viio2		#vii	o	2			o7	True	True	(-4, 5, 2, -1)	()	5	-4	minor	minor	i	i, minor	#vii		i	i	True	#viio2	#viio2, minor		#viio2, minor		#vii	4	4	4	-4	-4	-4	True	False	True
76.0	4.0	19.0	48	0	C	0.0	4.0	4	4	4	3.0	2.0	1/4	True	1	5.0	5.0	5.0	5a	3	19	False	True				False	15	#viio2	e	i		#viio2		#vii	o	2			o7	True	True	(-4, 5, 2, -1)	()	5	-4	minor	minor	i	i, minor	#vii		i	i	True	#viio2	#viio2, minor		#viio2, minor		#vii	4	4	4	-4	-4	-4	True	False	True
76.0	2.0	19.0	57	3	A	0.0	4.0	4	4	4	2.0	1.0	1/8	False	1	5.0	5.0	5.0	5a	3	19	False	True				False	15	#viio2	e	i		#viio2		#vii	o	2			o7	True	True	(-4, 5, 2, -1)	()	5	-4	minor	minor	i	i, minor	#vii		i	i	True	#viio2	#viio2, minor		#viio2, minor		#vii	4	4	4	-1	-1	-1	True	False	False
76.0	2.0	19.0	66	6	F	1.0	4.0	4	4	4	2.0	1.0	1/8	False	1	5.0	5.0	5.0	5a	4	19	False	True				False	15	#viio2	e	i		#viio2		#vii	o	2			o7	True	True	(-4, 5, 2, -1)	()	5	-4	minor	minor	i	i, minor	#vii		i	i	True	#viio2	#viio2, minor		#viio2, minor		#vii	4	4	4	2	2	2	True	False	False
78.0	2.0	19.5	54	6	F	1.0	4.5	0	4	4	3.0	1.0	1/8	True	1	5.0	5.0	5.0	5a	3	39/2	False	False				False	15	#viio2	e	i		#viio2		#vii	o	2			o7	True	True	(-4, 5, 2, -1)	()	5	-4	minor	minor	i	i, minor	#vii		i	i	True	#viio2	#viio2, minor		#viio2, minor		#vii	4	4	4	2	2	2	True	False	False
78.0	2.0	19.5	63	9	D	1.0	4.5	0	4	4	2.0	1.0	1/8	True	1	5.0	5.0	5.0	5a	4	39/2	False	False				False	15	#viio2	e	i		#viio2		#vii	o	2			o7	True	True	(-4, 5, 2, -1)	()	5	-4	minor	minor	i	i, minor	#vii		i	i	True	#viio2	#viio2, minor		#viio2, minor		#vii	4	4	4	5	5	5	True	True	False
80.0	2.0	20.0	48	0	C	0.0	1.0	1	4	4	3.0	1.0	1/8	False	1	6.0	6.0	6.0	6a	3	20	False	True				False	16	VI	e	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	4	4	4	-4	-4	-4	True	True	True
80.0	6.0	20.0	55	1	G	0.0	1.0	1	4	4	2.0	1.0	3/8	True	1	6.0	6.0	6.0	6a	3	20	False	True				False	16	VI	e	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	4	4	4	-3	-3	-3	True	False	False
80.0	6.0	20.0	64	4	E	0.0	1.0	1	4	4	2.0	1.0	3/8	True	1	6.0	6.0	6.0	6a	4	20	False	True				False	16	VI	e	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	4	4	4	0	0	0	True	False	False
82.0	2.0	20.5	48	0	C	0.0	1.5	0	4	4	3.0	1.0	1/8	True	1	6.0	6.0	6.0	6a	3	41/2	False	False				False	16	VI	e	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	4	4	4	-4	-4	-4	True	True	True
84.0	4.0	21.0	46	10	A	1.0	2.0	2	4	4	3.0	1.0	1/4	True	1	6.0	6.0	6.0	6a	2	21	False	True				False	17	viio7/V	e	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	4	4	5	6	6	5	True	True	True
86.0	2.0	21.5	55	1	G	0.0	2.5	0	4	4	2.0	1.0	1/8	True	1	6.0	6.0	6.0	6a	3	43/2	False	False				False	17	viio7/V	e	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	4	4	5	-3	-3	-4	True	False	False
86.0	2.0	21.5	64	4	E	0.0	2.5	0	4	4	2.0	1.0	1/8	True	1	6.0	6.0	6.0	6a	4	43/2	False	False				False	17	viio7/V	e	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	4	4	5	0	0	-1	True	False	False
88.0	2.0	22.0	46	10	A	1.0	3.0	3	4	4	3.0	1.0	1/8	False	1	6.0	6.0	6.0	6a	2	22	False	True				False	18	V	e	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	4	4	4	6	6	6	False	False	False
88.0	6.0	22.0	54	6	F	1.0	3.0	3	4	4	2.0	1.0	3/8	True	1	6.0	6.0	6.0	6a	3	22	False	True				False	18	V	e	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	4	4	4	2	2	2	True	False	False
88.0	6.0	22.0	63	9	D	1.0	3.0	3	4	4	2.0	1.0	3/8	True	1	6.0	6.0	6.0	6a	4	22	False	True				False	18	V	e	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	4	4	4	5	5	5	True	False	False
90.0	2.0	22.5	47	5	B	0.0	3.5	0	4	4	3.0	1.0	1/8	True	1	6.0	6.0	6.0	6a	2	45/2	False	False				False	18	V	e	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	4	4	4	1	1	1	True	True	True
92.0	4.0	23.0	44	8	G	1.0	4.0	4	4	4	3.0	1.0	1/4	True	1	6.0	6.0	6.0	6a	2	23	False	True				False	19	#viio7/iv	e	i		#viio7/iv		#vii	o	7		iv	o7	True	True	(4, 1, -2, -5)	()	4	4	minor	minor	i	i, minor	#vii/iv	iv	iv/i	iv	True	#viio7/iv	#viio7/iv, minor		#viio7/iv, minor	iv	iv	4	4	3	4	4	5	True	True	True
94.0	2.0	23.5	53	-1	F	0.0	4.5	0	4	4	2.0	1.0	1/8	True	1	6.0	6.0	6.0	6a	3	47/2	False	False				False	19	#viio7/iv	e	i		#viio7/iv		#vii	o	7		iv	o7	True	True	(4, 1, -2, -5)	()	4	4	minor	minor	i	i, minor	#vii/iv	iv	iv/i	iv	True	#viio7/iv	#viio7/iv, minor		#viio7/iv, minor	iv	iv	4	4	3	-5	-5	-4	True	False	False
94.0	2.0	23.5	62	2	D	0.0	4.5	0	4	4	2.0	1.0	1/8	True	1	6.0	6.0	6.0	6a	4	47/2	False	False				False	19	#viio7/iv	e	i		#viio7/iv		#vii	o	7		iv	o7	True	True	(4, 1, -2, -5)	()	4	4	minor	minor	i	i, minor	#vii/iv	iv	iv/i	iv	True	#viio7/iv	#viio7/iv, minor		#viio7/iv, minor	iv	iv	4	4	3	-2	-2	-1	True	False	False
96.0	4.0	24.0	45	3	A	0.0	1.0	1	4	4	3.0	1.0	1/4	True	1	7.0	7.0	7.0	7a	2	24	False	True				False	20	iv	e	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	4	4	4	-1	-1	-1	True	True	True
96.0	2.0	24.0	53	-1	F	0.0	1.0	1	4	4	2.0	1.0	1/8	False	1	7.0	7.0	7.0	7a	3	24	False	True				False	20	iv	e	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	4	4	4	-5	-5	-5	False	False	False
96.0	2.0	24.0	62	2	D	0.0	1.0	1	4	4	2.0	1.0	1/8	False	1	7.0	7.0	7.0	7a	4	24	False	True				False	20	iv	e	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	4	4	4	-2	-2	-2	False	False	False
98.0	4.0	24.5	52	4	E	0.0	1.5	0	4	4	2.0	1.0	1/4	True	1	7.0	7.0	7.0	7a	3	49/2	False	False				False	20	iv	e	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	4	4	4	0	0	0	True	False	False
98.0	4.0	24.5	60	0	C	0.0	1.5	0	4	4	2.0	1.0	1/4	True	1	7.0	7.0	7.0	7a	4	49/2	False	False				False	20	iv	e	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	4	4	4	-4	-4	-4	True	False	False
