onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	6	53	-1	F	0	6	8	2	2	True	1.0	-1	1	1	1	1a	0	3/8	True	3	True				False	0	F.I[I		F	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-1	-1	-1	0	0	0	True	True	True
0	4	77	-1	F	0	6	8	1	1	True	1.0	-1	1	1	1	1a	0	1/4	True	5	True				False	0	F.I[I		F	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-1	-1	-1	0	0	0	True	True	True
2	2	57	3	A	0	6	8	2	1	True	1.333	-1	1	1	1	1a	1/2	1/8	False	3	False				False	0	F.I[I		F	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-1	-1	-1	4	4	4	True	False	False
4	2	65	-1	F	0	6	8	2	1	True	1.667	-1	1	1	1	1a	1	1/8	False	4	False				False	0	F.I[I		F	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-1	-1	-1	0	0	0	True	True	True
4	2	81	3	A	0	6	8	1	1	True	1.667	-1	1	1	1	1a	1	1/8	False	5	False				False	0	F.I[I		F	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-1	-1	-1	4	4	4	True	False	False
6	6	53	-1	F	0	6	8	2	2	True	2.0	-1	1	1	1	1a	3/2	3/8	False	3	False				False	0	F.I[I		F	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-1	-1	-1	0	0	0	True	True	True
6	4	72	0	C	0	6	8	1	1	True	2.0	-1	1	1	1	1a	3/2	1/4	False	5	False				False	0	F.I[I		F	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-1	-1	-1	1	1	1	True	False	False
8	2	57	3	A	0	6	8	2	1	True	2.333	-1	1	1	1	1a	2	1/8	False	3	False				False	0	F.I[I		F	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-1	-1	-1	4	4	4	True	False	False
10	2	65	-1	F	0	6	8	2	1	True	2.667	-1	1	1	1	1a	5/2	1/8	False	4	True				False	1	V+/IV		F	I	I	V+/IV	V	+			IV	+	False	False	(0, 4, 8)	()	0	0	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V+/IV	V+/IV, major	I	V+/IV, major	IV	IV	-1	-1	-2	0	0	1	True	True	True
10	2	73	7	C	1	6	8	1	1	True	2.667	-1	1	1	1	1a	5/2	1/8	False	5	True				False	1	V+/IV		F	I	I	V+/IV	V	+			IV	+	False	False	(0, 4, 8)	()	0	0	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V+/IV	V+/IV, major	I	V+/IV, major	IV	IV	-1	-1	-2	8	8	9	True	False	False
12	6	53	-1	F	0	6	8	2	2	True	1.0	-1	2	2	2	2a	3	3/8	False	3	True				False	2	IV		F	I	I	IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major	I	IV, major		IV	-1	-1	-1	0	0	0	True	False	False
