onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	2	69	3	A	0	3	4	1	1	True	2.5	2	1	0	1	0a	0	1/8	True	4	True				False	0	D.V	D	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	1	1	1	True	True	True
2	2	78	6	F	1	3	4	1	1	True	3.0	2	1	0	1	0a	1/2	1/8	False	5	True				False	1	I	D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	4	4	4	True	False	False
4	2	50	2	D	0	3	4	2	1	True	3.5	2	1	0	1	0a	1	1/8	False	3	False				False	1	I	D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	0	0	0	True	True	True
4	2	57	3	A	0	3	4	2	1	True	3.5	2	1	0	1	0a	1	1/8	False	3	False				False	1	I	D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	1	1	1	True	False	False
4	2	66	6	F	1	3	4	1	2	True	3.5	2	1	0	1	0a	1	1/8	False	4	False				False	1	I	D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	4	4	4	True	False	False
4	2	74	2	D	0	3	4	1	1	True	3.5	2	1	0	1	0a	1	1/8	False	5	False				False	1	I	D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	0	0	0	True	True	True
6	8	52	4	E	0	3	4	2	1	True	1.0	2	2	1	2	1a	3/2	1/2	False	3	True				False	2	V43(4)	D	I		V43(4)		V		43	4		Mm7	False	False	(2, -1, 1, 0)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43(4), major		V	2	2	2	2	2	2	True	False	True
6	8	57	3	A	0	3	4	2	1	True	1.0	2	2	1	2	1a	3/2	1/2	False	3	True				False	2	V43(4)	D	I		V43(4)		V		43	4		Mm7	False	False	(2, -1, 1, 0)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43(4), major		V	2	2	2	1	1	1	True	True	False
6	8	67	1	G	0	3	4	1	2	True	1.0	2	2	1	2	1a	3/2	1/2	False	4	True				False	2	V43(4)	D	I		V43(4)		V		43	4		Mm7	False	False	(2, -1, 1, 0)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43(4), major		V	2	2	2	-1	-1	-1	True	False	False
6	4	74	2	D	0	3	4	1	1	True	1.0	2	2	1	2	1a	3/2	1/4	False	5	True				False	2	V43(4)	D	I		V43(4)		V		43	4		Mm7	False	False	(2, -1, 1, 0)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43(4), major		V	2	2	2	0	0	0	True	False	False
10	3	73	7	C	1	3	4	1	1	True	2.0	2	2	1	2	1a	5/2	3/16	False	5	True				False	3	V43	D	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	2	2	2	5	5	5	True	False	False
13	1	74	2	D	0	3	4	1	1	True	2.75	2	2	1	2	1a	13/4	1/16	False	5	False				False	3	V43	D	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	2	2	2	0	0	0	False	False	False
14	4	49	7	C	1	3	4	2	1	True	3.0	2	2	1	2	1a	7/2	1/4	False	3	True				False	4	V65	D	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	2	2	2	5	5	5	True	False	True
14	4	57	3	A	0	3	4	2	1	True	3.0	2	2	1	2	1a	7/2	1/4	False	3	True				False	4	V65	D	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	2	2	2	1	1	1	True	True	False
14	1	76	4	E	0	3	4	1	1	True	3.0	2	2	1	2	1a	7/2	1/16	False	5	True				False	4	V65	D	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	2	2	2	2	2	2	True	False	False
15	1	64	4	E	0	3	4	1	1	True	3.25	2	2	1	2	1a	15/4	1/16	False	4	False				False	4	V65	D	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	2	2	2	2	2	2	True	False	False
16	1	69	3	A	0	3	4	1	1	True	3.5	2	2	1	2	1a	4	1/16	False	4	False				False	4	V65	D	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	2	2	2	1	1	1	True	True	False
17	1	67	1	G	0	3	4	1	1	True	3.75	2	2	1	2	1a	17/4	1/16	False	4	False				False	4	V65	D	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	2	2	2	-1	-1	-1	True	False	False
18	4	50	2	D	0	3	4	2	1	True	1.0	2	3	2	3	2a	9/2	1/4	False	3	True				False	5	I	D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	0	0	0	True	True	True
18	4	57	3	A	0	3	4	2	1	True	1.0	2	3	2	3	2a	9/2	1/4	False	3	True				False	5	I	D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	1	1	1	True	False	False
18	4	62	2	D	0	3	4	1	2	True	1.0	2	3	2	3	2a	9/2	1/4	False	4	True				False	5	I	D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	0	0	0	True	True	True
18	3	66	6	F	1	3	4	1	1	True	1.0	2	3	2	3	2a	9/2	3/16	False	4	True				False	5	I	D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	4	4	4	True	False	False
21	1	67	1	G	0	3	4	1	1	True	1.75	2	3	2	3	2a	21/4	1/16	False	4	False				False	5	I	D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	-1	-1	-1	False	False	False
22	2	45	3	A	0	3	4	2	1	True	2.0	2	3	2	3	2a	11/2	1/8	False	2	True				False	6	V	D	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	1	1	1	True	True	True
22	2	57	3	A	0	3	4	2	1	True	2.0	2	3	2	3	2a	11/2	1/8	False	3	True				False	6	V	D	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	1	1	1	True	True	True
22	2	61	7	C	1	3	4	1	2	True	2.0	2	3	2	3	2a	11/2	1/8	False	4	True				False	6	V	D	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	5	5	5	True	False	False
22	2	64	4	E	0	3	4	1	1	True	2.0	2	3	2	3	2a	11/2	1/8	False	4	True				False	6	V	D	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	2	2	2	True	False	False
24	2	47	5	B	0	3	4	2	1	True	2.5	2	3	2	3	2a	6	1/8	False	2	True				False	7	vi	D	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	2	2	2	3	3	3	True	True	True
24	2	54	6	F	1	3	4	2	1	True	2.5	2	3	2	3	2a	6	1/8	False	3	True				False	7	vi	D	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	2	2	2	4	4	4	True	False	False
24	2	62	2	D	0	3	4	1	1	True	2.5	2	3	2	3	2a	6	1/8	False	4	True				False	7	vi	D	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	2	2	2	0	0	0	True	False	False
26	2	47	5	B	0	3	4	2	1	True	3.0	2	3	2	3	2a	13/2	1/8	False	2	False				False	7	vi	D	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	2	2	2	3	3	3	True	True	True
26	2	54	6	F	1	3	4	2	1	True	3.0	2	3	2	3	2a	13/2	1/8	False	3	False				False	7	vi	D	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	2	2	2	4	4	4	True	False	False
26	2	62	2	D	0	3	4	1	1	True	3.0	2	3	2	3	2a	13/2	1/8	False	4	False				False	7	vi	D	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	2	2	2	0	0	0	True	False	False
28	2	45	3	A	0	3	4	2	1	True	3.5	2	3	2	3	2a	7	1/8	False	2	True				False	8	#viio43/ii	D	I		#viio43/ii		#vii	o	43		ii	o7	False	False	(1, -2, 7, 4)	()	7	1	major	major	I	I, major	#vii/ii	ii	ii/I	ii	True	#viio43/ii	#viio43/ii, major		#viio43/ii, major	ii	ii	2	2	4	1	1	-1	True	False	True
28	2	54	6	F	1	3	4	2	1	True	3.5	2	3	2	3	2a	7	1/8	False	3	True				False	8	#viio43/ii	D	I		#viio43/ii		#vii	o	43		ii	o7	False	False	(1, -2, 7, 4)	()	7	1	major	major	I	I, major	#vii/ii	ii	ii/I	ii	True	#viio43/ii	#viio43/ii, major		#viio43/ii, major	ii	ii	2	2	4	4	4	2	True	False	False
28	2	60	0	C	0	3	4	1	2	True	3.5	2	3	2	3	2a	7	1/8	False	4	True				False	8	#viio43/ii	D	I		#viio43/ii		#vii	o	43		ii	o7	False	False	(1, -2, 7, 4)	()	7	1	major	major	I	I, major	#vii/ii	ii	ii/I	ii	True	#viio43/ii	#viio43/ii, major		#viio43/ii, major	ii	ii	2	2	4	-2	-2	-4	True	False	False
28	2	63	9	D	1	3	4	1	1	True	3.5	2	3	2	3	2a	7	1/8	False	4	True				False	8	#viio43/ii	D	I		#viio43/ii		#vii	o	43		ii	o7	False	False	(1, -2, 7, 4)	()	7	1	major	major	I	I, major	#vii/ii	ii	ii/I	ii	True	#viio43/ii	#viio43/ii, major		#viio43/ii, major	ii	ii	2	2	4	7	7	5	True	True	False
30	8	43	1	G	0	3	4	2	2	True	1.0	2	4	3	4	3a	15/2	1/2	False	2	True				False	9	ii6	D	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	2	2	2	-1	-1	-1	True	False	True
30	3	55	1	G	0	3	4	2	1	True	1.0	2	4	3	4	3a	15/2	3/16	False	3	True				False	9	ii6	D	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	2	2	2	-1	-1	-1	True	False	True
30	8	59	5	B	0	3	4	1	2	True	1.0	2	4	3	4	3a	15/2	1/2	False	3	True				False	9	ii6	D	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	2	2	2	3	3	3	True	False	False
30	3	64	4	E	0	3	4	1	1	True	1.0	2	4	3	4	3a	15/2	3/16	False	4	True				False	9	ii6	D	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	2	2	2	2	2	2	True	True	False
33	1	54	6	F	1	3	4	2	1	True	1.75	2	4	3	4	3a	33/4	1/16	False	3	False				False	9	ii6	D	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	2	2	2	4	4	4	False	False	False
33	1	66	6	F	1	3	4	1	1	True	1.75	2	4	3	4	3a	33/4	1/16	False	4	False				False	9	ii6	D	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	2	2	2	4	4	4	False	False	False
34	2	52	4	E	0	3	4	2	1	True	2.0	2	4	3	4	3a	17/2	1/8	False	3	False				False	9	ii6	D	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	2	2	2	2	2	2	True	True	False
34	2	67	1	G	0	3	4	1	1	True	2.0	2	4	3	4	3a	17/2	1/8	False	4	False				False	9	ii6	D	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	2	2	2	-1	-1	-1	True	False	True
36	2	54	6	F	1	3	4	2	1	True	2.5	2	4	3	4	3a	9	1/8	False	3	False				False	9	ii6	D	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	2	2	2	4	4	4	False	False	False
36	2	66	6	F	1	3	4	1	1	True	2.5	2	4	3	4	3a	9	1/8	False	4	False				False	9	ii6	D	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	2	2	2	4	4	4	False	False	False
38	2	43	1	G	0	3	4	2	2	False	3.0	2	4	3	4	3a	19/2	1/8	False	2	False				False	9	ii6	D	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	2	2	2	-1	-1	-1	True	False	True
