onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	30	60	0	C	0	3	4	1	1	True	3.875	-4	1	0	1	0a	0	1/32	True	4	True				False	0	f.V7		f	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	-1	-1	-1	1	1	1	True	True	True
30	180	72	0	C	0	3	4	1	1	True	1.0	-4	2	1	2	1a	1/8	3/16	False	5	False				False	0	f.V7		f	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	-1	-1	-1	1	1	1	True	True	True
210	15	70	-2	B	-1	3	4	1	1	True	1.75	-4	2	1	2	1a	7/8	1/64	False	4	False				False	0	f.V7		f	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	-1	-1	-1	-1	-1	-1	True	False	False
225	15	68	-4	A	-1	3	4	1	1	True	1.812	-4	2	1	2	1a	15/16	1/64	False	4	False				False	0	f.V7		f	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	-1	-1	-1	-3	-3	-3	False	False	False
240	15	67	1	G	0	3	4	1	1	True	1.875	-4	2	1	2	1a	1	1/64	False	4	False				False	0	f.V7		f	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	-1	-1	-1	2	2	2	True	False	False
255	15	65	-1	F	0	3	4	1	1	True	1.938	-4	2	1	2	1a	17/16	1/64	False	4	False				False	0	f.V7		f	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	-1	-1	-1	0	0	0	False	False	False
270	120	65	-1	F	0	3	4	1	1	True	2.0	-4	2	1	2	1a	9/8	1/8	False	4	True				False	1	i		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	0	0	0	True	True	True
390	120	65	-1	F	0	3	4	1	1	True	2.5	-4	2	1	2	1a	13/8	1/8	False	4	False				False	1	i		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	0	0	0	True	True	True
510	240	56	-4	A	-1	3	4	2	1	True	3.0	-4	2	1	2	1a	17/8	1/4	False	3	True				False	2	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1	-3	-3	-3	True	False	True
510	240	60	0	C	0	3	4	2	1	True	3.0	-4	2	1	2	1a	17/8	1/4	False	4	True				False	2	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1	1	1	1	True	False	False
510	120	65	-1	F	0	3	4	1	1	True	3.0	-4	2	1	2	1a	17/8	1/8	False	4	True				False	2	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1	0	0	0	True	True	False
630	120	65	-1	F	0	3	4	1	1	True	3.5	-4	2	1	2	1a	21/8	1/8	False	4	False				False	2	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1	0	0	0	True	True	False
750	480	55	1	G	0	3	4	2	1	True	1.0	-4	3	2	3	2a	25/8	1/2	False	3	True			\\	True	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	-1	-1	-1	2	2	2	True	False	True
750	480	58	-2	B	-1	3	4	2	1	True	1.0	-4	3	2	3	2a	25/8	1/2	False	3	True			\\	True	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	-1	-1	-1	-1	-1	-1	True	False	False
750	480	61	-5	D	-1	3	4	2	1	True	1.0	-4	3	2	3	2a	25/8	1/2	False	4	True			\\	True	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	-1	-1	-1	-4	-4	-4	True	False	False
750	180	64	4	E	0	3	4	1	1	True	1.0	-4	3	2	3	2a	25/8	3/16	False	4	True			\\	True	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	-1	-1	-1	5	5	5	True	True	False
930	0	67	1	G	0	3	4	1	1	True	1.75	-4	3	2	3	2a	31/8	0	False	4	False				False	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	-1	-1	-1	2	2	2	True	False	True
930	30	65	-1	F	0	3	4	1	1	True	1.75	-4	3	2	3	2a	31/8	1/32	False	4	False				False	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	-1	-1	-1	0	0	0	False	False	False
960	30	64	4	E	0	3	4	1	1	True	1.875	-4	3	2	3	2a	4	1/32	False	4	False				False	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	-1	-1	-1	5	5	5	True	True	False
990	180	73	-5	D	-1	3	4	1	1	True	2.0	-4	3	2	3	2a	33/8	3/16	False	5	False				False	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	-1	-1	-1	-4	-4	-4	True	False	False
