onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	96	36	0	C	0	4	4	2	1	True	1.0	0	1	1	1	1a	0	1	True	2	True				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	0	0	0	True	True	True
0	96	48	0	C	0	4	4	2	1	True	1.0	0	1	1	1	1a	0	1	True	3	True				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	0	0	0	True	True	True
36	6	60	0	C	0	4	4	1	1	True	2.5	0	1	1	1	1a	3/2	1/16	False	4	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	0	0	0	True	True	True
36	6	64	4	E	0	4	4	1	1	True	2.5	0	1	1	1	1a	3/2	1/16	False	4	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	4	4	4	True	False	False
42	6	62	2	D	0	4	4	1	1	True	2.75	0	1	1	1	1a	7/4	1/16	False	4	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	2	2	2	False	False	False
42	6	65	-1	F	0	4	4	1	1	True	2.75	0	1	1	1	1a	7/4	1/16	False	4	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	-1	-1	-1	False	False	False
48	12	64	4	E	0	4	4	1	1	True	3.0	0	1	1	1	1a	2	1/8	False	4	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	4	4	4	True	False	False
48	12	67	1	G	0	4	4	1	1	True	3.0	0	1	1	1	1a	2	1/8	False	4	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	1	1	1	True	False	False
60	12	64	4	E	0	4	4	1	1	True	3.5	0	1	1	1	1a	5/2	1/8	False	4	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	4	4	4	True	False	False
60	12	67	1	G	0	4	4	1	1	True	3.5	0	1	1	1	1a	5/2	1/8	False	4	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	1	1	1	True	False	False
72	12	64	4	E	0	4	4	1	1	True	4.0	0	1	1	1	1a	3	1/8	False	4	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	4	4	4	True	False	False
72	12	67	1	G	0	4	4	1	1	True	4.0	0	1	1	1	1a	3	1/8	False	4	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	1	1	1	True	False	False
84	12	64	4	E	0	4	4	1	1	True	4.5	0	1	1	1	1a	7/2	1/8	False	4	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	4	4	4	True	False	False
84	12	67	1	G	0	4	4	1	1	True	4.5	0	1	1	1	1a	7/2	1/8	False	4	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	1	1	1	True	False	False
96	96	36	0	C	0	4	4	2	1	True	1.0	0	2	2	2	2a	4	1	False	2	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	0	0	0	True	True	True
96	96	48	0	C	0	4	4	2	1	True	1.0	0	2	2	2	2a	4	1	False	3	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	0	0	0	True	True	True
96	24	64	4	E	0	4	4	1	1	True	1.0	0	2	2	2	2a	4	1/4	False	4	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	4	4	4	True	False	False
96	24	67	1	G	0	4	4	1	1	True	1.0	0	2	2	2	2a	4	1/4	False	4	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	1	1	1	True	False	False
120	12	60	0	C	0	4	4	1	1	True	2.0	0	2	2	2	2a	5	1/8	False	4	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	0	0	0	True	True	True
120	12	64	4	E	0	4	4	1	1	True	2.0	0	2	2	2	2a	5	1/8	False	4	False				False	0	C.I[I		C	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	4	4	4	True	False	False
132	12	69	3	A	0	4	4	1	1	True	2.5	0	2	2	2	2a	11/2	1/8	False	4	True				False	1	vi		C	I	I	vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major	I	vi, major		vi	0	0	0	3	3	3	True	True	True
