onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	48	36	0	C	0	4	4	2	1	True	1.0	0	1	1	1	1a	0	1/2	True	2	True				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
0	48	48	0	C	0	4	4	2	1	True	1.0	0	1	1	1	1a	0	1/2	True	3	True				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
0	48	60	0	C	0	4	4	1	1	True	1.0	0	1	1	1	1a	0	1/2	True	4	True				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
48	0	62	2	D	0	4	4	1	1	True	3.0	0	1	1	1	1a	2	0	False	4	True				False	1	IV6	vi	C	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	0	0	0	2	2	2	False	False	False
48	0	60	0	C	0	4	4	1	1	True	3.0	0	1	1	1	1a	2	0	False	4	True				False	1	IV6	vi	C	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	0	0	0	0	0	0	True	False	False
48	0	59	5	B	0	4	4	1	1	True	3.0	0	1	1	1	1a	2	0	False	3	True				False	1	IV6	vi	C	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	0	0	0	5	5	5	False	False	False
48	0	60	0	C	0	4	4	1	1	True	3.0	0	1	1	1	1a	2	0	False	4	True				False	1	IV6	vi	C	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	0	0	0	0	0	0	True	False	False
48	36	45	3	A	0	4	4	2	1	True	3.0	0	1	1	1	1a	2	3/8	False	2	True				False	1	IV6	vi	C	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	0	0	0	3	3	3	True	False	True
48	36	57	3	A	0	4	4	2	1	True	3.0	0	1	1	1	1a	2	3/8	False	3	True				False	1	IV6	vi	C	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	0	0	0	3	3	3	True	False	True
48	36	69	3	A	0	4	4	1	1	True	3.0	0	1	1	1	1a	2	3/8	False	4	True				False	1	IV6	vi	C	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	0	0	0	3	3	3	True	False	True
84	12	45	3	A	0	4	4	2	1	True	4.5	0	1	1	1	1a	7/2	1/8	False	2	False				False	1	IV6	vi	C	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	0	0	0	3	3	3	True	False	True
84	12	57	3	A	0	4	4	2	1	True	4.5	0	1	1	1	1a	7/2	1/8	False	3	False				False	1	IV6	vi	C	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	0	0	0	3	3	3	True	False	True
84	12	69	3	A	0	4	4	1	1	True	4.5	0	1	1	1	1a	7/2	1/8	False	4	False				False	1	IV6	vi	C	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	0	0	0	3	3	3	True	False	True
96	48	35	5	B	0	4	4	2	1	True	1.0	0	2	2	2	2a	4	1/2	False	1	True			\\	True	2	viio\\		C	I		viio		vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	0	0	0	5	5	5	True	True	True
96	48	47	5	B	0	4	4	2	1	True	1.0	0	2	2	2	2a	4	1/2	False	2	True			\\	True	2	viio\\		C	I		viio		vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	0	0	0	5	5	5	True	True	True
