onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	24	52	4	E	0	2	4	2	2	True	1.0	4	1	1	1	1a	0	1/4	True	3	True				False	0	E.I[I		E	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	4	4	4	0	0	0	True	True	True
0	18	64	4	E	0	2	4	2	1	True	1.0	4	1	1	1	1a	0	3/16	True	4	True				False	0	E.I[I		E	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	4	4	4	0	0	0	True	True	True
0	18	68	8	G	1	2	4	1	1	True	1.0	4	1	1	1	1a	0	3/16	True	4	True				False	0	E.I[I		E	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	4	4	4	4	4	4	True	False	False
18	6	63	9	D	1	2	4	2	1	True	1.75	4	1	1	1	1a	3/4	1/16	False	4	True				False	1	V6		E	I	I	V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major	I	V6, major		V	4	4	4	5	5	5	True	False	True
18	6	71	5	B	0	2	4	1	1	True	1.75	4	1	1	1	1a	3/4	1/16	False	4	True				False	1	V6		E	I	I	V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major	I	V6, major		V	4	4	4	1	1	1	True	True	False
24	24	52	4	E	0	2	4	2	2	True	2.0	4	1	1	1	1a	1	1/4	False	3	True				False	2	IV6		E	I	I	IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	4	4	4	0	0	0	True	False	False
24	12	61	7	C	1	2	4	2	1	True	2.0	4	1	1	1	1a	1	1/8	False	4	True				False	2	IV6		E	I	I	IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	4	4	4	3	3	3	True	False	True
24	12	64	4	E	0	2	4	2	1	True	2.0	4	1	1	1	1a	1	1/8	False	4	True				False	2	IV6		E	I	I	IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	4	4	4	0	0	0	True	False	False
24	6	71	5	B	0	2	4	1	1	True	2.0	4	1	1	1	1a	1	1/16	False	4	True				False	2	IV6		E	I	I	IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	4	4	4	1	1	1	False	False	False
30	12	69	3	A	0	2	4	1	1	True	2.25	4	1	1	1	1a	5/4	1/8	False	4	False				False	2	IV6		E	I	I	IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	4	4	4	-1	-1	-1	True	True	False
