onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	6	60	0	C	0	2	4	1	1	True	2.5	-4	1	0	1	0a	0	1/8	True	4	True				False	0	f.V		f	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	-1	-1	-1	1	1	1	True	True	True
6	24	53	-1	F	0	2	4	2	1	True	1.0	-4	2	1	2	1a	1/2	1/2	False	3	True				False	1	i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	0	0	0	True	True	True
6	24	56	-4	A	-1	2	4	2	1	True	1.0	-4	2	1	2	1a	1/2	1/2	False	3	True				False	1	i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	-3	-3	-3	True	False	False
6	9	65	-1	F	0	2	4	1	1	True	1.0	-4	2	1	2	1a	1/2	3/16	False	4	True				False	1	i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	0	0	0	True	True	True
15	3	68	-4	A	-1	2	4	1	1	True	1.75	-4	2	1	2	1a	5/4	1/16	False	4	False				False	1	i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	-3	-3	-3	True	False	False
18	6	72	0	C	0	2	4	1	1	True	2.0	-4	2	1	2	1a	3/2	1/8	False	5	False				False	1	i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	1	1	1	True	False	False
24	6	72	0	C	0	2	4	1	1	True	2.5	-4	2	1	2	1a	2	1/8	False	5	False				False	1	i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	1	1	1	True	False	False
30	9	72	0	C	0	2	4	1	1	True	1.0	-4	3	2	3	2a	5/2	3/16	False	5	False				False	1	i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	1	1	1	True	False	False
36	6	56	-4	A	-1	2	4	2	1	True	1.5	-4	3	2	3	2a	3	1/8	False	3	True				False	2	i6		f	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1	-3	-3	-3	True	False	True
36	6	60	0	C	0	2	4	2	1	True	1.5	-4	3	2	3	2a	3	1/8	False	4	True				False	2	i6		f	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1	1	1	1	True	False	False
39	3	68	-4	A	-1	2	4	1	1	True	1.75	-4	3	2	3	2a	13/4	1/16	False	4	False				False	2	i6		f	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1	-3	-3	-3	True	False	True
42	6	56	-4	A	-1	2	4	2	1	True	2.0	-4	3	2	3	2a	7/2	1/8	False	3	False				False	2	i6		f	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1	-3	-3	-3	True	False	True
42	6	60	0	C	0	2	4	2	1	True	2.0	-4	3	2	3	2a	7/2	1/8	False	4	False				False	2	i6		f	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1	1	1	1	True	False	False
42	6	65	-1	F	0	2	4	1	1	True	2.0	-4	3	2	3	2a	7/2	1/8	False	4	False				False	2	i6		f	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1	0	0	0	True	True	False
