onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	1440	55	1	G	0	3	4	2	1	True	1.0	-2	1	1	1	1a	0	1/4	True	3	True				False	0	g.i[i	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	1	1	1	0	0	0	True	True	True
0	1440	58	-2	B	-1	3	4	2	1	True	1.0	-2	1	1	1	1a	0	1/4	True	3	True				False	0	g.i[i	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	1	1	1	-3	-3	-3	True	False	False
0	1440	62	2	D	0	3	4	2	1	True	1.0	-2	1	1	1	1a	0	1/4	True	4	True				False	0	g.i[i	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	1	1	1	1	1	1	True	False	False
0	1440	67	1	G	0	3	4	1	1	True	1.0	-2	1	1	1	1a	0	1/4	True	4	True				False	0	g.i[i	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	1	1	1	0	0	0	True	True	True
0	1440	79	1	G	0	3	4	1	1	True	1.0	-2	1	1	1	1a	0	1/4	True	5	True				False	0	g.i[i	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	1	1	1	0	0	0	True	True	True
1440	1440	55	1	G	0	3	4	2	1	True	2.0	-2	1	1	1	1a	1	1/4	False	3	True				False	1	iv	g	i	i	iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor	i	iv, minor		iv	1	1	1	0	0	0	True	False	False
1440	1440	60	0	C	0	3	4	2	1	True	2.0	-2	1	1	1	1a	1	1/4	False	4	True				False	1	iv	g	i	i	iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor	i	iv, minor		iv	1	1	1	-1	-1	-1	True	True	True
1440	1440	63	-3	E	-1	3	4	2	1	True	2.0	-2	1	1	1	1a	1	1/4	False	4	True				False	1	iv	g	i	i	iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor	i	iv, minor		iv	1	1	1	-4	-4	-4	True	False	False
1440	1440	67	1	G	0	3	4	1	1	True	2.0	-2	1	1	1	1a	1	1/4	False	4	True				False	1	iv	g	i	i	iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor	i	iv, minor		iv	1	1	1	0	0	0	True	False	False
1440	1440	79	1	G	0	3	4	1	1	True	2.0	-2	1	1	1	1a	1	1/4	False	5	True				False	1	iv	g	i	i	iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor	i	iv, minor		iv	1	1	1	0	0	0	True	False	False
