onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	4	55	1	G	0	2	4	2	1	True	1.0	1	1	1	1	1a	0	1/4	True	3	False			\\	True	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
0	4	67	1	G	0	2	4	1	1	True	1.0	1	1	1	1	1a	0	1/4	True	4	False			\\	True	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
4	1	54	6	F	1	2	4	2	1	True	2.0	1	1	1	1	1a	1	1/16	False	3	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	5	5	5	False	False	False
4	1	66	6	F	1	2	4	1	1	True	2.0	1	1	1	1	1a	1	1/16	False	4	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	5	5	5	False	False	False
5	1	55	1	G	0	2	4	2	1	True	2.25	1	1	1	1	1a	5/4	1/16	False	3	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
5	1	67	1	G	0	2	4	1	1	True	2.25	1	1	1	1	1a	5/4	1/16	False	4	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
6	1	59	5	B	0	2	4	2	1	True	2.5	1	1	1	1	1a	3/2	1/16	False	3	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
6	1	71	5	B	0	2	4	1	1	True	2.5	1	1	1	1	1a	3/2	1/16	False	4	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
7	1	55	1	G	0	2	4	2	1	True	2.75	1	1	1	1	1a	7/4	1/16	False	3	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
7	1	67	1	G	0	2	4	1	1	True	2.75	1	1	1	1	1a	7/4	1/16	False	4	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
8	2	50	2	D	0	2	4	2	1	True	1.0	1	2	2	2	2a	2	1/8	False	3	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
8	2	62	2	D	0	2	4	1	1	True	1.0	1	2	2	2	2a	2	1/8	False	4	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
10	2	50	2	D	0	2	4	2	1	True	1.5	1	2	2	2	2a	5/2	1/8	False	3	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
10	2	62	2	D	0	2	4	1	1	True	1.5	1	2	2	2	2a	5/2	1/8	False	4	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
12	2	50	2	D	0	2	4	2	1	True	2.0	1	2	2	2	2a	3	1/8	False	3	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
12	2	62	2	D	0	2	4	1	1	True	2.0	1	2	2	2	2a	3	1/8	False	4	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
14	2	59	5	B	0	2	4	2	1	True	2.5	1	2	2	2	2a	7/2	1/8	False	3	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
14	2	71	5	B	0	2	4	1	1	True	2.5	1	2	2	2	2a	7/2	1/8	False	4	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
16	2	55	1	G	0	2	4	2	1	True	1.0	1	3	3	3	3a	4	1/8	False	3	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
16	2	67	1	G	0	2	4	1	1	True	1.0	1	3	3	3	3a	4	1/8	False	4	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
18	1	62	2	D	0	2	4	2	1	True	1.5	1	3	3	3	3a	9/2	1/16	False	4	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
18	1	74	2	D	0	2	4	1	1	True	1.5	1	3	3	3	3a	9/2	1/16	False	5	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
19	1	59	5	B	0	2	4	2	1	True	1.75	1	3	3	3	3a	19/4	1/16	False	3	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
19	1	71	5	B	0	2	4	1	1	True	1.75	1	3	3	3	3a	19/4	1/16	False	4	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
20	1	55	1	G	0	2	4	2	1	True	2.0	1	3	3	3	3a	5	1/16	False	3	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
20	1	67	1	G	0	2	4	1	1	True	2.0	1	3	3	3	3a	5	1/16	False	4	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
21	1	57	3	A	0	2	4	2	1	True	2.25	1	3	3	3	3a	21/4	1/16	False	3	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	2	2	2	False	False	False
21	1	69	3	A	0	2	4	1	1	True	2.25	1	3	3	3	3a	21/4	1/16	False	4	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	2	2	2	False	False	False
22	1	59	5	B	0	2	4	2	1	True	2.5	1	3	3	3	3a	11/2	1/16	False	3	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
22	1	71	5	B	0	2	4	1	1	True	2.5	1	3	3	3	3a	11/2	1/16	False	4	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
23	1	60	0	C	0	2	4	2	1	True	2.75	1	3	3	3	3a	23/4	1/16	False	4	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	-1	-1	-1	False	False	False
23	1	72	0	C	0	2	4	1	1	True	2.75	1	3	3	3	3a	23/4	1/16	False	5	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	-1	-1	-1	False	False	False
24	2	62	2	D	0	2	4	2	1	True	1.0	1	4	4	4	4a	6	1/8	False	4	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
24	2	74	2	D	0	2	4	1	1	True	1.0	1	4	4	4	4a	6	1/8	False	5	False				False	0	G.I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
