onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	16	51	-3	E	-1	3	4	2	1	True	1.0	-3	1	1	1	1a	0	1/4	True	3	True				False	0	Eb.I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
0	16	58	-2	B	-1	3	4	2	1	True	1.0	-3	1	1	1	1a	0	1/4	True	3	True				False	0	Eb.I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	1	1	1	True	False	False
0	16	63	-3	E	-1	3	4	1	2	True	1.0	-3	1	1	1	1a	0	1/4	True	4	True				False	0	Eb.I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
0	12	67	1	G	0	3	4	1	1	True	1.0	-3	1	1	1	1a	0	3/16	True	4	True				False	0	Eb.I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
12	1	68	-4	A	-1	3	4	1	1	True	1.75	-3	1	1	1	1a	3/4	1/64	False	4	False				False	0	Eb.I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	-1	-1	-1	False	False	False
13	1	67	1	G	0	3	4	1	1	True	1.812	-3	1	1	1	1a	13/16	1/64	False	4	False				False	0	Eb.I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
14	1	65	-1	F	0	3	4	1	1	True	1.875	-3	1	1	1	1a	7/8	1/64	False	4	False				False	0	Eb.I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	2	2	2	False	False	False
15	1	67	1	G	0	3	4	1	1	True	1.938	-3	1	1	1	1a	15/16	1/64	False	4	False				False	0	Eb.I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
16	16	53	-1	F	0	3	4	2	1	True	2.0	-3	1	1	1	1a	1	1/4	False	3	True				False	1	V43	Eb	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-3	-3	-3	2	2	2	True	False	True
16	16	58	-2	B	-1	3	4	2	1	True	2.0	-3	1	1	1	1a	1	1/4	False	3	True				False	1	V43	Eb	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-3	-3	-3	1	1	1	True	True	False
16	16	62	2	D	0	3	4	1	2	True	2.0	-3	1	1	1	1a	1	1/4	False	4	True				False	1	V43	Eb	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-3	-3	-3	5	5	5	True	False	False
16	4	70	-2	B	-1	3	4	1	1	True	2.0	-3	1	1	1	1a	1	1/16	False	4	True				False	1	V43	Eb	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-3	-3	-3	1	1	1	True	True	False
20	4	68	-4	A	-1	3	4	1	1	True	2.25	-3	1	1	1	1a	5/4	1/16	False	4	False				False	1	V43	Eb	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-3	-3	-3	-1	-1	-1	True	False	False
24	4	67	1	G	0	3	4	1	1	True	2.5	-3	1	1	1	1a	3/2	1/16	False	4	False				False	1	V43	Eb	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-3	-3	-3	4	4	4	False	False	False
28	4	68	-4	A	-1	3	4	1	1	True	2.75	-3	1	1	1	1a	7/4	1/16	False	4	False				False	1	V43	Eb	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-3	-3	-3	-1	-1	-1	True	False	False
32	16	56	-4	A	-1	3	4	2	1	True	3.0	-3	1	1	1	1a	2	1/4	False	3	True				False	2	V2	Eb	I		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-3	-3	-3	-1	-1	-1	True	False	True
32	16	58	-2	B	-1	3	4	2	1	True	3.0	-3	1	1	1	1a	2	1/4	False	3	True				False	2	V2	Eb	I		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-3	-3	-3	1	1	1	True	True	False
32	16	62	2	D	0	3	4	1	2	True	3.0	-3	1	1	1	1a	2	1/4	False	4	True				False	2	V2	Eb	I		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-3	-3	-3	5	5	5	True	False	False
32	4	67	1	G	0	3	4	1	1	True	3.0	-3	1	1	1	1a	2	1/16	False	4	True				False	2	V2	Eb	I		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-3	-3	-3	4	4	4	False	False	False
36	4	65	-1	F	0	3	4	1	1	True	3.25	-3	1	1	1	1a	9/4	1/16	False	4	False				False	2	V2	Eb	I		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-3	-3	-3	2	2	2	True	False	False
40	4	64	4	E	0	3	4	1	1	True	3.5	-3	1	1	1	1a	5/2	1/16	False	4	False				False	2	V2	Eb	I		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-3	-3	-3	7	7	7	False	False	False
44	0	67	1	G	0	3	4	1	1	True	3.75	-3	1	1	1	1a	11/4	0	False	4	False				False	2	V2	Eb	I		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-3	-3	-3	4	4	4	False	False	False
44	4	65	-1	F	0	3	4	1	1	True	3.75	-3	1	1	1	1a	11/4	1/16	False	4	False				False	2	V2	Eb	I		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-3	-3	-3	2	2	2	True	False	False
48	24	55	1	G	0	3	4	2	1	True	1.0	-3	2	2	2	2a	3	3/8	False	3	True				False	3	I6	Eb	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-3	-3	-3	4	4	4	True	False	True
48	24	58	-2	B	-1	3	4	2	1	True	1.0	-3	2	2	2	2a	3	3/8	False	3	True				False	3	I6	Eb	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-3	-3	-3	1	1	1	True	False	False
48	16	63	-3	E	-1	3	4	1	2	True	1.0	-3	2	2	2	2a	3	1/4	False	4	True				False	3	I6	Eb	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-3	-3	-3	0	0	0	True	True	False
