onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	4	72	0	C	0	4	4	1	1	True	1.0	0	1	1	1	1a	0	1/12	True	5	True				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
4	4	71	5	B	0	4	4	1	1	True	1.333	0	1	1	1	1a	1/3	1/12	False	4	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	5	5	5	False	False	False
8	4	72	0	C	0	4	4	1	1	True	1.667	0	1	1	1	1a	2/3	1/12	False	5	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
12	12	60	0	C	0	4	4	2	1	True	2.0	0	1	1	1	1a	1	1/4	False	4	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
12	4	76	4	E	0	4	4	1	1	True	2.0	0	1	1	1	1a	1	1/12	False	5	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
16	4	75	9	D	1	4	4	1	1	True	2.333	0	1	1	1	1a	4/3	1/12	False	5	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	9	9	9	False	False	False
20	4	76	4	E	0	4	4	1	1	True	2.667	0	1	1	1	1a	5/3	1/12	False	5	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
24	12	64	4	E	0	4	4	2	1	True	3.0	0	1	1	1	1a	2	1/4	False	4	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
24	4	72	0	C	0	4	4	1	1	True	3.0	0	1	1	1	1a	2	1/12	False	5	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
28	4	71	5	B	0	4	4	1	1	True	3.333	0	1	1	1	1a	7/3	1/12	False	4	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	5	5	5	False	False	False
32	4	72	0	C	0	4	4	1	1	True	3.667	0	1	1	1	1a	8/3	1/12	False	5	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
36	12	67	1	G	0	4	4	2	1	True	4.0	0	1	1	1	1a	3	1/4	False	4	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
36	4	76	4	E	0	4	4	1	1	True	4.0	0	1	1	1	1a	3	1/12	False	5	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
40	4	75	9	D	1	4	4	1	1	True	4.333	0	1	1	1	1a	10/3	1/12	False	5	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	9	9	9	False	False	False
44	4	76	4	E	0	4	4	1	1	True	4.667	0	1	1	1	1a	11/3	1/12	False	5	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
48	12	64	4	E	0	4	4	2	1	True	1.0	0	2	2	2	2a	4	1/4	False	4	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
48	4	72	0	C	0	4	4	1	1	True	1.0	0	2	2	2	2a	4	1/12	False	5	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
52	4	71	5	B	0	4	4	1	1	True	1.333	0	2	2	2	2a	13/3	1/12	False	4	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	5	5	5	False	False	False
56	4	72	0	C	0	4	4	1	1	True	1.667	0	2	2	2	2a	14/3	1/12	False	5	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
60	12	60	0	C	0	4	4	2	1	True	2.0	0	2	2	2	2a	5	1/4	False	4	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
60	4	76	4	E	0	4	4	1	1	True	2.0	0	2	2	2	2a	5	1/12	False	5	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
64	4	75	9	D	1	4	4	1	1	True	2.333	0	2	2	2	2a	16/3	1/12	False	5	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	9	9	9	False	False	False
68	4	76	4	E	0	4	4	1	1	True	2.667	0	2	2	2	2a	17/3	1/12	False	5	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
72	12	64	4	E	0	4	4	2	1	True	3.0	0	2	2	2	2a	6	1/4	False	4	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
72	4	72	0	C	0	4	4	1	1	True	3.0	0	2	2	2	2a	6	1/12	False	5	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
76	4	71	5	B	0	4	4	1	1	True	3.333	0	2	2	2	2a	19/3	1/12	False	4	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	5	5	5	False	False	False
80	4	72	0	C	0	4	4	1	1	True	3.667	0	2	2	2	2a	20/3	1/12	False	5	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
