onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	48	60	0	C	0	2	4	2	2	True	1.0	0	1	1	1	1a	0	1/2	True	4	True				False	0	C.I[I		C	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	0	0	0	True	True	True
0	24	67	1	G	0	2	4	2	1	True	1.0	0	1	1	1	1a	0	1/4	True	4	True				False	0	C.I[I		C	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	1	1	1	True	False	False
0	18	76	4	E	0	2	4	1	1	True	1.0	0	1	1	1	1a	0	3/16	True	5	True				False	0	C.I[I		C	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	4	4	4	True	False	False
18	3	77	-1	F	0	2	4	1	1	True	1.75	0	1	1	1	1a	3/4	1/32	False	5	False				False	0	C.I[I		C	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	-1	-1	-1	False	False	False
21	3	76	4	E	0	2	4	1	1	True	1.875	0	1	1	1	1a	7/8	1/32	False	5	False				False	0	C.I[I		C	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	4	4	4	True	False	False
24	12	65	-1	F	0	2	4	2	1	True	2.0	0	1	1	1	1a	1	1/8	False	4	True				False	1	viio64	ii6	C	I	I	viio64	vii	o	64			o	False	False	(-1, 5, 2)	()	5	-1	major	major	I	I, major	vii		I	I	False	viio64	viio64, major	I	viio64, major		vii	0	0	0	-1	-1	-1	True	False	True
24	12	74	2	D	0	2	4	1	1	True	2.0	0	1	1	1	1a	1	1/8	False	5	True				False	1	viio64	ii6	C	I	I	viio64	vii	o	64			o	False	False	(-1, 5, 2)	()	5	-1	major	major	I	I, major	vii		I	I	False	viio64	viio64, major	I	viio64, major		vii	0	0	0	2	2	2	True	False	False
36	12	64	4	E	0	2	4	2	1	True	2.5	0	1	1	1	1a	3/2	1/8	False	4	True				False	2	I		C	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	4	4	4	True	False	False
36	12	72	0	C	0	2	4	1	1	True	2.5	0	1	1	1	1a	3/2	1/8	False	5	True				False	2	I		C	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	0	0	0	0	0	0	True	True	True
48	36	60	0	C	0	2	4	2	2	True	1.0	0	2	2	2	2a	2	3/8	False	4	True				False	3	IV6		C	I	I	IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	0	0	0	0	0	0	True	False	False
