onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	6	48	0	C	0	2	4	2	1	True	1.0	0	1	1	1	1a	0	1/16	True	3	True				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
0	12	76	4	E	0	2	4	1	1	True	1.0	0	1	1	1	1a	0	1/8	True	5	True				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
6	6	60	0	C	0	2	4	2	1	True	1.25	0	1	1	1	1a	1/4	1/16	False	4	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
12	6	48	0	C	0	2	4	2	1	True	1.5	0	1	1	1	1a	1/2	1/16	False	3	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
12	12	76	4	E	0	2	4	1	1	True	1.5	0	1	1	1	1a	1/2	1/8	False	5	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
18	6	60	0	C	0	2	4	2	1	True	1.75	0	1	1	1	1a	3/4	1/16	False	4	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
24	6	47	5	B	0	2	4	2	1	True	2.0	0	1	1	1	1a	1	1/16	False	2	True				False	1	V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
24	12	79	1	G	0	2	4	1	1	True	2.0	0	1	1	1	1a	1	1/8	False	5	True				False	1	V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
30	6	59	5	B	0	2	4	2	1	True	2.25	0	1	1	1	1a	5/4	1/16	False	3	False				False	1	V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
36	6	47	5	B	0	2	4	2	1	True	2.5	0	1	1	1	1a	3/2	1/16	False	2	False				False	1	V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
36	12	79	1	G	0	2	4	1	1	True	2.5	0	1	1	1	1a	3/2	1/8	False	5	False				False	1	V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
42	6	59	5	B	0	2	4	2	1	True	2.75	0	1	1	1	1a	7/4	1/16	False	3	False				False	1	V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
48	6	45	3	A	0	2	4	2	1	True	1.0	0	2	2	2	2a	2	1/16	False	2	True				False	2	vi	IV6	C	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	0	0	0	3	3	3	True	True	True
48	18	72	0	C	0	2	4	1	1	True	1.0	0	2	2	2	2a	2	3/16	False	5	True				False	2	vi	IV6	C	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	0	0	0	0	0	0	True	False	False
54	6	57	3	A	0	2	4	2	1	True	1.25	0	2	2	2	2a	9/4	1/16	False	3	False				False	2	vi	IV6	C	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	0	0	0	3	3	3	True	True	True
60	6	45	3	A	0	2	4	2	1	True	1.5	0	2	2	2	2a	5/2	1/16	False	2	False				False	2	vi	IV6	C	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	0	0	0	3	3	3	True	True	True
66	6	57	3	A	0	2	4	2	1	True	1.75	0	2	2	2	2a	11/4	1/16	False	3	False				False	2	vi	IV6	C	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	0	0	0	3	3	3	True	True	True
66	6	74	2	D	0	2	4	1	1	True	1.75	0	2	2	2	2a	11/4	1/16	False	5	False				False	2	vi	IV6	C	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	0	0	0	2	2	2	False	False	False
72	6	43	1	G	0	2	4	2	1	True	2.0	0	2	2	2	2a	3	1/16	False	2	True				False	3	iii6		C	I		iii6		iii		6			m	False	False	(1, 5, 4)	()	4	1	major	major	I	I, major	iii		I	I	False	iii6	iii6, major		iii6, major		iii	0	0	0	1	1	1	True	False	True
72	24	76	4	E	0	2	4	1	1	True	2.0	0	2	2	2	2a	3	1/4	False	5	True				False	3	iii6		C	I		iii6		iii		6			m	False	False	(1, 5, 4)	()	4	1	major	major	I	I, major	iii		I	I	False	iii6	iii6, major		iii6, major		iii	0	0	0	4	4	4	True	True	False
78	6	55	1	G	0	2	4	2	1	True	2.25	0	2	2	2	2a	13/4	1/16	False	3	False				False	3	iii6		C	I		iii6		iii		6			m	False	False	(1, 5, 4)	()	4	1	major	major	I	I, major	iii		I	I	False	iii6	iii6, major		iii6, major		iii	0	0	0	1	1	1	True	False	True
84	6	43	1	G	0	2	4	2	1	True	2.5	0	2	2	2	2a	7/2	1/16	False	2	False				False	3	iii6		C	I		iii6		iii		6			m	False	False	(1, 5, 4)	()	4	1	major	major	I	I, major	iii		I	I	False	iii6	iii6, major		iii6, major		iii	0	0	0	1	1	1	True	False	True
90	6	55	1	G	0	2	4	2	1	True	2.75	0	2	2	2	2a	15/4	1/16	False	3	False				False	3	iii6		C	I		iii6		iii		6			m	False	False	(1, 5, 4)	()	4	1	major	major	I	I, major	iii		I	I	False	iii6	iii6, major		iii6, major		iii	0	0	0	1	1	1	True	False	True
96	6	41	-1	F	0	2	4	2	1	True	1.0	0	3	3	3	3a	4	1/16	False	2	True				False	4	ii6		C	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	-1	-1	-1	True	False	True
96	6	73	7	C	1	2	4	1	1	True	1.0	0	3	3	3	3a	4	1/16	False	5	True				False	4	ii6		C	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	7	7	7	False	False	False
102	6	53	-1	F	0	2	4	2	1	True	1.25	0	3	3	3	3a	17/4	1/16	False	3	False				False	4	ii6		C	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	-1	-1	-1	True	False	True
102	6	74	2	D	0	2	4	1	1	True	1.25	0	3	3	3	3a	17/4	1/16	False	5	False				False	4	ii6		C	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	2	2	2	True	True	False
108	6	40	4	E	0	2	4	2	1	True	1.5	0	3	3	3	3a	9/2	1/16	False	2	True				False	5	I6		C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
108	6	77	-1	F	0	2	4	1	1	True	1.5	0	3	3	3	3a	9/2	1/16	False	5	True				False	5	I6		C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	-1	-1	-1	False	False	False
114	6	52	4	E	0	2	4	2	1	True	1.75	0	3	3	3	3a	19/4	1/16	False	3	False				False	5	I6		C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
114	6	76	4	E	0	2	4	1	1	True	1.75	0	3	3	3	3a	19/4	1/16	False	5	False				False	5	I6		C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
120	6	38	2	D	0	2	4	2	1	True	2.0	0	3	3	3	3a	5	1/16	False	2	True				False	6	ii		C	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	0	0	0	2	2	2	True	True	True
120	6	79	1	G	0	2	4	1	1	True	2.0	0	3	3	3	3a	5	1/16	False	5	True				False	6	ii		C	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	0	0	0	1	1	1	False	False	False
126	6	50	2	D	0	2	4	2	1	True	2.25	0	3	3	3	3a	21/4	1/16	False	3	False				False	6	ii		C	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	0	0	0	2	2	2	True	True	True
126	6	77	-1	F	0	2	4	1	1	True	2.25	0	3	3	3	3a	21/4	1/16	False	5	False				False	6	ii		C	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	0	0	0	-1	-1	-1	True	False	False
132	6	41	-1	F	0	2	4	2	1	True	2.5	0	3	3	3	3a	11/2	1/16	False	2	True				False	7	ii6		C	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	-1	-1	-1	True	False	True
132	6	76	4	E	0	2	4	1	1	True	2.5	0	3	3	3	3a	11/2	1/16	False	5	True				False	7	ii6		C	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	4	4	4	False	False	False
138	6	53	-1	F	0	2	4	2	1	True	2.75	0	3	3	3	3a	23/4	1/16	False	3	False				False	7	ii6		C	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	-1	-1	-1	True	False	True
138	6	74	2	D	0	2	4	1	1	True	2.75	0	3	3	3	3a	23/4	1/16	False	5	False				False	7	ii6		C	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	2	2	2	True	True	False
144	24	43	1	G	0	2	4	2	1	True	1.0	0	4	4	4	4a	6	1/4	False	2	True				False	8	V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
144	24	55	1	G	0	2	4	2	1	True	1.0	0	4	4	4	4a	6	1/4	False	3	True				False	8	V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
144	6	72	0	C	0	2	4	1	1	True	1.0	0	4	4	4	4a	6	1/16	False	5	True				False	8	V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	0	0	0	False	False	False
150	6	71	5	B	0	2	4	1	1	True	1.25	0	4	4	4	4a	25/4	1/16	False	4	False				False	8	V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	5	5	5	True	False	False
156	6	76	4	E	0	2	4	1	1	True	1.5	0	4	4	4	4a	13/2	1/16	False	5	False				False	8	V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	4	4	4	False	False	False
162	6	74	2	D	0	2	4	1	1	True	1.75	0	4	4	4	4a	27/4	1/16	False	5	False				False	8	V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	2	2	2	True	False	False
168	6	72	0	C	0	2	4	1	1	True	2.0	0	4	4	4	4a	7	1/16	False	5	False				False	8	V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	0	0	0	False	False	False
174	6	71	5	B	0	2	4	1	1	True	2.25	0	4	4	4	4a	29/4	1/16	False	4	False				False	8	V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	5	5	5	True	False	False
180	6	69	3	A	0	2	4	1	1	True	2.5	0	4	4	4	4a	15/2	1/16	False	4	False				False	8	V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	3	3	3	False	False	False
186	6	67	1	G	0	2	4	1	1	True	2.75	0	4	4	4	4a	31/4	1/16	False	4	False				False	8	V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
192	24	60	0	C	0	2	4	2	2	True	1.0	0	5	5	5	5a	8	1/4	False	4	True				False	9	I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
192	6	64	4	E	0	2	4	2	1	True	1.0	0	5	5	5	5a	8	1/16	False	4	True				False	9	I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
192	12	76	4	E	0	2	4	1	1	True	1.0	0	5	5	5	5a	8	1/8	False	5	True				False	9	I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
198	6	67	1	G	0	2	4	2	1	True	1.25	0	5	5	5	5a	33/4	1/16	False	4	False				False	9	I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
204	6	64	4	E	0	2	4	2	1	True	1.5	0	5	5	5	5a	17/2	1/16	False	4	False				False	9	I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
204	12	76	4	E	0	2	4	1	1	True	1.5	0	5	5	5	5a	17/2	1/8	False	5	False				False	9	I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
210	6	67	1	G	0	2	4	2	1	True	1.75	0	5	5	5	5a	35/4	1/16	False	4	False				False	9	I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
216	24	59	5	B	0	2	4	2	2	True	2.0	0	5	5	5	5a	9	1/4	False	3	True				False	10	V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
216	6	62	2	D	0	2	4	2	1	True	2.0	0	5	5	5	5a	9	1/16	False	4	True				False	10	V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	2	2	2	True	False	False
216	12	79	1	G	0	2	4	1	1	True	2.0	0	5	5	5	5a	9	1/8	False	5	True				False	10	V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
222	6	67	1	G	0	2	4	2	1	True	2.25	0	5	5	5	5a	37/4	1/16	False	4	False				False	10	V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
228	6	62	2	D	0	2	4	2	1	True	2.5	0	5	5	5	5a	19/2	1/16	False	4	False				False	10	V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	2	2	2	True	False	False
