onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	36.0	0.0	51	-3	E	-1.0	1.0	1	3	4	3.0	1.0	3/4	True	-4	1.0	1.0	1.0	1a	3	0	True	True			{	False	0	Ab.V7(94){	Ab	I		V7(94)	V		7	94		Mm7	False	False	(1, 0, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(94), major		V	-4	-4	-4	1	1	1	True	True	True
0.0	36.0	0.0	56	-4	A	-1.0	1.0	1	3	4	3.0	1.0	3/4	True	-4	1.0	1.0	1.0	1a	3	0	True	True			{	False	0	Ab.V7(94){	Ab	I		V7(94)	V		7	94		Mm7	False	False	(1, 0, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(94), major		V	-4	-4	-4	0	0	0	True	False	False
0.0	36.0	0.0	61	-5	D	-1.0	1.0	1	3	4	2.0	2.0	3/4	True	-4	1.0	1.0	1.0	1a	4	0	True	True			{	False	0	Ab.V7(94){	Ab	I		V7(94)	V		7	94		Mm7	False	False	(1, 0, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(94), major		V	-4	-4	-4	-1	-1	-1	True	False	False
0.0	36.0	0.0	65	-1	F	0.0	1.0	1	3	4	2.0	2.0	3/4	True	-4	1.0	1.0	1.0	1a	4	0	True	True			{	False	0	Ab.V7(94){	Ab	I		V7(94)	V		7	94		Mm7	False	False	(1, 0, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(94), major		V	-4	-4	-4	3	3	3	False	False	False
24.0	12.0	2.0	70	-2	B	-1.0	3.0	3	3	4	2.0	1.0	1/4	True	-4	1.0	1.0	1.0	1a	4	2	False	False				False	0	Ab.V7(94){	Ab	I		V7(94)	V		7	94		Mm7	False	False	(1, 0, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(94), major		V	-4	-4	-4	2	2	2	True	False	False
36.0	36.0	3.0	51	-3	E	-1.0	1.0	1	3	4	3.0	1.0	3/4	False	-4	2.0	2.0	2.0	2a	3	3	False	True			}	True	1	V7}	Ab	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-4	-4	-4	1	1	1	True	True	True
36.0	36.0	3.0	55	1	G	0.0	1.0	1	3	4	3.0	1.0	3/4	True	-4	2.0	2.0	2.0	2a	3	3	False	True			}	True	1	V7}	Ab	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-4	-4	-4	5	5	5	True	False	False
36.0	36.0	3.0	61	-5	D	-1.0	1.0	1	3	4	2.0	1.0	3/4	False	-4	2.0	2.0	2.0	2a	4	3	False	True			}	True	1	V7}	Ab	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-4	-4	-4	-1	-1	-1	True	False	False
36.0	36.0	3.0	63	-3	E	-1.0	1.0	1	3	4	2.0	1.0	3/4	True	-4	2.0	2.0	2.0	2a	4	3	False	True			}	True	1	V7}	Ab	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-4	-4	-4	1	1	1	True	True	True
36.0	36.0	3.0	70	-2	B	-1.0	1.0	1	3	4	2.0	1.0	3/4	False	-4	2.0	2.0	2.0	2a	4	3	False	True			}	True	1	V7}	Ab	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-4	-4	-4	2	2	2	True	False	False
