onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
180	120	51	-3	E	-1	3	4	2	1	True	1.0	-3	2	2	2	2a	3	1/2	False	3	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	0	0	0	True	False	False
180	120	53	-1	F	0	3	4	2	1	True	1.0	-3	2	2	2	2a	3	1/2	False	3	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	2	2	2	True	True	False
180	120	56	-4	A	-1	3	4	2	1	True	1.0	-3	2	2	2	2a	3	1/2	False	3	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	-1	-1	-1	True	False	True
180	120	60	0	C	0	3	4	1	2	True	1.0	-3	2	2	2	2a	3	1/2	False	4	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	3	3	3	True	False	False
180	120	63	-3	E	-1	3	4	1	2	True	1.0	-3	2	2	2	2a	3	1/2	False	4	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	0	0	0	True	False	False
180	45	72	0	C	0	3	4	1	1	True	1.0	-3	2	2	2	2a	3	3/16	False	5	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	3	3	3	True	False	False
225	15	65	-1	F	0	3	4	1	1	True	1.75	-3	2	2	2	2a	15/4	1/16	False	4	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	2	2	2	True	True	False
240	60	65	-1	F	0	3	4	1	1	True	2.0	-3	2	2	2	2a	4	1/4	False	4	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	2	2	2	True	True	False
360	60	32	-4	A	-1	3	4	2	1	True	1.0	-3	3	3	3	3a	6	1/4	False	1	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	-1	-1	-1	True	False	True
360	60	39	-3	E	-1	3	4	2	1	True	1.0	-3	3	3	3	3a	6	1/4	False	2	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	0	0	0	True	False	False
360	60	60	0	C	0	3	4	1	1	True	1.0	-3	3	3	3	3a	6	1/4	False	4	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	3	3	3	True	False	False
360	60	63	-3	E	-1	3	4	1	1	True	1.0	-3	3	3	3	3a	6	1/4	False	4	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	0	0	0	True	False	False
360	60	65	-1	F	0	3	4	1	1	True	1.0	-3	3	3	3	3a	6	1/4	False	4	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	2	2	2	True	True	False
420	60	32	-4	A	-1	3	4	2	1	True	2.0	-3	3	3	3	3a	7	1/4	False	1	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	-1	-1	-1	True	False	True
420	60	39	-3	E	-1	3	4	2	1	True	2.0	-3	3	3	3	3a	7	1/4	False	2	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	0	0	0	True	False	False
420	60	60	0	C	0	3	4	1	1	True	2.0	-3	3	3	3	3a	7	1/4	False	4	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	3	3	3	True	False	False
420	60	63	-3	E	-1	3	4	1	1	True	2.0	-3	3	3	3	3a	7	1/4	False	4	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	0	0	0	True	False	False
420	60	65	-1	F	0	3	4	1	1	True	2.0	-3	3	3	3	3a	7	1/4	False	4	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	2	2	2	True	True	False
480	60	32	-4	A	-1	3	4	2	1	True	3.0	-3	3	3	3	3a	8	1/4	False	1	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	-1	-1	-1	True	False	True
480	60	39	-3	E	-1	3	4	2	1	True	3.0	-3	3	3	3	3a	8	1/4	False	2	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	0	0	0	True	False	False
480	60	60	0	C	0	3	4	1	1	True	3.0	-3	3	3	3	3a	8	1/4	False	4	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	3	3	3	True	False	False
480	60	63	-3	E	-1	3	4	1	1	True	3.0	-3	3	3	3	3a	8	1/4	False	4	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	0	0	0	True	False	False
480	60	65	-1	F	0	3	4	1	1	True	3.0	-3	3	3	3	3a	8	1/4	False	4	False				False	0	Eb.ii65{	Eb	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	-3	-3	-3	2	2	2	True	True	False
540	180	33	3	A	0	3	4	2	1	True	1.0	-3	4	4	4	4a	9	3/4	False	1	True				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	6	6	5	True	True	True
540	180	39	-3	E	-1	3	4	2	1	True	1.0	-3	4	4	4	4a	9	3/4	False	2	True				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	0	0	-1	True	False	False
540	180	60	0	C	0	3	4	1	1	True	1.0	-3	4	4	4	4a	9	3/4	False	4	True				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	3	3	2	True	False	False
540	180	63	-3	E	-1	3	4	1	1	True	1.0	-3	4	4	4	4a	9	3/4	False	4	True				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	0	0	-1	True	False	False
540	180	66	-6	G	-1	3	4	1	1	True	1.0	-3	4	4	4	4a	9	3/4	False	4	True				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	-3	-3	-4	True	False	False
720	60	45	3	A	0	3	4	2	1	True	1.0	-3	5	5	5	5a	12	1/4	False	2	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	6	6	5	True	True	True
720	60	51	-3	E	-1	3	4	2	1	True	1.0	-3	5	5	5	5a	12	1/4	False	3	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	0	0	-1	True	False	False
720	60	54	-6	G	-1	3	4	2	1	True	1.0	-3	5	5	5	5a	12	1/4	False	3	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	-3	-3	-4	True	False	False
720	60	60	0	C	0	3	4	1	1	True	1.0	-3	5	5	5	5a	12	1/4	False	4	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	3	3	2	True	False	False
720	60	63	-3	E	-1	3	4	1	1	True	1.0	-3	5	5	5	5a	12	1/4	False	4	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	0	0	-1	True	False	False
720	60	66	-6	G	-1	3	4	1	1	True	1.0	-3	5	5	5	5a	12	1/4	False	4	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	-3	-3	-4	True	False	False
780	60	45	3	A	0	3	4	2	1	True	2.0	-3	5	5	5	5a	13	1/4	False	2	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	6	6	5	True	True	True
780	60	51	-3	E	-1	3	4	2	1	True	2.0	-3	5	5	5	5a	13	1/4	False	3	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	0	0	-1	True	False	False
780	60	54	-6	G	-1	3	4	2	1	True	2.0	-3	5	5	5	5a	13	1/4	False	3	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	-3	-3	-4	True	False	False
780	60	60	0	C	0	3	4	1	1	True	2.0	-3	5	5	5	5a	13	1/4	False	4	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	3	3	2	True	False	False
780	60	63	-3	E	-1	3	4	1	1	True	2.0	-3	5	5	5	5a	13	1/4	False	4	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	0	0	-1	True	False	False
780	60	66	-6	G	-1	3	4	1	1	True	2.0	-3	5	5	5	5a	13	1/4	False	4	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	-3	-3	-4	True	False	False
840	60	45	3	A	0	3	4	2	1	True	3.0	-3	5	5	5	5a	14	1/4	False	2	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	6	6	5	True	True	True
840	60	51	-3	E	-1	3	4	2	1	True	3.0	-3	5	5	5	5a	14	1/4	False	3	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	0	0	-1	True	False	False
840	60	54	-6	G	-1	3	4	2	1	True	3.0	-3	5	5	5	5a	14	1/4	False	3	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	-3	-3	-4	True	False	False
840	60	60	0	C	0	3	4	1	1	True	3.0	-3	5	5	5	5a	14	1/4	False	4	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	3	3	2	True	False	False
840	60	63	-3	E	-1	3	4	1	1	True	3.0	-3	5	5	5	5a	14	1/4	False	4	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	0	0	-1	True	False	False
840	60	66	-6	G	-1	3	4	1	1	True	3.0	-3	5	5	5	5a	14	1/4	False	4	False				False	1	viio7/V	Eb	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-3	-3	-2	-3	-3	-4	True	False	False
900	180	46	-2	B	-1	3	4	2	1	True	1.0	-3	6	6	6	6a	15	3/4	False	2	True				False	2	V(64)	Eb	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	-3	-3	-3	1	1	1	True	True	True
900	180	51	-3	E	-1	3	4	2	1	True	1.0	-3	6	6	6	6a	15	3/4	False	3	True				False	2	V(64)	Eb	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	-3	-3	-3	0	0	0	True	False	False
900	180	55	1	G	0	3	4	2	1	True	1.0	-3	6	6	6	6a	15	3/4	False	3	True				False	2	V(64)	Eb	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	-3	-3	-3	4	4	4	True	False	False
900	180	58	-2	B	-1	3	4	1	1	True	1.0	-3	6	6	6	6a	15	3/4	False	3	True				False	2	V(64)	Eb	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	-3	-3	-3	1	1	1	True	True	True
900	180	63	-3	E	-1	3	4	1	1	True	1.0	-3	6	6	6	6a	15	3/4	False	4	True				False	2	V(64)	Eb	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	-3	-3	-3	0	0	0	True	False	False
900	180	67	1	G	0	3	4	1	1	True	1.0	-3	6	6	6	6a	15	3/4	False	4	True				False	2	V(64)	Eb	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	-3	-3	-3	4	4	4	True	False	False
1080	60	34	-2	B	-1	3	4	2	1	True	1.0	-3	7	7	7	7a	18	1/4	False	1	True				False	3	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	1	1	1	True	True	True
1080	60	46	-2	B	-1	3	4	2	1	True	1.0	-3	7	7	7	7a	18	1/4	False	2	True				False	3	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	1	1	1	True	True	True
1080	60	56	-4	A	-1	3	4	1	2	True	1.0	-3	7	7	7	7a	18	1/4	False	3	True				False	3	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	-1	-1	-1	True	False	False
1080	60	62	2	D	0	3	4	1	2	True	1.0	-3	7	7	7	7a	18	1/4	False	4	True				False	3	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	5	5	5	True	False	False
1080	30	67	1	G	0	3	4	1	1	True	1.0	-3	7	7	7	7a	18	1/8	False	4	True				False	3	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	4	4	4	False	False	False
1110	30	65	-1	F	0	3	4	1	1	True	1.5	-3	7	7	7	7a	37/2	1/8	False	4	False				False	3	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	2	2	2	True	False	False
1140	60	34	-2	B	-1	3	4	2	1	True	2.0	-3	7	7	7	7a	19	1/4	False	1	False				False	3	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	1	1	1	True	True	True
1140	60	46	-2	B	-1	3	4	2	1	True	2.0	-3	7	7	7	7a	19	1/4	False	2	False				False	3	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	1	1	1	True	True	True
1140	60	56	-4	A	-1	3	4	1	2	True	2.0	-3	7	7	7	7a	19	1/4	False	3	False				False	3	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	-1	-1	-1	True	False	False
1140	60	62	2	D	0	3	4	1	2	True	2.0	-3	7	7	7	7a	19	1/4	False	4	False				False	3	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	5	5	5	True	False	False
1140	15	65	-1	F	0	3	4	1	1	True	2.0	-3	7	7	7	7a	19	1/16	False	4	False				False	3	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	2	2	2	True	False	False
1155	15	67	1	G	0	3	4	1	1	True	2.25	-3	7	7	7	7a	77/4	1/16	False	4	False				False	3	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	4	4	4	False	False	False
1170	15	65	-1	F	0	3	4	1	1	True	2.5	-3	7	7	7	7a	39/2	1/16	False	4	False				False	3	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	2	2	2	True	False	False
1185	15	64	4	E	0	3	4	1	1	True	2.75	-3	7	7	7	7a	79/4	1/16	False	4	False				False	3	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	7	7	7	False	False	False
1200	60	34	-2	B	-1	3	4	2	1	True	3.0	-3	7	7	7	7a	20	1/4	False	1	False				False	3	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	1	1	1	True	True	True
