onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	6	69	3	A	0	3	8	1	1	True	2.5	-1	1	0	1	0a	0	1/16	True	4	True			{	False	0	d.V{		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
6	6	77	-1	F	0	3	8	1	1	True	3.0	-1	1	0	1	0a	1/4	1/16	False	5	False				False	0	d.V{		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	-3	-3	-3	False	False	False
12	6	76	4	E	0	3	8	1	1	True	3.5	-1	1	0	1	0a	1/2	1/16	False	5	False				False	0	d.V{		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	2	2	2	True	False	False
18	6	50	2	D	0	3	8	2	1	True	1.0	-1	2	1	2	1a	3/4	1/16	True	3	True				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
18	6	50	2	D	0	3	8	2	2	True	1.0	-1	2	1	2	1a	3/4	1/16	True	3	True				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
18	12	74	2	D	0	3	8	1	1	True	1.0	-1	2	1	2	1a	3/4	1/8	True	5	True				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
24	6	57	3	A	0	3	8	2	1	True	1.5	-1	2	1	2	1a	1	1/16	False	3	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
24	18	57	3	A	0	3	8	2	2	True	1.5	-1	2	1	2	1a	1	3/16	False	3	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
30	6	62	2	D	0	3	8	2	1	True	2.0	-1	2	1	2	1a	5/4	1/16	False	4	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
36	6	65	-1	F	0	3	8	2	1	True	2.5	-1	2	1	2	1a	3/2	1/16	False	4	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
36	6	69	3	A	0	3	8	1	1	True	2.5	-1	2	1	2	1a	3/2	1/16	False	4	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
42	12	57	3	A	0	3	8	2	1	False	3.0	-1	2	1	2	1a	7/4	1/8	False	3	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
42	6	77	-1	F	0	3	8	1	1	True	3.0	-1	2	1	2	1a	7/4	1/16	False	5	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
48	6	76	4	E	0	3	8	1	1	True	3.5	-1	2	1	2	1a	2	1/16	False	5	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	2	2	2	False	False	False
54	6	50	2	D	0	3	8	2	1	True	1.0	-1	3	2	3	2a	9/4	1/16	False	3	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
54	6	50	2	D	0	3	8	2	2	True	1.0	-1	3	2	3	2a	9/4	1/16	False	3	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
54	12	74	2	D	0	3	8	1	1	True	1.0	-1	3	2	3	2a	9/4	1/8	False	5	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
60	6	57	3	A	0	3	8	2	1	True	1.5	-1	3	2	3	2a	5/2	1/16	False	3	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
60	18	57	3	A	0	3	8	2	2	True	1.5	-1	3	2	3	2a	5/2	3/16	False	3	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
66	6	62	2	D	0	3	8	2	1	True	2.0	-1	3	2	3	2a	11/4	1/16	False	4	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
72	6	65	-1	F	0	3	8	2	1	True	2.5	-1	3	2	3	2a	3	1/16	False	4	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
72	6	69	3	A	0	3	8	1	1	True	2.5	-1	3	2	3	2a	3	1/16	False	4	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
78	12	57	3	A	0	3	8	2	1	False	3.0	-1	3	2	3	2a	13/4	1/8	False	3	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
78	6	77	-1	F	0	3	8	1	1	True	3.0	-1	3	2	3	2a	13/4	1/16	False	5	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
84	6	76	4	E	0	3	8	1	1	True	3.5	-1	3	2	3	2a	7/2	1/16	False	5	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	2	2	2	False	False	False
90	6	50	2	D	0	3	8	2	1	True	1.0	-1	4	3	4	3a	15/4	1/16	False	3	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
90	6	50	2	D	0	3	8	2	2	True	1.0	-1	4	3	4	3a	15/4	1/16	False	3	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
90	12	74	2	D	0	3	8	1	1	True	1.0	-1	4	3	4	3a	15/4	1/8	False	5	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
96	6	57	3	A	0	3	8	2	1	True	1.5	-1	4	3	4	3a	4	1/16	False	3	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
96	18	57	3	A	0	3	8	2	2	True	1.5	-1	4	3	4	3a	4	3/16	False	3	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
102	6	62	2	D	0	3	8	2	1	True	2.0	-1	4	3	4	3a	17/4	1/16	False	4	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
108	6	65	-1	F	0	3	8	2	1	True	2.5	-1	4	3	4	3a	9/2	1/16	False	4	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
108	6	69	3	A	0	3	8	1	1	True	2.5	-1	4	3	4	3a	9/2	1/16	False	4	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
114	12	57	3	A	0	3	8	2	1	False	3.0	-1	4	3	4	3a	19/4	1/8	False	3	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
114	6	77	-1	F	0	3	8	1	1	True	3.0	-1	4	3	4	3a	19/4	1/16	False	5	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
120	6	74	2	D	0	3	8	1	1	True	3.5	-1	4	3	4	3a	5	1/16	False	5	False				False	1	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
126	6	45	3	A	0	3	8	2	1	True	1.0	-1	5	4	5	4a	21/4	1/16	False	2	True				False	2	V		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
126	6	45	3	A	0	3	8	2	2	True	1.0	-1	5	4	5	4a	21/4	1/16	False	2	True				False	2	V		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
126	12	76	4	E	0	3	8	1	1	True	1.0	-1	5	4	5	4a	21/4	1/8	False	5	True				False	2	V		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	2	2	2	True	False	False
132	6	57	3	A	0	3	8	2	1	True	1.5	-1	5	4	5	4a	11/2	1/16	False	3	False				False	2	V		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
132	18	57	3	A	0	3	8	2	2	True	1.5	-1	5	4	5	4a	11/2	3/16	False	3	False				False	2	V		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
138	6	61	7	C	1	3	8	2	1	True	2.0	-1	5	4	5	4a	23/4	1/16	False	4	False				False	2	V		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	5	5	5	True	False	False
144	6	64	4	E	0	3	8	2	1	True	2.5	-1	5	4	5	4a	6	1/16	False	4	False				False	2	V		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	2	2	2	True	False	False
144	6	69	3	A	0	3	8	1	1	True	2.5	-1	5	4	5	4a	6	1/16	False	4	False				False	2	V		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
150	12	57	3	A	0	3	8	2	1	False	3.0	-1	5	4	5	4a	25/4	1/8	False	3	True				False	3	V7		d	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	1	1	1	True	True	True
150	6	79	1	G	0	3	8	1	1	True	3.0	-1	5	4	5	4a	25/4	1/16	False	5	True				False	3	V7		d	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	-1	-1	-1	True	False	False
156	6	77	-1	F	0	3	8	1	1	True	3.5	-1	5	4	5	4a	13/2	1/16	False	5	False				False	3	V7		d	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	-3	-3	-3	False	False	False
162	6	45	3	A	0	3	8	2	1	True	1.0	-1	6	5	6	5a	27/4	1/16	False	2	True				False	4	V		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
162	6	45	3	A	0	3	8	2	2	True	1.0	-1	6	5	6	5a	27/4	1/16	False	2	True				False	4	V		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
162	12	76	4	E	0	3	8	1	1	True	1.0	-1	6	5	6	5a	27/4	1/8	False	5	True				False	4	V		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	2	2	2	True	False	False
168	6	57	3	A	0	3	8	2	1	True	1.5	-1	6	5	6	5a	7	1/16	False	3	False				False	4	V		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
168	18	57	3	A	0	3	8	2	2	True	1.5	-1	6	5	6	5a	7	3/16	False	3	False				False	4	V		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
174	6	61	7	C	1	3	8	2	1	True	2.0	-1	6	5	6	5a	29/4	1/16	False	4	False				False	4	V		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	5	5	5	True	False	False
180	6	64	4	E	0	3	8	2	1	True	2.5	-1	6	5	6	5a	15/2	1/16	False	4	False				False	4	V		d	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	2	2	2	True	False	False
