onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	55440	48	0	C	0	9	8	2	2	True	1.0	0	1	1	1	1a	0	3/8	True	3	True			{	False	0	C.I{	C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
0	18480	52	4	E	0	9	8	2	1	True	1.0	0	1	1	1	1a	0	1/8	True	3	True			{	False	0	C.I{	C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
0	110880	72	0	C	0	9	8	1	1	True	1.0	0	1	1	1	1a	0	3/4	True	5	True			{	False	0	C.I{	C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
18480	18480	55	1	G	0	9	8	2	1	True	1.333	0	1	1	1	1a	1/2	1/8	False	3	False				False	0	C.I{	C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
36960	18480	60	0	C	0	9	8	2	1	True	1.667	0	1	1	1	1a	1	1/8	False	4	False				False	0	C.I{	C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
55440	18480	52	4	E	0	9	8	2	1	True	2.0	0	1	1	1	1a	3/2	1/8	False	3	True				False	1	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
73920	18480	55	1	G	0	9	8	2	1	True	2.333	0	1	1	1	1a	2	1/8	False	3	False				False	1	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	1	1	1	True	False	False
92400	18480	60	0	C	0	9	8	2	1	True	2.667	0	1	1	1	1a	5/2	1/8	False	4	False				False	1	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	0	0	0	True	True	False
110880	0	71	5	B	0	9	8	1	1	True	3.0	0	1	1	1	1a	3	0	False	4	False				False	1	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	5	5	5	False	False	False
110880	0	72	0	C	0	9	8	1	1	True	3.0	0	1	1	1	1a	3	0	False	5	False				False	1	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	0	0	0	True	True	False
110880	18480	52	4	E	0	9	8	2	1	True	3.0	0	1	1	1	1a	3	1/8	False	3	False				False	1	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
110880	36960	76	4	E	0	9	8	1	1	True	3.0	0	1	1	1	1a	3	1/4	False	5	False				False	1	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
129360	18480	55	1	G	0	9	8	2	1	True	3.333	0	1	1	1	1a	7/2	1/8	False	3	False				False	1	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	1	1	1	True	False	False
147840	18480	60	0	C	0	9	8	2	1	True	3.667	0	1	1	1	1a	4	1/8	False	4	False				False	1	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	0	0	0	True	True	False
147840	13860	76	4	E	0	9	8	1	1	False	3.667	0	1	1	1	1a	4	3/32	False	5	False				False	1	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
161700	4620	72	0	C	0	9	8	1	1	True	3.917	0	1	1	1	1a	35/8	1/32	False	5	False				False	1	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	0	0	0	True	True	False
166320	55440	48	0	C	0	9	8	2	2	True	1.0	0	2	2	2	2a	9/2	3/8	False	3	True				False	2	I	C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
166320	18480	52	4	E	0	9	8	2	1	True	1.0	0	2	2	2	2a	9/2	1/8	False	3	True				False	2	I	C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
166320	55440	67	1	G	0	9	8	1	1	True	1.0	0	2	2	2	2a	9/2	3/8	False	4	True				False	2	I	C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
184800	18480	55	1	G	0	9	8	2	1	True	1.333	0	2	2	2	2a	5	1/8	False	3	False				False	2	I	C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
203280	18480	60	0	C	0	9	8	2	1	True	1.667	0	2	2	2	2a	11/2	1/8	False	4	False				False	2	I	C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
221760	18480	52	4	E	0	9	8	2	1	True	2.0	0	2	2	2	2a	6	1/8	False	3	True				False	3	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
221760	36960	67	1	G	0	9	8	1	1	False	2.0	0	2	2	2	2a	6	1/4	False	4	True				False	3	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	1	1	1	True	False	False
240240	18480	55	1	G	0	9	8	2	1	True	2.333	0	2	2	2	2a	13/2	1/8	False	3	False				False	3	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	1	1	1	True	False	False
258720	18480	60	0	C	0	9	8	2	1	True	2.667	0	2	2	2	2a	7	1/8	False	4	False				False	3	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	0	0	0	True	True	False
258720	9240	66	6	F	1	9	8	1	1	True	2.667	0	2	2	2	2a	7	1/16	False	4	False				False	3	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	6	6	6	False	False	False
267960	9240	67	1	G	0	9	8	1	1	True	2.833	0	2	2	2	2a	29/4	1/16	False	4	False				False	3	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	1	1	1	True	False	False
277200	18480	52	4	E	0	9	8	2	1	True	3.0	0	2	2	2	2a	15/2	1/8	False	3	False				False	3	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
277200	9240	68	8	G	1	9	8	1	1	True	3.0	0	2	2	2	2a	15/2	1/16	False	4	False				False	3	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	8	8	8	False	False	False
286440	9240	69	3	A	0	9	8	1	1	True	3.167	0	2	2	2	2a	31/4	1/16	False	4	False				False	3	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	3	3	3	False	False	False
295680	18480	55	1	G	0	9	8	2	1	True	3.333	0	2	2	2	2a	8	1/8	False	3	False				False	3	I6	C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	1	1	1	True	False	False
