onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	3	55	1	G	0	4	4	1	1	True	4.75	0	1	0	1	0a	0	1/16	True	3	True			{	False	0		C.V{	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
3	6	48	0	C	0	4	4	2	1	True	1.0	0	2	1	2	1a	1/4	1/8	False	3	True				False	1		I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
3	6	52	4	E	0	4	4	2	1	True	1.0	0	2	1	2	1a	1/4	1/8	False	3	True				False	1		I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
3	6	55	1	G	0	4	4	2	1	True	1.0	0	2	1	2	1a	1/4	1/8	False	3	True				False	1		I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
3	6	60	0	C	0	4	4	1	1	True	1.0	0	2	1	2	1a	1/4	1/8	False	4	True				False	1		I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
15	6	50	2	D	0	4	4	2	1	True	2.0	0	2	1	2	1a	5/4	1/8	False	3	True				False	2		V43	C	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	0	0	0	2	2	2	True	False	True
15	6	53	-1	F	0	4	4	2	1	True	2.0	0	2	1	2	1a	5/4	1/8	False	3	True				False	2		V43	C	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	0	0	0	-1	-1	-1	True	False	False
15	6	55	1	G	0	4	4	2	1	True	2.0	0	2	1	2	1a	5/4	1/8	False	3	True				False	2		V43	C	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	0	0	0	1	1	1	True	True	False
15	6	59	5	B	0	4	4	1	1	True	2.0	0	2	1	2	1a	5/4	1/8	False	3	True				False	2		V43	C	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	0	0	0	5	5	5	True	False	False
27	6	52	4	E	0	4	4	2	1	True	3.0	0	2	1	2	1a	9/4	1/8	False	3	True				False	3		I6	C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
27	6	55	1	G	0	4	4	2	1	True	3.0	0	2	1	2	1a	9/4	1/8	False	3	True				False	3		I6	C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	1	1	1	True	False	False
27	6	60	0	C	0	4	4	1	1	True	3.0	0	2	1	2	1a	9/4	1/8	False	4	True				False	3		I6	C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	0	0	0	True	True	False
39	6	47	5	B	0	4	4	2	1	True	4.0	0	2	1	2	1a	13/4	1/8	False	2	True				False	4		V6	C	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
39	6	55	1	G	0	4	4	2	1	True	4.0	0	2	1	2	1a	13/4	1/8	False	3	True				False	4		V6	C	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
39	6	62	2	D	0	4	4	1	1	True	4.0	0	2	1	2	1a	13/4	1/8	False	4	True				False	4		V6	C	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	2	2	2	True	False	False
51	6	48	0	C	0	4	4	2	2	True	1.0	0	3	2	3	2a	17/4	1/8	False	3	True				False	5		I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
51	6	55	1	G	0	4	4	2	1	True	1.0	0	3	2	3	2a	17/4	1/8	False	3	True				False	5		I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
51	6	60	0	C	0	4	4	1	1	True	1.0	0	3	2	3	2a	17/4	1/8	False	4	True				False	5		I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
51	6	64	4	E	0	4	4	1	1	True	1.0	0	3	2	3	2a	17/4	1/8	False	4	True				False	5		I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
63	6	41	-1	F	0	4	4	2	2	True	2.0	0	3	2	3	2a	21/4	1/8	False	2	True				False	6		ii6	C	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	-1	-1	-1	True	False	True
63	6	57	3	A	0	4	4	2	1	True	2.0	0	3	2	3	2a	21/4	1/8	False	3	True				False	6		ii6	C	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	3	3	3	True	False	False
63	6	62	2	D	0	4	4	1	1	True	2.0	0	3	2	3	2a	21/4	1/8	False	4	True				False	6		ii6	C	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	2	2	2	True	True	False
