onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	6	58	-2	B	-1	6	8	2	1	True	1.0	-3	1	1	1	1a	0	1/8	True	3	True			{	False	0		Eb.V7{	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	1	1	1	True	True	True
0	6	62	2	D	0	6	8	2	1	True	1.0	-3	1	1	1	1a	0	1/8	True	4	True			{	False	0		Eb.V7{	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	5	5	5	True	False	False
0	6	65	-1	F	0	6	8	2	1	True	1.0	-3	1	1	1	1a	0	1/8	True	4	True			{	False	0		Eb.V7{	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	2	2	2	True	False	False
0	6	68	-4	A	-1	6	8	2	1	True	1.0	-3	1	1	1	1a	0	1/8	True	4	True			{	False	0		Eb.V7{	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	-1	-1	-1	True	False	False
0	6	80	-4	A	-1	6	8	1	1	True	1.0	-3	1	1	1	1a	0	1/8	True	5	True			{	False	0		Eb.V7{	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	-1	-1	-1	True	False	False
0	6	86	2	D	0	6	8	1	1	True	1.0	-3	1	1	1	1a	0	1/8	True	6	True			{	False	0		Eb.V7{	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	5	5	5	True	False	False
0	6	89	-1	F	0	6	8	1	1	True	1.0	-3	1	1	1	1a	0	1/8	True	6	True			{	False	0		Eb.V7{	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	2	2	2	True	False	False
0	6	92	-4	A	-1	6	8	1	1	True	1.0	-3	1	1	1	1a	0	1/8	True	6	True			{	False	0		Eb.V7{	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	-1	-1	-1	True	False	False
6	3	46	-2	B	-1	6	8	2	1	True	1.333	-3	1	1	1	1a	1/2	1/16	False	2	False				False	0		Eb.V7{	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	1	1	1	True	True	True
6	3	58	-2	B	-1	6	8	1	1	True	1.333	-3	1	1	1	1a	1/2	1/16	False	3	False				False	0		Eb.V7{	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	1	1	1	True	True	True
9	3	50	2	D	0	6	8	2	1	True	1.5	-3	1	1	1	1a	3/4	1/16	False	3	False				False	0		Eb.V7{	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	5	5	5	True	False	False
9	3	57	3	A	0	6	8	1	1	True	1.5	-3	1	1	1	1a	3/4	1/16	False	3	False				False	0		Eb.V7{	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	6	6	6	False	False	False
12	3	46	-2	B	-1	6	8	2	1	True	1.667	-3	1	1	1	1a	1	1/16	False	2	False				False	0		Eb.V7{	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	1	1	1	True	True	True
12	3	58	-2	B	-1	6	8	1	1	True	1.667	-3	1	1	1	1a	1	1/16	False	3	False				False	0		Eb.V7{	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	1	1	1	True	True	True
15	3	50	2	D	0	6	8	2	1	True	1.833	-3	1	1	1	1a	5/4	1/16	False	3	False				False	0		Eb.V7{	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	5	5	5	True	False	False
15	3	62	2	D	0	6	8	1	1	True	1.833	-3	1	1	1	1a	5/4	1/16	False	4	False				False	0		Eb.V7{	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	5	5	5	True	False	False
18	3	50	2	D	0	6	8	2	1	True	2.0	-3	1	1	1	1a	3/2	1/16	False	3	True				False	1		viio	Eb	I		viio	vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	-3	-3	-3	5	5	5	True	True	True
18	3	65	-1	F	0	6	8	1	1	True	2.0	-3	1	1	1	1a	3/2	1/16	False	4	True				False	1		viio	Eb	I		viio	vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	-3	-3	-3	2	2	2	True	False	False
21	3	53	-1	F	0	6	8	2	1	True	2.167	-3	1	1	1	1a	7/4	1/16	False	3	False				False	1		viio	Eb	I		viio	vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	-3	-3	-3	2	2	2	True	False	False
21	3	62	2	D	0	6	8	1	1	True	2.167	-3	1	1	1	1a	7/4	1/16	False	4	False				False	1		viio	Eb	I		viio	vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	-3	-3	-3	5	5	5	True	True	True
24	3	50	2	D	0	6	8	2	1	True	2.333	-3	1	1	1	1a	2	1/16	False	3	False				False	1		viio	Eb	I		viio	vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	-3	-3	-3	5	5	5	True	True	True
24	3	65	-1	F	0	6	8	1	1	True	2.333	-3	1	1	1	1a	2	1/16	False	4	False				False	1		viio	Eb	I		viio	vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	-3	-3	-3	2	2	2	True	False	False
27	3	53	-1	F	0	6	8	2	1	True	2.5	-3	1	1	1	1a	9/4	1/16	False	3	False				False	1		viio	Eb	I		viio	vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	-3	-3	-3	2	2	2	True	False	False
27	3	68	-4	A	-1	6	8	1	1	True	2.5	-3	1	1	1	1a	9/4	1/16	False	4	False				False	1		viio	Eb	I		viio	vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	-3	-3	-3	-1	-1	-1	True	False	False
30	3	50	2	D	0	6	8	2	1	True	2.667	-3	1	1	1	1a	5/2	1/16	False	3	False				False	1		viio	Eb	I		viio	vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	-3	-3	-3	5	5	5	True	True	True
30	3	65	-1	F	0	6	8	1	1	True	2.667	-3	1	1	1	1a	5/2	1/16	False	4	False				False	1		viio	Eb	I		viio	vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	-3	-3	-3	2	2	2	True	False	False
33	3	53	-1	F	0	6	8	2	1	True	2.833	-3	1	1	1	1a	11/4	1/16	False	3	False				False	1		viio	Eb	I		viio	vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	-3	-3	-3	2	2	2	True	False	False
