onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	64	48	0	C	0	2	4	2	3	True	1.0	-3	1	1	1	1a	0	1/2	True	3	True			{	False	0	Eb.viio43(2)/III{		Eb	I		viio43(2)/III	vii	o	43	2	III	o7	False	False	(3, 0, 4, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43(2)/III, major	III	III	-3	-3	1	3	3	-1	True	False	True
0	16	63	-3	E	-1	2	4	2	1	True	1.0	-3	1	1	1	1a	0	1/8	True	4	True			{	False	0	Eb.viio43(2)/III{		Eb	I		viio43(2)/III	vii	o	43	2	III	o7	False	False	(3, 0, 4, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43(2)/III, major	III	III	-3	-3	1	0	0	-4	True	False	False
0	64	63	-3	E	-1	2	4	2	2	True	1.0	-3	1	1	1	1a	0	1/2	True	4	True			{	False	0	Eb.viio43(2)/III{		Eb	I		viio43(2)/III	vii	o	43	2	III	o7	False	False	(3, 0, 4, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43(2)/III, major	III	III	-3	-3	1	0	0	-4	True	False	False
0	12	67	1	G	0	2	4	1	1	True	1.0	-3	1	1	1	1a	0	3/32	True	4	True			{	False	0	Eb.viio43(2)/III{		Eb	I		viio43(2)/III	vii	o	43	2	III	o7	False	False	(3, 0, 4, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43(2)/III, major	III	III	-3	-3	1	4	4	0	True	False	False
12	4	66	6	F	1	2	4	1	1	True	1.375	-3	1	1	1	1a	3/8	1/32	False	4	False				False	0	Eb.viio43(2)/III{		Eb	I		viio43(2)/III	vii	o	43	2	III	o7	False	False	(3, 0, 4, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43(2)/III, major	III	III	-3	-3	1	9	9	5	False	True	False
16	16	54	6	F	1	2	4	2	1	True	1.5	-3	1	1	1	1a	1/2	1/8	False	3	True				False	1	viio43/III		Eb	I		viio43/III	vii	o	43		III	o7	False	False	(3, 0, 9, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43/III, major	III	III	-3	-3	1	9	9	5	True	True	False
16	48	69	3	A	0	2	4	1	1	True	1.5	-3	1	1	1	1a	1/2	3/8	False	4	True				False	1	viio43/III		Eb	I		viio43/III	vii	o	43		III	o7	False	False	(3, 0, 9, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43/III, major	III	III	-3	-3	1	6	6	2	True	False	False
32	16	57	3	A	0	2	4	2	1	True	2.0	-3	1	1	1	1a	1	1/8	False	3	False				False	1	viio43/III		Eb	I		viio43/III	vii	o	43		III	o7	False	False	(3, 0, 9, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43/III, major	III	III	-3	-3	1	6	6	2	True	False	False
48	16	54	6	F	1	2	4	2	1	True	2.5	-3	1	1	1	1a	3/2	1/8	False	3	False				False	1	viio43/III		Eb	I		viio43/III	vii	o	43		III	o7	False	False	(3, 0, 9, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43/III, major	III	III	-3	-3	1	9	9	5	True	True	False
64	64	48	0	C	0	2	4	2	3	True	1.0	-3	2	2	2	2a	2	1/2	False	3	True				False	2	viio43(2)/III		Eb	I		viio43(2)/III	vii	o	43	2	III	o7	False	False	(3, 0, 4, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43(2)/III, major	III	III	-3	-3	1	3	3	-1	True	False	True
64	16	63	-3	E	-1	2	4	2	1	True	1.0	-3	2	2	2	2a	2	1/8	False	4	True				False	2	viio43(2)/III		Eb	I		viio43(2)/III	vii	o	43	2	III	o7	False	False	(3, 0, 4, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43(2)/III, major	III	III	-3	-3	1	0	0	-4	True	False	False
64	64	63	-3	E	-1	2	4	2	2	True	1.0	-3	2	2	2	2a	2	1/2	False	4	True				False	2	viio43(2)/III		Eb	I		viio43(2)/III	vii	o	43	2	III	o7	False	False	(3, 0, 4, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43(2)/III, major	III	III	-3	-3	1	0	0	-4	True	False	False
64	12	67	1	G	0	2	4	1	1	True	1.0	-3	2	2	2	2a	2	3/32	False	4	True				False	2	viio43(2)/III		Eb	I		viio43(2)/III	vii	o	43	2	III	o7	False	False	(3, 0, 4, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43(2)/III, major	III	III	-3	-3	1	4	4	0	True	False	False
76	4	66	6	F	1	2	4	1	1	True	1.375	-3	2	2	2	2a	19/8	1/32	False	4	False				False	2	viio43(2)/III		Eb	I		viio43(2)/III	vii	o	43	2	III	o7	False	False	(3, 0, 4, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43(2)/III, major	III	III	-3	-3	1	9	9	5	False	True	False
80	16	54	6	F	1	2	4	2	1	True	1.5	-3	2	2	2	2a	5/2	1/8	False	3	True				False	3	viio43/III		Eb	I		viio43/III	vii	o	43		III	o7	False	False	(3, 0, 9, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43/III, major	III	III	-3	-3	1	9	9	5	True	True	False
80	32	69	3	A	0	2	4	1	1	True	1.5	-3	2	2	2	2a	5/2	1/4	False	4	True				False	3	viio43/III		Eb	I		viio43/III	vii	o	43		III	o7	False	False	(3, 0, 9, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43/III, major	III	III	-3	-3	1	6	6	2	True	False	False
96	16	57	3	A	0	2	4	2	1	True	2.0	-3	2	2	2	2a	3	1/8	False	3	False				False	3	viio43/III		Eb	I		viio43/III	vii	o	43		III	o7	False	False	(3, 0, 9, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43/III, major	III	III	-3	-3	1	6	6	2	True	False	False
112	16	54	6	F	1	2	4	2	1	True	2.5	-3	2	2	2	2a	7/2	1/8	False	3	False				False	3	viio43/III		Eb	I		viio43/III	vii	o	43		III	o7	False	False	(3, 0, 9, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43/III, major	III	III	-3	-3	1	9	9	5	True	True	False
112	12	69	3	A	0	2	4	1	1	True	2.5	-3	2	2	2	2a	7/2	3/32	False	4	False				False	3	viio43/III		Eb	I		viio43/III	vii	o	43		III	o7	False	False	(3, 0, 9, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43/III, major	III	III	-3	-3	1	6	6	2	True	False	False
124	4	75	-3	E	-1	2	4	1	1	True	2.875	-3	2	2	2	2a	31/8	1/32	False	5	False				False	3	viio43/III		Eb	I		viio43/III	vii	o	43		III	o7	False	False	(3, 0, 9, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43/III, major	III	III	-3	-3	1	0	0	-4	True	False	False
128	16	75	-3	E	-1	2	4	1	1	True	1.0	-3	3	3	3	3a	4	1/8	False	5	False				False	3	viio43/III		Eb	I		viio43/III	vii	o	43		III	o7	False	False	(3, 0, 9, 6)	()	9	3	major	major	I	I, major	vii/III	III	III/I	III	False	viio43/III	viio43/III, major		viio43/III, major	III	III	-3	-3	1	0	0	-4	True	False	False
