onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	2	62	2	D	0	6	8	1	1	True	1.667	1	1	0	1	0a	0	1/8	True	4	True			{	False	0	G.V{	G	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
2	2	62	2	D	0	6	8	1	1	True	2.0	1	1	0	1	0a	1/2	1/8	False	4	False				False	0	G.V{	G	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
4	2	59	5	B	0	6	8	2	1	True	2.333	1	1	0	1	0a	1	1/8	False	3	True				False	1	I6	G	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
4	2	62	2	D	0	6	8	2	1	True	2.333	1	1	0	1	0a	1	1/8	False	4	True				False	1	I6	G	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	1	1	1	True	False	False
4	2	67	1	G	0	6	8	1	1	True	2.333	1	1	0	1	0a	1	1/8	False	4	True				False	1	I6	G	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	0	0	0	True	True	False
6	2	57	3	A	0	6	8	2	1	True	2.667	1	1	0	1	0a	3/2	1/8	False	3	True				False	2	viio6	G	I		viio6		vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	1	1	1	2	2	2	True	False	True
6	2	60	0	C	0	6	8	2	1	True	2.667	1	1	0	1	0a	3/2	1/8	False	4	True				False	2	viio6	G	I		viio6		vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	1	1	1	-1	-1	-1	True	False	False
6	2	69	3	A	0	6	8	1	1	True	2.667	1	1	0	1	0a	3/2	1/8	False	4	True				False	2	viio6	G	I		viio6		vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	1	1	1	2	2	2	True	False	True
8	4	55	1	G	0	6	8	2	1	True	1.0	1	2	1	2	1a	2	1/4	False	3	True				False	3	I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
8	4	59	5	B	0	6	8	2	1	True	1.0	1	2	1	2	1a	2	1/4	False	3	True				False	3	I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
8	2	71	5	B	0	6	8	1	1	True	1.0	1	2	1	2	1a	2	1/8	False	4	True				False	3	I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
10	2	67	1	G	0	6	8	1	1	True	1.333	1	2	1	2	1a	5/2	1/8	False	4	False				False	3	I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
12	2	64	4	E	0	6	8	1	1	True	1.667	1	2	1	2	1a	3	1/8	False	4	True				False	4	ii6	G	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	1	1	1	3	3	3	True	False	False
14	2	64	4	E	0	6	8	1	1	True	2.0	1	2	1	2	1a	7/2	1/8	False	4	False				False	4	ii6	G	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	1	1	1	3	3	3	True	False	False
16	2	60	0	C	0	6	8	2	1	True	2.333	1	2	1	2	1a	4	1/8	False	4	False				False	4	ii6	G	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	1	1	1	-1	-1	-1	True	False	True
16	2	64	4	E	0	6	8	2	1	True	2.333	1	2	1	2	1a	4	1/8	False	4	False				False	4	ii6	G	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	1	1	1	3	3	3	True	False	False
16	2	69	3	A	0	6	8	1	1	True	2.333	1	2	1	2	1a	4	1/8	False	4	False				False	4	ii6	G	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	1	1	1	2	2	2	True	True	False
18	2	59	5	B	0	6	8	2	1	True	2.667	1	2	1	2	1a	9/2	1/8	False	3	True				False	5	I6	G	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
18	2	62	2	D	0	6	8	2	1	True	2.667	1	2	1	2	1a	9/2	1/8	False	4	True				False	5	I6	G	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	1	1	1	True	False	False
18	2	71	5	B	0	6	8	1	1	True	2.667	1	2	1	2	1a	9/2	1/8	False	4	True				False	5	I6	G	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
20	4	57	3	A	0	6	8	2	1	True	1.0	1	3	2	3	2a	5	1/4	False	3	True				False	6	ii	G	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	1	1	1	2	2	2	True	True	True
20	4	60	0	C	0	6	8	2	1	True	1.0	1	3	2	3	2a	5	1/4	False	4	True				False	6	ii	G	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	1	1	1	-1	-1	-1	True	False	False
20	2	72	0	C	0	6	8	1	1	True	1.0	1	3	2	3	2a	5	1/8	False	5	True				False	6	ii	G	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	1	1	1	-1	-1	-1	True	False	False
22	2	69	3	A	0	6	8	1	1	True	1.333	1	3	2	3	2a	11/2	1/8	False	4	False				False	6	ii	G	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	1	1	1	2	2	2	True	True	True
24	2	76	4	E	0	6	8	1	1	True	1.667	1	3	2	3	2a	6	1/8	False	5	False				False	6	ii	G	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	1	1	1	3	3	3	True	False	False
26	2	74	2	D	0	6	8	1	1	True	2.0	1	3	2	3	2a	13/2	1/8	False	5	False				False	6	ii	G	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	1	1	1	1	1	1	False	False	False
