onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	18	60	0	C	0	3	4	1	1	True	3.0	-1	1	0	1	0a	0	3/16	True	4	True			{	False	0	F.V{	F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
18	6	60	0	C	0	3	4	1	1	True	3.75	-1	1	0	1	0a	3/4	1/16	False	4	False				False	0	F.V{	F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
24	48	53	-1	F	0	3	4	2	2	True	1.0	-1	2	1	2	1a	1	1/2	False	3	True				False	1	I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
24	24	60	0	C	0	3	4	2	1	True	1.0	-1	2	1	2	1a	1	1/4	False	4	True				False	1	I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	1	1	1	True	False	False
24	24	69	3	A	0	3	4	1	1	True	1.0	-1	2	1	2	1a	1	1/4	False	4	True				False	1	I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
48	0	72	0	C	0	3	4	1	1	True	2.0	-1	2	1	2	1a	2	0	False	5	True				False	2	I(64)	F	I		I(64)	I			64		M	False	False	(0, -1, 3)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(64), major		I	-1	-1	-1	1	1	1	False	False	False
48	12	62	2	D	0	3	4	2	1	True	2.0	-1	2	1	2	1a	2	1/8	False	4	True				False	2	I(64)	F	I		I(64)	I			64		M	False	False	(0, -1, 3)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(64), major		I	-1	-1	-1	3	3	3	True	False	False
48	12	70	-2	B	-1	3	4	1	1	True	2.0	-1	2	1	2	1a	2	1/8	False	4	True				False	2	I(64)	F	I		I(64)	I			64		M	False	False	(0, -1, 3)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(64), major		I	-1	-1	-1	-1	-1	-1	True	False	False
60	12	60	0	C	0	3	4	2	1	True	2.5	-1	2	1	2	1a	5/2	1/8	False	4	True				False	3	I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	1	1	1	True	False	False
60	12	69	3	A	0	3	4	1	1	True	2.5	-1	2	1	2	1a	5/2	1/8	False	4	True				False	3	I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
