onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
48	48	30	6	F	1	2	4	2	1	True	1.0	6	2	2	2	2a	2	1/2	False	1	False				False	1		viio64	F#	I	I	viio64		vii	o	64			o	False	False	(-1, 5, 2)	()	5	-1	major	major	I	I, major	vii		I	I	False	viio64	viio64, major	I	viio64, major		vii	6	6	6	0	0	0	False	False	False
48	48	42	6	F	1	2	4	2	1	True	1.0	6	2	2	2	2a	2	1/2	False	2	False				False	1		viio64	F#	I	I	viio64		vii	o	64			o	False	False	(-1, 5, 2)	()	5	-1	major	major	I	I, major	vii		I	I	False	viio64	viio64, major	I	viio64, major		vii	6	6	6	0	0	0	False	False	False
48	24	59	5	B	0	2	4	1	1	True	1.0	6	2	2	2	2a	2	1/4	False	3	False				False	1		viio64	F#	I	I	viio64		vii	o	64			o	False	False	(-1, 5, 2)	()	5	-1	major	major	I	I, major	vii		I	I	False	viio64	viio64, major	I	viio64, major		vii	6	6	6	-1	-1	-1	True	False	True
48	24	65	11	E	1	2	4	1	1	True	1.0	6	2	2	2	2a	2	1/4	False	4	False				False	1		viio64	F#	I	I	viio64		vii	o	64			o	False	False	(-1, 5, 2)	()	5	-1	major	major	I	I, major	vii		I	I	False	viio64	viio64, major	I	viio64, major		vii	6	6	6	5	5	5	True	True	False
48	24	68	8	G	1	2	4	1	1	True	1.0	6	2	2	2	2a	2	1/4	False	4	False				False	1		viio64	F#	I	I	viio64		vii	o	64			o	False	False	(-1, 5, 2)	()	5	-1	major	major	I	I, major	vii		I	I	False	viio64	viio64, major	I	viio64, major		vii	6	6	6	2	2	2	True	False	False
72	12	61	7	C	1	2	4	1	1	True	2.0	6	2	2	2	2a	3	1/8	False	4	True				False	2		I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	1	1	1	True	False	False
72	12	66	6	F	1	2	4	1	1	True	2.0	6	2	2	2	2a	3	1/8	False	4	True				False	2		I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	0	0	0	True	True	True
72	12	70	10	A	1	2	4	1	1	True	2.0	6	2	2	2	2a	3	1/8	False	4	True				False	2		I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	4	4	4	True	False	False
84	12	61	7	C	1	2	4	1	1	True	2.5	6	2	2	2	2a	7/2	1/8	False	4	True				False	3		V7/IV	F#	I	I	V7/IV		V		7		IV	Mm7	False	False	(0, 4, 1, -2)	()	0	0	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V7/IV	V7/IV, major	I	V7/IV, major	IV	IV	6	6	5	1	1	2	True	False	False
84	12	64	4	E	0	2	4	1	1	True	2.5	6	2	2	2	2a	7/2	1/8	False	4	True				False	3		V7/IV	F#	I	I	V7/IV		V		7		IV	Mm7	False	False	(0, 4, 1, -2)	()	0	0	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V7/IV	V7/IV, major	I	V7/IV, major	IV	IV	6	6	5	-2	-2	-1	True	False	False
84	12	70	10	A	1	2	4	1	1	True	2.5	6	2	2	2	2a	7/2	1/8	False	4	True				False	3		V7/IV	F#	I	I	V7/IV		V		7		IV	Mm7	False	False	(0, 4, 1, -2)	()	0	0	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V7/IV	V7/IV, major	I	V7/IV, major	IV	IV	6	6	5	4	4	5	True	False	False
96	48	30	6	F	1	2	4	2	1	True	1.0	6	3	3	3	3a	4	1/2	False	1	True				False	4		IV6	F#	I	I	IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	6	6	6	0	0	0	True	False	False
96	48	42	6	F	1	2	4	2	1	True	1.0	6	3	3	3	3a	4	1/2	False	2	True				False	4		IV6	F#	I	I	IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	6	6	6	0	0	0	True	False	False
96	24	63	9	D	1	2	4	1	2	True	1.0	6	3	3	3	3a	4	1/4	False	4	True				False	4		IV6	F#	I	I	IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	6	6	6	3	3	3	True	False	True
96	24	66	6	F	1	2	4	1	2	True	1.0	6	3	3	3	3a	4	1/4	False	4	True				False	4		IV6	F#	I	I	IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	6	6	6	0	0	0	True	False	False
96	24	71	5	B	0	2	4	1	1	True	1.0	6	3	3	3	3a	4	1/4	False	4	True				False	4		IV6	F#	I	I	IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	6	6	6	-1	-1	-1	True	True	False
120	24	65	11	E	1	2	4	1	2	True	2.0	6	3	3	3	3a	5	1/4	False	4	True				False	5		vii%7	F#	I	I	vii%7		vii	%	7			%7	False	False	(5, 2, -1, 3)	()	5	5	major	major	I	I, major	vii		I	I	False	vii%7	vii%7, major	I	vii%7, major		vii	6	6	6	5	5	5	True	True	True
120	24	68	8	G	1	2	4	1	2	True	2.0	6	3	3	3	3a	5	1/4	False	4	True				False	5		vii%7	F#	I	I	vii%7		vii	%	7			%7	False	False	(5, 2, -1, 3)	()	5	5	major	major	I	I, major	vii		I	I	False	vii%7	vii%7, major	I	vii%7, major		vii	6	6	6	2	2	2	True	False	False
120	18	75	9	D	1	2	4	1	1	True	2.0	6	3	3	3	3a	5	3/16	False	5	True				False	5		vii%7	F#	I	I	vii%7		vii	%	7			%7	False	False	(5, 2, -1, 3)	()	5	5	major	major	I	I, major	vii		I	I	False	vii%7	vii%7, major	I	vii%7, major		vii	6	6	6	3	3	3	True	False	False
138	6	73	7	C	1	2	4	1	1	True	2.75	6	3	3	3	3a	23/4	1/16	False	5	True				False	6		V6	F#	I	I	V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major	I	V6, major		V	6	6	6	1	1	1	True	True	False
144	24	30	6	F	1	2	4	2	1	True	1.0	6	4	4	4	4a	6	1/4	False	1	True			}	True	7		I]}	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	0	0	0	True	True	True
144	24	42	6	F	1	2	4	2	1	True	1.0	6	4	4	4	4a	6	1/4	False	2	True			}	True	7		I]}	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	0	0	0	True	True	True
144	12	66	6	F	1	2	4	1	2	True	1.0	6	4	4	4	4a	6	1/8	False	4	True			}	True	7		I]}	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	0	0	0	True	True	True
144	3	71	5	B	0	2	4	1	1	True	1.0	6	4	4	4	4a	6	1/32	False	4	True			}	True	7		I]}	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	-1	-1	-1	False	False	False
147	3	70	10	A	1	2	4	1	1	True	1.125	6	4	4	4	4a	49/8	1/32	False	4	False				False	7		I]}	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	4	4	4	True	False	False
150	3	75	9	D	1	2	4	1	1	True	1.25	6	4	4	4	4a	25/4	1/32	False	5	False				False	7		I]}	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	3	3	3	False	False	False
153	3	73	7	C	1	2	4	1	1	True	1.375	6	4	4	4	4a	51/8	1/32	False	5	False				False	7		I]}	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	1	1	1	True	False	False
156	12	73	7	C	1	2	4	1	1	True	1.5	6	4	4	4	4a	13/2	1/8	False	5	False				False	7		I]}	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	1	1	1	True	False	False
168	18	70	10	A	1	4	4	1	1	True	4.0	6	5	4	5	4a	7	3/16	False	4	True			{	False	8		I6{	F#	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	6	6	6	4	4	4	True	False	True
186	6	71	5	B	0	4	4	1	1	True	4.75	6	5	4	5	4a	31/4	1/16	False	4	False				False	8		I6{	F#	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	6	6	6	-1	-1	-1	False	False	False
192	12	42	6	F	1	4	4	2	1	True	1.0	6	6	5	6	5a	8	1/8	False	2	True				False	9		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	0	0	0	True	True	True
192	24	73	7	C	1	4	4	1	1	True	1.0	6	6	5	6	5a	8	1/4	False	5	True				False	9		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	1	1	1	True	False	False
204	12	54	6	F	1	4	4	2	1	True	1.5	6	6	5	6	5a	17/2	1/8	False	3	False				False	9		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	0	0	0	True	True	True
216	12	58	10	A	1	4	4	2	1	True	2.0	6	6	5	6	5a	9	1/8	False	3	False				False	9		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	4	4	4	True	False	False
216	24	61	7	C	1	4	4	1	2	True	2.0	6	6	5	6	5a	9	1/4	False	4	False				False	9		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	1	1	1	True	False	False
216	24	66	6	F	1	4	4	1	1	True	2.0	6	6	5	6	5a	9	1/4	False	4	False				False	9		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	0	0	0	True	True	True
228	12	54	6	F	1	4	4	2	1	True	2.5	6	6	5	6	5a	19/2	1/8	False	3	False				False	9		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	0	0	0	True	True	True
240	12	59	5	B	0	4	4	2	1	True	3.0	6	6	5	6	5a	10	1/8	False	3	True				False	10		V2	F#	I	I	V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major	I	V2, major		V	6	6	6	-1	-1	-1	True	False	True
240	24	61	7	C	1	4	4	1	2	True	3.0	6	6	5	6	5a	10	1/4	False	4	True				False	10		V2	F#	I	I	V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major	I	V2, major		V	6	6	6	1	1	1	True	True	False
240	24	65	11	E	1	4	4	1	1	True	3.0	6	6	5	6	5a	10	1/4	False	4	True				False	10		V2	F#	I	I	V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major	I	V2, major		V	6	6	6	5	5	5	True	False	False
252	12	54	6	F	1	4	4	2	1	True	3.5	6	6	5	6	5a	21/2	1/8	False	3	False				False	10		V2	F#	I	I	V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major	I	V2, major		V	6	6	6	0	0	0	False	False	False
264	12	58	10	A	1	4	4	2	1	True	4.0	6	6	5	6	5a	11	1/8	False	3	True				False	11		I]	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	4	4	4	True	False	False
264	24	61	7	C	1	4	4	1	2	True	4.0	6	6	5	6	5a	11	1/4	False	4	True				False	11		I]	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	1	1	1	True	False	False
264	24	66	6	F	1	4	4	1	1	True	4.0	6	6	5	6	5a	11	1/4	False	4	True				False	11		I]	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	0	0	0	True	True	True
276	12	54	6	F	1	4	4	2	1	True	4.5	6	6	5	6	5a	23/2	1/8	False	3	False				False	11		I]	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	0	0	0	True	True	True
288	12	56	8	G	1	4	4	2	1	True	1.0	6	7	6	7	6a	12	1/8	True	3	True				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	6	6	6	2	2	2	True	False	False
288	72	59	5	B	0	4	4	1	1	True	1.0	6	7	6	7	6a	12	3/4	True	3	True				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	6	6	6	-1	-1	-1	True	False	False
288	72	61	7	C	1	4	4	1	1	True	1.0	6	7	6	7	6a	12	3/4	True	4	True				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	6	6	6	1	1	1	True	True	True
288	72	65	11	E	1	4	4	1	1	True	1.0	6	7	6	7	6a	12	3/4	True	4	True				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	6	6	6	5	5	5	True	False	False
288	72	71	5	B	0	4	4	1	1	True	1.0	6	7	6	7	6a	12	3/4	True	4	True				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	6	6	6	-1	-1	-1	True	False	False
300	12	49	7	C	1	4	4	2	1	True	1.5	6	7	6	7	6a	25/2	1/8	False	3	False				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	6	6	6	1	1	1	True	True	True
312	12	56	8	G	1	4	4	2	1	True	2.0	6	7	6	7	6a	13	1/8	False	3	False				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	6	6	6	2	2	2	True	False	False
324	12	49	7	C	1	4	4	2	1	True	2.5	6	7	6	7	6a	27/2	1/8	False	3	False				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	6	6	6	1	1	1	True	True	True
336	12	56	8	G	1	4	4	2	1	True	3.0	6	7	6	7	6a	14	1/8	False	3	False				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	6	6	6	2	2	2	True	False	False
348	12	49	7	C	1	4	4	2	1	True	3.5	6	7	6	7	6a	29/2	1/8	False	3	False				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	6	6	6	1	1	1	True	True	True
360	12	53	11	E	1	4	4	2	1	True	4.0	6	7	6	7	6a	15	1/8	False	3	True				False	13		V	F#	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	6	6	6	5	5	5	True	False	False
360	24	56	8	G	1	4	4	1	1	True	4.0	6	7	6	7	6a	15	1/4	False	3	True				False	13		V	F#	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	6	6	6	2	2	2	True	False	False
360	24	61	7	C	1	4	4	1	1	True	4.0	6	7	6	7	6a	15	1/4	False	4	True				False	13		V	F#	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	6	6	6	1	1	1	True	True	True
360	24	68	8	G	1	4	4	1	1	True	4.0	6	7	6	7	6a	15	1/4	False	4	True				False	13		V	F#	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	6	6	6	2	2	2	True	False	False
372	12	49	7	C	1	4	4	2	1	True	4.5	6	7	6	7	6a	31/2	1/8	False	3	False				False	13		V	F#	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	6	6	6	1	1	1	True	True	True
384	12	42	6	F	1	4	4	2	1	True	1.0	6	8	7	8	7a	16	1/8	False	2	True				False	14		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	0	0	0	True	True	True
384	72	42	6	F	1	4	4	2	2	True	1.0	6	8	7	8	7a	16	3/4	False	2	True				False	14		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	0	0	0	True	True	True
384	24	58	10	A	1	4	4	1	1	True	1.0	6	8	7	8	7a	16	1/4	False	3	True				False	14		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	4	4	4	True	False	False
384	24	61	7	C	1	4	4	1	1	True	1.0	6	8	7	8	7a	16	1/4	False	4	True				False	14		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	1	1	1	True	False	False
384	24	70	10	A	1	4	4	1	1	True	1.0	6	8	7	8	7a	16	1/4	False	4	True				False	14		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	4	4	4	True	False	False
396	12	54	6	F	1	4	4	2	1	True	1.5	6	8	7	8	7a	33/2	1/8	False	3	False				False	14		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	0	0	0	True	True	True
408	12	47	5	B	0	4	4	2	1	True	2.0	6	8	7	8	7a	17	1/8	False	2	True				False	15		IV	F#	I	I	IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major	I	IV, major		IV	6	6	6	-1	-1	-1	True	True	True
408	24	63	9	D	1	4	4	1	1	True	2.0	6	8	7	8	7a	17	1/4	False	4	True				False	15		IV	F#	I	I	IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major	I	IV, major		IV	6	6	6	3	3	3	True	False	False
408	24	75	9	D	1	4	4	1	1	True	2.0	6	8	7	8	7a	17	1/4	False	5	True				False	15		IV	F#	I	I	IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major	I	IV, major		IV	6	6	6	3	3	3	True	False	False
420	12	54	6	F	1	4	4	2	1	True	2.5	6	8	7	8	7a	35/2	1/8	False	3	False				False	15		IV	F#	I	I	IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major	I	IV, major		IV	6	6	6	0	0	0	True	False	False
432	12	46	10	A	1	4	4	2	1	True	3.0	6	8	7	8	7a	18	1/8	False	2	True				False	16		I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	4	4	4	True	False	False
432	24	61	7	C	1	4	4	1	1	True	3.0	6	8	7	8	7a	18	1/4	False	4	True				False	16		I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	1	1	1	True	False	False
432	24	73	7	C	1	4	4	1	1	True	3.0	6	8	7	8	7a	18	1/4	False	5	True				False	16		I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	1	1	1	True	False	False
444	12	54	6	F	1	4	4	2	1	True	3.5	6	8	7	8	7a	37/2	1/8	False	3	False				False	16		I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	6	6	6	0	0	0	True	True	True
456	24	42	6	F	1	4	4	2	2	True	4.0	6	8	7	8	7a	19	1/4	False	2	True				False	17		IV6	F#	I	I	IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	6	6	6	0	0	0	True	False	False
456	12	51	9	D	1	4	4	2	1	True	4.0	6	8	7	8	7a	19	1/8	False	3	True				False	17		IV6	F#	I	I	IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	6	6	6	3	3	3	True	False	True
456	24	66	6	F	1	4	4	1	1	True	4.0	6	8	7	8	7a	19	1/4	False	4	True				False	17		IV6	F#	I	I	IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	6	6	6	0	0	0	True	False	False
456	24	78	6	F	1	4	4	1	1	True	4.0	6	8	7	8	7a	19	1/4	False	5	True				False	17		IV6	F#	I	I	IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	6	6	6	0	0	0	True	False	False
