onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
30	6	36	0	C	0	4	4	2	1	True	3.5	0	1	1	1	1a	5/2	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
30	6	43	1	G	0	4	4	2	1	True	3.5	0	1	1	1	1a	5/2	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
30	6	48	0	C	0	4	4	1	1	True	3.5	0	1	1	1	1a	5/2	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
30	6	52	4	E	0	4	4	1	1	True	3.5	0	1	1	1	1a	5/2	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
36	6	36	0	C	0	4	4	2	1	True	4.0	0	1	1	1	1a	3	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
36	6	43	1	G	0	4	4	2	1	True	4.0	0	1	1	1	1a	3	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
36	6	48	0	C	0	4	4	1	1	True	4.0	0	1	1	1	1a	3	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
36	6	52	4	E	0	4	4	1	1	True	4.0	0	1	1	1	1a	3	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
42	6	36	0	C	0	4	4	2	1	True	4.5	0	1	1	1	1a	7/2	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
42	6	43	1	G	0	4	4	2	1	True	4.5	0	1	1	1	1a	7/2	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
42	6	48	0	C	0	4	4	1	1	True	4.5	0	1	1	1	1a	7/2	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
42	6	52	4	E	0	4	4	1	1	True	4.5	0	1	1	1	1a	7/2	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
48	6	36	0	C	0	4	4	2	1	True	1.0	0	2	2	2	2a	4	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
48	6	43	1	G	0	4	4	2	1	True	1.0	0	2	2	2	2a	4	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
48	6	48	0	C	0	4	4	1	1	True	1.0	0	2	2	2	2a	4	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
48	6	52	4	E	0	4	4	1	1	True	1.0	0	2	2	2	2a	4	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
54	6	36	0	C	0	4	4	2	1	True	1.5	0	2	2	2	2a	9/2	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
54	6	43	1	G	0	4	4	2	1	True	1.5	0	2	2	2	2a	9/2	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
54	6	48	0	C	0	4	4	1	1	True	1.5	0	2	2	2	2a	9/2	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
54	6	52	4	E	0	4	4	1	1	True	1.5	0	2	2	2	2a	9/2	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
60	6	36	0	C	0	4	4	2	1	True	2.0	0	2	2	2	2a	5	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
60	6	43	1	G	0	4	4	2	1	True	2.0	0	2	2	2	2a	5	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
60	6	48	0	C	0	4	4	1	1	True	2.0	0	2	2	2	2a	5	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
60	6	52	4	E	0	4	4	1	1	True	2.0	0	2	2	2	2a	5	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
66	6	36	0	C	0	4	4	2	1	True	2.5	0	2	2	2	2a	11/2	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
66	6	43	1	G	0	4	4	2	1	True	2.5	0	2	2	2	2a	11/2	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
66	6	48	0	C	0	4	4	1	1	True	2.5	0	2	2	2	2a	11/2	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
66	6	52	4	E	0	4	4	1	1	True	2.5	0	2	2	2	2a	11/2	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
72	6	36	0	C	0	4	4	2	1	True	3.0	0	2	2	2	2a	6	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
72	6	43	1	G	0	4	4	2	1	True	3.0	0	2	2	2	2a	6	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
72	6	48	0	C	0	4	4	1	1	True	3.0	0	2	2	2	2a	6	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
72	6	52	4	E	0	4	4	1	1	True	3.0	0	2	2	2	2a	6	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
78	6	36	0	C	0	4	4	2	1	True	3.5	0	2	2	2	2a	13/2	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
78	6	43	1	G	0	4	4	2	1	True	3.5	0	2	2	2	2a	13/2	1/8	False	2	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
78	6	48	0	C	0	4	4	1	1	True	3.5	0	2	2	2	2a	13/2	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
78	6	52	4	E	0	4	4	1	1	True	3.5	0	2	2	2	2a	13/2	1/8	False	3	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
84	6	36	0	C	0	4	4	2	1	True	4.0	0	2	2	2	2a	7	1/8	False	2	True				False	1		V2/V		C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	0	0	1	0	0	-1	True	False	True
84	6	45	3	A	0	4	4	2	1	True	4.0	0	2	2	2	2a	7	1/8	False	2	True				False	1		V2/V		C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	0	0	1	3	3	2	True	False	False
84	6	50	2	D	0	4	4	1	1	True	4.0	0	2	2	2	2a	7	1/8	False	3	True				False	1		V2/V		C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	0	0	1	2	2	1	True	True	False
84	6	54	6	F	1	4	4	1	1	True	4.0	0	2	2	2	2a	7	1/8	False	3	True				False	1		V2/V		C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	0	0	1	6	6	5	True	False	False
90	6	36	0	C	0	4	4	2	1	True	4.5	0	2	2	2	2a	15/2	1/8	False	2	False				False	1		V2/V		C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	0	0	1	0	0	-1	True	False	True
90	6	45	3	A	0	4	4	2	1	True	4.5	0	2	2	2	2a	15/2	1/8	False	2	False				False	1		V2/V		C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	0	0	1	3	3	2	True	False	False
90	6	50	2	D	0	4	4	1	1	True	4.5	0	2	2	2	2a	15/2	1/8	False	3	False				False	1		V2/V		C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	0	0	1	2	2	1	True	True	False
90	6	54	6	F	1	4	4	1	1	True	4.5	0	2	2	2	2a	15/2	1/8	False	3	False				False	1		V2/V		C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	0	0	1	6	6	5	True	False	False
96	6	35	5	B	0	4	4	2	1	True	1.0	0	3	3	3	3a	8	1/8	True	1	True				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
96	6	43	1	G	0	4	4	2	1	True	1.0	0	3	3	3	3a	8	1/8	True	2	True				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
96	18	50	2	D	0	4	4	1	1	True	1.0	0	3	3	3	3a	8	3/8	True	3	True				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	2	2	2	True	False	False
96	18	55	1	G	0	4	4	1	1	True	1.0	0	3	3	3	3a	8	3/8	True	3	True				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
102	6	35	5	B	0	4	4	2	1	True	1.5	0	3	3	3	3a	17/2	1/8	False	1	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
102	6	43	1	G	0	4	4	2	1	True	1.5	0	3	3	3	3a	17/2	1/8	False	2	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
108	6	35	5	B	0	4	4	2	1	True	2.0	0	3	3	3	3a	9	1/8	False	1	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
108	6	43	1	G	0	4	4	2	1	True	2.0	0	3	3	3	3a	9	1/8	False	2	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
114	6	35	5	B	0	4	4	2	1	True	2.5	0	3	3	3	3a	19/2	1/8	False	1	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
114	6	43	1	G	0	4	4	2	1	True	2.5	0	3	3	3	3a	19/2	1/8	False	2	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
114	3	59	5	B	0	4	4	1	1	True	2.5	0	3	3	3	3a	19/2	1/16	False	3	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
117	3	57	3	A	0	4	4	1	1	True	2.75	0	3	3	3	3a	39/4	1/16	False	3	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	3	3	3	False	False	False
120	6	35	5	B	0	4	4	2	1	True	3.0	0	3	3	3	3a	10	1/8	False	1	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
120	6	43	1	G	0	4	4	2	1	True	3.0	0	3	3	3	3a	10	1/8	False	2	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
120	6	55	1	G	0	4	4	1	1	True	3.0	0	3	3	3	3a	10	1/8	False	3	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
126	6	35	5	B	0	4	4	2	1	True	3.5	0	3	3	3	3a	21/2	1/8	False	1	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
126	6	43	1	G	0	4	4	2	1	True	3.5	0	3	3	3	3a	21/2	1/8	False	2	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
132	6	35	5	B	0	4	4	2	1	True	4.0	0	3	3	3	3a	11	1/8	False	1	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
132	6	43	1	G	0	4	4	2	1	True	4.0	0	3	3	3	3a	11	1/8	False	2	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
138	6	35	5	B	0	4	4	2	1	True	4.5	0	3	3	3	3a	23/2	1/8	False	1	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
138	6	43	1	G	0	4	4	2	1	True	4.5	0	3	3	3	3a	23/2	1/8	False	2	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
144	0	85	7	C	1	4	4	1	1	True	1.0	0	4	4	4	4a	12	0	False	6	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	7	7	7	False	False	False
144	6	35	5	B	0	4	4	2	1	True	1.0	0	4	4	4	4a	12	1/8	False	1	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
144	6	43	1	G	0	4	4	2	1	True	1.0	0	4	4	4	4a	12	1/8	False	2	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
144	12	86	2	D	0	4	4	1	1	True	1.0	0	4	4	4	4a	12	1/4	False	6	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	2	2	2	True	False	False
150	6	35	5	B	0	4	4	2	1	True	1.5	0	4	4	4	4a	25/2	1/8	False	1	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
150	6	43	1	G	0	4	4	2	1	True	1.5	0	4	4	4	4a	25/2	1/8	False	2	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
156	6	35	5	B	0	4	4	2	1	True	2.0	0	4	4	4	4a	13	1/8	False	1	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
156	6	43	1	G	0	4	4	2	1	True	2.0	0	4	4	4	4a	13	1/8	False	2	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
156	3	86	2	D	0	4	4	1	1	False	2.0	0	4	4	4	4a	13	1/16	False	6	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	2	2	2	True	False	False
159	3	84	0	C	0	4	4	1	1	True	2.25	0	4	4	4	4a	53/4	1/16	False	6	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	0	0	0	False	False	False
