onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
2432	4	63	9	D	1	4	4	1	1	True	3.667	0	51	51	51	51a	608/3	1/12	False	4	False				False	110		V7		C	III		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	III	III, major	V		III	III	False	V7	V7, major		V7, major		V	0	4	4	9	5	5	True	False	False
2436	12	47	5	B	0	4	4	2	1	True	4.0	0	51	51	51	51a	203	1/4	False	2	False				False	110		V7		C	III		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	III	III, major	V		III	III	False	V7	V7, major		V7, major		V	0	4	4	5	1	1	True	True	True
2436	4	75	9	D	1	4	4	1	1	True	4.0	0	51	51	51	51a	203	1/12	False	5	False				False	110		V7		C	III		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	III	III, major	V		III	III	False	V7	V7, major		V7, major		V	0	4	4	9	5	5	True	False	False
2440	4	69	3	A	0	4	4	1	1	True	4.333	0	51	51	51	51a	610/3	1/12	False	4	False				False	110		V7		C	III		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	III	III, major	V		III	III	False	V7	V7, major		V7, major		V	0	4	4	3	-1	-1	True	False	False
2444	4	66	6	F	1	4	4	1	1	True	4.667	0	51	51	51	51a	611/3	1/12	False	4	False				False	110		V7		C	III		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	III	III, major	V		III	III	False	V7	V7, major		V7, major		V	0	4	4	6	2	2	True	False	False
2448	4	52	4	E	0	4	4	2	1	True	1.0	0	52	52	52	52a	204	1/12	False	3	True				False	111		I6		C	III		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	III	III, major	I		III	III	False	I6	I6, major		I6, major		I	0	4	4	4	0	0	True	True	False
2448	12	68	8	G	1	4	4	1	1	True	1.0	0	52	52	52	52a	204	1/4	False	4	True				False	111		I6		C	III		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	III	III, major	I		III	III	False	I6	I6, major		I6, major		I	0	4	4	8	4	4	True	False	True
2448	12	76	4	E	0	4	4	1	1	True	1.0	0	52	52	52	52a	204	1/4	False	5	True				False	111		I6		C	III		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	III	III, major	I		III	III	False	I6	I6, major		I6, major		I	0	4	4	4	0	0	True	True	False
2452	4	47	5	B	0	4	4	2	1	True	1.333	0	52	52	52	52a	613/3	1/12	False	2	False				False	111		I6		C	III		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	III	III, major	I		III	III	False	I6	I6, major		I6, major		I	0	4	4	5	1	1	True	False	False
2456	4	44	8	G	1	4	4	2	1	True	1.667	0	52	52	52	52a	614/3	1/12	False	2	False				False	111		I6		C	III		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	III	III, major	I		III	III	False	I6	I6, major		I6, major		I	0	4	4	8	4	4	True	False	True
2460	4	47	5	B	0	4	4	2	1	True	2.0	0	52	52	52	52a	205	1/12	False	2	True				False	112		V(64)		C	III		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	III	III, major	V		III	III	False	V	V, major		V(64), major		V	0	4	4	5	1	1	True	True	True
2460	24	71	5	B	0	4	4	1	1	True	2.0	0	52	52	52	52a	205	1/2	False	4	True				False	112		V(64)		C	III		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	III	III, major	V		III	III	False	V	V, major		V(64), major		V	0	4	4	5	1	1	True	True	True
2464	4	52	4	E	0	4	4	2	1	True	2.333	0	52	52	52	52a	616/3	1/12	False	3	False				False	112		V(64)		C	III		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	III	III, major	V		III	III	False	V	V, major		V(64), major		V	0	4	4	4	0	0	True	False	False
2468	4	56	8	G	1	4	4	2	1	True	2.667	0	52	52	52	52a	617/3	1/12	False	3	False				False	112		V(64)		C	III		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	III	III, major	V		III	III	False	V	V, major		V(64), major		V	0	4	4	8	4	4	True	False	False
2472	4	54	6	F	1	4	4	2	1	True	3.0	0	52	52	52	52a	206	1/12	False	3	True				False	113		V		C	III		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	III	III, major	V		III	III	False	V	V, major		V, major		V	0	4	4	6	2	2	True	False	False
2476	4	51	9	D	1	4	4	2	1	True	3.333	0	52	52	52	52a	619/3	1/12	False	3	False				False	113		V		C	III		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	III	III, major	V		III	III	False	V	V, major		V, major		V	0	4	4	9	5	5	True	False	False
2480	4	47	5	B	0	4	4	2	1	True	3.667	0	52	52	52	52a	620/3	1/12	False	2	False				False	113		V		C	III		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	III	III, major	V		III	III	False	V	V, major		V, major		V	0	4	4	5	1	1	True	True	True
2484	4	51	9	D	1	4	4	2	1	True	4.0	0	52	52	52	52a	207	1/12	False	3	True				False	114		V65		C	III		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	III	III, major	V		III	III	False	V65	V65, major		V65, major		V	0	4	4	9	5	5	True	False	True
2484	12	71	5	B	0	4	4	1	1	True	4.0	0	52	52	52	52a	207	1/4	False	4	True				False	114		V65		C	III		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	III	III, major	V		III	III	False	V65	V65, major		V65, major		V	0	4	4	5	1	1	True	True	False
2488	4	54	6	F	1	4	4	2	1	True	4.333	0	52	52	52	52a	622/3	1/12	False	3	False				False	114		V65		C	III		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	III	III, major	V		III	III	False	V65	V65, major		V65, major		V	0	4	4	6	2	2	True	False	False
2492	4	57	3	A	0	4	4	2	1	True	4.667	0	52	52	52	52a	623/3	1/12	False	3	False				False	114		V65		C	III		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	III	III, major	V		III	III	False	V65	V65, major		V65, major		V	0	4	4	3	-1	-1	True	False	False
2496	4	56	8	G	1	4	4	2	1	True	1.0	0	53	53	53	53a	208	1/12	False	3	True				False	115		V(64)		C	III		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	III	III, major	V		III	III	False	V	V, major		V(64), major		V	0	4	4	8	4	4	True	False	False
2496	12	71	5	B	0	4	4	1	1	False	1.0	0	53	53	53	53a	208	1/4	False	4	True				False	115		V(64)		C	III		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	III	III, major	V		III	III	False	V	V, major		V(64), major		V	0	4	4	5	1	1	True	True	True
2500	4	52	4	E	0	4	4	2	1	True	1.333	0	53	53	53	53a	625/3	1/12	False	3	False				False	115		V(64)		C	III		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	III	III, major	V		III	III	False	V	V, major		V(64), major		V	0	4	4	4	0	0	True	False	False
2504	4	47	5	B	0	4	4	2	1	True	1.667	0	53	53	53	53a	626/3	1/12	False	2	False				False	115		V(64)		C	III		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	III	III, major	V		III	III	False	V	V, major		V(64), major		V	0	4	4	5	1	1	True	True	True
2508	4	52	4	E	0	4	4	2	1	True	2.0	0	53	53	53	53a	209	1/12	False	3	True				False	116		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	4	0	0	True	True	True
2508	24	71	5	B	0	4	4	1	1	True	2.0	0	53	53	53	53a	209	1/2	False	4	True				False	116		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	5	1	1	True	False	False
2512	4	56	8	G	1	4	4	2	1	True	2.333	0	53	53	53	53a	628/3	1/12	False	3	False				False	116		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	8	4	4	True	False	False
2516	4	59	5	B	0	4	4	2	1	True	2.667	0	53	53	53	53a	629/3	1/12	False	3	False				False	116		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	5	1	1	True	False	False
2520	4	57	3	A	0	4	4	2	1	True	3.0	0	53	53	53	53a	210	1/12	False	3	True				False	117		V65		C	III		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	III	III, major	V		III	III	False	V65	V65, major		V65, major		V	0	4	4	3	-1	-1	True	False	False
2524	4	54	6	F	1	4	4	2	1	True	3.333	0	53	53	53	53a	631/3	1/12	False	3	False				False	117		V65		C	III		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	III	III, major	V		III	III	False	V65	V65, major		V65, major		V	0	4	4	6	2	2	True	False	False
2528	4	51	9	D	1	4	4	2	1	True	3.667	0	53	53	53	53a	632/3	1/12	False	3	False				False	117		V65		C	III		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	III	III, major	V		III	III	False	V65	V65, major		V65, major		V	0	4	4	9	5	5	True	False	True
2532	4	63	9	D	1	4	4	2	1	True	4.0	0	53	53	53	53a	211	1/12	False	4	True				False	118		V43		C	III		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	III	III, major	V		III	III	False	V43	V43, major		V43, major		V	0	4	4	9	5	5	True	False	False
2532	12	71	5	B	0	4	4	1	1	True	4.0	0	53	53	53	53a	211	1/4	False	4	True				False	118		V43		C	III		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	III	III, major	V		III	III	False	V43	V43, major		V43, major		V	0	4	4	5	1	1	True	True	False
2536	4	57	3	A	0	4	4	2	1	True	4.333	0	53	53	53	53a	634/3	1/12	False	3	False				False	118		V43		C	III		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	III	III, major	V		III	III	False	V43	V43, major		V43, major		V	0	4	4	3	-1	-1	True	False	False
2540	4	54	6	F	1	4	4	2	1	True	4.667	0	53	53	53	53a	635/3	1/12	False	3	False				False	118		V43		C	III		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	III	III, major	V		III	III	False	V43	V43, major		V43, major		V	0	4	4	6	2	2	True	False	True
2544	4	56	8	G	1	4	4	2	1	True	1.0	0	54	54	54	54a	212	1/12	False	3	True				False	119		I6		C	III		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	III	III, major	I		III	III	False	I6	I6, major		I6, major		I	0	4	4	8	4	4	True	False	True
2544	4	76	4	E	0	4	4	1	1	True	1.0	0	54	54	54	54a	212	1/12	False	5	True				False	119		I6		C	III		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	III	III, major	I		III	III	False	I6	I6, major		I6, major		I	0	4	4	4	0	0	True	True	False
2548	4	59	5	B	0	4	4	2	1	True	1.333	0	54	54	54	54a	637/3	1/12	False	3	False				False	119		I6		C	III		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	III	III, major	I		III	III	False	I6	I6, major		I6, major		I	0	4	4	5	1	1	True	False	False
2548	4	71	5	B	0	4	4	1	1	True	1.333	0	54	54	54	54a	637/3	1/12	False	4	False				False	119		I6		C	III		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	III	III, major	I		III	III	False	I6	I6, major		I6, major		I	0	4	4	5	1	1	True	False	False
2552	4	64	4	E	0	4	4	2	1	True	1.667	0	54	54	54	54a	638/3	1/12	False	4	False				False	119		I6		C	III		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	III	III, major	I		III	III	False	I6	I6, major		I6, major		I	0	4	4	4	0	0	True	True	False
2552	4	68	8	G	1	4	4	1	1	True	1.667	0	54	54	54	54a	638/3	1/12	False	4	False				False	119		I6		C	III		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	III	III, major	I		III	III	False	I6	I6, major		I6, major		I	0	4	4	8	4	4	True	False	True
2556	4	59	5	B	0	4	4	2	1	True	2.0	0	54	54	54	54a	213	1/12	False	3	True				False	120		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	5	1	1	True	False	False
2556	4	71	5	B	0	4	4	1	1	True	2.0	0	54	54	54	54a	213	1/12	False	4	True				False	120		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	5	1	1	True	False	False
2560	4	56	8	G	1	4	4	2	1	True	2.333	0	54	54	54	54a	640/3	1/12	False	3	False				False	120		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	8	4	4	True	False	False
2560	4	76	4	E	0	4	4	1	1	True	2.333	0	54	54	54	54a	640/3	1/12	False	5	False				False	120		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	4	0	0	True	True	True
2564	4	52	4	E	0	4	4	2	1	True	2.667	0	54	54	54	54a	641/3	1/12	False	3	False				False	120		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	4	0	0	True	True	True
2564	4	80	8	G	1	4	4	1	1	True	2.667	0	54	54	54	54a	641/3	1/12	False	5	False				False	120		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	8	4	4	True	False	False
2568	4	51	9	D	1	4	4	2	1	True	3.0	0	54	54	54	54a	214	1/12	False	3	True				False	121		V65		C	III		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	III	III, major	V		III	III	False	V65	V65, major		V65, major		V	0	4	4	9	5	5	True	False	True
2568	4	78	6	F	1	4	4	1	1	True	3.0	0	54	54	54	54a	214	1/12	False	5	True				False	121		V65		C	III		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	III	III, major	V		III	III	False	V65	V65, major		V65, major		V	0	4	4	6	2	2	True	False	False
2572	4	54	6	F	1	4	4	2	1	True	3.333	0	54	54	54	54a	643/3	1/12	False	3	False				False	121		V65		C	III		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	III	III, major	V		III	III	False	V65	V65, major		V65, major		V	0	4	4	6	2	2	True	False	False
2572	4	75	9	D	1	4	4	1	1	True	3.333	0	54	54	54	54a	643/3	1/12	False	5	False				False	121		V65		C	III		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	III	III, major	V		III	III	False	V65	V65, major		V65, major		V	0	4	4	9	5	5	True	False	True
2576	4	57	3	A	0	4	4	2	1	True	3.667	0	54	54	54	54a	644/3	1/12	False	3	False				False	121		V65		C	III		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	III	III, major	V		III	III	False	V65	V65, major		V65, major		V	0	4	4	3	-1	-1	True	False	False
2576	4	71	5	B	0	4	4	1	1	True	3.667	0	54	54	54	54a	644/3	1/12	False	4	False				False	121		V65		C	III		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	III	III, major	V		III	III	False	V65	V65, major		V65, major		V	0	4	4	5	1	1	True	True	False
2580	4	54	6	F	1	4	4	2	1	True	4.0	0	54	54	54	54a	215	1/12	False	3	True				False	122		V7		C	III		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	III	III, major	V		III	III	False	V7	V7, major		V7, major		V	0	4	4	6	2	2	True	False	False
2580	4	75	9	D	1	4	4	1	1	True	4.0	0	54	54	54	54a	215	1/12	False	5	True				False	122		V7		C	III		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	III	III, major	V		III	III	False	V7	V7, major		V7, major		V	0	4	4	9	5	5	True	False	False
2584	4	51	9	D	1	4	4	2	1	True	4.333	0	54	54	54	54a	646/3	1/12	False	3	False				False	122		V7		C	III		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	III	III, major	V		III	III	False	V7	V7, major		V7, major		V	0	4	4	9	5	5	True	False	False
2584	4	78	6	F	1	4	4	1	1	True	4.333	0	54	54	54	54a	646/3	1/12	False	5	False				False	122		V7		C	III		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	III	III, major	V		III	III	False	V7	V7, major		V7, major		V	0	4	4	6	2	2	True	False	False
2588	4	47	5	B	0	4	4	2	1	True	4.667	0	54	54	54	54a	647/3	1/12	False	2	False				False	122		V7		C	III		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	III	III, major	V		III	III	False	V7	V7, major		V7, major		V	0	4	4	5	1	1	True	True	True
2588	4	81	3	A	0	4	4	1	1	True	4.667	0	54	54	54	54a	647/3	1/12	False	5	False				False	122		V7		C	III		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	III	III, major	V		III	III	False	V7	V7, major		V7, major		V	0	4	4	3	-1	-1	True	False	False
2592	4	52	4	E	0	4	4	2	1	True	1.0	0	55	55	55	55a	216	1/12	False	3	True				False	123		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	4	0	0	True	True	True
2592	4	80	8	G	1	4	4	1	1	True	1.0	0	55	55	55	55a	216	1/12	False	5	True				False	123		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	8	4	4	True	False	False
2596	4	56	8	G	1	4	4	2	1	True	1.333	0	55	55	55	55a	649/3	1/12	False	3	False				False	123		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	8	4	4	True	False	False
2596	4	76	4	E	0	4	4	1	1	True	1.333	0	55	55	55	55a	649/3	1/12	False	5	False				False	123		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	4	0	0	True	True	True
2600	4	59	5	B	0	4	4	2	1	True	1.667	0	55	55	55	55a	650/3	1/12	False	3	False				False	123		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	5	1	1	True	False	False
2600	4	71	5	B	0	4	4	1	1	True	1.667	0	55	55	55	55a	650/3	1/12	False	4	False				False	123		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	5	1	1	True	False	False
2604	4	56	8	G	1	4	4	2	1	True	2.0	0	55	55	55	55a	217	1/12	False	3	True				False	124		V(64)		C	III		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	III	III, major	V		III	III	False	V	V, major		V(64), major		V	0	4	4	8	4	4	True	False	False
2604	4	76	4	E	0	4	4	1	1	True	2.0	0	55	55	55	55a	217	1/12	False	5	True				False	124		V(64)		C	III		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	III	III, major	V		III	III	False	V	V, major		V(64), major		V	0	4	4	4	0	0	True	False	False
2608	4	52	4	E	0	4	4	2	1	True	2.333	0	55	55	55	55a	652/3	1/12	False	3	False				False	124		V(64)		C	III		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	III	III, major	V		III	III	False	V	V, major		V(64), major		V	0	4	4	4	0	0	True	False	False
2608	4	80	8	G	1	4	4	1	1	True	2.333	0	55	55	55	55a	652/3	1/12	False	5	False				False	124		V(64)		C	III		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	III	III, major	V		III	III	False	V	V, major		V(64), major		V	0	4	4	8	4	4	True	False	False
2612	4	47	5	B	0	4	4	2	1	True	2.667	0	55	55	55	55a	653/3	1/12	False	2	False				False	124		V(64)		C	III		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	III	III, major	V		III	III	False	V	V, major		V(64), major		V	0	4	4	5	1	1	True	True	True
2612	4	83	5	B	0	4	4	1	1	True	2.667	0	55	55	55	55a	653/3	1/12	False	5	False				False	124		V(64)		C	III		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	III	III, major	V		III	III	False	V	V, major		V(64), major		V	0	4	4	5	1	1	True	True	True
2616	4	54	6	F	1	4	4	2	1	True	3.0	0	55	55	55	55a	218	1/12	False	3	True				False	125		V43		C	III		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	III	III, major	V		III	III	False	V43	V43, major		V43, major		V	0	4	4	6	2	2	True	False	True
2616	4	81	3	A	0	4	4	1	1	True	3.0	0	55	55	55	55a	218	1/12	False	5	True				False	125		V43		C	III		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	III	III, major	V		III	III	False	V43	V43, major		V43, major		V	0	4	4	3	-1	-1	True	False	False
2620	4	57	3	A	0	4	4	2	1	True	3.333	0	55	55	55	55a	655/3	1/12	False	3	False				False	125		V43		C	III		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	III	III, major	V		III	III	False	V43	V43, major		V43, major		V	0	4	4	3	-1	-1	True	False	False
2620	4	78	6	F	1	4	4	1	1	True	3.333	0	55	55	55	55a	655/3	1/12	False	5	False				False	125		V43		C	III		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	III	III, major	V		III	III	False	V43	V43, major		V43, major		V	0	4	4	6	2	2	True	False	True
2624	4	59	5	B	0	4	4	2	1	True	3.667	0	55	55	55	55a	656/3	1/12	False	3	False				False	125		V43		C	III		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	III	III, major	V		III	III	False	V43	V43, major		V43, major		V	0	4	4	5	1	1	True	True	False
2624	4	75	9	D	1	4	4	1	1	True	3.667	0	55	55	55	55a	656/3	1/12	False	5	False				False	125		V43		C	III		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	III	III, major	V		III	III	False	V43	V43, major		V43, major		V	0	4	4	9	5	5	True	False	False
2628	4	57	3	A	0	4	4	2	1	True	4.0	0	55	55	55	55a	219	1/12	False	3	True				False	126		V2		C	III		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	III	III, major	V		III	III	False	V2	V2, major		V2, major		V	0	4	4	3	-1	-1	True	False	True
2628	4	87	9	D	1	4	4	1	1	True	4.0	0	55	55	55	55a	219	1/12	False	6	True				False	126		V2		C	III		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	III	III, major	V		III	III	False	V2	V2, major		V2, major		V	0	4	4	9	5	5	True	False	False
2632	4	59	5	B	0	4	4	2	1	True	4.333	0	55	55	55	55a	658/3	1/12	False	3	False				False	126		V2		C	III		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	III	III, major	V		III	III	False	V2	V2, major		V2, major		V	0	4	4	5	1	1	True	True	False
2632	4	83	5	B	0	4	4	1	1	True	4.333	0	55	55	55	55a	658/3	1/12	False	5	False				False	126		V2		C	III		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	III	III, major	V		III	III	False	V2	V2, major		V2, major		V	0	4	4	5	1	1	True	True	False
2636	4	66	6	F	1	4	4	2	1	True	4.667	0	55	55	55	55a	659/3	1/12	False	4	False				False	126		V2		C	III		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	III	III, major	V		III	III	False	V2	V2, major		V2, major		V	0	4	4	6	2	2	True	False	False
2636	4	78	6	F	1	4	4	1	1	True	4.667	0	55	55	55	55a	659/3	1/12	False	5	False				False	126		V2		C	III		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	III	III, major	V		III	III	False	V2	V2, major		V2, major		V	0	4	4	6	2	2	True	False	False
2640	4	56	8	G	1	4	4	2	1	True	1.0	0	56	56	56	56a	220	1/12	False	3	True				False	127		I6		C	III		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	III	III, major	I		III	III	False	I6	I6, major		I6, major		I	0	4	4	8	4	4	True	False	True
2640	4	88	4	E	0	4	4	1	1	True	1.0	0	56	56	56	56a	220	1/12	False	6	True				False	127		I6		C	III		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	III	III, major	I		III	III	False	I6	I6, major		I6, major		I	0	4	4	4	0	0	True	True	False
2644	4	59	5	B	0	4	4	2	1	True	1.333	0	56	56	56	56a	661/3	1/12	False	3	False				False	127		I6		C	III		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	III	III, major	I		III	III	False	I6	I6, major		I6, major		I	0	4	4	5	1	1	True	False	False
2644	4	83	5	B	0	4	4	1	1	True	1.333	0	56	56	56	56a	661/3	1/12	False	5	False				False	127		I6		C	III		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	III	III, major	I		III	III	False	I6	I6, major		I6, major		I	0	4	4	5	1	1	True	False	False
2648	4	64	4	E	0	4	4	2	1	True	1.667	0	56	56	56	56a	662/3	1/12	False	4	False				False	127		I6		C	III		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	III	III, major	I		III	III	False	I6	I6, major		I6, major		I	0	4	4	4	0	0	True	True	False
2648	4	80	8	G	1	4	4	1	1	True	1.667	0	56	56	56	56a	662/3	1/12	False	5	False				False	127		I6		C	III		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	III	III, major	I		III	III	False	I6	I6, major		I6, major		I	0	4	4	8	4	4	True	False	True
2652	4	52	4	E	0	4	4	2	1	True	2.0	0	56	56	56	56a	221	1/12	False	3	True				False	128		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	4	0	0	True	True	True
2652	4	83	5	B	0	4	4	1	1	True	2.0	0	56	56	56	56a	221	1/12	False	5	True				False	128		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	5	1	1	True	False	False
2656	4	56	8	G	1	4	4	2	1	True	2.333	0	56	56	56	56a	664/3	1/12	False	3	False				False	128		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	8	4	4	True	False	False
2656	4	80	8	G	1	4	4	1	1	True	2.333	0	56	56	56	56a	664/3	1/12	False	5	False				False	128		I		C	III		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	III	III, major	I		III	III	False	I	I, major		I, major		I	0	4	4	8	4	4	True	False	False
