onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	3	58	-2	B	-1	3	4	1	1	True	3.0	-3	1	0	1	0a	0	3/16	True	3	True			{	False	0		Eb.V{	Eb	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-3	-3	-3	1	1	1	True	True	True
3	1	63	-3	E	-1	3	4	1	1	True	3.75	-3	1	0	1	0a	3/4	1/16	False	4	False				False	0		Eb.V{	Eb	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-3	-3	-3	0	0	0	False	False	False
4	12	51	-3	E	-1	3	4	2	2	True	1.0	-3	2	1	2	1a	1	3/4	False	3	True				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
4	2	55	1	G	0	3	4	2	1	True	1.0	-3	2	1	2	1a	1	1/8	False	3	True				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
4	8	63	-3	E	-1	3	4	1	1	True	1.0	-3	2	1	2	1a	1	1/2	False	4	True				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
6	2	58	-2	B	-1	3	4	2	1	True	1.5	-3	2	1	2	1a	3/2	1/8	False	3	False				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	1	1	1	True	False	False
8	2	55	1	G	0	3	4	2	1	True	2.0	-3	2	1	2	1a	2	1/8	False	3	False				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
10	2	58	-2	B	-1	3	4	2	1	True	2.5	-3	2	1	2	1a	5/2	1/8	False	3	False				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	1	1	1	True	False	False
12	2	55	1	G	0	3	4	2	1	True	3.0	-3	2	1	2	1a	3	1/8	False	3	False				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
12	3	67	1	G	0	3	4	1	1	True	3.0	-3	2	1	2	1a	3	3/16	False	4	False				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
14	2	58	-2	B	-1	3	4	2	1	True	3.5	-3	2	1	2	1a	7/2	1/8	False	3	False				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	1	1	1	True	False	False
15	1	63	-3	E	-1	3	4	1	1	True	3.75	-3	2	1	2	1a	15/4	1/16	False	4	False				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
16	8	53	-1	F	0	3	4	2	2	True	1.0	-3	3	2	3	2a	4	1/2	True	3	True				False	2		V43(4)	Eb	I		V43(4)	V		43	4		Mm7	False	False	(2, -1, 1, 0)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43(4), major		V	-3	-3	-3	2	2	2	True	False	True
16	2	56	-4	A	-1	3	4	2	1	True	1.0	-3	3	2	3	2a	4	1/8	True	3	True				False	2		V43(4)	Eb	I		V43(4)	V		43	4		Mm7	False	False	(2, -1, 1, 0)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43(4), major		V	-3	-3	-3	-1	-1	-1	True	False	False
16	4	63	-3	E	-1	3	4	1	1	True	1.0	-3	3	2	3	2a	4	1/4	True	4	True				False	2		V43(4)	Eb	I		V43(4)	V		43	4		Mm7	False	False	(2, -1, 1, 0)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43(4), major		V	-3	-3	-3	0	0	0	True	False	False
18	2	58	-2	B	-1	3	4	2	1	True	1.5	-3	3	2	3	2a	9/2	1/8	False	3	False				False	2		V43(4)	Eb	I		V43(4)	V		43	4		Mm7	False	False	(2, -1, 1, 0)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43(4), major		V	-3	-3	-3	1	1	1	True	True	False
20	2	56	-4	A	-1	3	4	2	1	True	2.0	-3	3	2	3	2a	5	1/8	False	3	True				False	3		V43	Eb	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-3	-3	-3	-1	-1	-1	True	False	False
20	6	62	2	D	0	3	4	1	1	True	2.0	-3	3	2	3	2a	5	3/8	False	4	True				False	3		V43	Eb	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-3	-3	-3	5	5	5	True	False	False
22	2	58	-2	B	-1	3	4	2	1	True	2.5	-3	3	2	3	2a	11/2	1/8	False	3	False				False	3		V43	Eb	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-3	-3	-3	1	1	1	True	True	False
24	2	53	-1	F	0	3	4	2	2	False	3.0	-3	3	2	3	2a	6	1/8	False	3	False				False	3		V43	Eb	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-3	-3	-3	2	2	2	True	False	True
24	2	56	-4	A	-1	3	4	2	1	True	3.0	-3	3	2	3	2a	6	1/8	False	3	False				False	3		V43	Eb	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-3	-3	-3	-1	-1	-1	True	False	False
26	2	51	-3	E	-1	3	4	2	2	True	3.5	-3	3	2	3	2a	13/2	1/8	False	3	True				False	4		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
26	2	55	1	G	0	3	4	2	1	True	3.5	-3	3	2	3	2a	13/2	1/8	False	3	True				False	4		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
26	2	63	-3	E	-1	3	4	1	1	True	3.5	-3	3	2	3	2a	13/2	1/8	False	4	True				False	4		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
28	6	50	2	D	0	3	4	2	1	True	1.0	-3	4	3	4	3a	7	3/8	False	3	True				False	5		V6	Eb	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-3	-3	-3	5	5	5	True	False	True
28	6	53	-1	F	0	3	4	2	1	True	1.0	-3	4	3	4	3a	7	3/8	False	3	True				False	5		V6	Eb	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-3	-3	-3	2	2	2	True	False	False
28	2	58	-2	B	-1	3	4	1	2	True	1.0	-3	4	3	4	3a	7	1/8	False	3	True				False	5		V6	Eb	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-3	-3	-3	1	1	1	True	True	False
28	6	65	-1	F	0	3	4	1	1	True	1.0	-3	4	3	4	3a	7	3/8	False	4	True				False	5		V6	Eb	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-3	-3	-3	2	2	2	True	False	False
30	2	58	-2	B	-1	3	4	1	2	True	1.5	-3	4	3	4	3a	15/2	1/8	False	3	False				False	5		V6	Eb	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-3	-3	-3	1	1	1	True	True	False
32	2	58	-2	B	-1	3	4	1	2	True	2.0	-3	4	3	4	3a	8	1/8	False	3	False				False	5		V6	Eb	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-3	-3	-3	1	1	1	True	True	False
34	2	48	0	C	0	3	4	2	1	True	2.5	-3	4	3	4	3a	17/2	1/8	False	3	True				False	6		vi7	Eb	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	-3	-3	-3	3	3	3	True	True	True
34	2	51	-3	E	-1	3	4	2	1	True	2.5	-3	4	3	4	3a	17/2	1/8	False	3	True				False	6		vi7	Eb	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	-3	-3	-3	0	0	0	True	False	False
34	2	58	-2	B	-1	3	4	1	2	True	2.5	-3	4	3	4	3a	17/2	1/8	False	3	True				False	6		vi7	Eb	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	-3	-3	-3	1	1	1	True	False	False
