onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
10560	2640	57	3	A	0	4	4	2	1	True	3.0	3	1	1	1	1a	2	1/8	False	3	False				False	0		A.I{	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
10560	5280	88	4	E	0	4	4	1	1	True	3.0	3	1	1	1	1a	2	1/4	False	6	False				False	0		A.I{	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
13200	2640	64	4	E	0	4	4	2	1	True	3.5	3	1	1	1	1a	5/2	1/8	False	4	False				False	0		A.I{	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
15840	2640	61	7	C	1	4	4	2	1	True	4.0	3	1	1	1	1a	3	1/8	False	4	False				False	0		A.I{	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
15840	5280	88	4	E	0	4	4	1	1	True	4.0	3	1	1	1	1a	3	1/4	False	6	False				False	0		A.I{	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
18480	2640	64	4	E	0	4	4	2	1	True	4.5	3	1	1	1	1a	7/2	1/8	False	4	False				False	0		A.I{	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
21120	2640	59	5	B	0	4	4	2	1	True	1.0	3	2	2	2	2a	4	1/8	False	3	True				False	1		V43	A	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	2	2	2	True	False	True
21120	2640	88	4	E	0	4	4	1	1	True	1.0	3	2	2	2	2a	4	1/8	False	6	True				False	1		V43	A	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	1	1	1	True	True	False
23760	2640	64	4	E	0	4	4	2	1	True	1.5	3	2	2	2	2a	9/2	1/8	False	4	False				False	1		V43	A	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	1	1	1	True	True	False
23760	1320	68	8	G	1	4	4	1	1	True	1.5	3	2	2	2	2a	9/2	1/16	False	4	False				False	1		V43	A	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	5	5	5	True	False	False
26400	2640	62	2	D	0	4	4	2	1	True	2.0	3	2	2	2	2a	5	1/8	False	4	False				False	1		V43	A	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	-1	-1	-1	True	False	False
26400	10560	68	8	G	1	4	4	1	1	True	2.0	3	2	2	2	2a	5	1/2	False	4	False				False	1		V43	A	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	5	5	5	True	False	False
29040	2640	64	4	E	0	4	4	2	1	True	2.5	3	2	2	2	2a	11/2	1/8	False	4	False				False	1		V43	A	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	1	1	1	True	True	False
31680	2640	59	5	B	0	4	4	2	1	True	3.0	3	2	2	2	2a	6	1/8	False	3	False				False	1		V43	A	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	2	2	2	True	False	True
34320	2640	64	4	E	0	4	4	2	1	True	3.5	3	2	2	2	2a	13/2	1/8	False	4	False				False	1		V43	A	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	1	1	1	True	True	False
36960	2640	62	2	D	0	4	4	2	1	True	4.0	3	2	2	2	2a	7	1/8	False	4	False				False	1		V43	A	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	-1	-1	-1	True	False	False
36960	5280	68	8	G	1	4	4	1	1	True	4.0	3	2	2	2	2a	7	1/4	False	4	False				False	1		V43	A	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	5	5	5	True	False	False
39600	2640	64	4	E	0	4	4	2	1	True	4.5	3	2	2	2	2a	15/2	1/8	False	4	False				False	1		V43	A	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	1	1	1	True	True	False
42240	2640	61	7	C	1	4	4	2	1	True	1.0	3	3	3	3	3a	8	1/8	False	4	True				False	2		I6	A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
42240	5280	69	3	A	0	4	4	1	1	True	1.0	3	3	3	3	3a	8	1/4	False	4	True				False	2		I6	A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
44880	2640	64	4	E	0	4	4	2	1	True	1.5	3	3	3	3	3a	17/2	1/8	False	4	False				False	2		I6	A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
47520	2640	56	8	G	1	4	4	2	1	True	2.0	3	3	3	3	3a	9	1/8	False	3	True				False	3		V6	A	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	5	5	5	True	False	True
47520	5280	71	5	B	0	4	4	1	1	True	2.0	3	3	3	3	3a	9	1/4	False	4	True				False	3		V6	A	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	2	2	2	True	False	False
50160	2640	64	4	E	0	4	4	2	1	True	2.5	3	3	3	3	3a	19/2	1/8	False	4	False				False	3		V6	A	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	1	1	1	True	True	False
52800	2640	57	3	A	0	4	4	2	1	True	3.0	3	3	3	3	3a	10	1/8	False	3	True				False	4		I	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
52800	5280	73	7	C	1	4	4	1	1	True	3.0	3	3	3	3	3a	10	1/4	False	5	True				False	4		I	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
55440	2640	64	4	E	0	4	4	2	1	True	3.5	3	3	3	3	3a	21/2	1/8	False	4	False				False	4		I	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
58080	2640	54	6	F	1	4	4	2	1	True	4.0	3	3	3	3	3a	11	1/8	False	3	True				False	5		IV6	A	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	3	3	3	3	3	3	True	False	True
58080	5280	74	2	D	0	4	4	1	1	True	4.0	3	3	3	3	3a	11	1/4	False	5	True				False	5		IV6	A	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	3	3	3	-1	-1	-1	True	True	False
60720	2640	57	3	A	0	4	4	2	1	True	4.5	3	3	3	3	3a	23/2	1/8	False	3	False				False	5		IV6	A	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	3	3	3	0	0	0	True	False	False
63360	0	73	7	C	1	4	4	1	1	True	1.0	3	4	4	4	4a	12	0	False	5	True			}	True	6		V(64)}	A	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	3	3	3	4	4	4	True	False	False
63360	2640	52	4	E	0	4	4	2	1	True	1.0	3	4	4	4	4a	12	1/8	False	3	True			}	True	6		V(64)}	A	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	3	3	3	1	1	1	True	True	True
63360	7920	76	4	E	0	4	4	1	1	True	1.0	3	4	4	4	4a	12	3/8	False	5	True			}	True	6		V(64)}	A	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	3	3	3	1	1	1	True	True	True
66000	2640	61	7	C	1	4	4	2	1	True	1.5	3	4	4	4	4a	25/2	1/8	False	4	False				False	6		V(64)}	A	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	3	3	3	4	4	4	True	False	False
68640	2640	57	3	A	0	4	4	2	1	True	2.0	3	4	4	4	4a	13	1/8	False	3	False				False	6		V(64)}	A	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	3	3	3	0	0	0	True	False	False
71280	2640	61	7	C	1	4	4	2	1	True	2.5	3	4	4	4	4a	27/2	1/8	False	4	False				False	6		V(64)}	A	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	3	3	3	4	4	4	True	False	False
71280	1320	74	2	D	0	4	4	1	1	True	2.5	3	4	4	4	4a	27/2	1/16	False	5	False				False	6		V(64)}	A	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	3	3	3	-1	-1	-1	False	False	False
72600	1320	73	7	C	1	4	4	1	1	True	2.75	3	4	4	4	4a	55/4	1/16	False	5	False				False	6		V(64)}	A	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	3	3	3	4	4	4	True	False	False
73920	2640	52	4	E	0	4	4	2	1	True	3.0	3	4	4	4	4a	14	1/8	False	3	True	HC	HC		False	7		V|HC	A	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	1	1	1	True	True	True
73920	5280	71	5	B	0	4	4	1	1	True	3.0	3	4	4	4	4a	14	1/4	False	4	True	HC	HC		False	7		V|HC	A	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	2	2	2	True	False	False
76560	2640	56	8	G	1	4	4	2	1	True	3.5	3	4	4	4	4a	29/2	1/8	False	3	False				False	7		V|HC	A	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	5	5	5	True	False	False
79200	2640	50	2	D	0	4	4	2	1	True	4.0	3	4	4	4	4a	15	1/8	False	3	True				False	8		V2	A	I		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	3	3	3	-1	-1	-1	True	False	True
81840	2640	56	8	G	1	4	4	2	1	True	4.5	3	4	4	4	4a	31/2	1/8	False	3	False				False	8		V2	A	I		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	3	3	3	5	5	5	True	False	False
84480	2640	49	7	C	1	4	4	2	1	True	1.0	3	5	5	5	5a	16	1/8	False	3	True			{	False	9		I6{	A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
87120	1320	57	3	A	0	4	4	1	1	True	1.5	3	5	5	5	5a	33/2	1/16	False	3	False				False	9		I6{	A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
87120	2640	57	3	A	0	4	4	2	1	True	1.5	3	5	5	5	5a	33/2	1/8	False	3	False				False	9		I6{	A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
88440	1320	61	7	C	1	4	4	1	1	True	1.75	3	5	5	5	5a	67/4	1/16	False	4	False				False	9		I6{	A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
89760	2640	52	4	E	0	4	4	2	1	True	2.0	3	5	5	5	5a	17	1/8	False	3	False				False	9		I6{	A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
89760	880	64	4	E	0	4	4	1	1	True	2.0	3	5	5	5	5a	17	1/24	False	4	False				False	9		I6{	A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
90640	880	69	3	A	0	4	4	1	1	True	2.167	3	5	5	5	5a	103/6	1/24	False	4	False				False	9		I6{	A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
91520	880	73	7	C	1	4	4	1	1	True	2.333	3	5	5	5	5a	52/3	1/24	False	5	False				False	9		I6{	A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
92400	2640	57	3	A	0	4	4	2	1	True	2.5	3	5	5	5	5a	35/2	1/8	False	3	False				False	9		I6{	A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
92400	880	76	4	E	0	4	4	1	1	True	2.5	3	5	5	5	5a	35/2	1/24	False	5	False				False	9		I6{	A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
93280	880	81	3	A	0	4	4	1	1	True	2.667	3	5	5	5	5a	53/3	1/24	False	5	False				False	9		I6{	A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
94160	880	85	7	C	1	4	4	1	1	True	2.833	3	5	5	5	5a	107/6	1/24	False	6	False				False	9		I6{	A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
95040	2640	47	5	B	0	4	4	2	1	True	3.0	3	5	5	5	5a	18	1/8	False	2	True				False	10		V64	A	I		V64		V		64			M	False	False	(2, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V64	V64, major		V64, major		V	3	3	3	2	2	2	True	False	True
95040	5280	88	4	E	0	4	4	1	1	True	3.0	3	5	5	5	5a	18	1/4	False	6	True				False	10		V64	A	I		V64		V		64			M	False	False	(2, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V64	V64, major		V64, major		V	3	3	3	1	1	1	True	True	False
97680	2640	56	8	G	1	4	4	2	1	True	3.5	3	5	5	5	5a	37/2	1/8	False	3	False				False	10		V64	A	I		V64		V		64			M	False	False	(2, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V64	V64, major		V64, major		V	3	3	3	5	5	5	True	False	False
100320	2640	52	4	E	0	4	4	2	1	True	4.0	3	5	5	5	5a	19	1/8	False	3	False				False	10		V64	A	I		V64		V		64			M	False	False	(2, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V64	V64, major		V64, major		V	3	3	3	1	1	1	True	True	False
100320	5280	88	4	E	0	4	4	1	1	True	4.0	3	5	5	5	5a	19	1/4	False	6	False				False	10		V64	A	I		V64		V		64			M	False	False	(2, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V64	V64, major		V64, major		V	3	3	3	1	1	1	True	True	False
102960	2640	56	8	G	1	4	4	2	1	True	4.5	3	5	5	5	5a	39/2	1/8	False	3	False				False	10		V64	A	I		V64		V		64			M	False	False	(2, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V64	V64, major		V64, major		V	3	3	3	5	5	5	True	False	False
105600	2640	46	10	A	1	4	4	2	1	True	1.0	3	6	6	6	6a	20	1/8	False	2	True				False	11		V.V65/V	A	V		V65/V		V		65		V	Mm7	False	False	(6, 3, 0, 2)	()	2	6	major	major	V	V, major	V/V	V	V/V	II	False	V65/V	V65/V, major		V65/V, major	V	V	3	4	5	7	6	5	True	False	True
105600	2640	88	4	E	0	4	4	1	1	True	1.0	3	6	6	6	6a	20	1/8	False	6	True				False	11		V.V65/V	A	V		V65/V		V		65		V	Mm7	False	False	(6, 3, 0, 2)	()	2	6	major	major	V	V, major	V/V	V	V/V	II	False	V65/V	V65/V, major		V65/V, major	V	V	3	4	5	1	0	-1	True	False	False
108240	2640	54	6	F	1	4	4	2	1	True	1.5	3	6	6	6	6a	41/2	1/8	False	3	False				False	11		V.V65/V	A	V		V65/V		V		65		V	Mm7	False	False	(6, 3, 0, 2)	()	2	6	major	major	V	V, major	V/V	V	V/V	II	False	V65/V	V65/V, major		V65/V, major	V	V	3	4	5	3	2	1	True	True	False
108240	1320	66	6	F	1	4	4	1	1	True	1.5	3	6	6	6	6a	41/2	1/16	False	4	False				False	11		V.V65/V	A	V		V65/V		V		65		V	Mm7	False	False	(6, 3, 0, 2)	()	2	6	major	major	V	V, major	V/V	V	V/V	II	False	V65/V	V65/V, major		V65/V, major	V	V	3	4	5	3	2	1	True	True	False
110880	2640	52	4	E	0	4	4	2	1	True	2.0	3	6	6	6	6a	21	1/8	False	3	False				False	11		V.V65/V	A	V		V65/V		V		65		V	Mm7	False	False	(6, 3, 0, 2)	()	2	6	major	major	V	V, major	V/V	V	V/V	II	False	V65/V	V65/V, major		V65/V, major	V	V	3	4	5	1	0	-1	True	False	False
110880	10560	66	6	F	1	4	4	1	1	True	2.0	3	6	6	6	6a	21	1/2	False	4	False				False	11		V.V65/V	A	V		V65/V		V		65		V	Mm7	False	False	(6, 3, 0, 2)	()	2	6	major	major	V	V, major	V/V	V	V/V	II	False	V65/V	V65/V, major		V65/V, major	V	V	3	4	5	3	2	1	True	True	False
113520	2640	54	6	F	1	4	4	2	1	True	2.5	3	6	6	6	6a	43/2	1/8	False	3	False				False	11		V.V65/V	A	V		V65/V		V		65		V	Mm7	False	False	(6, 3, 0, 2)	()	2	6	major	major	V	V, major	V/V	V	V/V	II	False	V65/V	V65/V, major		V65/V, major	V	V	3	4	5	3	2	1	True	True	False
116160	2640	49	7	C	1	4	4	2	1	True	3.0	3	6	6	6	6a	22	1/8	False	3	True				False	12		V43/V	A	V		V43/V		V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	V	V, major	V/V	V	V/V	II	False	V43/V	V43/V, major		V43/V, major	V	V	3	4	5	4	3	2	True	False	True
118800	2640	58	10	A	1	4	4	2	1	True	3.5	3	6	6	6	6a	45/2	1/8	False	3	False				False	12		V43/V	A	V		V43/V		V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	V	V, major	V/V	V	V/V	II	False	V43/V	V43/V, major		V43/V, major	V	V	3	4	5	7	6	5	True	False	False
121440	2640	52	4	E	0	4	4	2	1	True	4.0	3	6	6	6	6a	23	1/8	False	3	False				False	12		V43/V	A	V		V43/V		V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	V	V, major	V/V	V	V/V	II	False	V43/V	V43/V, major		V43/V, major	V	V	3	4	5	1	0	-1	True	False	False
121440	5280	66	6	F	1	4	4	1	1	True	4.0	3	6	6	6	6a	23	1/4	False	4	False				False	12		V43/V	A	V		V43/V		V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	V	V, major	V/V	V	V/V	II	False	V43/V	V43/V, major		V43/V, major	V	V	3	4	5	3	2	1	True	True	False
124080	2640	58	10	A	1	4	4	2	1	True	4.5	3	6	6	6	6a	47/2	1/8	False	3	False				False	12		V43/V	A	V		V43/V		V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	V	V, major	V/V	V	V/V	II	False	V43/V	V43/V, major		V43/V, major	V	V	3	4	5	7	6	5	True	False	False
126720	15840	47	5	B	0	4	4	2	2	True	1.0	3	7	7	7	7a	24	3/4	False	2	True				False	13		V(64)	A	V		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V(64), major		V	3	4	4	2	1	1	True	True	True
126720	2640	52	4	E	0	4	4	2	1	True	1.0	3	7	7	7	7a	24	1/8	False	3	True				False	13		V(64)	A	V		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V(64), major		V	3	4	4	1	0	0	True	False	False
126720	2640	68	8	G	1	4	4	1	1	True	1.0	3	7	7	7	7a	24	1/8	False	4	True				False	13		V(64)	A	V		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V(64), major		V	3	4	4	5	4	4	True	False	False
129360	2640	59	5	B	0	4	4	2	1	True	1.5	3	7	7	7	7a	49/2	1/8	False	3	False				False	13		V(64)	A	V		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V(64), major		V	3	4	4	2	1	1	True	True	True
