onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	180.0	0.0	51	-3	E	-1.0	4.875	0	4	4	2.0	1.0	1/32	True	-3	1.0	1.0	0.0	0a	3	0	True	True			{	False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	-3	-3	-4	True	False	False
0.0	180.0	0.0	63	-3	E	-1.0	4.875	0	4	4	2.0	1.0	1/32	True	-3	1.0	1.0	0.0	0a	4	0	True	True			{	False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	-3	-3	-4	True	False	False
180.0	1260.0	0.125	42	6	F	1.0	1.0	1	4	4	2.0	1.0	7/32	True	-3	2.0	2.0	1.0	1a	2	1/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	6	6	5	True	True	True
180.0	1260.0	0.125	54	6	F	1.0	1.0	1	4	4	2.0	1.0	7/32	True	-3	2.0	2.0	1.0	1a	3	1/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	6	6	5	True	True	True
1440.0	180.0	1.0	30	6	F	1.0	1.875	0	4	4	2.0	1.0	1/32	True	-3	2.0	2.0	1.0	1a	1	1	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	6	6	5	True	True	True
1440.0	180.0	1.0	42	6	F	1.0	1.875	0	4	4	2.0	1.0	1/32	True	-3	2.0	2.0	1.0	1a	2	1	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	6	6	5	True	True	True
1440.0	180.0	1.0	63	-3	E	-1.0	1.875	0	4	4	1.0	1.0	1/32	True	-3	2.0	2.0	1.0	1a	4	1	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	-3	-3	-4	True	False	False
1440.0	180.0	1.0	69	3	A	0.0	1.875	0	4	4	1.0	1.0	1/32	True	-3	2.0	2.0	1.0	1a	4	1	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	3	3	2	True	False	False
1440.0	180.0	1.0	72	0	C	0.0	1.875	0	4	4	1.0	1.0	1/32	True	-3	2.0	2.0	1.0	1a	5	1	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	0	0	-1	True	False	False
1440.0	180.0	1.0	75	-3	E	-1.0	1.875	0	4	4	1.0	1.0	1/32	True	-3	2.0	2.0	1.0	1a	5	1	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	-3	-3	-4	True	False	False
1620.0	1440.0	1.125	42	6	F	1.0	2.0	2	4	4	2.0	1.0	1/4	True	-3	2.0	2.0	1.0	1a	2	9/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	6	6	5	True	True	True
1620.0	1440.0	1.125	54	6	F	1.0	2.0	2	4	4	2.0	1.0	1/4	True	-3	2.0	2.0	1.0	1a	3	9/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	6	6	5	True	True	True
1620.0	1440.0	1.125	63	-3	E	-1.0	2.0	2	4	4	1.0	1.0	1/4	True	-3	2.0	2.0	1.0	1a	4	9/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	-3	-3	-4	True	False	False
1620.0	1440.0	1.125	69	3	A	0.0	2.0	2	4	4	1.0	1.0	1/4	True	-3	2.0	2.0	1.0	1a	4	9/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	3	3	2	True	False	False
1620.0	1440.0	1.125	72	0	C	0.0	2.0	2	4	4	1.0	1.0	1/4	True	-3	2.0	2.0	1.0	1a	5	9/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	0	0	-1	True	False	False
1620.0	1440.0	1.125	75	-3	E	-1.0	2.0	2	4	4	1.0	1.0	1/4	True	-3	2.0	2.0	1.0	1a	5	9/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	-3	-3	-4	True	False	False
3060.0	1260.0	2.125	42	6	F	1.0	3.0	3	4	4	2.0	1.0	7/32	False	-3	2.0	2.0	1.0	1a	2	17/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	6	6	5	True	True	True
3060.0	1260.0	2.125	54	6	F	1.0	3.0	3	4	4	2.0	1.0	7/32	False	-3	2.0	2.0	1.0	1a	3	17/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	6	6	5	True	True	True
3060.0	1260.0	2.125	63	-3	E	-1.0	3.0	3	4	4	1.0	1.0	7/32	False	-3	2.0	2.0	1.0	1a	4	17/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	-3	-3	-4	True	False	False
3060.0	1260.0	2.125	69	3	A	0.0	3.0	3	4	4	1.0	1.0	7/32	False	-3	2.0	2.0	1.0	1a	4	17/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	3	3	2	True	False	False
3060.0	1260.0	2.125	72	0	C	0.0	3.0	3	4	4	1.0	1.0	7/32	False	-3	2.0	2.0	1.0	1a	5	17/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	0	0	-1	True	False	False
3060.0	1260.0	2.125	75	-3	E	-1.0	3.0	3	4	4	1.0	1.0	7/32	False	-3	2.0	2.0	1.0	1a	5	17/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	-3	-3	-4	True	False	False
4320.0	180.0	3.0	54	6	F	1.0	3.875	0	4	4	2.0	1.0	1/32	True	-3	2.0	2.0	1.0	1a	3	3	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	6	6	5	True	True	True
4320.0	180.0	3.0	63	-3	E	-1.0	3.875	0	4	4	2.0	1.0	1/32	True	-3	2.0	2.0	1.0	1a	4	3	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	-3	-3	-4	True	False	False
4320.0	180.0	3.0	69	3	A	0.0	3.875	0	4	4	1.0	1.0	1/32	True	-3	2.0	2.0	1.0	1a	4	3	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	3	3	2	True	False	False
4320.0	180.0	3.0	72	0	C	0.0	3.875	0	4	4	1.0	1.0	1/32	True	-3	2.0	2.0	1.0	1a	5	3	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	0	0	-1	True	False	False
4500.0	1440.0	3.125	54	6	F	1.0	4.0	4	4	4	2.0	1.0	1/4	True	-3	2.0	2.0	1.0	1a	3	25/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	6	6	5	True	True	True
4500.0	1440.0	3.125	63	-3	E	-1.0	4.0	4	4	4	2.0	1.0	1/4	True	-3	2.0	2.0	1.0	1a	4	25/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	-3	-3	-4	True	False	False
4500.0	1440.0	3.125	69	3	A	0.0	4.0	4	4	4	1.0	2.0	1/4	True	-3	2.0	2.0	1.0	1a	4	25/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	3	3	2	True	False	False
4500.0	1080.0	3.125	72	0	C	0.0	4.0	4	4	4	1.0	1.0	3/16	True	-3	2.0	2.0	1.0	1a	5	25/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	0	0	-1	True	False	False
5580.0	180.0	3.875	71	5	B	0.0	4.75	0	4	4	1.0	1.0	1/32	True	-3	2.0	2.0	1.0	1a	4	31/8	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	5	5	4	False	False	False
5760.0	180.0	4.0	72	0	C	0.0	4.875	0	4	4	1.0	1.0	1/32	True	-3	2.0	2.0	1.0	1a	5	4	False	False				False	0		c.viio7/V{	c	i		viio7/V		vii	o	7		V	o7	True	True	(6, 3, 0, -3)	()	6	6	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio7/V	viio7/V, minor		viio7/V, minor	V	V	0	0	1	0	0	-1	True	False	False
5940.0	720.0	4.125	55	1	G	0.0	1.0	1	4	4	2.0	1.0	1/8	True	-3	3.0	3.0	2.0	2a	3	33/8	False	True				False	1		V	c	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	1	1	1	True	True	True
5940.0	720.0	4.125	62	2	D	0.0	1.0	1	4	4	2.0	1.0	1/8	True	-3	3.0	3.0	2.0	2a	4	33/8	False	True				False	1		V	c	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	2	2	2	True	False	False
