onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	96	62	2	D	0	4	4	2	1	True	1.0	-1	1	1	1	1a	0	1	True	4	True			{	False	0	d.i{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
96	48	62	2	D	0	4	4	2	1	True	1.0	-1	2	2	2	2a	4	1/2	False	4	False				False	0	d.i{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
144	48	62	2	D	0	4	4	2	1	True	3.0	-1	2	2	2	2a	6	1/2	False	4	False				False	0	d.i{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
192	48	61	7	C	1	4	4	2	1	True	1.0	-1	3	3	3	3a	8	1/2	False	4	True				False	1	V6		d	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	2	2	2	5	5	5	True	False	True
240	48	60	0	C	0	4	4	2	1	True	3.0	-1	3	3	3	3a	10	1/2	False	4	True				False	2	v6		d	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	2	2	2	-2	-2	-2	True	False	True
288	48	59	5	B	0	4	4	2	1	True	1.0	-1	4	4	4	4a	12	1/2	False	3	True				False	3	IV6		d	i		IV6	IV		6			M	True	True	(3, 0, -1)	()	-1	3	minor	minor	i	i, minor	IV		i	i	True	IV6	IV6, minor		IV6, minor		IV	2	2	2	3	3	3	True	False	True
336	48	58	-2	B	-1	4	4	2	1	True	3.0	-1	4	4	4	4a	14	1/2	False	3	True				False	4	iv6		d	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	2	2	2	-4	-4	-4	True	False	True
384	48	57	3	A	0	4	4	2	1	True	1.0	-1	5	5	5	5a	16	1/2	False	3	True				False	5	V	v	d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
384	96	69	3	A	0	4	4	1	2	True	1.0	-1	5	5	5	5a	16	1	False	4	True				False	5	V	v	d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
456	24	62	2	D	0	4	4	2	1	True	4.0	-1	5	5	5	5a	19	1/4	False	4	True				False	6	i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
480	24	57	3	A	0	4	4	2	1	True	1.0	-1	6	6	6	6a	20	1/4	False	3	True				False	7	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	2	2	2	1	1	1	True	True	True
480	48	69	3	A	0	4	4	1	2	True	1.0	-1	6	6	6	6a	20	1/2	False	4	True				False	7	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	2	2	2	1	1	1	True	True	True
504	24	59	5	B	0	4	4	2	1	True	2.0	-1	6	6	6	6a	21	1/4	False	3	False				False	7	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	2	2	2	3	3	3	False	False	False
528	24	60	0	C	0	4	4	2	1	True	3.0	-1	6	6	6	6a	22	1/4	False	4	True				False	8	v6		d	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	2	2	2	-2	-2	-2	True	False	True
528	48	69	3	A	0	4	4	1	2	True	3.0	-1	6	6	6	6a	22	1/2	False	4	True				False	8	v6		d	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	2	2	2	1	1	1	True	True	False
552	24	62	2	D	0	4	4	2	1	True	4.0	-1	6	6	6	6a	23	1/4	False	4	False				False	8	v6		d	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	2	2	2	0	0	0	False	False	False
576	24	64	4	E	0	4	4	2	1	True	1.0	-1	7	7	7	7a	24	1/4	False	4	True				False	9	V/v		d	i		V/v	V				v	M	True	True	(2, 6, 3)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V/v, minor	v	v	2	2	3	2	2	1	True	True	True
576	48	68	8	G	1	4	4	1	2	True	1.0	-1	7	7	7	7a	24	1/2	False	4	True				False	9	V/v		d	i		V/v	V				v	M	True	True	(2, 6, 3)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V/v, minor	v	v	2	2	3	6	6	5	True	False	False
600	48	59	5	B	0	4	4	2	1	True	2.0	-1	7	7	7	7a	25	1/2	False	3	True				False	10	V64/v		d	i		V64/v	V		64		v	M	True	True	(3, 2, 6)	()	2	3	minor	minor	i	i, minor	V/v	v	v/i	v	True	V64/v	V64/v, minor		V64/v, minor	v	v	2	2	3	3	3	2	True	False	True
624	48	67	1	G	0	4	4	1	2	True	3.0	-1	7	7	7	7a	26	1/2	False	4	True				False	11	ii64		d	i		ii64	ii		64			m	True	True	(3, 2, -1)	()	2	3	minor	minor	i	i, minor	ii		i	i	True	ii64	ii64, minor		ii64, minor		ii	2	2	2	-1	-1	-1	True	False	False
648	24	61	7	C	1	4	4	2	1	True	4.0	-1	7	7	7	7a	27	1/4	False	4	True				False	12	#viio		d	i		#viio	#vii	o				o	True	True	(5, 2, -1)	()	5	5	minor	minor	i	i, minor	#vii		i	i	True	#viio	#viio, minor		#viio, minor		#vii	2	2	2	5	5	5	True	True	True
672	24	62	2	D	0	4	4	2	1	True	1.0	-1	8	8	8	8a	28	1/4	False	4	True				False	13	I		d	i		I	I					M	True	True	(0, 4, 1)	()	0	0	minor	minor	i	i, minor	I		i	i	True	I	I, minor		I, minor		I	2	2	2	0	0	0	True	True	True
672	48	66	6	F	1	4	4	1	2	True	1.0	-1	8	8	8	8a	28	1/2	False	4	True				False	13	I		d	i		I	I					M	True	True	(0, 4, 1)	()	0	0	minor	minor	i	i, minor	I		i	i	True	I	I, minor		I, minor		I	2	2	2	4	4	4	True	False	False
696	48	57	3	A	0	4	4	2	1	True	2.0	-1	8	8	8	8a	29	1/2	False	3	True				False	14	I64		d	i		I64	I		64			M	True	True	(1, 0, 4)	()	0	1	minor	minor	i	i, minor	I		i	i	True	I64	I64, minor		I64, minor		I	2	2	2	1	1	1	True	False	True
