onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	6.0	0.0	41	-1	F	0.0	1.0	1	3	4	2.0	2.0	1/8	True	-4	1.0	1.0	1.0	1a	2	0	True	True			{	False	0	f.V6(4){	f	i		V6(4)		V		6	4		M	True	True	(0, 2, 1)	()	1	0	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6(4), minor		V	-1	-1	-1	0	0	0	True	False	True
0.0	36.0	0.0	48	0	C	0.0	1.0	1	3	4	2.0	1.0	3/4	True	-4	1.0	1.0	1.0	1a	3	0	True	True			{	False	0	f.V6(4){	f	i		V6(4)		V		6	4		M	True	True	(0, 2, 1)	()	1	0	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6(4), minor		V	-1	-1	-1	1	1	1	True	True	False
6.0	6.0	0.5	40	4	E	0.0	1.5	0	3	4	2.0	2.0	1/8	True	-4	1.0	1.0	1.0	1a	2	1/2	False	True				False	1	V6	f	i		V6		V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	-1	-1	-1	5	5	5	True	False	True
12.0	24.0	1.0	36	0	C	0.0	2.0	2	3	4	2.0	2.0	1/2	True	-4	1.0	1.0	1.0	1a	2	1	False	True				False	2	V	f	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	-1	-1	-1	1	1	1	True	True	True
36.0	36.0	3.0	41	-1	F	0.0	1.0	1	3	4	2.0	2.0	3/4	True	-4	2.0	2.0	2.0	2a	2	3	False	True				False	3	i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	0	0	0	True	True	True
36.0	12.0	3.0	48	0	C	0.0	1.0	1	3	4	2.0	1.0	1/4	False	-4	2.0	2.0	2.0	2a	3	3	False	True				False	3	i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	1	1	1	True	False	False
48.0	12.0	4.0	49	-5	D	-1.0	2.0	2	3	4	2.0	1.0	1/4	True	-4	2.0	2.0	2.0	2a	3	4	False	True				False	4	It64	f	i		It64	It	vii	o	64	b3	V	It	True	True	(0, 6, -4)	()	6	0	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio64/V	viio64/V, minor		It64, minor	V	V	-1	-1	0	-4	-4	-5	True	False	False
60.0	12.0	5.0	47	5	B	0.0	3.0	3	3	4	2.0	1.0	1/4	True	-4	2.0	2.0	2.0	2a	2	5	False	False				False	4	It64	f	i		It64	It	vii	o	64	b3	V	It	True	True	(0, 6, -4)	()	6	0	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio64/V	viio64/V, minor		It64, minor	V	V	-1	-1	0	6	6	5	True	True	False
72.0	6.0	6.0	41	-1	F	0.0	1.0	1	3	4	2.0	2.0	1/8	False	-4	3.0	3.0	3.0	3a	2	6	False	True				False	5	V6(4)	f	i		V6(4)		V		6	4		M	True	True	(0, 2, 1)	()	1	0	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6(4), minor		V	-1	-1	-1	0	0	0	True	False	True
72.0	36.0	6.0	48	0	C	0.0	1.0	1	3	4	2.0	1.0	3/4	True	-4	3.0	3.0	3.0	3a	3	6	False	True				False	5	V6(4)	f	i		V6(4)		V		6	4		M	True	True	(0, 2, 1)	()	1	0	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6(4), minor		V	-1	-1	-1	1	1	1	True	True	False
