onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	12.0	0.0	60	0	C	0.0	3.0	3	3	4	1.0	1.0	1/4	True	0	1.0	1.0	0.0	0a	4	0	True	True			{	False	0	a.i6{	a	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	3	3	3	-3	-3	-3	True	False	True
0.0	12.0	0.0	64	4	E	0.0	3.0	3	3	4	1.0	1.0	1/4	True	0	1.0	1.0	0.0	0a	4	0	True	True			{	False	0	a.i6{	a	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	3	3	3	1	1	1	True	False	False
0.0	12.0	0.0	69	3	A	0.0	3.0	3	3	4	1.0	1.0	1/4	True	0	1.0	1.0	0.0	0a	4	0	True	True			{	False	0	a.i6{	a	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	3	3	3	0	0	0	True	True	False
12.0	12.0	1.0	60	0	C	0.0	1.0	1	3	4	1.0	1.0	1/4	True	0	2.0	2.0	1.0	1a	4	1	False	False				False	0	a.i6{	a	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	3	3	3	-3	-3	-3	True	False	True
12.0	12.0	1.0	64	4	E	0.0	1.0	1	3	4	1.0	1.0	1/4	True	0	2.0	2.0	1.0	1a	4	1	False	False				False	0	a.i6{	a	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	3	3	3	1	1	1	True	False	False
12.0	12.0	1.0	69	3	A	0.0	1.0	1	3	4	1.0	1.0	1/4	True	0	2.0	2.0	1.0	1a	4	1	False	False				False	0	a.i6{	a	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	3	3	3	0	0	0	True	True	False
24.0	18.0	2.0	52	4	E	0.0	2.0	2	3	4	2.0	1.0	3/8	True	0	2.0	2.0	1.0	1a	3	2	False	True				False	1	V	a	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	1	1	1	True	True	True
24.0	18.0	2.0	59	5	B	0.0	2.0	2	3	4	1.0	1.0	3/8	True	0	2.0	2.0	1.0	1a	3	2	False	True				False	1	V	a	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	2	2	2	True	False	False
24.0	18.0	2.0	64	4	E	0.0	2.0	2	3	4	1.0	1.0	3/8	True	0	2.0	2.0	1.0	1a	4	2	False	True				False	1	V	a	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	1	1	1	True	True	True
24.0	18.0	2.0	68	8	G	1.0	2.0	2	3	4	1.0	1.0	3/8	True	0	2.0	2.0	1.0	1a	4	2	False	True				False	1	V	a	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	5	5	5	True	False	False
