onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
6.0	6.0	0.5	73	7	C	1.0	1.5	0	3	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	5	1/2	False	False				False																																											
12.0	12.0	1.0	71	5	B	0.0	2.0	2	3	4	1.0	1.0	1/4	True		1.0	1.0	1.0	1a	4	1	False	False				False																																											
24.0	12.0	2.0	69	3	A	0.0	3.0	3	3	4	1.0	1.0	1/4	True		1.0	1.0	1.0	1a	4	2	False	False				False																																											
36.0	9.0	3.0	68	8	G	1.0	1.0	1	3	4	1.0	1.0	3/16	True	4	2.0	2.0	2.0	2a	4	3	False	False				False																																											
45.0	3.0	3.75	64	4	E	0.0	1.75	0	3	4	1.0	1.0	1/16	True	4	2.0	2.0	2.0	2a	4	15/4	False	False				False																																											
48.0	12.0	4.0	61	7	C	1.0	2.0	2	3	4	1.0	1.0	1/4	True	4	2.0	2.0	2.0	2a	4	4	False	False				False																																											
60.0	12.0	5.0	62	2	D	0.0	3.0	3	3	4	1.0	1.0	1/4	True	4	2.0	2.0	2.0	2a	4	5	False	False				False																																											
72.0	9.0	6.0	64	4	E	0.0	1.0	1	3	4	1.0	1.0	3/16	True	4	3.0	3.0	3.0	3a	4	6	False	False				False																																											
81.0	3.0	6.75	66	6	F	1.0	1.75	0	3	4	1.0	1.0	1/16	True	4	3.0	3.0	3.0	3a	4	27/4	False	False				False																																											
84.0	12.0	7.0	68	8	G	1.0	2.0	2	3	4	1.0	1.0	1/4	True	4	3.0	3.0	3.0	3a	4	7	False	False				False																																											
96.0	0.0	8.0	71	5	B	0.0	3.0	3	3	4	1.0	1.0	0	True	4	3.0	3.0	3.0	3a	4	8	False	False				False																																											
96.0	12.0	8.0	69	3	A	0.0	3.0	3	3	4	1.0	1.0	1/4	True	4	3.0	3.0	3.0	3a	4	8	False	False				False																																											
108.0	9.0	9.0	68	8	G	1.0	1.0	1	3	4	1.0	1.0	3/16	True	4	4.0	4.0	4.0	4a	4	9	False	False				False																																											
117.0	3.0	9.75	64	4	E	0.0	1.75	0	3	4	1.0	1.0	1/16	True	4	4.0	4.0	4.0	4a	4	39/4	False	False				False																																											
