onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	4.0	0.0	65	-1	F	0.0	3.0	3	3	4	1.0	1.0	1/4	True	-2	1.0	1.0	0.0	0a	4	0	True	True			{	False	0	Bb.V{		Bb	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	1	1	1	True	True	True
4.0	4.0	1.0	34	-2	B	-1.0	1.0	1	3	4	2.0	1.0	1/4	True	-2	2.0	2.0	1.0	1a	1	1	False	True				False	1	I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
4.0	4.0	1.0	46	-2	B	-1.0	1.0	1	3	4	2.0	1.0	1/4	True	-2	2.0	2.0	1.0	1a	2	1	False	True				False	1	I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
4.0	6.0	1.0	74	2	D	0.0	1.0	1	3	4	1.0	1.0	3/8	True	-2	2.0	2.0	1.0	1a	5	1	False	True				False	1	I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
4.0	6.0	1.0	77	-1	F	0.0	1.0	1	3	4	1.0	1.0	3/8	True	-2	2.0	2.0	1.0	1a	5	1	False	True				False	1	I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	1	1	1	True	False	False
8.0	4.0	2.0	53	-1	F	0.0	2.0	2	3	4	2.0	1.0	1/4	True	-2	2.0	2.0	1.0	1a	3	2	False	False				False	1	I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	1	1	1	True	False	False
8.0	4.0	2.0	58	-2	B	-1.0	2.0	2	3	4	2.0	1.0	1/4	True	-2	2.0	2.0	1.0	1a	3	2	False	False				False	1	I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
8.0	4.0	2.0	62	2	D	0.0	2.0	2	3	4	2.0	1.0	1/4	True	-2	2.0	2.0	1.0	1a	4	2	False	False				False	1	I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
10.0	2.0	2.5	73	7	C	1.0	2.5	0	3	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	5/2	False	False				False	1	I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	9	9	9	False	False	False
10.0	2.0	2.5	76	4	E	0.0	2.5	0	3	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	5/2	False	False				False	1	I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	6	6	6	False	False	False
12.0	0.0	3.0	74	2	D	0.0	3.0	3	3	4	1.0	1.0	0	True	-2	2.0	2.0	1.0	1a	5	3	False	False				False	1	I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
12.0	0.0	3.0	77	-1	F	0.0	3.0	3	3	4	1.0	1.0	0	True	-2	2.0	2.0	1.0	1a	5	3	False	False				False	1	I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	1	1	1	True	False	False
12.0	0.0	3.0	79	1	G	0.0	3.0	3	3	4	1.0	1.0	0	True	-2	2.0	2.0	1.0	1a	5	3	False	False				False	1	I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	3	3	3	False	False	False
12.0	4.0	3.0	53	-1	F	0.0	3.0	3	3	4	2.0	1.0	1/4	True	-2	2.0	2.0	1.0	1a	3	3	False	False				False	1	I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	1	1	1	True	False	False
12.0	4.0	3.0	58	-2	B	-1.0	3.0	3	3	4	2.0	1.0	1/4	True	-2	2.0	2.0	1.0	1a	3	3	False	False				False	1	I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
12.0	4.0	3.0	62	2	D	0.0	3.0	3	3	4	2.0	1.0	1/4	True	-2	2.0	2.0	1.0	1a	4	3	False	False				False	1	I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
12.0	2.0	3.0	74	2	D	0.0	3.0	3	3	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	3	False	False				False	1	I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
12.0	2.0	3.0	77	-1	F	0.0	3.0	3	3	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	3	False	False				False	1	I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	1	1	1	True	False	False
