onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
60.0	20.0	0.0	77	-1	F	0.0	4.5	0	4	4	1.0	1.0	1/24	True		1.0	1.0	0.0	0a	5	1/2	False	False				False																																											
80.0	20.0	0.16699999999999982	79	1	G	0.0	4.667	0	4	4	1.0	1.0	1/24	True		1.0	1.0	0.0	0a	5	2/3	False	False				False																																											
100.0	20.0	0.3330000000000002	81	3	A	0.0	4.833	0	4	4	1.0	1.0	1/24	True		1.0	1.0	0.0	0a	5	5/6	False	False				False																																											
120.0	30.0	1.0	82	-2	B	-1.0	1.0	1	4	4	1.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	5	1	False	False				False																																											
150.0	30.0	1.25	77	-1	F	0.0	1.25	0	4	4	1.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	5	5/4	False	False				False																																											
180.0	30.0	1.5	74	2	D	0.0	1.5	0	4	4	1.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	5	3/2	False	False				False																																											
210.0	30.0	1.75	70	-2	B	-1.0	1.75	0	4	4	1.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	4	7/4	False	False				False																																											
240.0	30.0	2.0	65	-1	F	0.0	2.0	2	4	4	1.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	4	2	False	False				False																																											
270.0	30.0	2.25	62	2	D	0.0	2.25	0	4	4	1.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	4	9/4	False	False				False																																											
300.0	30.0	2.5	58	-2	B	-1.0	2.5	0	4	4	1.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	3	5/2	False	False				False																																											
330.0	30.0	2.75	53	-1	F	0.0	2.75	0	4	4	1.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	3	11/4	False	False				False																																											
360.0	60.0	3.0	46	-2	B	-1.0	3.0	3	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	2	3	False	False				False																																											
420.0	60.0	3.5	77	-1	F	0.0	3.5	0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	7/2	False	False				False																																											
480.0	90.0	4.0	70	-2	B	-1.0	4.0	4	4	4	1.0	1.0	3/16	True	-2	2.0	2.0	1.0	1a	4	4	False	False				False																																											
540.0	60.0	4.5	62	2	D	0.0	4.5	0	4	4	2.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	4	9/2	False	True				False	1	I6		Bb	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-2	-2	-2	4	4	4	True	False	True
540.0	60.0	4.5	65	-1	F	0.0	4.5	0	4	4	2.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	4	9/2	False	True				False	1	I6		Bb	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-2	-2	-2	1	1	1	True	False	False
570.0	15.0	4.75	69	3	A	0.0	4.75	0	4	4	1.0	1.0	1/32	True	-2	2.0	2.0	1.0	1a	4	19/4	False	False				False	1	I6		Bb	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-2	-2	-2	5	5	5	False	False	False
585.0	15.0	4.875	70	-2	B	-1.0	4.875	0	4	4	1.0	1.0	1/32	True	-2	2.0	2.0	1.0	1a	4	39/8	False	False				False	1	I6		Bb	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-2	-2	-2	0	0	0	True	True	False
