onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
1.0	1.0	0.0	65	-1	F	0.0	3.75	0	3	4	1.0	1.0	1/16	True		1.0	1.0	0.0	0a	4	1/4	False	False				False																																										
2.0	6.0	0.5	53	-1	F	0.0	1.0	1	3	4	2.0	1.0	3/8	True	-4	2.0	2.0	1.0	1a	3	1/2	True	False			{	False																																										
2.0	2.0	0.5	65	-1	F	0.0	1.0	1	3	4	1.0	1.0	1/8	True	-4	2.0	2.0	1.0	1a	4	1/2	True	False			{	False																																										
4.0	2.0	1.0	67	1	G	0.0	1.5	0	3	4	1.0	1.0	1/8	True	-4	2.0	2.0	1.0	1a	4	1	False	False				False																																										
6.0	6.0	1.5	68	-4	A	-1.0	2.0	2	3	4	1.0	1.0	3/8	True	-4	2.0	2.0	1.0	1a	4	3/2	False	False				False																																										
8.0	2.0	2.0	63	-3	E	-1.0	2.5	0	3	4	2.0	1.0	1/8	True	-4	2.0	2.0	1.0	1a	4	2	False	False				False																																										
10.0	4.0	2.5	61	-5	D	-1.0	3.0	3	3	4	2.0	1.0	1/4	True	-4	2.0	2.0	1.0	1a	4	5/2	False	True				False	2	iv6	f	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	-1	-1	-1	-4	-4	-4	True	False	True
10.0	4.0	2.5	65	-1	F	0.0	3.0	3	3	4	1.0	2.0	1/4	True	-4	2.0	2.0	1.0	1a	4	5/2	False	True				False	2	iv6	f	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	-1	-1	-1	0	0	0	True	False	False
12.0	2.0	3.0	70	-2	B	-1.0	3.5	0	3	4	1.0	1.0	1/8	True	-4	2.0	2.0	1.0	1a	4	3	False	False				False	2	iv6	f	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	-1	-1	-1	-1	-1	-1	True	True	False
14.0	6.0	3.5	60	0	C	0.0	1.0	1	3	4	2.0	1.0	3/8	True	-4	3.0	3.0	2.0	2a	4	7/2	False	True				False	3	V	f	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	-1	-1	-1	1	1	1	True	True	True
14.0	2.0	3.5	65	-1	F	0.0	1.0	1	3	4	1.0	2.0	1/8	False	-4	3.0	3.0	2.0	2a	4	7/2	False	True				False	3	V	f	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	-1	-1	-1	0	0	0	False	False	False
14.0	4.0	3.5	72	0	C	0.0	1.0	1	3	4	1.0	1.0	1/4	True	-4	3.0	3.0	2.0	2a	5	7/2	False	True				False	3	V	f	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	-1	-1	-1	1	1	1	True	True	True
16.0	2.0	4.0	64	4	E	0.0	1.5	0	3	4	1.0	2.0	1/8	True	-4	3.0	3.0	2.0	2a	4	4	False	False				False	3	V	f	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	-1	-1	-1	5	5	5	True	False	False
18.0	6.0	4.5	67	1	G	0.0	2.0	2	3	4	1.0	1.0	3/8	True	-4	3.0	3.0	2.0	2a	4	9/2	False	False				False	3	V	f	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	-1	-1	-1	2	2	2	True	False	False
20.0	2.0	5.0	58	-2	B	-1.0	2.5	0	3	4	2.0	2.0	1/8	True	-4	3.0	3.0	2.0	2a	3	5	False	True				False	4	iio6	f	i		iio6	ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	-1	-1	-1	-1	-1	-1	True	False	True
20.0	2.0	5.0	61	-5	D	-1.0	2.5	0	3	4	2.0	1.0	1/8	True	-4	3.0	3.0	2.0	2a	4	5	False	True				False	4	iio6	f	i		iio6	ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	-1	-1	-1	-4	-4	-4	True	False	False
22.0	4.0	5.5	56	-4	A	-1.0	3.0	3	3	4	2.0	2.0	1/4	True	-4	3.0	3.0	2.0	2a	3	11/2	False	True				False	5	i6	f	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1	-3	-3	-3	True	False	True
22.0	4.0	5.5	60	0	C	0.0	3.0	3	3	4	2.0	1.0	1/4	True	-4	3.0	3.0	2.0	2a	4	11/2	False	True				False	5	i6	f	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1	1	1	1	True	False	False
24.0	2.0	6.0	65	-1	F	0.0	3.5	0	3	4	1.0	1.0	1/8	True	-4	3.0	3.0	2.0	2a	4	6	False	False				False	5	i6	f	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1	0	0	0	True	True	False
26.0	4.0	6.5	55	1	G	0.0	1.0	1	3	4	2.0	2.0	1/4	True	-4	4.0	4.0	3.0	3a	3	13/2	False	True				False	6	#viio6	f	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1	2	2	2	True	False	True
