onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
12.0	12.0	1.0	33	3	A	0.0	2.0	2	4	4	2.0	1.0	1/4	True		1.0	1.0	1.0	1a	1	1	False	True			{	False	0	Db.bVI.I{	Db	bVI		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	-5	-9	-9	8	12	12	False	False	False
18.0	12.0	1.5	52	4	E	0.0	2.5	0	4	4	1.0	1.0	1/4	True		1.0	1.0	1.0	1a	3	3/2	False	False				False	0	Db.bVI.I{	Db	bVI		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	-5	-9	-9	9	13	13	False	False	False
18.0	12.0	1.5	57	3	A	0.0	2.5	0	4	4	1.0	1.0	1/4	True		1.0	1.0	1.0	1a	3	3/2	False	False				False	0	Db.bVI.I{	Db	bVI		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	-5	-9	-9	8	12	12	False	False	False
18.0	12.0	1.5	61	7	C	1.0	2.5	0	4	4	1.0	1.0	1/4	True		1.0	1.0	1.0	1a	4	3/2	False	False				False	0	Db.bVI.I{	Db	bVI		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	-5	-9	-9	12	16	16	False	False	False
24.0	12.0	2.0	49	7	C	1.0	3.0	3	4	4	2.0	1.0	1/4	True		1.0	1.0	1.0	1a	3	2	False	False				False	0	Db.bVI.I{	Db	bVI		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	-5	-9	-9	12	16	16	False	False	False
30.0	12.0	2.5	52	4	E	0.0	3.5	0	4	4	1.0	1.0	1/4	True		1.0	1.0	1.0	1a	3	5/2	False	False				False	0	Db.bVI.I{	Db	bVI		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	-5	-9	-9	9	13	13	False	False	False
30.0	12.0	2.5	57	3	A	0.0	3.5	0	4	4	1.0	1.0	1/4	True		1.0	1.0	1.0	1a	3	5/2	False	False				False	0	Db.bVI.I{	Db	bVI		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	-5	-9	-9	8	12	12	False	False	False
30.0	12.0	2.5	63	9	D	1.0	3.5	0	4	4	1.0	1.0	1/4	True		1.0	1.0	1.0	1a	4	5/2	False	False				False	0	Db.bVI.I{	Db	bVI		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	-5	-9	-9	14	18	18	False	False	False
36.0	12.0	3.0	45	3	A	0.0	4.0	4	4	4	2.0	1.0	1/4	True		1.0	1.0	1.0	1a	2	3	False	False				False	0	Db.bVI.I{	Db	bVI		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	-5	-9	-9	8	12	12	False	False	False
42.0	6.0	3.5	52	4	E	0.0	4.5	0	4	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	3	7/2	False	False				False	0	Db.bVI.I{	Db	bVI		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	-5	-9	-9	9	13	13	False	False	False
