onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	60.0	0.0	55	1	G	0.0	1.0	1	4	4	2.0	1.0	1/8	True	1	1.0	1.0	1.0	1a	3	0	True	True			{	False	0	e.i6{		e	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	4	4	4	-3	-3	-3	True	False	True
60.0	120.0	0.5	54	6	F	1.0	1.5	0	4	4	2.0	1.0	1/4	True	1	1.0	1.0	1.0	1a	3	1/2	False	True				False	1	ii%7(9)		e	i		ii%7(9)		ii	%	7	9		%7	True	True	(2, -1, -4, 0)	(-3,)	2	2	minor	minor	i	i, minor	ii		i	i	True	ii%7	ii%7, minor		ii%7(9), minor		ii	4	4	4	2	2	2	True	True	True
60.0	60.0	0.5	57	3	A	0.0	1.5	0	4	4	1.0	1.0	1/8	True	1	1.0	1.0	1.0	1a	3	1/2	False	True				False	1	ii%7(9)		e	i		ii%7(9)		ii	%	7	9		%7	True	True	(2, -1, -4, 0)	(-3,)	2	2	minor	minor	i	i, minor	ii		i	i	True	ii%7	ii%7, minor		ii%7(9), minor		ii	4	4	4	-1	-1	-1	True	False	False
60.0	60.0	0.5	60	0	C	0.0	1.5	0	4	4	1.0	1.0	1/8	True	1	1.0	1.0	1.0	1a	4	1/2	False	True				False	1	ii%7(9)		e	i		ii%7(9)		ii	%	7	9		%7	True	True	(2, -1, -4, 0)	(-3,)	2	2	minor	minor	i	i, minor	ii		i	i	True	ii%7	ii%7, minor		ii%7(9), minor		ii	4	4	4	-4	-4	-4	True	False	False
60.0	60.0	0.5	64	4	E	0.0	1.5	0	4	4	1.0	1.0	1/8	True	1	1.0	1.0	1.0	1a	4	1/2	False	True				False	1	ii%7(9)		e	i		ii%7(9)		ii	%	7	9		%7	True	True	(2, -1, -4, 0)	(-3,)	2	2	minor	minor	i	i, minor	ii		i	i	True	ii%7	ii%7, minor		ii%7(9), minor		ii	4	4	4	0	0	0	True	False	False
60.0	60.0	0.5	67	1	G	0.0	1.5	0	4	4	1.0	1.0	1/8	True	1	1.0	1.0	1.0	1a	4	1/2	False	True				False	1	ii%7(9)		e	i		ii%7(9)		ii	%	7	9		%7	True	True	(2, -1, -4, 0)	(-3,)	2	2	minor	minor	i	i, minor	ii		i	i	True	ii%7	ii%7, minor		ii%7(9), minor		ii	4	4	4	-3	-3	-3	False	False	False
120.0	60.0	1.0	57	3	A	0.0	2.0	2	4	4	1.0	1.0	1/8	True	1	1.0	1.0	1.0	1a	3	1	False	False				False	1	ii%7(9)		e	i		ii%7(9)		ii	%	7	9		%7	True	True	(2, -1, -4, 0)	(-3,)	2	2	minor	minor	i	i, minor	ii		i	i	True	ii%7	ii%7, minor		ii%7(9), minor		ii	4	4	4	-1	-1	-1	True	False	False
120.0	60.0	1.0	60	0	C	0.0	2.0	2	4	4	1.0	1.0	1/8	True	1	1.0	1.0	1.0	1a	4	1	False	False				False	1	ii%7(9)		e	i		ii%7(9)		ii	%	7	9		%7	True	True	(2, -1, -4, 0)	(-3,)	2	2	minor	minor	i	i, minor	ii		i	i	True	ii%7	ii%7, minor		ii%7(9), minor		ii	4	4	4	-4	-4	-4	True	False	False
120.0	60.0	1.0	64	4	E	0.0	2.0	2	4	4	1.0	1.0	1/8	True	1	1.0	1.0	1.0	1a	4	1	False	False				False	1	ii%7(9)		e	i		ii%7(9)		ii	%	7	9		%7	True	True	(2, -1, -4, 0)	(-3,)	2	2	minor	minor	i	i, minor	ii		i	i	True	ii%7	ii%7, minor		ii%7(9), minor		ii	4	4	4	0	0	0	True	False	False
120.0	60.0	1.0	67	1	G	0.0	2.0	2	4	4	1.0	1.0	1/8	True	1	1.0	1.0	1.0	1a	4	1	False	False				False	1	ii%7(9)		e	i		ii%7(9)		ii	%	7	9		%7	True	True	(2, -1, -4, 0)	(-3,)	2	2	minor	minor	i	i, minor	ii		i	i	True	ii%7	ii%7, minor		ii%7(9), minor		ii	4	4	4	-3	-3	-3	False	False	False
