onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	60.0	0.0	38	2	D	0.0	1.0	1	4	4	2.0	1.0	1/4	True	-4	1.0	1.0	1.0	1a	2	0	True	True			{	False	0	Ab.viio7/V{	Ab	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-4	-4	-3	6	6	5	True	True	True
20.0	20.0	0.333	56	-4	A	-1.0	1.333	0	4	4	1.0	1.0	1/12	True	-4	1.0	1.0	1.0	1a	3	1/3	False	False				False	0	Ab.viio7/V{	Ab	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-4	-4	-3	0	0	-1	True	False	False
20.0	20.0	0.333	65	-1	F	0.0	1.333	0	4	4	1.0	1.0	1/12	True	-4	1.0	1.0	1.0	1a	4	1/3	False	False				False	0	Ab.viio7/V{	Ab	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-4	-4	-3	3	3	2	True	False	False
40.0	20.0	0.667	59	-7	C	-1.0	1.667	0	4	4	1.0	1.0	1/12	True	-4	1.0	1.0	1.0	1a	4	2/3	False	False				False	0	Ab.viio7/V{	Ab	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-4	-4	-3	-3	-3	-4	True	False	False
40.0	20.0	0.667	68	-4	A	-1.0	1.667	0	4	4	1.0	1.0	1/12	True	-4	1.0	1.0	1.0	1a	4	2/3	False	False				False	0	Ab.viio7/V{	Ab	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-4	-4	-3	0	0	-1	True	False	False
60.0	20.0	1.0	56	-4	A	-1.0	2.0	2	4	4	1.0	1.0	1/12	True	-4	1.0	1.0	1.0	1a	3	1	False	False				False	0	Ab.viio7/V{	Ab	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-4	-4	-3	0	0	-1	True	False	False
60.0	20.0	1.0	65	-1	F	0.0	2.0	2	4	4	1.0	1.0	1/12	True	-4	1.0	1.0	1.0	1a	4	1	False	False				False	0	Ab.viio7/V{	Ab	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-4	-4	-3	3	3	2	True	False	False
60.0	120.0	1.0	77	-1	F	0.0	2.0	2	4	4	2.0	1.0	1/2	True	-4	1.0	1.0	1.0	1a	5	1	False	False				False	0	Ab.viio7/V{	Ab	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-4	-4	-3	3	3	2	True	False	False
80.0	20.0	1.333	59	-7	C	-1.0	2.333	0	4	4	1.0	1.0	1/12	True	-4	1.0	1.0	1.0	1a	4	4/3	False	False				False	0	Ab.viio7/V{	Ab	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-4	-4	-3	-3	-3	-4	True	False	False
80.0	20.0	1.333	68	-4	A	-1.0	2.333	0	4	4	1.0	1.0	1/12	True	-4	1.0	1.0	1.0	1a	4	4/3	False	False				False	0	Ab.viio7/V{	Ab	I		viio7/V		vii	o	7		V	o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio7/V	viio7/V, major		viio7/V, major	V	V	-4	-4	-3	0	0	-1	True	False	False
