onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	6.0	0.0	58	-2	B	-1.0	3	4	1.0	1.0	1/8	True	-3	1.0	1.0	0.0	0a	3	0	True	True			{	False	0	Eb.I{	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	1	1	1	True	False	False
6.0	36.0	0.5	51	-3	E	-1.0	3	4	2.0	2.0	3/4	True	-3	2.0	2.0	1.0	1a	3	1/2	False	False				False	0	Eb.I{	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
6.0	12.0	0.5	58	-2	B	-1.0	3	4	1.0	1.0	1/4	True	-3	2.0	2.0	1.0	1a	3	1/2	False	False				False	0	Eb.I{	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	1	1	1	True	False	False
15.0	3.0	1.25	53	-1	F	0.0	3	4	2.0	1.0	1/16	True	-3	2.0	2.0	1.0	1a	3	5/4	False	False				False	0	Eb.I{	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	2	2	2	False	False	False
18.0	9.0	1.5	55	1	G	0.0	3	4	2.0	1.0	3/16	True	-3	2.0	2.0	1.0	1a	3	3/2	False	False				False	0	Eb.I{	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
18.0	4.0	1.5	58	-2	B	-1.0	3	4	1.0	1.0	1/12	False	-3	2.0	2.0	1.0	1a	3	3/2	False	False				False	0	Eb.I{	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	1	1	1	True	False	False
22.0	4.0	1.833	60	0	C	0.0	3	4	1.0	1.0	1/12	True	-3	2.0	2.0	1.0	1a	4	11/6	False	False				False	0	Eb.I{	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	3	3	3	False	False	False
26.0	4.0	2.167	62	2	D	0.0	3	4	1.0	1.0	1/12	True	-3	2.0	2.0	1.0	1a	4	13/6	False	False				False	0	Eb.I{	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	5	5	5	False	False	False
27.0	3.0	2.25	53	-1	F	0.0	3	4	2.0	1.0	1/16	True	-3	2.0	2.0	1.0	1a	3	9/4	False	False				False	0	Eb.I{	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	2	2	2	False	False	False
30.0	9.0	2.5	55	1	G	0.0	3	4	2.0	1.0	3/16	True	-3	2.0	2.0	1.0	1a	3	5/2	False	False				False	0	Eb.I{	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
