onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
32.0	6.0	4.0	65	-1	F	0.0	4	4	1.0	2.0	3/16	True	-1	2.0	2.0	2.0	2a	4	4	False	True				False	3	i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	-3	-3	-3	True	False	True
38.0	1.0	4.75	64	4	E	0.0	4	4	1.0	2.0	1/32	True	-1	2.0	2.0	2.0	2a	4	19/4	False	False				False	3	i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	2	2	2	False	False	False
38.0	2.0	4.75	74	2	D	0.0	4	4	1.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	5	19/4	False	False				False	3	i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	0	0	0	True	True	False
39.0	1.0	4.875	62	2	D	0.0	4	4	1.0	2.0	1/32	True	-1	2.0	2.0	2.0	2a	4	39/8	False	False				False	3	i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	0	0	0	True	True	False
40.0	8.0	5.0	61	7	C	1.0	4	4	1.0	2.0	1/4	True	-1	2.0	2.0	2.0	2a	4	5	False	True				False	4	V6		d	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	2	2	2	5	5	5	True	False	True
40.0	6.0	5.0	81	3	A	0.0	4	4	1.0	1.0	3/16	True	-1	2.0	2.0	2.0	2a	5	5	False	True				False	4	V6		d	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	2	2	2	1	1	1	True	True	False
46.0	2.0	5.75	76	4	E	0.0	4	4	1.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	5	23/4	False	False				False	4	V6		d	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	2	2	2	2	2	2	True	False	False
48.0	8.0	6.0	62	2	D	0.0	4	4	1.0	2.0	1/4	True	-1	2.0	2.0	2.0	2a	4	6	False	True				False	5	i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
48.0	4.0	6.0	77	-1	F	0.0	4	4	1.0	1.0	1/8	True	-1	2.0	2.0	2.0	2a	5	6	False	True				False	5	i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
52.0	1.0	6.5	77	-1	F	0.0	4	4	1.0	1.0	1/32	False	-1	2.0	2.0	2.0	2a	5	13/2	False	False				False	5	i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
53.0	1.0	6.625	76	4	E	0.0	4	4	1.0	1.0	1/32	True	-1	2.0	2.0	2.0	2a	5	53/8	False	False				False	5	i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	2	2	2	False	False	False
54.0	1.0	6.75	74	2	D	0.0	4	4	1.0	1.0	1/32	True	-1	2.0	2.0	2.0	2a	5	27/4	False	False				False	5	i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
55.0	1.0	6.875	72	0	C	0.0	4	4	1.0	1.0	1/32	True	-1	2.0	2.0	2.0	2a	5	55/8	False	False				False	5	i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-2	-2	-2	False	False	False
56.0	8.0	7.0	67	1	G	0.0	4	4	1.0	2.0	1/4	True	-1	2.0	2.0	2.0	2a	4	7	False	True				False	6	IV		d	i		IV	IV					M	True	True	(-1, 3, 0)	()	-1	-1	minor	minor	i	i, minor	IV		i	i	True	IV	IV, minor		IV, minor		IV	2	2	2	-1	-1	-1	True	True	True
56.0	6.0	7.0	71	5	B	0.0	4	4	1.0	1.0	3/16	True	-1	2.0	2.0	2.0	2a	4	7	False	True				False	6	IV		d	i		IV	IV					M	True	True	(-1, 3, 0)	()	-1	-1	minor	minor	i	i, minor	IV		i	i	True	IV	IV, minor		IV, minor		IV	2	2	2	3	3	3	True	False	False
62.0	2.0	7.75	74	2	D	0.0	4	4	1.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	5	31/4	False	False				False	6	IV		d	i		IV	IV					M	True	True	(-1, 3, 0)	()	-1	-1	minor	minor	i	i, minor	IV		i	i	True	IV	IV, minor		IV, minor		IV	2	2	2	0	0	0	True	False	False
64.0	6.0	8.0	67	1	G	0.0	4	4	1.0	2.0	3/16	False	-1	3.0	3.0	3.0	3a	4	8	False	True				False	7	#viio64		d	i		#viio64	#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	2	2	2	-1	-1	-1	True	False	True
64.0	6.0	8.0	73	7	C	1.0	4	4	1.0	1.0	3/16	True	-1	3.0	3.0	3.0	3a	5	8	False	True				False	7	#viio64		d	i		#viio64	#vii	o	64			o	True	True	(-1, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio64	#viio64, minor		#viio64, minor		#vii	2	2	2	5	5	5	True	True	False
70.0	2.0	8.75	57	3	A	0.0	4	4	2.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	3	35/4	False	True				False	8	V		d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
70.0	2.0	8.75	61	7	C	1.0	4	4	1.0	2.0	1/16	True	-1	3.0	3.0	3.0	3a	4	35/4	False	True				False	8	V		d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	5	5	5	True	False	False
70.0	1.0	8.75	74	2	D	0.0	4	4	1.0	1.0	1/32	True	-1	3.0	3.0	3.0	3a	5	35/4	False	True				False	8	V		d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	0	0	0	False	False	False
71.0	1.0	8.875	76	4	E	0.0	4	4	1.0	1.0	1/32	True	-1	3.0	3.0	3.0	3a	5	71/8	False	False				False	8	V		d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	2	2	2	True	False	False
72.0	6.0	9.0	62	2	D	0.0	4	4	1.0	2.0	3/16	True	-1	3.0	3.0	3.0	3a	4	9	False	True				False	9	i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
72.0	6.0	9.0	62	2	D	0.0	4	4	2.0	1.0	3/16	True	-1	3.0	3.0	3.0	3a	4	9	False	True				False	9	i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
72.0	6.0	9.0	77	-1	F	0.0	4	4	1.0	1.0	3/16	True	-1	3.0	3.0	3.0	3a	5	9	False	True				False	9	i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
78.0	2.0	9.75	57	3	A	0.0	4	4	2.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	3	39/4	False	True				False	10	V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	1	1	1	True	True	True
78.0	2.0	9.75	73	7	C	1.0	4	4	1.0	2.0	1/16	True	-1	3.0	3.0	3.0	3a	5	39/4	False	True				False	10	V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	5	5	5	True	False	False
78.0	2.0	9.75	79	1	G	0.0	4	4	1.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	5	39/4	False	True				False	10	V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	-1	-1	-1	True	False	False
80.0	4.0	10.0	58	-2	B	-1.0	4	4	2.0	1.0	1/8	True	-1	3.0	3.0	3.0	3a	3	10	False	True				False	11	ii%43		d	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	2	2	2	-4	-4	-4	True	False	True
80.0	8.0	10.0	74	2	D	0.0	4	4	1.0	2.0	1/4	True	-1	3.0	3.0	3.0	3a	5	10	False	True				False	11	ii%43		d	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	2	2	2	0	0	0	True	False	False
80.0	16.0	10.0	76	4	E	0.0	4	4	1.0	1.0	1/2	True	-1	3.0	3.0	3.0	3a	5	10	False	True				False	11	ii%43		d	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	2	2	2	2	2	2	True	True	False
84.0	1.0	10.5	58	-2	B	-1.0	4	4	2.0	1.0	1/32	False	-1	3.0	3.0	3.0	3a	3	21/2	False	False				False	11	ii%43		d	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	2	2	2	-4	-4	-4	True	False	True
85.0	1.0	10.625	57	3	A	0.0	4	4	2.0	1.0	1/32	True	-1	3.0	3.0	3.0	3a	3	85/8	False	False				False	11	ii%43		d	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	2	2	2	1	1	1	False	False	False
86.0	1.0	10.75	55	1	G	0.0	4	4	2.0	1.0	1/32	True	-1	3.0	3.0	3.0	3a	3	43/4	False	False				False	11	ii%43		d	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	2	2	2	-1	-1	-1	True	False	False
87.0	1.0	10.875	53	-1	F	0.0	4	4	2.0	1.0	1/32	True	-1	3.0	3.0	3.0	3a	3	87/8	False	False				False	11	ii%43		d	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	2	2	2	-3	-3	-3	False	False	False
88.0	6.0	11.0	52	4	E	0.0	4	4	2.0	1.0	3/16	True	-1	3.0	3.0	3.0	3a	3	11	False	True				False	12	#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	2	2	2	True	False	True
88.0	6.0	11.0	73	7	C	1.0	4	4	1.0	2.0	3/16	True	-1	3.0	3.0	3.0	3a	5	11	False	True				False	12	#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	5	5	5	True	True	False
94.0	2.0	11.75	55	1	G	0.0	4	4	2.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	3	47/4	False	False				False	12	#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	-1	-1	-1	True	False	False
94.0	1.0	11.75	74	2	D	0.0	4	4	1.0	2.0	1/32	True	-1	3.0	3.0	3.0	3a	5	47/4	False	False				False	12	#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	0	0	0	False	False	False
95.0	1.0	11.875	76	4	E	0.0	4	4	1.0	2.0	1/32	True	-1	3.0	3.0	3.0	3a	5	95/8	False	False				False	12	#viio6		d	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	2	2	2	2	2	2	True	False	True
96.0	8.0	12.0	53	-1	F	0.0	4	4	2.0	1.0	1/4	True	-1	4.0	4.0	4.0	4a	3	12	False	True				False	13	i6(2)		d	i		i6(2)	i		6	2		m	True	True	(-3, 1, 2)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6(2), minor		i	2	2	2	-3	-3	-3	True	False	True
96.0	8.0	12.0	69	3	A	0.0	4	4	1.0	2.0	1/4	True	-1	4.0	4.0	4.0	4a	4	12	False	True				False	13	i6(2)		d	i		i6(2)	i		6	2		m	True	True	(-3, 1, 2)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6(2), minor		i	2	2	2	1	1	1	True	False	False
96.0	6.0	12.0	76	4	E	0.0	4	4	1.0	1.0	3/16	False	-1	4.0	4.0	4.0	4a	5	12	False	True				False	13	i6(2)		d	i		i6(2)	i		6	2		m	True	True	(-3, 1, 2)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6(2), minor		i	2	2	2	2	2	2	True	False	False
102.0	2.0	12.75	69	3	A	0.0	4	4	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	51/4	False	False				False	13	i6(2)		d	i		i6(2)	i		6	2		m	True	True	(-3, 1, 2)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6(2), minor		i	2	2	2	1	1	1	True	False	False
104.0	6.0	13.0	74	2	D	0.0	4	4	1.0	1.0	3/16	True	-1	4.0	4.0	4.0	4a	5	13	False	True				False	14	i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
110.0	2.0	13.75	54	6	F	1.0	4	4	2.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	3	55/4	False	True				False	15	V6/iv		d	i		V6/iv	V		6		iv	M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V6/iv	V6/iv, minor		V6/iv, minor	iv	iv	2	2	1	4	4	5	True	False	True
110.0	2.0	13.75	62	2	D	0.0	4	4	1.0	2.0	1/16	True	-1	4.0	4.0	4.0	4a	4	55/4	False	True				False	15	V6/iv		d	i		V6/iv	V		6		iv	M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V6/iv	V6/iv, minor		V6/iv, minor	iv	iv	2	2	1	0	0	1	True	True	False
110.0	2.0	13.75	69	3	A	0.0	4	4	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	55/4	False	True				False	15	V6/iv		d	i		V6/iv	V		6		iv	M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V6/iv	V6/iv, minor		V6/iv, minor	iv	iv	2	2	1	1	1	2	True	False	False
112.0	6.0	14.0	55	1	G	0.0	4	4	2.0	1.0	3/16	True	-1	4.0	4.0	4.0	4a	3	14	False	True				False	16	iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-1	-1	-1	True	True	True
112.0	8.0	14.0	62	2	D	0.0	4	4	1.0	2.0	1/4	True	-1	4.0	4.0	4.0	4a	4	14	False	True				False	16	iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	0	0	0	True	False	False
112.0	4.0	14.0	70	-2	B	-1.0	4	4	1.0	1.0	1/8	True	-1	4.0	4.0	4.0	4a	4	14	False	True				False	16	iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-4	-4	-4	True	False	False
116.0	1.0	14.5	70	-2	B	-1.0	4	4	1.0	1.0	1/32	False	-1	4.0	4.0	4.0	4a	4	29/2	False	False				False	16	iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-4	-4	-4	True	False	False
117.0	1.0	14.625	69	3	A	0.0	4	4	1.0	1.0	1/32	True	-1	4.0	4.0	4.0	4a	4	117/8	False	False				False	16	iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	1	1	1	False	False	False
118.0	2.0	14.75	52	4	E	0.0	4	4	2.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	3	59/4	False	True				False	17	ii%7		d	i		ii%7	ii	%	7			%7	True	True	(2, -1, -4, 0)	()	2	2	minor	minor	i	i, minor	ii		i	i	True	ii%7	ii%7, minor		ii%7, minor		ii	2	2	2	2	2	2	True	True	True
118.0	1.0	14.75	67	1	G	0.0	4	4	1.0	1.0	1/32	True	-1	4.0	4.0	4.0	4a	4	59/4	False	True				False	17	ii%7		d	i		ii%7	ii	%	7			%7	True	True	(2, -1, -4, 0)	()	2	2	minor	minor	i	i, minor	ii		i	i	True	ii%7	ii%7, minor		ii%7, minor		ii	2	2	2	-1	-1	-1	True	False	False
119.0	1.0	14.875	65	-1	F	0.0	4	4	1.0	1.0	1/32	True	-1	4.0	4.0	4.0	4a	4	119/8	False	False				False	17	ii%7		d	i		ii%7	ii	%	7			%7	True	True	(2, -1, -4, 0)	()	2	2	minor	minor	i	i, minor	ii		i	i	True	ii%7	ii%7, minor		ii%7, minor		ii	2	2	2	-3	-3	-3	False	False	False
120.0	6.0	15.0	57	3	A	0.0	4	4	2.0	1.0	3/16	True	-1	4.0	4.0	4.0	4a	3	15	False	True				False	18	V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	1	1	1	True	True	True
120.0	8.0	15.0	61	7	C	1.0	4	4	1.0	2.0	1/4	True	-1	4.0	4.0	4.0	4a	4	15	False	True				False	18	V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	5	5	5	True	False	False
120.0	6.0	15.0	64	4	E	0.0	4	4	1.0	1.0	3/16	True	-1	4.0	4.0	4.0	4a	4	15	False	True				False	18	V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	2	2	2	True	False	False
126.0	2.0	15.75	45	3	A	0.0	4	4	2.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	2	63/4	False	False				False	18	V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	1	1	1	True	True	True
126.0	2.0	15.75	67	1	G	0.0	4	4	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	63/4	False	False				False	18	V7		d	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	2	2	2	-1	-1	-1	True	False	False
128.0	6.0	16.0	50	2	D	0.0	4	4	2.0	1.0	3/16	True	-1	5.0	5.0	5.0	5a	3	16	False	True	IAC	IAC	}{	True	19	i|IAC}{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
128.0	6.0	16.0	62	2	D	0.0	4	4	1.0	2.0	3/16	True	-1	5.0	5.0	5.0	5a	4	16	False	True	IAC	IAC	}{	True	19	i|IAC}{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
128.0	6.0	16.0	65	-1	F	0.0	4	4	1.0	1.0	3/16	True	-1	5.0	5.0	5.0	5a	4	16	False	True	IAC	IAC	}{	True	19	i|IAC}{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
134.0	2.0	16.75	48	0	C	0.0	4	4	2.0	1.0	1/16	True	-1	5.0	5.0	5.0	5a	3	67/4	False	False				False	19	i|IAC}{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-2	-2	-2	False	False	False
134.0	2.0	16.75	62	2	D	0.0	4	4	1.0	2.0	1/16	True	-1	5.0	5.0	5.0	5a	4	67/4	False	False				False	19	i|IAC}{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
134.0	1.0	16.75	64	4	E	0.0	4	4	1.0	1.0	1/32	True	-1	5.0	5.0	5.0	5a	4	67/4	False	False				False	19	i|IAC}{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	2	2	2	False	False	False
135.0	1.0	16.875	62	2	D	0.0	4	4	1.0	1.0	1/32	True	-1	5.0	5.0	5.0	5a	4	135/8	False	False				False	19	i|IAC}{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
