onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
32.0	16.0	4.0	48	0	C	0.0	1.0	1	4	2	17.0	1.0	1	True	0	2.0	2.0	1.0	1a	3	8	False	True			{	False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
32.0	4.0	4.0	64	4	E	0.0	1.0	1	4	2	2.0	1.0	1/4	True	0	2.0	2.0	1.0	1a	4	8	False	True			{	False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
36.0	2.0	4.5	64	4	E	0.0	1.5	0	4	2	2.0	1.0	1/8	True	0	2.0	2.0	1.0	1a	4	9	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
38.0	2.0	4.75	64	4	E	0.0	1.75	0	4	2	2.0	1.0	1/8	True	0	2.0	2.0	1.0	1a	4	19/2	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
40.0	6.0	5.0	64	4	E	0.0	2.0	2	4	2	2.0	1.0	3/8	True	0	2.0	2.0	1.0	1a	4	10	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
46.0	2.0	5.75	64	4	E	0.0	2.75	0	4	2	2.0	1.0	1/8	True	0	2.0	2.0	1.0	1a	4	23/2	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
48.0	16.0	6.0	48	0	C	0.0	3.0	3	4	2	17.0	1.0	1	True	0	2.0	2.0	1.0	1a	3	12	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
48.0	8.0	6.0	64	4	E	0.0	3.0	3	4	2	2.0	1.0	1/2	True	0	2.0	2.0	1.0	1a	4	12	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
56.0	8.0	7.0	64	4	E	0.0	4.0	4	4	2	2.0	1.0	1/2	True	0	2.0	2.0	1.0	1a	4	14	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
64.0	8.0	8.0	48	0	C	0.0	1.0	1	4	2	17.0	1.0	1/2	False	0	3.0	3.0	2.0	2a	3	16	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
64.0	4.0	8.0	60	0	C	0.0	1.0	1	4	2	2.0	1.0	1/4	True	0	3.0	3.0	2.0	2a	4	16	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
68.0	4.0	8.5	60	0	C	0.0	1.5	0	4	2	2.0	1.0	1/4	True	0	3.0	3.0	2.0	2a	4	17	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
72.0	8.0	9.0	55	1	G	0.0	2.0	2	4	2	17.0	1.0	1/2	True	0	3.0	3.0	2.0	2a	3	18	False	True				False	1	V		C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
72.0	4.0	9.0	62	2	D	0.0	2.0	2	4	2	2.0	1.0	1/4	True	0	3.0	3.0	2.0	2a	4	18	False	True				False	1	V		C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	2	2	2	True	False	False
76.0	2.0	9.5	62	2	D	0.0	2.5	0	4	2	2.0	1.0	1/8	True	0	3.0	3.0	2.0	2a	4	19	False	False				False	1	V		C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	2	2	2	True	False	False
78.0	2.0	9.75	62	2	D	0.0	2.75	0	4	2	2.0	1.0	1/8	True	0	3.0	3.0	2.0	2a	4	39/2	False	False				False	1	V		C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	2	2	2	True	False	False
80.0	8.0	10.0	48	0	C	0.0	3.0	3	4	2	17.0	1.0	1/2	True	0	3.0	3.0	2.0	2a	3	20	False	True				False	2	I		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
80.0	4.0	10.0	64	4	E	0.0	3.0	3	4	2	2.0	1.0	1/4	True	0	3.0	3.0	2.0	2a	4	20	False	True				False	2	I		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
84.0	4.0	10.5	64	4	E	0.0	3.5	0	4	2	2.0	1.0	1/4	True	0	3.0	3.0	2.0	2a	4	21	False	False				False	2	I		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
88.0	4.0	11.0	52	4	E	0.0	4.0	4	4	2	17.0	1.0	1/4	True	0	3.0	3.0	2.0	2a	3	22	False	True				False	3	I6		C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
88.0	6.0	11.0	67	1	G	0.0	4.0	4	4	2	2.0	1.0	3/8	True	0	3.0	3.0	2.0	2a	4	22	False	True				False	3	I6		C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	1	1	1	True	False	False
92.0	4.0	11.5	53	-1	F	0.0	4.5	0	4	2	17.0	1.0	1/4	True	0	3.0	3.0	2.0	2a	3	23	False	True				False	4	ii6		C	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	-1	-1	-1	True	False	True
94.0	1.0	11.75	65	-1	F	0.0	4.75	0	4	2	2.0	1.0	1/16	True	0	3.0	3.0	2.0	2a	4	47/2	False	False				False	4	ii6		C	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	-1	-1	-1	True	False	True
95.0	1.0	11.875	64	4	E	0.0	4.875	0	4	2	2.0	1.0	1/16	True	0	3.0	3.0	2.0	2a	4	95/4	False	False				False	4	ii6		C	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	4	4	4	False	False	False
96.0	8.0	12.0	55	1	G	0.0	1.0	1	4	2	17.0	1.0	1/2	True	0	4.0	4.0	3.0	3a	3	24	False	True	HC	HC	}	True	5	V|HC}		C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
96.0	4.0	12.0	62	2	D	0.0	1.0	1	4	2	2.0	1.0	1/4	True	0	4.0	4.0	3.0	3a	4	24	False	True	HC	HC	}	True	5	V|HC}		C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	2	2	2	True	False	False
100.0	4.0	12.5	62	2	D	0.0	1.5	0	4	2	2.0	1.0	1/4	True	0	4.0	4.0	3.0	3a	4	25	False	False				False	5	V|HC}		C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	2	2	2	True	False	False
104.0	8.0	13.0	55	1	G	0.0	2.0	2	4	2	17.0	1.0	1/2	True	0	4.0	4.0	3.0	3a	3	26	False	False			{	False	6	{		C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False		, major		V, major		V	0	0	0	1	1	1	True	True	True
108.0	4.0	13.5	62	2	D	0.0	2.5	0	4	2	2.0	1.0	1/4	True	0	4.0	4.0	3.0	3a	4	27	False	False				False	6	{		C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False		, major		V, major		V	0	0	0	2	2	2	True	False	False
112.0	8.0	14.0	48	0	C	0.0	3.0	3	4	2	17.0	1.0	1/2	True	0	4.0	4.0	3.0	3a	3	28	False	True				False	7	I		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
112.0	2.0	14.0	64	4	E	0.0	3.0	3	4	2	2.0	1.0	1/8	True	0	4.0	4.0	3.0	3a	4	28	False	True				False	7	I		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
