onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	64.0	0.0	50	2	D	0.0	1.0	1	4	2	20.0	1.0	2	True	-1	1.0	1.0	1.0	1a	3	0	True	True			{	False	0	G.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
8.0	8.0	0.5	62	2	D	0.0	1.5	0	4	2	1.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	4	1	False	False				False	0	G.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
16.0	16.0	1.0	62	2	D	0.0	2.0	2	4	2	1.0	1.0	1/2	True	-1	1.0	1.0	1.0	1a	4	2	False	False				False	0	G.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
32.0	24.0	2.0	62	2	D	0.0	3.0	3	4	2	1.0	1.0	3/4	True	-1	1.0	1.0	1.0	1a	4	4	False	False				False	0	G.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
56.0	4.0	3.5	57	3	A	0.0	4.5	0	4	2	1.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	3	7	False	False				False	0	G.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	2	2	2	True	False	False
60.0	4.0	3.75	57	3	A	0.0	4.75	0	4	2	1.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	3	15/2	False	False				False	0	G.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	2	2	2	True	False	False
64.0	32.0	4.0	43	1	G	0.0	1.0	1	4	2	20.0	1.0	1	True	-1	2.0	2.0	2.0	2a	2	8	False	True				False	1	I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
64.0	16.0	4.0	59	5	B	0.0	1.0	1	4	2	1.0	1.0	1/2	True	-1	2.0	2.0	2.0	2a	3	8	False	True				False	1	I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
80.0	16.0	5.0	59	5	B	0.0	2.0	2	4	2	1.0	1.0	1/2	True	-1	2.0	2.0	2.0	2a	3	10	False	False				False	1	I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
96.0	32.0	6.0	43	1	G	0.0	3.0	3	4	2	20.0	1.0	1	True	-1	2.0	2.0	2.0	2a	2	12	False	False				False	1	I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
100.0	4.0	6.25	57	3	A	0.0	3.25	0	4	2	1.0	1.0	1/8	True	-1	2.0	2.0	2.0	2a	3	25/2	False	False				False	1	I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	2	2	2	False	False	False
104.0	4.0	6.5	57	3	A	0.0	3.5	0	4	2	1.0	1.0	1/8	True	-1	2.0	2.0	2.0	2a	3	13	False	False				False	1	I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	2	2	2	False	False	False
108.0	4.0	6.75	57	3	A	0.0	3.75	0	4	2	1.0	1.0	1/8	True	-1	2.0	2.0	2.0	2a	3	27/2	False	False				False	1	I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	2	2	2	False	False	False
112.0	12.0	7.0	59	5	B	0.0	4.0	4	4	2	1.0	1.0	3/8	True	-1	2.0	2.0	2.0	2a	3	14	False	False				False	1	I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
124.0	4.0	7.75	60	0	C	0.0	4.75	0	4	2	1.0	1.0	1/8	True	-1	2.0	2.0	2.0	2a	4	31/2	False	False				False	1	I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	-1	-1	-1	False	False	False
128.0	32.0	8.0	43	1	G	0.0	1.0	1	4	2	20.0	1.0	1	False	-1	3.0	3.0	3.0	3a	2	16	False	False				False	1	I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
128.0	12.0	8.0	62	2	D	0.0	1.0	1	4	2	1.0	1.0	3/8	True	-1	3.0	3.0	3.0	3a	4	16	False	False				False	1	I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
140.0	4.0	8.75	59	5	B	0.0	1.75	0	4	2	1.0	1.0	1/8	True	-1	3.0	3.0	3.0	3a	3	35/2	False	False				False	1	I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
144.0	8.0	9.0	60	0	C	0.0	2.0	2	4	2	1.0	1.0	1/4	True	-1	3.0	3.0	3.0	3a	4	18	False	False				False	1	I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	-1	-1	-1	False	False	False
152.0	8.0	9.5	62	2	D	0.0	2.5	0	4	2	1.0	1.0	1/4	True	-1	3.0	3.0	3.0	3a	4	19	False	False				False	1	I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
160.0	32.0	10.0	48	0	C	0.0	3.0	3	4	2	20.0	1.0	1	True	-1	3.0	3.0	3.0	3a	3	20	False	True				False	2	IV	G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	1	1	1	-1	-1	-1	True	True	True
160.0	16.0	10.0	64	4	E	0.0	3.0	3	4	2	1.0	1.0	1/2	True	-1	3.0	3.0	3.0	3a	4	20	False	True				False	2	IV	G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	1	1	1	3	3	3	True	False	False
176.0	16.0	11.0	64	4	E	0.0	4.0	4	4	2	1.0	1.0	1/2	True	-1	3.0	3.0	3.0	3a	4	22	False	False				False	2	IV	G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	1	1	1	3	3	3	True	False	False
192.0	24.0	12.0	53	-1	F	0.0	1.0	1	4	2	20.0	1.0	3/4	True	-1	4.0	4.0	4.0	4a	3	24	False	True			}	True	3	IV/IV}	G	I		IV/IV	IV				IV	M	False	False	(-2, 2, -1)	()	-2	-2	major	major	I	I, major	IV/IV	IV	IV/I	IV	False	IV/IV	IV/IV, major		IV/IV, major	IV	IV	1	1	0	-2	-2	-1	True	True	True
192.0	8.0	12.0	60	0	C	0.0	1.0	1	4	2	1.0	1.0	1/4	True	-1	4.0	4.0	4.0	4a	4	24	False	True			}	True	3	IV/IV}	G	I		IV/IV	IV				IV	M	False	False	(-2, 2, -1)	()	-2	-2	major	major	I	I, major	IV/IV	IV	IV/I	IV	False	IV/IV	IV/IV, major		IV/IV, major	IV	IV	1	1	0	-1	-1	0	True	False	False
200.0	4.0	12.5	60	0	C	0.0	1.5	0	4	2	1.0	1.0	1/8	True	-1	4.0	4.0	4.0	4a	4	25	False	False				False	3	IV/IV}	G	I		IV/IV	IV				IV	M	False	False	(-2, 2, -1)	()	-2	-2	major	major	I	I, major	IV/IV	IV	IV/I	IV	False	IV/IV	IV/IV, major		IV/IV, major	IV	IV	1	1	0	-1	-1	0	True	False	False
204.0	4.0	12.75	60	0	C	0.0	1.75	0	4	2	1.0	1.0	1/8	True	-1	4.0	4.0	4.0	4a	4	51/2	False	False				False	3	IV/IV}	G	I		IV/IV	IV				IV	M	False	False	(-2, 2, -1)	()	-2	-2	major	major	I	I, major	IV/IV	IV	IV/I	IV	False	IV/IV	IV/IV, major		IV/IV, major	IV	IV	1	1	0	-1	-1	0	True	False	False
208.0	8.0	13.0	65	-1	F	0.0	2.0	2	4	2	1.0	1.0	1/4	True	-1	4.0	4.0	4.0	4a	4	26	False	False				False	3	IV/IV}	G	I		IV/IV	IV				IV	M	False	False	(-2, 2, -1)	()	-2	-2	major	major	I	I, major	IV/IV	IV	IV/I	IV	False	IV/IV	IV/IV, major		IV/IV, major	IV	IV	1	1	0	-2	-2	-1	True	True	True
216.0	8.0	13.5	55	1	G	0.0	2.5	0	4	2	20.0	1.0	1/4	True	-1	4.0	4.0	4.0	4a	3	27	False	True				False	4	V/IV	G	I		V/IV	V				IV	M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V/IV	V/IV, major		V/IV, major	IV	IV	1	1	0	0	0	1	True	True	True
216.0	8.0	13.5	62	2	D	0.0	2.5	0	4	2	1.0	1.0	1/4	True	-1	4.0	4.0	4.0	4a	4	27	False	True				False	4	V/IV	G	I		V/IV	V				IV	M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V/IV	V/IV, major		V/IV, major	IV	IV	1	1	0	1	1	2	True	False	False
224.0	16.0	14.0	48	0	C	0.0	3.0	3	4	2	20.0	1.0	1/2	True	-1	4.0	4.0	4.0	4a	3	28	False	True	IAC	IAC		False	5	I/IV|IAC	G	I		I/IV	I				IV	M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	I/IV	IV	IV/I	IV	False	I/IV	I/IV, major		I/IV, major	IV	IV	1	1	0	-1	-1	0	True	True	True
224.0	16.0	14.0	64	4	E	0.0	3.0	3	4	2	1.0	1.0	1/2	True	-1	4.0	4.0	4.0	4a	4	28	False	True	IAC	IAC		False	5	I/IV|IAC	G	I		I/IV	I				IV	M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	I/IV	IV	IV/I	IV	False	I/IV	I/IV, major		I/IV, major	IV	IV	1	1	0	3	3	4	True	False	False
240.0	16.0	15.0	48	0	C	0.0	4.0	4	4	2	20.0	1.0	1/2	True	-1	4.0	4.0	4.0	4a	3	30	False	False				False	5	I/IV|IAC	G	I		I/IV	I				IV	M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	I/IV	IV	IV/I	IV	False	I/IV	I/IV, major		I/IV, major	IV	IV	1	1	0	-1	-1	0	True	True	True
240.0	16.0	15.0	64	4	E	0.0	4.0	4	4	2	1.0	1.0	1/2	True	-1	4.0	4.0	4.0	4a	4	30	False	False				False	5	I/IV|IAC	G	I		I/IV	I				IV	M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	I/IV	IV	IV/I	IV	False	I/IV	I/IV, major		I/IV, major	IV	IV	1	1	0	3	3	4	True	False	False
256.0	64.0	16.0	48	0	C	0.0	1.0	1	4	2	20.0	1.0	2	True	-1	5.0	5.0	5.0	5a	3	32	False	True			{	False	6	IV.I{	G	IV		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	IV	IV, major	I		IV	IV	False	I	I, major		I, major		I	1	0	0	-1	0	0	True	True	True
256.0	4.0	16.0	64	4	E	0.0	1.0	1	4	2	1.0	1.0	1/8	True	-1	5.0	5.0	5.0	5a	4	32	False	True			{	False	6	IV.I{	G	IV		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	IV	IV, major	I		IV	IV	False	I	I, major		I, major		I	1	0	0	3	4	4	True	False	False
260.0	4.0	16.25	64	4	E	0.0	1.25	0	4	2	1.0	1.0	1/8	True	-1	5.0	5.0	5.0	5a	4	65/2	False	False				False	6	IV.I{	G	IV		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	IV	IV, major	I		IV	IV	False	I	I, major		I, major		I	1	0	0	3	4	4	True	False	False
264.0	4.0	16.5	64	4	E	0.0	1.5	0	4	2	1.0	1.0	1/8	True	-1	5.0	5.0	5.0	5a	4	33	False	False				False	6	IV.I{	G	IV		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	IV	IV, major	I		IV	IV	False	I	I, major		I, major		I	1	0	0	3	4	4	True	False	False
268.0	4.0	16.75	64	4	E	0.0	1.75	0	4	2	1.0	1.0	1/8	True	-1	5.0	5.0	5.0	5a	4	67/2	False	False				False	6	IV.I{	G	IV		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	IV	IV, major	I		IV	IV	False	I	I, major		I, major		I	1	0	0	3	4	4	True	False	False
272.0	12.0	17.0	64	4	E	0.0	2.0	2	4	2	1.0	1.0	3/8	True	-1	5.0	5.0	5.0	5a	4	34	False	False				False	6	IV.I{	G	IV		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	IV	IV, major	I		IV	IV	False	I	I, major		I, major		I	1	0	0	3	4	4	True	False	False
284.0	4.0	17.75	64	4	E	0.0	2.75	0	4	2	1.0	1.0	1/8	True	-1	5.0	5.0	5.0	5a	4	71/2	False	False				False	6	IV.I{	G	IV		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	IV	IV, major	I		IV	IV	False	I	I, major		I, major		I	1	0	0	3	4	4	True	False	False
