onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
24.0	24.0	1.0	69	3	A	0.0	2.0	2	4	4	1.0	1.0	1/4	True		1.0	1.0	1.0	1a	4	1	False	True			{	False	0	b.v{		b	i		v		v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	5	5	5	-2	-2	-2	True	False	False
48.0	12.0	2.0	69	3	A	0.0	3.0	3	4	4	1.0	1.0	1/8	False		1.0	1.0	1.0	1a	4	2	False	False				False	0	b.v{		b	i		v		v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	5	5	5	-2	-2	-2	True	False	False
60.0	12.0	2.5	67	1	G	0.0	3.5	0	4	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	5/2	False	False				False	0	b.v{		b	i		v		v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	5	5	5	-4	-4	-4	False	False	False
72.0	12.0	3.0	66	6	F	1.0	4.0	4	4	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	3	False	False				False	0	b.v{		b	i		v		v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	5	5	5	1	1	1	True	True	True
84.0	12.0	3.5	65	11	E	1.0	4.5	0	4	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	7/2	False	False				False	0	b.v{		b	i		v		v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	5	5	5	6	6	6	False	False	False
96.0	12.0	4.0	67	1	G	0.0	1.0	1	4	4	1.0	1.0	1/8	True	2	2.0	2.0	2.0	2a	4	4	False	False				False	0	b.v{		b	i		v		v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	5	5	5	-4	-4	-4	False	False	False
108.0	12.0	4.5	66	6	F	1.0	1.5	0	4	4	1.0	1.0	1/8	True	2	2.0	2.0	2.0	2a	4	9/2	False	False				False	0	b.v{		b	i		v		v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	5	5	5	1	1	1	True	True	True
120.0	48.0	5.0	62	2	D	0.0	2.0	2	4	4	1.0	1.0	1/2	True	2	2.0	2.0	2.0	2a	4	5	False	True				False	1	i6		b	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	5	5	5	-3	-3	-3	True	False	True
168.0	24.0	7.0	61	7	C	1.0	4.0	4	4	4	1.0	1.0	1/4	True	2	2.0	2.0	2.0	2a	4	7	False	True				False	2	V64		b	i		V64		V		64			M	True	True	(2, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V64	V64, minor		V64, minor		V	5	5	5	2	2	2	True	False	True
204.0	12.0	8.5	35	5	B	0.0	1.5	0	4	4	2.0	1.0	1/8	True	2	3.0	3.0	3.0	3a	1	17/2	False	False				False	2	V64		b	i		V64		V		64			M	True	True	(2, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V64	V64, minor		V64, minor		V	5	5	5	0	0	0	False	False	False
