onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
2.0	2.0	0.5	63	9	D	1.0	1.5	0	3	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	1/2	False	True			{	False	0	C.V{		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	9	9	9	False	False	False
4.0	2.0	1.0	64	4	E	0.0	2.0	2	3	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	1	False	False				False	0	C.V{		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	4	4	4	False	False	False
6.0	2.0	1.5	65	-1	F	0.0	2.5	0	3	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	3/2	False	False				False	0	C.V{		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	-1	-1	-1	False	False	False
8.0	2.0	2.0	66	6	F	1.0	3.0	3	3	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	2	False	False				False	0	C.V{		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	6	6	6	False	False	False
10.0	2.0	2.5	67	1	G	0.0	3.5	0	3	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	5/2	False	False				False	0	C.V{		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
12.0	4.0	3.0	43	1	G	0.0	1.0	1	3	4	2.0	1.0	1/4	True	0	2.0	2.0	2.0	2a	2	3	False	True				False	1	V[ii7(9)		C	I	V	ii7(9)		ii		7	9		mm7	False	False	(2, -1, 3, 0)	(4,)	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major	V	ii7(9), major		ii	0	0	0	1	1	1	False	False	False
16.0	4.0	4.0	50	2	D	0.0	2.0	2	3	4	2.0	1.0	1/4	True	0	2.0	2.0	2.0	2a	3	4	False	False				False	1	V[ii7(9)		C	I	V	ii7(9)		ii		7	9		mm7	False	False	(2, -1, 3, 0)	(4,)	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major	V	ii7(9), major		ii	0	0	0	2	2	2	True	True	True
16.0	4.0	4.0	60	0	C	0.0	2.0	2	3	4	2.0	1.0	1/4	True	0	2.0	2.0	2.0	2a	4	4	False	False				False	1	V[ii7(9)		C	I	V	ii7(9)		ii		7	9		mm7	False	False	(2, -1, 3, 0)	(4,)	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major	V	ii7(9), major		ii	0	0	0	0	0	0	True	False	False
16.0	1.0	4.0	65	-1	F	0.0	2.0	2	3	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	4	False	False				False	1	V[ii7(9)		C	I	V	ii7(9)		ii		7	9		mm7	False	False	(2, -1, 3, 0)	(4,)	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major	V	ii7(9), major		ii	0	0	0	-1	-1	-1	True	False	False
16.0	1.0	4.0	72	0	C	0.0	2.0	2	3	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	5	4	False	False				False	1	V[ii7(9)		C	I	V	ii7(9)		ii		7	9		mm7	False	False	(2, -1, 3, 0)	(4,)	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major	V	ii7(9), major		ii	0	0	0	0	0	0	True	False	False
