onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	6.0	0.0	36	0	C	0.0	1.0	1	4	4	2.0	1.0	1/8	True	0	1.0	1.0	1.0	1a	2	0	True	True			{	False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
6.0	6.0	0.5	43	1	G	0.0	1.5	0	4	4	2.0	1.0	1/8	True	0	1.0	1.0	1.0	1a	2	1/2	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
12.0	6.0	1.0	48	0	C	0.0	2.0	2	4	4	2.0	1.0	1/8	True	0	1.0	1.0	1.0	1a	3	1	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
18.0	6.0	1.5	52	4	E	0.0	2.5	0	4	4	2.0	1.0	1/8	True	0	1.0	1.0	1.0	1a	3	3/2	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
24.0	6.0	2.0	55	1	G	0.0	3.0	3	4	4	2.0	1.0	1/8	True	0	1.0	1.0	1.0	1a	3	2	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
30.0	6.0	2.5	60	0	C	0.0	3.5	0	4	4	2.0	1.0	1/8	True	0	1.0	1.0	1.0	1a	4	5/2	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
36.0	6.0	3.0	64	4	E	0.0	4.0	4	4	4	2.0	1.0	1/8	True	0	1.0	1.0	1.0	1a	4	3	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
42.0	6.0	3.5	67	1	G	0.0	4.5	0	4	4	2.0	1.0	1/8	True	0	1.0	1.0	1.0	1a	4	7/2	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
48.0	48.0	4.0	67	1	G	0.0	1.0	1	4	4	1.0	2.0	1	True	0	2.0	2.0	2.0	2a	4	4	False	False				False	0	C.I{		C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
72.0	24.0	6.0	63	-3	E	-1.0	3.0	3	4	4	1.0	1.0	1/2	True	0	2.0	2.0	2.0	2a	4	6	False	True				False	1	viio2(+2)/V		C	I		viio2(+2)/V	vii	o	2	+2	V	o7	False	False	(-3, 6, 3, 0)	(1,)	6	-3	major	major	I	I, major	vii/V	V	V/I	V	False	viio2/V	viio2/V, major		viio2(+2)/V, major	V	V	0	0	1	-3	-3	-4	True	False	True
