onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	cadence_subtype	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
82.0	4.0	20.5	47	5	B	0.0	4	4	2.0	1.0	1/4	True	1	6.0	6.0	5.0	5a	2	41/2	False	False					False	15		V	G	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	1	4	4	4	1	1	True	True	True
83.0	1.0	20.75	75	9	D	1.0	4	4	1.0	1.0	1/16	True	1	6.0	6.0	5.0	5a	5	83/4	False	False					False	15		V	G	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	1	4	4	8	5	5	True	False	False
84.0	1.0	21.0	76	4	E	0.0	4	4	1.0	1.0	1/16	True	1	6.0	6.0	5.0	5a	5	21	False	False					False	15		V	G	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	1	4	4	3	0	0	False	False	False
85.0	1.0	21.25	78	6	F	1.0	4	4	1.0	1.0	1/16	True	1	6.0	6.0	5.0	5a	5	85/4	False	False					False	15		V	G	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	1	4	4	5	2	2	True	False	False
86.0	2.0	21.5	52	4	E	0.0	4	4	2.0	1.0	1/8	True	1	7.0	7.0	6.0	6a	3	43/2	False	True	IAC	IAC		}	True	16		i|IAC}	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	3	0	0	True	True	True
86.0	4.0	21.5	79	1	G	0.0	4	4	1.0	1.0	1/4	True	1	7.0	7.0	6.0	6a	5	43/2	False	True	IAC	IAC		}	True	16		i|IAC}	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	0	-3	-3	True	False	False
88.0	2.0	22.0	59	5	B	0.0	4	4	2.0	1.0	1/8	True	1	7.0	7.0	6.0	6a	3	22	False	False					False	16		i|IAC}	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	4	1	1	True	False	False
90.0	0.0	22.5	78	6	F	1.0	4	4	1.0	1.0	0	True	1	7.0	7.0	6.0	6a	5	45/2	False	False					False	16		i|IAC}	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	5	2	2	False	False	False
90.0	3.0	22.5	64	4	E	0.0	4	4	2.0	1.0	3/16	True	1	7.0	7.0	6.0	6a	4	45/2	False	False					False	16		i|IAC}	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	3	0	0	True	True	True
90.0	4.0	22.5	76	4	E	0.0	4	4	1.0	1.0	1/4	True	1	7.0	7.0	6.0	6a	5	45/2	False	False					False	16		i|IAC}	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	3	0	0	True	True	True
93.0	1.0	23.25	64	4	E	0.0	4	4	2.0	1.0	1/16	True	1	7.0	7.0	6.0	6a	4	93/4	False	False					False	16		i|IAC}	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	3	0	0	True	True	True
94.0	8.0	23.5	64	4	E	0.0	4	4	2.0	1.0	1/2	True	1	7.0	7.0	6.0	6a	4	47/2	False	False					False	16		i|IAC}	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	3	0	0	True	True	True
96.0	2.0	24.0	76	4	E	0.0	4	4	1.0	1.0	1/8	True	1	7.0	7.0	6.0	6a	5	24	False	False				{	False	17		{	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True		, minor		i, minor		i	1	4	4	3	0	0	True	True	True
98.0	3.0	24.5	83	5	B	0.0	4	4	1.0	1.0	3/16	True	1	7.0	7.0	6.0	6a	5	49/2	False	False					False	17		{	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True		, minor		i, minor		i	1	4	4	4	1	1	True	False	False
101.0	1.0	25.25	83	5	B	0.0	4	4	1.0	1.0	1/16	True	1	7.0	7.0	6.0	6a	5	101/4	False	False					False	17		{	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True		, minor		i, minor		i	1	4	4	4	1	1	True	False	False
102.0	8.0	25.5	62	2	D	0.0	4	4	2.0	1.0	1/2	True	1	8.0	8.0	7.0	7a	4	51/2	False	True					False	18		ii.V2	G	ii		V2	V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	ii	ii, major	V		ii	ii	True	V2	V2, minor		V2, minor		V	1	3	3	1	-1	-1	True	False	True
102.0	4.0	25.5	83	5	B	0.0	4	4	1.0	1.0	1/4	True	1	8.0	8.0	7.0	7a	5	51/2	False	True					False	18		ii.V2	G	ii		V2	V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	ii	ii, major	V		ii	ii	True	V2	V2, minor		V2, minor		V	1	3	3	4	2	2	True	False	False
106.0	0.0	26.5	81	3	A	0.0	4	4	1.0	1.0	0	True	1	8.0	8.0	7.0	7a	5	53/2	False	False					False	18		ii.V2	G	ii		V2	V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	ii	ii, major	V		ii	ii	True	V2	V2, minor		V2, minor		V	1	3	3	2	0	0	False	False	False
106.0	4.0	26.5	80	8	G	1.0	4	4	1.0	1.0	1/4	True	1	8.0	8.0	7.0	7a	5	53/2	False	False					False	18		ii.V2	G	ii		V2	V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	ii	ii, major	V		ii	ii	True	V2	V2, minor		V2, minor		V	1	3	3	7	5	5	True	False	False
110.0	4.0	27.5	60	0	C	0.0	4	4	2.0	1.0	1/4	True	1	8.0	8.0	7.0	7a	4	55/2	False	True					False	19		i6	G	ii		i6	i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	ii	ii, major	i		ii	ii	True	i6	i6, minor		i6, minor		i	1	3	3	-1	-3	-3	True	False	True
110.0	4.0	27.5	81	3	A	0.0	4	4	1.0	1.0	1/4	True	1	8.0	8.0	7.0	7a	5	55/2	False	True					False	19		i6	G	ii		i6	i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	ii	ii, major	i		ii	ii	True	i6	i6, minor		i6, minor		i	1	3	3	2	0	0	True	True	False
114.0	4.0	28.5	59	5	B	0.0	4	4	2.0	1.0	1/4	True	1	8.0	8.0	7.0	7a	3	57/2	False	True					False	20		V43	G	ii		V43	V		43			Mm7	False	True	(2, -1, 1, 5)	()	1	2	major	minor	ii	ii, major	V		ii	ii	True	V43	V43, minor		V43, minor		V	1	3	3	4	2	2	True	False	True
114.0	4.0	28.5	83	5	B	0.0	4	4	1.0	1.0	1/4	True	1	8.0	8.0	7.0	7a	5	57/2	False	True					False	20		V43	G	ii		V43	V		43			Mm7	False	True	(2, -1, 1, 5)	()	1	2	major	minor	ii	ii, major	V		ii	ii	True	V43	V43, minor		V43, minor		V	1	3	3	4	2	2	True	False	True
118.0	8.0	29.5	60	0	C	0.0	4	4	2.0	1.0	1/2	True	1	9.0	9.0	8.0	8a	4	59/2	False	True					False	21		i6	G	ii		i6	i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	ii	ii, major	i		ii	ii	True	i6	i6, minor		i6, minor		i	1	3	3	-1	-3	-3	True	False	True
118.0	6.0	29.5	76	4	E	0.0	4	4	1.0	1.0	3/8	True	1	9.0	9.0	8.0	8a	5	59/2	False	True					False	21		i6	G	ii		i6	i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	ii	ii, major	i		ii	ii	True	i6	i6, minor		i6, minor		i	1	3	3	3	1	1	True	False	False
124.0	2.0	31.0	76	4	E	0.0	4	4	1.0	1.0	1/8	True	1	9.0	9.0	8.0	8a	5	31	False	False					False	21		i6	G	ii		i6	i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	ii	ii, major	i		ii	ii	True	i6	i6, minor		i6, minor		i	1	3	3	3	1	1	True	False	False
126.0	8.0	31.5	62	2	D	0.0	4	4	2.0	1.0	1/2	True	1	9.0	9.0	8.0	8a	4	63/2	False	True					False	22		ii%65	G	ii		ii%65	ii	%	65			%7	False	True	(-1, -4, 0, 2)	()	2	-1	major	minor	ii	ii, major	ii		ii	ii	True	ii%65	ii%65, minor		ii%65, minor		ii	1	3	3	1	-1	-1	True	False	True
126.0	6.0	31.5	74	2	D	0.0	4	4	1.0	1.0	3/8	True	1	9.0	9.0	8.0	8a	5	63/2	False	True					False	22		ii%65	G	ii		ii%65	ii	%	65			%7	False	True	(-1, -4, 0, 2)	()	2	-1	major	minor	ii	ii, major	ii		ii	ii	True	ii%65	ii%65, minor		ii%65, minor		ii	1	3	3	1	-1	-1	True	False	True
132.0	2.0	33.0	72	0	C	0.0	4	4	1.0	1.0	1/8	True	1	9.0	9.0	8.0	8a	5	33	False	False					False	22		ii%65	G	ii		ii%65	ii	%	65			%7	False	True	(-1, -4, 0, 2)	()	2	-1	major	minor	ii	ii, major	ii		ii	ii	True	ii%65	ii%65, minor		ii%65, minor		ii	1	3	3	-1	-3	-3	False	False	False
134.0	8.0	33.5	64	4	E	0.0	4	4	2.0	1.0	1/2	True	1	10.0	10.0	9.0	9a	4	67/2	False	True					False	23		V	G	ii		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	ii	ii, major	V		ii	ii	True	V	V, minor		V, minor		V	1	3	3	3	1	1	True	True	True
134.0	6.0	33.5	71	5	B	0.0	4	4	1.0	1.0	3/8	True	1	10.0	10.0	9.0	9a	4	67/2	False	True					False	23		V	G	ii		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	ii	ii, major	V		ii	ii	True	V	V, minor		V, minor		V	1	3	3	4	2	2	True	False	False
140.0	2.0	35.0	73	7	C	1.0	4	4	1.0	1.0	1/8	True	1	10.0	10.0	9.0	9a	5	35	False	False					False	23		V	G	ii		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	ii	ii, major	V		ii	ii	True	V	V, minor		V, minor		V	1	3	3	6	4	4	False	False	False
142.0	0.0	35.5	73	7	C	1.0	4	4	1.0	1.0	0	True	1	10.0	10.0	9.0	9a	5	71/2	False	True					False	24		V65	G	ii		V65	V		65			Mm7	False	True	(5, 2, -1, 1)	()	1	5	major	minor	ii	ii, major	V		ii	ii	True	V65	V65, minor		V65, minor		V	1	3	3	6	4	4	False	False	False
