onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	cadence_subtype	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	12.0	0.0	52	4	E	0.0	6	4	2.0	1.0	1/8	True	4	1.0	1.0	0.0	0a	3	0	True	True				{	False	0	E.I{	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	4	4	4	0	0	0	True	True	True
0.0	12.0	0.0	64	4	E	0.0	6	4	1.0	1.0	1/8	True	4	1.0	1.0	0.0	0a	4	0	True	True				{	False	0	E.I{	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	4	4	4	0	0	0	True	True	True
12.0	12.0	0.167	52	4	E	0.0	6	4	2.0	1.0	1/8	True	4	2.0	2.0	1.0	1a	3	1/2	False	False					False	0	E.I{	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	4	4	4	0	0	0	True	True	True
12.0	36.0	0.167	68	8	G	1.0	6	4	1.0	1.0	3/8	True	4	2.0	2.0	1.0	1a	4	1/2	False	False					False	0	E.I{	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	4	4	4	4	4	4	True	False	False
24.0	12.0	0.334	51	9	D	1.0	6	4	2.0	1.0	1/8	True	4	2.0	2.0	1.0	1a	3	1	False	False					False	0	E.I{	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	4	4	4	5	5	5	False	False	False
36.0	12.0	0.5	52	4	E	0.0	6	4	2.0	1.0	1/8	True	4	2.0	2.0	1.0	1a	3	3/2	False	False					False	0	E.I{	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	4	4	4	0	0	0	True	True	True
48.0	12.0	0.667	54	6	F	1.0	6	4	2.0	1.0	1/8	True	4	2.0	2.0	1.0	1a	3	2	False	False					False	0	E.I{	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	4	4	4	2	2	2	False	False	False
48.0	12.0	0.667	69	3	A	0.0	6	4	1.0	1.0	1/8	True	4	2.0	2.0	1.0	1a	4	2	False	False					False	0	E.I{	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	4	4	4	-1	-1	-1	False	False	False
60.0	24.0	0.8340000000000001	56	8	G	1.0	6	4	2.0	1.0	1/4	True	4	2.0	2.0	1.0	1a	3	5/2	False	True					False	1	I6	E	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	4	4	4	4	4	4	True	False	True
60.0	24.0	0.8340000000000001	71	5	B	0.0	6	4	1.0	1.0	1/4	True	4	2.0	2.0	1.0	1a	4	5/2	False	True					False	1	I6	E	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	4	4	4	1	1	1	True	False	False
