onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	cadence_subtype	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	12.0	0.0	43	1	G	0.0	2	2	3.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	2	0	True	True				{	False	0	g.i{	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
0.0	36.0	0.0	70	-2	B	-1.0	2	2	2.0	1.0	3/4	True	-1	1.0	1.0	1.0	1a	4	0	True	True				{	False	0	g.i{	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
0.0	36.0	0.0	74	2	D	0.0	2	2	1.0	1.0	3/4	True	-1	1.0	1.0	1.0	1a	5	0	True	True				{	False	0	g.i{	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
12.0	12.0	0.5	45	3	A	0.0	2	2	3.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	2	1	False	False					False	0	g.i{	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	2	2	2	False	False	False
24.0	12.0	1.0	46	-2	B	-1.0	2	2	3.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	2	2	False	False					False	0	g.i{	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
36.0	12.0	1.5	43	1	G	0.0	2	2	3.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	2	3	False	False					False	0	g.i{	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
36.0	12.0	1.5	70	-2	B	-1.0	2	2	2.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	4	3	False	False					False	0	g.i{	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
36.0	12.0	1.5	79	1	G	0.0	2	2	1.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	5	3	False	False					False	0	g.i{	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
48.0	12.0	2.0	50	2	D	0.0	2	2	3.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	3	4	False	True					False	1	V	g	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	1	1	1	1	1	1	True	True	True
48.0	18.0	2.0	69	3	A	0.0	2	2	2.0	1.0	3/8	True	-1	2.0	2.0	2.0	2a	4	4	False	True					False	1	V	g	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	1	1	1	2	2	2	True	False	False
48.0	18.0	2.0	78	6	F	1.0	2	2	1.0	1.0	3/8	True	-1	2.0	2.0	2.0	2a	5	4	False	True					False	1	V	g	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	1	1	1	5	5	5	True	False	False
60.0	12.0	2.5	50	2	D	0.0	2	2	3.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	3	5	False	False					False	1	V	g	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	1	1	1	1	1	1	True	True	True
66.0	6.0	2.75	74	2	D	0.0	2	2	2.0	1.0	1/8	True	-1	2.0	2.0	2.0	2a	5	11/2	False	False					False	1	V	g	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	1	1	1	1	1	1	True	True	True
66.0	6.0	2.75	78	6	F	1.0	2	2	1.0	1.0	1/8	True	-1	2.0	2.0	2.0	2a	5	11/2	False	False					False	1	V	g	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	1	1	1	5	5	5	True	False	False
72.0	12.0	3.0	52	4	E	0.0	2	2	3.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	3	6	False	True					False	2	IV6	g	i		IV6	IV		6			M	True	True	(3, 0, -1)	()	-1	3	minor	minor	i	i, minor	IV		i	i	True	IV6	IV6, minor		IV6, minor		IV	1	1	1	3	3	3	True	False	True
72.0	12.0	3.0	72	0	C	0.0	2	2	2.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	5	6	False	True					False	2	IV6	g	i		IV6	IV		6			M	True	True	(3, 0, -1)	()	-1	3	minor	minor	i	i, minor	IV		i	i	True	IV6	IV6, minor		IV6, minor		IV	1	1	1	-1	-1	-1	True	True	False
72.0	12.0	3.0	79	1	G	0.0	2	2	1.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	5	6	False	True					False	2	IV6	g	i		IV6	IV		6			M	True	True	(3, 0, -1)	()	-1	3	minor	minor	i	i, minor	IV		i	i	True	IV6	IV6, minor		IV6, minor		IV	1	1	1	0	0	0	True	False	False
84.0	12.0	3.5	54	6	F	1.0	2	2	3.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	3	7	False	True					False	3	V65	g	i		V65	V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	1	1	1	5	5	5	True	False	True
84.0	6.0	3.5	70	-2	B	-1.0	2	2	2.0	1.0	1/8	True	-1	2.0	2.0	2.0	2a	4	7	False	True					False	3	V65	g	i		V65	V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	1	1	1	-3	-3	-3	False	False	False
84.0	12.0	3.5	81	3	A	0.0	2	2	1.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	5	7	False	True					False	3	V65	g	i		V65	V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	1	1	1	2	2	2	True	False	False
